"UNIQUEID","distractor_letter","distractor_tier","distractor_error_type","distractor_misconception","distractor_skill_deficit"
"PQ_RES-02_9","A","L1","Conceptual","The student believed that WWC emphasizes preserving professional judgment over evidence-based ratings.","WWC focus on evidence-based ratings"
"PQ_RES-02_9","C","L2","Conceptual","The student believed that WWC provides comprehensive information on all elements of educational responses.","WWC focus on intervention effectiveness ratings"
"PQ_RES-02_9","D","L2","Conceptual","The student believed that WWC is primarily a resource for special education decisions.","WWC's role in general educational interventions"
"PQ_RES-02_10","A","L1","Conceptual","The student believed that claims of research support are sufficient for program adoption.","evidence-based practice evaluation criteria"
"PQ_RES-02_10","B","L2","Conceptual","The student believed that lack of specific citations automatically discredits a program's validity.","Evaluating evidence quality and relevance"
"PQ_RES-02_10","D","L2","Procedural","The student believed that piloting a program without evaluation is a sufficient initial step.","Program evaluation and evidence-based practice procedures"
"PQ_RES-02_11","A","L3","Conceptual","The student believed that publication bias means ignoring methodological quality in research publication.","Understanding of publication bias impact on research validity"
"PQ_RES-02_11","C","L2","Conceptual","The student believed that publication bias is primarily about the volume of studies published without quality control.","understanding of publication bias mechanisms"
"PQ_RES-02_11","D","L2","Conceptual","The student believed that peer review bias is the main issue affecting research validity.","Understanding publication bias impact on research validity"
"PQ_RES-02_12","A","L1","Conceptual","The student believed that a correlation of .45 indicates a perfect predictive relationship.","Understanding correlation strength and interpretation"
"PQ_RES-02_12","C","L3","Conceptual","The student believed that a correlation of .45 indicates no relationship.","Understanding correlation strength and interpretation"
"PQ_RES-02_12","D","L2","Conceptual","The student believed that a correlation below a certain threshold renders a tool useless.","Understanding correlation strength and practical significance"
"PQ_RES-02_13","A","L2","Conceptual","The student believed implementation science involves creating new interventions.","role of implementation science in research translation"
"PQ_RES-02_13","C","L2","Conceptual","The student believed that implementation science focuses on subjective measures of intervention popularity.","Implementation science focus on objective outcomes"
"PQ_RES-02_13","D","L3","Conceptual","The student believed that implementation science aims to remove research from practice.","role of research in implementation science"
"PQ_RES-02_14","B","L2","Conceptual","The student believed that treatment integrity issues are about the intervention's evidence base.","Distinction between fidelity and evidence-based practice"
"PQ_RES-02_14","C","L2","Conceptual","The student believed that non-compliance by students is a fidelity issue.","Treatment integrity versus student compliance"
"PQ_RES-02_14","D","L3","Conceptual","The student believed that cost is a factor in treatment integrity issues.","Understanding treatment integrity criteria"
"PQ_RES-02_15","A","L1","Conceptual","The student believed that neuroscience-based interventions are always superior due to their scientific nature.","Critical evaluation of intervention evidence"
"PQ_RES-02_15","B","L2","Conceptual","The student believed that neuroscience claims are always speculative and lack empirical support.","Evaluating neuroscience claims with empirical evidence"
"PQ_RES-02_15","D","L1","Conceptual","The student believed that interventions labeled as neuroscience-based are inherently superior due to their biological focus.","Critical evaluation of neuroscience claims"
"PQ_RES-02_16","A","L1","Conceptual","The student believed that the replication crisis is solely about small sample sizes.","Understanding the broader factors in replication crisis"
"PQ_RES-02_16","C","L2","Conceptual","The student believed that psychology is uniquely unreliable compared to other sciences.","Comparative reliability of scientific fields"
"PQ_RES-02_16","D","L3","Conceptual","The student believed that replication studies are not valuable in applied settings due to resource constraints.","Importance of replication in psychological research"
"PQ_RES-02_17","A","L2","Conceptual","The student believed that any published study qualifies as research-based evidence.","Understanding of evidence hierarchy in research"
"PQ_RES-02_17","B","L2","Conceptual","The student believed that anecdotal evidence from teachers is sufficient to determine if an intervention is research-based.","Understanding of evidence hierarchy in educational research"
"PQ_RES-02_17","D","L2","Conceptual","The student believed that personal experience is sufficient to determine if an intervention is research-based.","Evidence-based practice evaluation criteria"
"PQ_RES-02_18","A","L1","Conceptual","The student believed that research findings are invalid if results are not replicated in practice.","Understanding of intervention fidelity importance"
"PQ_RES-02_18","B","L2","Conceptual","The student believed that population differences can negate the effects of poor implementation fidelity.","Understanding of intervention fidelity impact"
"PQ_RES-02_18","D","L3","Conceptual","The student believed that research findings are universally inapplicable in school settings.","Understanding of research-to-practice translation"
"PQ_RES-02_19","A","L1","Conceptual","The student believed that statistical significance has no value in interpreting research results.","Understanding of statistical vs. clinical significance"
"PQ_RES-02_19","C","L1","Conceptual","The student believed that clinical and statistical significance are interchangeable terms.","distinction between clinical and statistical significance"
"PQ_RES-02_19","D","L2","Conceptual","The student believed that clinical significance is limited to healthcare contexts.","application of clinical significance in educational research"
"PQ_RES-02_20","A","L3","Conceptual","The student believed that modern technology inherently ensures program effectiveness.","Evidence-based practice evaluation criteria"
"PQ_RES-02_20","B","L2","Conceptual","The student believed that commercial programs are inherently biased and ineffective.","Evaluating evidence for educational interventions"
"PQ_RES-02_20","D","L2","Conceptual","The student believed that a company guarantee is a reliable indicator of a program's effectiveness.","Understanding evidence-based practice criteria"
"item_092","A","L1","Conceptual","The student believed that a positive correlation is always stronger than a negative one.","Understanding correlation coefficient strength"
"item_092","C","L3","Conceptual","The student believed that any positive correlation is stronger than a negative one.","Understanding correlation coefficient magnitude"
"item_092","D","L3","Conceptual","The student believed that a negative correlation is weaker than a positive one.","Understanding correlation strength regardless of sign"
"item_092","E","L3","Lexical","The student believed that an unused option could still be relevant to the question.","Understanding of test-taking strategies"
"item_092","F","L3","Lexical","The student believed that an unused option could be a valid choice.","Understanding of test-taking strategies"
"item_093","B","L2","Lexical","The student believed that 'independent group' is a valid term in experimental design.","Understanding of experimental group terminology"
"item_093","C","L1","Conceptual","The student believed the group exposed to the variable is the control group.","Understanding of experimental and control group roles"
"item_093","D","L3","Lexical","The student believed that 'dependent variable' refers to a group of participants.","Understanding of experimental terminology"
"item_093","E","L3","Lexical","The student believed this option was relevant to the question.","Understanding of experimental group terminology"
"item_093","F","L3","Lexical","The student believed that 'unused' could be a valid group designation.","Understanding of experimental group terminology"
"item_095","A","L2","Conceptual","The student believed that 'experimental variable' is a valid term for variables manipulated in experiments.","Understanding of independent and dependent variables"
"item_095","B","L2","Lexical","The student believed that 'manipulation variable' is a standard term for independent variable.","Understanding of experimental variable terminology"
"item_095","D","L1","Conceptual","The student believed that the music's effect was being measured.","Understanding independent vs. dependent variables"
"item_095","E","L3","Lexical","The student believed that the unused option might be relevant.","Understanding of experimental design terminology"
"item_095","F","L3","Lexical","The student believed that the unused option could still be relevant.","Understanding of experimental design terminology"
