"UNIQUEID","distractor_letter","distractor_tier","distractor_error_type","distractor_misconception","distractor_skill_deficit"
"PQ_LEG-03_9","C","L2","Conceptual","The student believed that informal observations by teachers equate to being regarded as having a disability.","ADA Amendments Act definition of 'regarded as' disability"
"PQ_LEG-03_9","D","L3","Conceptual","The student believed that a genetic predisposition qualifies as a disability under ADA.","ADA Amendments Act definition of disability"
"PQ_LEG-03_10","A","L1","Conceptual","The student believed that classroom management concerns override legal accommodations.","Section 504 accommodation enforcement"
"PQ_LEG-03_10","C","L1","Conceptual","The student believed accommodations are conditional on not disrupting instruction.","Section 504 accommodation implementation requirements"
"PQ_LEG-03_10","D","L2","Conceptual","The student believed that Section 504 cannot address anxiety disorders effectively.","Understanding of Section 504 accommodations for anxiety"
"PQ_LEG-03_11","A","L1","Conceptual","The student believed that district discretion overrides federal law requirements.","Section 504 least restrictive environment requirement"
"PQ_LEG-03_11","C","L2","Conceptual","The student believed that Section 504 does not include provisions for placement decisions.","Section 504 least restrictive environment requirement"
"PQ_LEG-03_11","D","L2","Conceptual","The student believed parental preference overrides legal requirements for placement.","Section 504 placement decision criteria"
"PQ_LEG-03_12","A","L1","Conceptual","The student believed that schools have full discretion to deny costly accommodations.","Section 504 reasonable accommodation criteria"
"PQ_LEG-03_12","C","L2","Conceptual","The student believed that Section 504 does not consider cost in accommodation decisions.","Section 504 reasonable accommodation criteria"
"PQ_LEG-03_12","D","L2","Conceptual","The student believed that parental requests automatically mandate accommodation provision.","Section 504 reasonable accommodation criteria"
"PQ_LEG-03_13","A","L1","Conceptual","The student believed that legal protections for disabilities in K-12 education seamlessly extend to college.","differences in disability rights between K-12 and postsecondary education"
"PQ_LEG-03_13","C","L3","Conceptual","The student believed that postsecondary institutions are not required to accommodate students with disabilities.","ADA requirements for postsecondary institutions"
"PQ_LEG-03_13","D","L3","Conceptual","The student believed that graduation results in the complete loss of all legal protections.","Understanding ADA protections in postsecondary education"
"PQ_LEG-03_14","A","L3","Conceptual","The student believed that parental involvement might hinder the 504 plan process.","Parental involvement in 504 plan development"
"PQ_LEG-03_14","B","L1","Conceptual","The student believed that assessing functional limitations is unnecessary for a 504 plan.","504 plan functional impact assessment"
"PQ_LEG-03_14","D","L3","Procedural","The student believed that documenting accommodations in writing is unnecessary.","504 plan documentation requirements"
"PQ_LEG-03_15","A","L1","Procedural","The student believed that improvement in condition automatically disqualifies a student from needing a 504 plan.","504 plan review and modification process"
"PQ_LEG-03_15","C","L3","Conceptual","The student believed that 504 plans are permanent and unchangeable once established.","504 plan review and modification process"
"PQ_LEG-03_15","D","L2","Conceptual","The student believed that parental judgment alone is sufficient to determine the necessity of a 504 plan.","Section 504 plan review and evaluation process"
"PQ_LEG-03_16","A","L3","Conceptual","The student believed that 504 plans and health plans serve the same purpose in schools.","Distinction between 504 plans and health plans"
"PQ_LEG-03_16","C","L2","Conceptual","The student believed that health plans inherently offer more comprehensive support than 504 plans.","Differences in scope and purpose between 504 plans and health plans"
"PQ_LEG-03_16","D","L2","Conceptual","The student believed that 504 plans are limited to physical disabilities only.","Scope of 504 plan accommodations"
"PQ_LEG-03_17","A","L1","Conceptual","The student believed that Section 504 does not require accommodations in athletic programs.","Section 504 application to extracurricular activities"
"PQ_LEG-03_17","C","L3","Conceptual","The student believed that mental health disabilities automatically disqualify participation in athletics.","Section 504 inclusion in extracurricular activities"
"PQ_LEG-03_17","D","L2","Conceptual","The student believed that Section 504 protections are limited to academic settings only.","Section 504 coverage of extracurricular activities"
"PQ_LEG-03_18","A","L1","Conceptual","The student believed that 504 plans do not require accommodations in school programs.","Section 504 accommodation requirements"
"PQ_LEG-03_18","C","L2","Conceptual","The student believed that exclusion is a valid accommodation for students with disabilities.","Section 504 accommodation requirements"
"PQ_LEG-03_18","D","L3","Conceptual","The student believed that programs should exclude students with disabilities to avoid complications.","Section 504 inclusion requirements"
"PQ_LEG-03_19","A","L1","Conceptual","The student believed that accommodations must be enforced regardless of student consent.","Understanding student autonomy in 504 plan implementation"
"PQ_LEG-03_19","B","L2","Conceptual","The student believed that declining accommodations nullifies the need for a 504 plan.","Section 504 plan continuation requirements"
"PQ_LEG-03_19","D","L2","Conceptual","The student believed that declining accommodations absolves the school of responsibility.","Section 504 plan implementation responsibilities"
"PQ_LEG-03_20","A","L3","Conceptual","The student believed Section 504 is solely related to employment discrimination.","Understanding of Section 504's scope in education"
"PQ_LEG-03_20","C","L2","Conceptual","The student believed Section 504 is limited to physical disabilities only.","Section 504 eligibility criteria"
"PQ_LEG-03_20","D","L2","Conceptual","The student believed that IDEA and Section 504 operate independently without any interaction.","coordination between IDEA and Section 504"
"item_042","A","L1","Conceptual","The student believed that all educational complaints are handled by the Department of Education.","Section 504 complaint resolution process"
"item_042","B","L2","Procedural","The student believed that local school authorities handle Section 504 complaints.","Section 504 complaint resolution process"
"item_042","D","L2","Conceptual","The student believed that state-level authorities handle federal civil rights complaints.","Section 504 complaint resolution process"
"item_042","E","L3","Lexical","The student believed this option was relevant to the question.","Understanding of Section 504 complaint procedures"
"item_042","F","L3","Lexical","The student believed that this option was a valid authority for complaints.","Understanding of Section 504 complaint procedures"
"item_115","B","L1","Conceptual","The student believed that a waiver removes all legal obligations from the school.","Legal obligations under IDEA for waived assessments"
"item_115","C","L1","Conceptual","The student believed that once a waiver is granted, it cannot be overridden by parental request.","Parental rights in special education decisions"
"item_115","D","L2","Procedural","The student believed that accommodations are only required if specified in the IEP.","Understanding of legal obligations for test accommodations"
"item_115","E","L3","Lexical","The student believed that an unused option could still be relevant to the question.","Understanding test question format"
"item_115","F","L3","Lexical","The student believed that this option was relevant to the question.","Understanding of relevant legal obligations"
