"UNIQUEID","distractor_letter","distractor_tier","distractor_error_type","distractor_misconception","distractor_skill_deficit"
"PQ_ETH-02_20","A","L3","Conceptual","The student believed that concealing an error is a viable way to manage liability.","ethical responsibility in error disclosure"
"PQ_ETH-02_20","C","L2","Procedural","The student believed informal discussion with colleagues suffices for error disclosure.","Formal error disclosure procedures"
"PQ_ETH-02_20","D","L2","Conceptual","The student believed that taking action is only necessary if harm becomes evident.","ethical obligation to prevent potential harm"
"item_010","A","L1","Conceptual","The student believed that ethical guidelines prohibit using unfamiliar tests entirely.","NASP ethical guidelines on test administration"
"item_010","C","L2","Procedural","The student believed that referral to a colleague is mandatory without considering supervised practice.","NASP ethical guidelines on test administration"
"item_010","D","L2","Procedural","The student believed that observing a colleague administer the test is sufficient for ethical compliance.","NASP ethical guidelines on test administration"
"item_010","E","L3","Procedural","The student believed that this option was relevant to the question.","Understanding of test administration protocols"
"item_010","F","L3","Procedural","The student believed that this option was relevant to the scenario.","Understanding of ethical test administration"
"item_038","B","L1","Conceptual","The student believed that NASP allows supervision of three interns to ensure adequate support.","NASP guidelines on intern supervision limits"
"item_038","C","L2","Conceptual","The student believed that a higher number of interns could be effectively supervised.","NASP recommended supervision ratio"
"item_038","D","L3","Conceptual","The student believed that a high number of interns could be effectively supervised.","NASP recommended supervision ratios"
"item_038","E","L3","Lexical","The student believed that NASP guidelines allow for a higher number of supervisees.","NASP supervision guidelines for interns"
"item_038","F","L3","Lexical","The student believed that NASP guidelines allow for a very high number of supervisees.","NASP supervision guidelines for interns"
"item_211","A","L2","Conceptual","The student believed that supervision should be highly individualized.","NASP recommended supervision ratios"
"item_211","C","L2","Conceptual","The student believed that a supervisor can effectively manage three interns simultaneously.","NASP internship supervision guidelines"
"item_211","D","L2","Conceptual","The student believed that a supervisor can effectively manage four interns simultaneously.","NASP recommended supervision ratios"
"item_211","E","L3","Lexical","The student believed that this option was relevant to the question.","Understanding of valid answer options"
"item_211","F","L3","Lexical","The student believed that this option was available and relevant.","Understanding of available answer choices"
"item_213","A","L1","Conceptual","The student believed NASP has the authority to expel members.","NASP ethical complaint resolution procedures"
"item_213","B","L2","Conceptual","The student believed NASP has authority to mandate professional development.","NASP ethical complaint resolution authority"
"item_213","C","L2","Conceptual","The student believed NASP has authority to mandate personal actions like apologies.","NASP ethical complaint resolution procedures"
"item_213","F","L3","Lexical","The student believed that NASP has authority over licensing.","Understanding NASP's jurisdiction and authority limits"
"item_227","A","L2","Conceptual","The student believed that ethical guidelines are central to supporting all students.","NASP Practice Model framework"
"item_227","B","L2","Conceptual","The student believed IDEA is a central guiding document for all students.","IDEA's focus on students with disabilities"
"item_227","C","L2","Conceptual","The student believed that certification guidelines are central to supporting all students.","Role of certification guidelines in school psychology"
"item_227","E","L3","Lexical","The student believed that option E was a valid choice related to NASP guidelines.","Familiarity with NASP central guiding documents"
"item_227","F","L3","Lexical","The student believed that any official-sounding document could be central.","Understanding of central guiding documents"
