"UNIQUEID","distractor_letter","distractor_tier","distractor_error_type","distractor_misconception","distractor_skill_deficit"
"PQ_ACA-02_18","A","L2","Conceptual","The student believed that movement breaks are a way to avoid academic tasks.","Purpose of IEP accommodations for ADHD"
"PQ_ACA-02_18","C","L2","Conceptual","The student believed that movement breaks are only beneficial for young children.","Developmental appropriateness of accommodations"
"PQ_ACA-02_19","A","L2","Conceptual","The student believed that persistence with an ineffective accommodation is justified by complex interactions.","Dynamic assessment of accommodation effectiveness"
"PQ_ACA-02_19","B","L1","Procedural","The student believed that ineffective accommodations should be removed without further analysis.","collaborative inquiry process in accommodation review"
"PQ_ACA-02_19","D","L3","Conceptual","The student believed that lack of effort is the primary reason for ineffective accommodations.","Understanding of accommodation effectiveness evaluation"
"PQ_ACA-02_20","A","L1","Conceptual","Students with disabilities must always be placed in separate classrooms.","IDEA least restrictive environment requirement"
"PQ_ACA-02_20","B","L2","Conceptual","The student believed that inclusion in general education is always the best option.","LRE individualized decision-making process"
"PQ_ACA-02_20","D","L1","Conceptual","Students with disabilities should only be in general education if they need no support.","IDEA LRE accommodation requirements"
"item_009","A","L2","Conceptual","The student believed peer assistance is the primary accommodation for disabilities.","IDEA individualized accommodation planning"
"item_009","C","L2","Conceptual","The student believed that excusing the student entirely is an appropriate accommodation.","IDEA accommodation requirements"
"item_009","D","L2","Conceptual","The student believed that substituting a different type of assignment is an appropriate accommodation.","IDEA accommodation versus modification distinction"
"item_009","E","L3","Lexical","The student believed that option E was a valid choice despite it being unused.","Understanding of test format and instructions"
"item_009","F","L3","Lexical","The student believed that this option was relevant to the scenario.","Understanding of relevant accommodations"
"item_059","A","L1","Conceptual","The student believed that extra time would address the writing difficulties of dysgraphia.","Understanding accommodations for dysgraphia"
"item_059","B","L2","Conceptual","The student believed that frequent breaks would address writing difficulties.","Dysgraphia-specific test accommodation strategies"
"item_059","D","L2","Conceptual","The student believed that any alternative test format would address dysgraphia.","Understanding dysgraphia-specific accommodations"
"item_059","E","L3","Lexical","The student believed that option E was a valid choice.","Understanding of test accommodation options"
"item_059","F","L3","Lexical","The student believed that any unused option could be a valid choice.","Understanding of test-taking strategies"
"item_199","A","L3","Conceptual","The student believed that using pictures instead of text is an accommodation for reading fluency.","Understanding accommodations for reading fluency"
"item_199","B","L2","Conceptual","The student believed that modifying the test level is an accommodation for fluency.","Understanding accommodations versus modifications"
"item_199","D","L2","Conceptual","The student believed that matching reading material to cognitive ability is an accommodation for reading fluency.","Differentiation between cognitive ability and reading fluency accommodations"
"item_199","E","L3","Lexical","The student believed that an unused option could still be relevant.","Understanding of test-taking strategies"
"item_199","F","L3","Lexical","The student believed that this option was relevant to the question.","Understanding of reading fluency accommodations"
