"UNIQUEID","distractor_letter","distractor_tier","distractor_error_type","distractor_misconception","distractor_skill_deficit"
"PQ_SWP-02_11","C","L2","Conceptual","The student believed that teacher retention history is a key factor in retention decisions.","Understanding retention decision criteria"
"PQ_SWP-02_11","D","L2","Conceptual","The student believed that age and developmental factors are the primary determinants of retention decisions.","Understanding retention decision criteria"
"PQ_SWP-02_12","A","L2","Conceptual","The student believed that economic factors are the sole cause of dropout.","Understanding of factors influencing dropout risk"
"PQ_SWP-02_12","C","L1","Conceptual","The student believed that repeating a grade helps students catch up academically and reduces dropout risk.","Impact of grade retention on dropout rates"
"PQ_SWP-02_12","D","L3","Conceptual","The student believed that dropout rates are independent of any school-related factors.","Impact of grade retention on dropout rates"
"PQ_SWP-02_13","A","L1","Conceptual","The student believed that acceleration alone would resolve emotional issues.","Impact of acceleration on emotional well-being"
"PQ_SWP-02_13","C","L2","Conceptual","The student believed that retention would alleviate academic pressure and anxiety.","Impact of retention on gifted students"
"PQ_SWP-02_13","D","L2","Conceptual","Students with emotional concerns should never be considered for acceleration.","understanding of acceleration criteria for gifted students"
"PQ_SWP-02_14","A","L2","Conceptual","The student believed that both methods result in similar educational outcomes.","Differences in flexibility between grouping methods"
"PQ_SWP-02_14","C","L2","Conceptual","The student believed that between-class tracking allows for more movement and flexibility.","Characteristics of within-class grouping"
"PQ_SWP-02_14","D","L3","Conceptual","The student believed that both grouping methods yield similar educational results.","impact of grouping strategies on student outcomes"
"PQ_SWP-02_15","A","L2","Conceptual","The student believed ESSA mandates retention as a key accountability tool.","ESSA accountability measure guidelines"
"PQ_SWP-02_15","C","L2","Conceptual","The student believed ESSA mandates retention based on reading proficiency alone.","ESSA retention policy flexibility"
"PQ_SWP-02_15","D","L3","Conceptual","The student believed that ESSA has the authority to eliminate retention policies nationwide.","ESSA's role in state education policy autonomy"
"PQ_SWP-02_16","A","L1","Conceptual","The student believed that minority students inherently have lower capabilities.","Understanding systemic bias in education"
"PQ_SWP-02_16","C","L2","Conceptual","The student believed that family choice is the primary factor in retention rates.","Impact of systemic bias on educational outcomes"
"PQ_SWP-02_16","D","L3","Conceptual","The student believed that increasing retention rates would solve issues of consistency and fairness.","Understanding of equity in educational retention practices"
"PQ_SWP-02_17","A","L2","Conceptual","The student believed that school tenure alone is a critical factor in retention decisions.","Understanding factors in retention decisions for English learners"
"PQ_SWP-02_17","C","L2","Conceptual","The student believed that family values on education are critical for retention decisions.","Culturally responsive assessment practices"
"PQ_SWP-02_17","D","L3","Conceptual","The student believed behavior ratings are relevant to academic retention decisions.","Retention decision criteria for English learners"
"PQ_SWP-02_18","A","L1","Conceptual","The student believed that more time automatically leads to improved self-esteem.","Impact of retention on student self-esteem"
"PQ_SWP-02_18","C","L2","Conceptual","The student believed that retention is neutral and does not impact social-emotional aspects.","Impact of retention on social-emotional development"
"PQ_SWP-02_18","D","L3","Conceptual","The student believed that personal relationships with teachers fully determine self-esteem outcomes.","Influence of retention on self-esteem and motivation"
"PQ_SWP-02_19","B","L3","Conceptual","The student believed that early intervention aims to categorize students negatively.","IDEA early intervention purpose"
"PQ_SWP-02_19","C","L2","Conceptual","The student believed that early intervention aims to isolate struggling readers.","inclusive education practices"
"PQ_SWP-02_19","D","L2","Conceptual","The student believed that early intervention focuses solely on remediation.","RTI comprehensive intervention approach"
"PQ_SWP-02_20","A","L1","Conceptual","The student believed that strict adherence to policy ensures fairness and consistency.","Individualized education program adjustments"
"PQ_SWP-02_20","C","L2","Conceptual","The student believed that family preference should override evidence in educational decisions.","evidence-based decision-making in student promotion"
"PQ_SWP-02_20","D","L3","Conceptual","Students are the best judges of their own academic readiness for advancement.","Student self-assessment limitations in promotion decisions"
"item_033","B","L2","Procedural","The student believed that using a retention scale is a standard procedure for deciding grade retention.","Light's Retention Scale application criteria"
"item_033","C","L2","Conceptual","The student believed that low academic performance automatically warrants special education placement.","IDEA eligibility criteria for special education"
"item_033","D","L1","Conceptual","The student believed that grade retention is an effective strategy for improving academic performance.","Research on the effectiveness of grade retention"
"item_033","E","L3","Lexical","The student believed that option E was a valid choice despite it being unused.","Understanding of test format and instructions"
"item_033","F","L3","Lexical","The student believed that all options provided are valid choices.","Understanding of test question structure"
"item_128","A","L2","Conceptual","The student believed RTI data is not used for diagnostic purposes.","RTI diagnostic application"
"item_128","B","L2","Conceptual","The student believed RTI data is not used for planning interventions.","RTI intervention planning process"
"item_128","D","L2","Conceptual","The student believed RTI data is not used for evaluating intervention effectiveness.","RTI intervention effectiveness evaluation"
"item_128","E","L3","Lexical","The student believed that option E was a valid choice.","Understanding of RTI data application contexts"
"item_128","F","L3","Lexical","The student believed that RTI data is irrelevant in all educational decisions.","Understanding RTI data applications"
"item_193","A","L1","Procedural","The student believed that grade retention is determined by a specific scale.","Light's Retention Scale application criteria"
"item_193","B","L2","Conceptual","The student believed that remediation alone would address the underlying issues.","MTSS comprehensive assessment process"
"item_193","D","L2","Procedural","The student believed that summer school alone would address the underlying academic issues.","Comprehensive academic intervention planning"
"item_193","E","L3","Lexical","The student believed that option E was a valid choice in the context of the question.","Understanding of test question format"
"item_193","F","L3","Lexical","The student believed that this option was relevant to the scenario.","Understanding of relevant intervention strategies"
