"UNIQUEID","distractor_letter","distractor_tier","distractor_error_type","distractor_misconception","distractor_skill_deficit"
"PQ_PSY-01_15","C","L2","Lexical","The student believed that the terminology used was inherently confusing and needed an apology.","Understanding of percentile rank interpretation"
"PQ_PSY-01_15","D","L2","Conceptual","The student believed that a high percentile rank directly indicates giftedness.","Understanding of percentile rank interpretation"
"PQ_PSY-01_16","B","L1","Lexical","The student believed that clustering at the maximum value is different from scoring at or near the maximum.","Understanding of ceiling effects terminology"
"PQ_PSY-01_16","C","L1","Conceptual","The student believed that ceiling effects mean scores are too high to differentiate top performers.","Understanding of ceiling effects in test interpretation"
"PQ_PSY-01_16","D","L2","Conceptual","The student believed that ceiling effects limit the test's usefulness entirely for high performers.","Ceiling effect impact on test interpretation"
"PQ_PSY-01_17","A","L2","Conceptual","The student believed that older norm groups are inherently more reliable due to their longevity.","importance of current norm group data"
"PQ_PSY-01_17","C","L2","Procedural","The student believed averaging scores from different norm groups increases reliability.","Standard score interpretation across different norm groups"
"PQ_PSY-01_17","D","L2","Conceptual","The student believed that selecting the higher score reflects the student's true ability.","Understanding norm group relevance in score interpretation"
"PQ_PSY-01_18","A","L1","Conceptual","The student believed that averaging scores provides a clear understanding of cognitive abilities.","Interpretation of cognitive profile variability"
"PQ_PSY-01_18","C","L2","Conceptual","The student believed that significant score variability directly indicates a learning disability.","IDEA learning disability identification criteria"
"PQ_PSY-01_18","D","L2","Procedural","The student believed that retesting is necessary to confirm the accuracy of the initial assessment.","Understanding of cognitive assessment variability"
"PQ_PSY-01_19","A","L1","Conceptual","The student believed that using professional terminology is always the best practice.","Effective communication of assessment results"
"PQ_PSY-01_19","C","L2","Conceptual","The student believed that omitting scores entirely would protect parents from distress.","Effective communication of assessment results"
"PQ_PSY-01_19","D","L2","Conceptual","The student believed that absolute scores are sufficient for understanding performance.","Norm-referenced score interpretation"
"PQ_PSY-01_20","A","L1","Conceptual","The student believed that any improvement in scores indicates genuine progress.","Understanding regression to the mean in assessment scores"
"PQ_PSY-01_20","C","L2","Procedural","The student believed that any change in scores is due to measurement error.","Understanding of regression to the mean phenomenon"
"PQ_PSY-01_20","D","L2","Conceptual","The student believed that any low score necessitates more intensive intervention.","Understanding regression to the mean in assessment scores"
"item_074","B","L1","Conceptual","The student believed that a score of 90 is considered average without considering the SEM.","Understanding of standard error of measurement impact"
"item_074","C","L2","Conceptual","The student believed that a score of 90 is below average without considering the SEM.","Understanding score interpretation with SEM"
"item_074","D","L3","Lexical","The student believed that percentile ranks were relevant to the SEM discussion.","Understanding standard error of measurement implications"
"item_074","E","L3","Lexical","The student believed this option was relevant to the question.","Understanding of SEM in score interpretation"
"item_074","F","L3","Lexical","The student believed this option was relevant to the question.","Understanding of SEM application in score interpretation"
"item_233","B","L1","Conceptual","The student believed that a T-score of 64 falls within the average range.","Understanding T-score distribution ranges"
"item_233","C","L3","Conceptual","The student believed that a T-score of 64 is below the mean of 50.","Understanding T-score distribution"
"item_233","D","L3","Conceptual","The student believed that a T-score of 64 indicates a severe deficit.","Understanding T-score interpretation ranges"
"item_233","E","L3","Lexical","The student believed that T-scores are not used in cognitive testing.","Understanding T-score application in cognitive tests"
"item_233","F","L3","Lexical","The student believed that T-scores are not used in cognitive testing.","Understanding T-score application in cognitive tests"
