"UNIQUEID","distractor_letter","distractor_tier","distractor_error_type","distractor_misconception","distractor_skill_deficit"
"PQ_DIV-01_8","C","L1","Conceptual","Used pressure/coercion to prove commitment, contradicting autonomy-supportive engagement when stigma and mistrust are salient.","Ethical help-seeking outreach: motivational interviewing and culturally credible framing"
"PQ_DIV-01_8","D","L2","Conceptual","Defaulted to non-engagement without structured outreach, missing low-cost adaptations that preserve dignity and access.","Expectancy effects and access barriers: plan for engagement rather than predicting disengagement"
"PQ_DIV-01_9","A","L1","Lexical","Inverted which construct emphasizes mastery knowledge versus ongoing limits-awareness and reflective practice.","Accurate contrast of cultural humility vs competence framings in professional literature"
"PQ_DIV-01_9","C","L1","Conceptual","Treated nuanced terms as synonyms, missing different emphases on endpoints, power, and epistemic humility.","Discriminate overlapping vocabulary in multicultural training"
"PQ_DIV-01_9","D","L2","Conceptual","Assigned false scope boundaries (individual-only humility; systems-only competence) not supported by how the constructs are applied.","Systems and individual layers both require humility-informed practice"
"PQ_DIV-01_10","A","L1","Conceptual","Exported school individual-reward logic without examining how recognition functions in harmony-oriented family systems.","Culturally congruent reinforcement: align contingencies with valued social units"
"PQ_DIV-01_10","C","L2","Conceptual","Chose abandonment of an evidence-based strategy instead of redesigning contingencies to preserve behavioral principles.","Principle-preserving adaptation: change the reward ecology, not necessarily remove reinforcement"
"PQ_DIV-01_10","D","L2","Procedural","Split home and school programs in ways that fragment cues, measurement, and generalization without resolving cultural fit.","Intersetting consistency with culturally valid home practice"
"PQ_DIV-01_11","A","L3","Conceptual","Located underrepresentation in student ability rather than measurement, opportunity to learn, referral, and rubric bias.","Audit referral and identification pipeline; examine test bias and classroom expectations"
"PQ_DIV-01_11","C","L2","Conceptual","Explained away disparity with an unverified preference narrative instead of testing whether gatekeeping and instrument bias operate.","Hypothesis testing for identification equity: collect process data before attributing to family choice"
"PQ_DIV-01_11","D","L2","Conceptual","Reframed systematic underidentification as successful representation control without evidence of fair access.","Disproportionality interpretation: distinguish equitable identification from suppressed opportunity"
"PQ_DIV-01_12","A","L2","Procedural","Operationalized school-language-only intervention, confounding English instructional language with deprivation of L1 support and valid communication.","Linguistically appropriate services: dual-language materials; skilled bilingual providers when possible"
"PQ_DIV-01_12","C","L2","Conceptual","Delayed supports until English proficiency, treating second-language acquisition as prerequisite for SEBH/academic intervention.","IDEA/EL rights: intervene while acquiring English; document growth in both languages where relevant"
"PQ_DIV-01_12","D","L2","Conceptual","Chose L1-only schooling support without planning for academic-language demands and bilingual development pathways.","Balanced bilingual programming vs monolingual extremes in school-based supports"
"PQ_DIV-01_13","A","L1","Conceptual","Dismissed complementary healing systems as illegitimate, forestalling integration planning and relational trust.","Integrative planning: negotiate boundaries, safety, and shared goals without contempt"
"PQ_DIV-01_13","C","L2","Procedural","Avoided explicit conversation about healing beliefs, losing data needed for culturally valid case formulation.","Assessment interview scope: religion, spirituality, and traditional practices as contextual facts"
"PQ_DIV-01_13","D","L1","Conceptual","Forced an either-or choice between community practices and school services rather than sequencing complementary supports.","Coordinated care agreements: clarify roles, contraindications, and consent across systems"
"PQ_DIV-01_14","A","L2","Conceptual","Applied published norms as if expression rules were invariant across cultures, increasing false positives/negatives on broadband scales.","Norm/sample fit: question whether behavior-rating anchors match expressive norms for the student’s context"
"PQ_DIV-01_14","C","L3","Procedural","Invented post-hoc score inflation instead of transparent multi-source, multi-setting convergence and interpreter-informed interviews where needed.","Ethical score interpretation: no ad hoc adjustments; triangulate qualitative and quantitative evidence"
"PQ_DIV-01_14","D","L2","Conceptual","Proposed discarding standardized metrics entirely rather than contextualizing scores alongside setting-specific observations.","Integrated evaluation: use scores with cultural qualifiers, not scores-only or scores-never"
"PQ_DIV-01_15","A","L2","Conceptual","Equated identical rules with fairness while ignoring disparate impact, implicit bias, and culturally variable conduct meanings.","Procedural justice vs equity: monitor outcomes by group; co construct norms with community"
"PQ_DIV-01_15","C","L2","Conceptual","Lowered expectations as a group stereotype rather than removing barriers and maintaining high support.","High-expectation high-support frameworks in marginalized communities"
"PQ_DIV-01_15","D","L2","Procedural","Dropped SW-PBIS behavioral infrastructure as if academics alone address culture and safety.","Tiered behavior systems with culturally sustaining content and data review for disproportionality"
"PQ_DIV-01_16","A","L2","Conceptual","Treated obtained scores as unmotivated indicators of global ability without testing familiarity, language, anxiety, and standardization threats.","Testwiselessness, linguistic load, and opportunity bias in cognitive/achievement interpretation"
"PQ_DIV-01_16","C","L2","Procedural","Withheld evaluation to avoid labels, violating child find and denying needed protections and services.","Ethical comprehensive evaluation despite family literacy barriers; explain results accessibly"
"PQ_DIV-01_16","D","L1","Procedural","Relied on a single quantitative source despite IDEA multidisciplinary and multi-method requirements.","Eligibility determination from converging evidence, not isolated standardized scores"
"PQ_DIV-01_17","A","L2","Conceptual","Treated secular policy as a bar to any accommodation rather than analyzing undue hardship, safety, and intervention integrity case by case.","Reasonable accommodation analysis under civil rights and school policy"
"PQ_DIV-01_17","B","L2","Procedural","Approved every request categorically to preempt conflict, skipping safety, feasibility, and fidelity constraints.","Bounded accommodation: negotiate alternatives that preserve core intervention mechanisms"
"PQ_DIV-01_17","D","L2","Procedural","Deferred all planning to external specialists instead of leading school-based feasibility, coordination, and progress monitoring.","Shared responsibility: school team remains accountable for FAPE-consistent implementation"
"PQ_DIV-01_18","A","L2","Conceptual","Pathologized context-specific behavior while ignoring culturally congruent peer settings where skills are intact—an interpretive error in cross-setting validation.","Cultural discontinuity vs disorder: profile skills across matched and mainstream ecologies before disorder inferences"
"PQ_DIV-01_18","C","L3","Conceptual","Attributed competent culturally grounded behavior to malingering without evidence—a serious attribution bias in multiethnic assessment.","Defensible clinical attributions: rule out instructional mismatch and code-switching demands"
"PQ_DIV-01_18","D","L2","Conceptual","Generalized from mismatch to intervention futility without targeting culturally responsive skill bridges and environmental supports.","Instructional/environmental hypothesis testing before declaring non-responder status"
"PQ_DIV-01_19","A","L2","Procedural","Left a business-hours, site-bound default as primary despite documented work-schedule inflexibility, raising access inequity.","Barrier removal for working families: asynchronous options and off-hours meetings"
"PQ_DIV-01_19","C","L1","Procedural","Chose minimal formal participation, conflicting with substantive parent involvement and informed consent expectations in special education.","IDEA participatory rights: offer meaningful roles, not only one-way updates"
"PQ_DIV-01_19","D","L2","Procedural","Substituted teacher proxy for caregiver decision voice, diluting authentic family partnership on goals and methods.","Role clarity: educators facilitate, families retain decision authority for the student"
"PQ_DIV-01_20","A","L3","Conceptual","Stereotyped culture as justification for lowering standards rather than intensifying support and removing structural barriers.","High expectation with culturally responsive scaffolding; avoid soft bigotry of low expectations"
"PQ_DIV-01_20","B","L2","Conceptual","Pitted cultural specificity against evidence instead of embedding EBP mechanisms in culturally valid routines.","Cultural adaptation matrix: preserve active ingredients while localizing examples and mediators"
"PQ_DIV-01_20","D","L2","Conceptual","Restricted analysis to within-child traits while omitting language, bias, and institutional contributors to performance.","Ecobehavioral perspective in culturally responsive intervention design"
