"UNIQUEID","distractor_letter","distractor_tier","distractor_error_type","distractor_misconception","distractor_skill_deficit"
"PQ_RES-03_11","D","L1","Conceptual","The student believed that statistical significance alone determines the importance of a finding.","Understanding the role of effect size in research findings"
"PQ_RES-03_12","A","L2","Conceptual","The student believed that one standard deviation from the mean covers only half of the data.","Empirical rule for normal distribution"
"PQ_RES-03_12","C","L2","Conceptual","The student believed that one standard deviation from the mean covers 95% of the data.","Empirical rule for normal distribution"
"PQ_RES-03_12","D","L2","Conceptual","The student believed that one standard deviation from the mean covers 99% of the data.","Empirical rule for normal distribution"
"PQ_RES-03_13","A","L1","Conceptual","The student believed that the confidence interval guarantees the mean falls within the specified range.","interpretation of confidence intervals"
"PQ_RES-03_13","C","L1","Conceptual","The student believed that confidence intervals describe the distribution of individual scores.","Understanding of confidence interval interpretation"
"PQ_RES-03_13","D","L3","Lexical","The student believed that professional engagement is relevant to interpreting confidence intervals.","Understanding confidence interval interpretation"
"PQ_RES-03_14","A","L3","Conceptual","The student believed that correlation can be used to compare categorical data.","Pearson correlation applicability criteria"
"PQ_RES-03_14","B","L2","Procedural","The student believed that comparing means is appropriate for categorical data.","Understanding categorical vs. continuous data analysis"
"PQ_RES-03_14","D","L2","Procedural","The student believed that the same group of students was measured twice.","Understanding of paired vs. independent samples"
"PQ_RES-03_15","A","L1","Conceptual","The student believed that a lack of statistical significance proves the intervention's ineffectiveness.","Understanding of statistical power and Type II error"
"PQ_RES-03_15","B","L2","Conceptual","The student believed that lack of significance invalidates the entire research study.","Understanding of statistical significance and research validity"
"PQ_RES-03_15","D","L3","Conceptual","The student believed that statistical significance is not important in evaluating research findings.","importance of statistical significance in research"
"PQ_RES-03_16","A","L2","Conceptual","The student believed that a low R² value means no relationship exists between variables.","Interpreting R² in regression analysis"
"PQ_RES-03_16","C","L2","Conceptual","The student believed that the slope value directly represents the percentage of variance explained.","Understanding R² as variance explained"
"PQ_RES-03_16","D","L3","Conceptual","The student believed that an R² value of .18 indicates a perfect predictive relationship.","Understanding R² as a measure of explained variance"
"PQ_RES-03_17","A","L3","Lexical","The student believed 'base rate' refers to financial compensation terms.","Understanding of statistical terminology"
"PQ_RES-03_17","C","L2","Conceptual","The student believed that base rate refers to test difficulty based on item response rates.","Standardized test difficulty metrics"
"PQ_RES-03_17","D","L2","Conceptual","Base rate is related to student enrollment figures or grade level proportions.","understanding of statistical base rate concept"
"PQ_RES-03_18","A","L2","Conceptual","The student believed that a Cohen's d value of 1.2 indicates a small effect size.","Cohen's d effect size interpretation"
"PQ_RES-03_18","B","L1","Conceptual","The student believed that a Cohen's d value of 1.2 represents a medium effect size.","Cohen's d effect size interpretation"
"PQ_RES-03_18","D","L3","Conceptual","The student believed that Cohen's d does not directly indicate effect size.","Understanding of Cohen's d as a measure of effect size"
"PQ_RES-03_19","A","L1","Conceptual","The student believed SEM is primarily for analyzing multiple independent variables' effects.","Understanding SEM's use for latent constructs"
"PQ_RES-03_19","C","L3","Conceptual","The student believed SEM could be used for qualitative data analysis.","Quantitative vs qualitative research methods"
"PQ_RES-03_19","D","L3","Conceptual","The student believed SEM is used for basic data summarization tasks.","Understanding of SEM's purpose and application"
"PQ_RES-03_20","B","L3","Conceptual","The student believed that correlation as a statistical method is inherently flawed.","Understanding of correlation as a statistical tool"
"PQ_RES-03_20","C","L3","Conceptual","The student believed that sample size is inherently inadequate in all studies.","Understanding of sample size determination"
"PQ_RES-03_20","D","L3","Conceptual","The student believed that any study with a low correlation must be invalid.","Understanding of correlation validity criteria"
"item_094","A","L1","Conceptual","The student believed that the group not exposed to the variable is still part of the experimental group.","Understanding of experimental and control group roles"
"item_094","B","L2","Conceptual","The student believed that 'independent group' is a valid term for a control group.","Understanding of experimental design terminology"
"item_094","D","L3","Conceptual","The student believed that the group not exposed to the variable is the dependent variable.","Understanding experimental group roles"
"item_094","E","L3","Lexical","The student believed that 'unused' could be a technical term for a group in an experiment.","Understanding experimental group terminology"
"item_094","F","L3","Lexical","The student believed that 'unused' could be a valid term for a group in an experiment.","Understanding experimental group terminology"
"item_172","A","L3","Conceptual","The student believed that ADHD prevalence is extremely high in schools.","ADHD prevalence statistics"
"item_172","B","L2","Conceptual","The student believed that ADHD is commonly overdiagnosed in the general population.","Prevalence and diagnostic trends of ADHD"
"item_172","C","L2","Procedural","The student believed that school psychologists are not involved in ADHD diagnosis.","Role of school psychologists in ADHD diagnosis"
"item_172","E","L3","Lexical","The student believed that option E was a valid choice despite it being unused.","Understanding of test-taking strategies"
"item_172","F","L3","Lexical","The student believed that unused options are relevant to the question.","Understanding of test-taking strategies"
"item_185","A","L2","Procedural","The student believed that the highest score should be the mean.","Calculating the arithmetic mean"
"item_185","B","L2","Procedural","The student believed that the mean is calculated by averaging only the middle scores.","calculating the mean of a data set"
"item_185","C","L2","Procedural","The student believed that the mean is calculated by selecting the middle value in a sorted list.","Calculating the mean of a data set"
"item_185","E","L3","Lexical","The student believed that the mean is calculated by selecting the middle number in a sequence.","Understanding of mean calculation process"
"item_185","F","L3","Lexical","The student believed that the unused option was relevant to the question.","Understanding of irrelevant options"
"item_186","A","L1","Conceptual","The student believed that the mean score should be compared directly to peers' scores.","RTI progress monitoring interpretation"
"item_186","B","L2","Conceptual","The student believed that any score below 10 indicates a problem.","RTI progress monitoring interpretation"
"item_186","D","L2","Procedural","The student believed that any involvement in RTI automatically leads to special education evaluation.","RTI decision-making criteria for special education referral"
"item_186","E","L3","Lexical","The student believed that the option was relevant to the question.","Understanding of RTI process relevance"
"item_186","F","L3","Lexical","The student believed that option F was a valid choice despite it being unused.","Understanding of test format and instructions"
