"UNIQUEID","distractor_letter","distractor_tier","distractor_error_type","distractor_misconception","distractor_skill_deficit"
"PQ_ACA-09_8","A","L1","Conceptual","The student believed that complete absence from school is necessary until pain is fully resolved.","Chronic pain management in school settings"
"PQ_ACA-09_8","C","L2","Conceptual","The student believed that chronic pain is primarily a behavioral issue that can be managed through discipline.","Biopsychosocial model of chronic pain management"
"PQ_ACA-09_8","D","L2","Conceptual","The student believed that medical intervention alone is sufficient for school refusal issues.","Integrated school-based intervention strategies"
"PQ_ACA-09_9","A","L1","Conceptual","The student believed that average intelligence negates the impact of ADHD on academics.","Impact of ADHD on academic performance"
"PQ_ACA-09_9","C","L3","Conceptual","ADHD is only a concern for students who also have learning disabilities.","ADHD's impact on students without learning disabilities"
"PQ_ACA-09_9","D","L3","Conceptual","The student believed that ADHD symptoms naturally diminish by high school.","Long-term prognosis of ADHD without treatment"
"PQ_ACA-09_10","A","L2","Conceptual","The student believed that complete exclusion from physical activities is necessary for safety.","Individualized accommodation planning for chronic illness"
"PQ_ACA-09_10","C","L2","Conceptual","The student believed that any medical condition requires special education placement.","IDEA eligibility criteria for special education"
"PQ_ACA-09_10","D","L3","Conceptual","The student believed sickle cell disease primarily affects mental health.","Understanding of sickle cell disease impact on education"
"PQ_ACA-09_11","A","L1","Conceptual","The student believed that all behavioral issues are intentional and should be managed with consequences.","Understanding medication side effects on behavior"
"PQ_ACA-09_11","B","L1","Conceptual","The student believed that new psychiatric symptoms are unrelated to medication effects.","Understanding corticosteroid side effects on behavior"
"PQ_ACA-09_11","D","L3","Conceptual","The student believed that medication side effects are temporary and self-resolving without intervention.","Understanding of medication side effects management"
"PQ_ACA-09_12","A","L1","Conceptual","The student believed that visual impairments do not affect the need for assessment accommodations.","IDEA assessment accommodation requirements"
"PQ_ACA-09_12","C","L2","Conceptual","Students believed that segregation is necessary for effective education of visually impaired students.","Least restrictive environment principle"
"PQ_ACA-09_12","D","L3","Conceptual","The student believed that visual impairment directly causes intellectual disability.","Differentiation between sensory and cognitive impairments"
"PQ_ACA-09_13","A","L1","Conceptual","The student believed that tics can be controlled through punishment.","Behavioral intervention for involuntary conditions"
"PQ_ACA-09_13","C","L2","Conceptual","The student believed that tics are voluntary behaviors used to gain attention.","Understanding involuntary nature of Tourette syndrome tics"
"PQ_ACA-09_13","D","L2","Conceptual","The student believed that removing stressors entirely is the best way to manage tics.","Behavioral intervention planning for Tourette syndrome"
"PQ_ACA-09_14","A","L2","Conceptual","The student believed that any academic difficulty qualifies as a specific learning disability.","IDEA disability category criteria for health-related issues"
"PQ_ACA-09_14","C","L2","Conceptual","The student believed that emotional factors related to asthma qualify as an emotional disturbance.","IDEA disability category criteria for Emotional Disturbance"
"PQ_ACA-09_14","D","L3","Conceptual","The student believed that any significant impact on learning qualifies as an intellectual disability.","IDEA disability category definitions"
"PQ_ACA-09_15","A","L1","Procedural","The student believed that immediate cessation of medication is the safest response to side effects.","collaborative consultation with healthcare providers"
"PQ_ACA-09_15","C","L1","Conceptual","The student believed that side effects of medication are always normal and require no intervention.","Understanding medication side effect management"
"PQ_ACA-09_15","D","L2","Procedural","The student believed that increasing stimulation and caffeine would effectively address fatigue.","ADHD medication side effect management protocol"
"PQ_ACA-09_16","A","L1","Conceptual","The student believed that confusion and irritability should be managed as disciplinary issues.","understanding of medical conditions in behavior management"
"PQ_ACA-09_16","C","L2","Conceptual","The student believed that exclusion is necessary for medical stability.","IDEA requirements for health-related accommodations"
"PQ_ACA-09_16","D","L3","Conceptual","The student believed that responsibility for medical management lies solely with the student or family.","IDEA requirements for medical conditions in schools"
"PQ_ACA-09_17","A","L2","Conceptual","The student believed that PDE affects only intellectual ability and not other domains.","Comprehensive impact of prenatal drug exposure"
"PQ_ACA-09_17","C","L2","Conceptual","The student believed that prenatal drug exposure primarily affects motor coordination without cognitive impact.","Neurodevelopmental impact of prenatal drug exposure"
"PQ_ACA-09_17","D","L2","Conceptual","The student believed that language development is the sole domain affected by PDE.","comprehensive impact of PDE on neurodevelopment"
"PQ_ACA-09_18","A","L3","Conceptual","The student believed that blood pressure medications are used for seizure management.","anticonvulsant medication side effects"
"PQ_ACA-09_18","C","L3","Conceptual","The student believed antibiotics are used for seizure management.","Anticonvulsant medication side effects"
"PQ_ACA-09_18","D","L3","Conceptual","The student believed that seizure medications are free from cognitive side effects.","side effects of anticonvulsant medications"
"PQ_ACA-09_19","A","L3","Conceptual","The student believed that accommodations are meant to reduce academic expectations.","Purpose of 504 plan accommodations"
"PQ_ACA-09_19","C","L2","Conceptual","The student believed accommodations are meant to reduce exposure to difficult content.","Purpose of 504 plan accommodations"
"PQ_ACA-09_19","D","L3","Conceptual","The student believed that accommodations are designed to ensure higher academic performance.","Purpose of 504 plan accommodations"
"PQ_ACA-09_20","A","L1","Conceptual","The student believed that immediate full reintegration is beneficial for recovery.","Re-entry planning for medically fragile students"
"PQ_ACA-09_20","C","L2","Conceptual","The student believed that prolonged absence from school is beneficial for recovery.","Reintegration planning for medically cleared students"
"PQ_ACA-09_20","D","L3","Conceptual","The student believed that anxiety in returning students is always manipulative.","Understanding of anxiety as a legitimate mental health concern"
