UNIQUEID,distractor_letter,distractor_tier,distractor_error_type,distractor_misconception,distractor_skill_deficit
"PQ_DBD-10_8","D","L3","Conceptual","The student treated consistent multi-year teacher concern as insufficient evidence to act on, not recognizing that persistent cross-teacher cross-year observations about the same specific skill constitute clinically significant evidence warranting evaluation.","Clinical threshold criteria for initiating evaluation based on multi-source longitudinal teacher reports"
"PQ_DBD-10_9","A","L3","Conceptual","The student believed cultural and linguistic background is sociological rather than clinical information, not recognizing that language exposure history is essential for preventing misidentification of cultural-linguistic difference as learning disability.","Cultural-linguistic variables as construct validity threats in psychoeducational assessment"
"PQ_DBD-10_9","C","L3","Conceptual","The student believed that being bilingual automatically indicates a learning disability, conflating cultural-linguistic difference—which requires accommodated assessment—with disorder, which requires a separate eligibility determination.","Distinguishing cultural-linguistic difference from learning disability in diverse learner assessment"
"PQ_DBD-10_9","D","L3","Conceptual","The student believed language background has no bearing on evaluation outcomes, failing to recognize that language history directly affects the validity of standardized tests calibrated on monolingual English populations.","Impact of language exposure history on standardized test validity for English language learners"
"PQ_DBD-10_10","A","L3","Procedural","The student believed early intervention services are developmentally distinct from school-age concerns, not understanding that preschool intervention history establishes the chronicity of a developmental concern and directly informs current evaluation hypotheses.","Longitudinal continuity between early intervention history and school-age evaluation hypotheses"
"PQ_DBD-10_10","C","L2","Conceptual","The student believed a prior record of early intervention automatically establishes current special education eligibility, conflating historical developmental need with the legally required demonstration of current adverse educational impact.","IDEA eligibility criteria requiring current adverse educational impact versus historical service receipt"
"PQ_DBD-10_10","D","L2","Lexical","The student believed only current performance data should inform eligibility decisions, not recognizing that developmental trajectory from early intervention through present functioning provides essential context for distinguishing supported performance from genuine skill attainment.","Developmental trajectory interpretation in distinguishing supported performance from actual skill mastery"
"PQ_DBD-10_11","A","L2","Conceptual","The student attributed the score decline entirely to technical test invalidity, choosing a single narrow explanation rather than considering the broader range of contextual developmental and circumstantial factors that could account for meaningful performance change.","Differential diagnosis of achievement score discrepancies across multiple explanatory frameworks"
"PQ_DBD-10_11","C","L3","Conceptual","The student dismissed the performance drop as measurement noise rather than a clinically meaningful change, not recognizing that a significant decline from a prior higher baseline warrants active multifactorial investigation.","Clinical significance thresholds for performance decline in longitudinal achievement data"
"PQ_DBD-10_11","D","L2","Procedural","The student treated the score discrepancy as an anomaly that would self-correct, not understanding that meaningful decline from a prior achievement baseline requires active investigation of environmental health and developmental changes since the prior testing.","Clinical response obligations when significant negative performance trajectories appear in records"
"PQ_DBD-10_12","A","L2","Conceptual","The student believed medical conditions are categorically separate from educational concerns, not recognizing that untreated hearing loss creates a direct biological pathway to speech delay and reduced phonological processing ability.","Untreated hearing loss as a primary etiology for speech-language and phonological processing deficits"
"PQ_DBD-10_12","C","L3","Conceptual","The student believed hearing loss is a standalone medical condition with minimal classroom impact, not understanding that auditory processing is foundational to phonological awareness, decoding, and language development.","Peripheral hearing loss as a causal pathway to phonological processing and language learning difficulties"
"PQ_DBD-10_12","D","L2","Procedural","The student believed medical records should be excluded from educational assessment to maintain domain boundaries, not knowing that RIOT-based evaluation explicitly requires medical record integration when health conditions may explain academic concerns.","Medical records integration requirements in multi-source RIOT-based psychoeducational evaluation"
"PQ_DBD-10_13","A","L1","Conceptual","The student believed test results retain validity regardless of the language used for administration, not recognizing that testing in a stronger non-school language artificially inflates scores and misrepresents functioning in the educational setting.","Language of assessment as a construct validity threat for English language learners"
"PQ_DBD-10_13","C","L2","Conceptual","The student believed assessing ELL students in their home language is standard best practice, confusing home language assessment with the requirement to evaluate in the language relevant to the school-based referral concern.","Language selection guidelines in psychoeducational evaluation of English language learners"
"PQ_DBD-10_13","D","L2","Procedural","The student believed retesting in English using an identical format would produce valid comparable results, not recognizing that changing the language of administration introduces comparability problems without resolving the underlying validity issue.","Test equivalence and comparability in cross-language re-evaluation of ELL students"
"PQ_DBD-10_14","A","L2","Procedural","The student concluded that brief improvement after intervention was discontinued proves the reading difficulty was not genuine, not recognizing that temporary gains that fade without support are a hallmark of intervention-dependent performance rather than skill mastery.","Distinguishing intervention-dependent performance gains from durable independent skill acquisition in reading"
"PQ_DBD-10_14","C","L3","Conceptual","The student interpreted brief improvement as inconsistency that negates the overall pattern, not recognizing that the improve-then-regress sequence specifically indicates the student cannot maintain gains without ongoing instructional support.","Interpretation of cyclic improvement and regression as evidence in learning disability identification"
"PQ_DBD-10_14","D","L2","Procedural","The student concluded the historical intervention data is ambiguous rather than clinically meaningful, not recognizing that a documented improve-then-regress pattern constitutes clear evidence that comprehensive evaluation is warranted.","Using historical intervention response patterns to generate evaluation hypotheses under MTSS"
"PQ_DBD-10_15","A","L2","Procedural","The student believed additional evaluations are inherently valuable even when prior assessments produced no intervention, treating data collection as self-justifying rather than recognizing that assessment without action represents a systemic failure.","Evaluation-to-intervention linkage as a procedural and ethical requirement under IDEA"
"PQ_DBD-10_15","C","L2","Conceptual","The student believed assessment itself benefits students by identifying strengths and needs, not recognizing that identification without implementation fails the student and may constitute a violation of IDEA procedural requirements.","IDEA requirement that evaluation findings drive actionable intervention and placement decisions"
"PQ_DBD-10_15","D","L2","Procedural","The student believed prior evaluation documentation is sufficient and no further assessment is needed, misidentifying the problem as insufficient data rather than recognizing it as failure to implement intervention on existing findings.","Distinguishing assessment adequacy from intervention implementation fidelity in records review"
"PQ_DBD-10_16","A","L2","Conceptual","The student believed family psychiatric and learning history is not relevant to school-based evaluation, not knowing that familial patterns of ADHD and dyslexia are heritable conditions that appropriately direct assessment focus toward specific domains.","Heritability of ADHD and dyslexia as evaluation-relevant risk factors informing targeted assessment"
"PQ_DBD-10_16","C","L1","Conceptual","The student believed acknowledging family history as a genetic predisposition without further inference is a complete response, missing that positive family history should specifically shape which cognitive and attentional domains are prioritized in the evaluation.","Using family history of heritable conditions to calibrate assessment domain priorities"
"PQ_DBD-10_16","D","L2","Procedural","The student believed family history is worth documenting but does not change the evaluation approach, not recognizing that positive family history of heritable learning conditions is actionable clinical data that alters which instruments and domains are selected.","Translating family learning disorder history into targeted evaluation planning decisions"
"PQ_DBD-10_17","A","L3","Conceptual","The student believed school mobility is only relevant in crisis situations, not recognizing that attending five schools creates cumulative instructional gaps and curriculum misalignment that must be ruled out before attributing concerns to within-student factors.","School mobility as an environmental variable producing instructional gaps that mimic learning disability profiles"
"PQ_DBD-10_17","C","L2","Conceptual","The student over-generalized from the association between mobility and learning risk, concluding that school changes deterministically cause learning disabilities rather than treating mobility as an environmental factor that modifies evaluation interpretation.","Distinguishing environmental risk factors from within-student disability diagnoses in differential evaluation"
"PQ_DBD-10_17","D","L2","Conceptual","The student concluded that achievement inconsistency across schools is expected variability with no interpretive weight, not recognizing that five school changes specifically implicate instructional continuity gaps as an alternative to a within-student disability explanation.","Ruling out instructional deprivation explanations before concluding within-student etiology"
"PQ_DBD-10_18","A","L1","Procedural","The student believed formal records take precedence over informant reports when they conflict, discarding parent and teacher information without investigating whether the discrepancy reflects a genuine change in functioning or a data quality issue.","Triangulating discrepant data sources in multi-method assessment rather than hierarchical deference to records"
"PQ_DBD-10_18","C","L2","Conceptual","The student believed first-hand observer reports are inherently more credible than archival records, dismissing historical documentation as outdated rather than recognizing its value for establishing developmental baselines and identifying longitudinal patterns.","Value of historical records in providing developmental baselines that contextualize current informant reports"
"PQ_DBD-10_18","D","L2","Procedural","The student believed the most recent source automatically provides the most valid information, applying recency bias to resolve the discrepancy rather than systematically investigating all sources to determine what accounts for the difference.","Resolving informant-record discrepancies through systematic investigation rather than recency bias"
"PQ_DBD-10_19","A","L2","Conceptual","The student believed that performing well with accommodations proves the student is becoming dependent on supports rather than developing skills, confusing accommodation-supported success with dependency rather than recognizing it as a positive prognostic indicator.","Distinguishing accommodation-supported success from maladaptive dependence in special education planning"
"PQ_DBD-10_19","C","L1","Conceptual","The student interpreted prior accommodation success as evidence the student no longer needs special services, conflating performance improvement-with-support with independence from support and missing that the accommodations were what produced the improvement.","Interpreting accommodation response data as an ongoing need indicator rather than disability resolution"
"PQ_DBD-10_19","D","L2","Procedural","The student believed that accommodations correlated with improvement should be permanently discontinued, not recognizing that improvement co-occurred with the supports and provides evidence for reinstating rather than eliminating those accommodations.","Evidence-based accommodation planning using historical IEP response data"
"PQ_DBD-10_20","A","L3","Procedural","The student believed records review produces data that can substitute for direct cognitive assessment, not understanding that its primary function is generating testable hypotheses that direct which domains to assess and how to interpret findings.","Hypothesis-generating versus data-generating functions of records review in a multi-method battery"
"PQ_DBD-10_20","C","L2","Procedural","The student believed thorough records review eliminates the need for direct cognitive assessment, treating records analysis as a standalone sufficient data source rather than one required component within a legally mandated multi-method evaluation.","IDEA multi-method evaluation requirements and the records review component within them"
"PQ_DBD-10_20","D","L2","Conceptual","The student believed completing records review before testing introduces interpretive bias, not recognizing that this sequencing is intentional—records are meant to generate the hypotheses that focus and give meaning to cognitive assessment findings.","Sequential rationale for records review preceding direct assessment in hypothesis-driven evaluation"
