UNIQUEID,distractor_letter,distractor_tier,distractor_error_type,distractor_misconception,distractor_skill_deficit
"PQ_CON-01_20","B","L2","Conceptual","The student conflated normal behavioral setting variation with possible neurological disorders requiring medical evaluation.","Expected behavioral variation across settings versus psychomedical condition considerations"
"PQ_CON-01_20","D","L1","Procedural","The student assumed functional behavioral assessment must occur before understanding that setting differences naturally produce behavioral variation.","Predictable environmental setting differences versus functional assessment necessity"
"PQ_CON-01_3","A","L1","Conceptual","The student conflated standard behavioral consultation with conjoint behavioral consultation, missing the simultaneous home-school coordination feature.","Conjoint behavioral consultation simultaneous parent-teacher involvement versus sequential consultation"
"PQ_CON-01_3","C","L2","Conceptual","The student assumed consultee-centered consultation involves simultaneous parent and teacher participation in coordinated intervention planning.","Consultee-centered model focus on teacher knowledge and confidence versus cross-setting coordination"
"PQ_CON-01_3","D","L2","Conceptual","The student mistook preventive mental health consultation for the simultaneous tri-party format that defines conjoint behavioral consultation.","Caplan mental health consultation universal prevention versus Sheridan CBC cross-setting coordination"
"PQ_CON-01_4","A","L1","Conceptual","The student assumed intensified behavior plans address teacher hopelessness without first validating concerns or analyzing prior interventions.","Consultee barriers: lack of confidence and objectivity requiring validation before intensity escalation"
"PQ_CON-01_4","C","L2","Procedural","The student believed special education referral appropriately responds to teacher-expressed treatment failure rather than collaborative analysis of prior efforts.","Consultation-before-referral framework: exhausting consultative options before special education evaluation"
"PQ_CON-01_4","D","L2","Conceptual","The student thought classroom removal is the appropriate response to teacher-reported ineffectiveness without exploring intervention fidelity or function.","Behavioral consultation problem analysis: identifying implementation barriers versus placement changes"
"PQ_CON-01_5","A","L1","Conceptual","The student conflated skill-building for positive reinforcement with the function-based analysis of antecedents and consequences in problem analysis.","Bergan problem analysis interview: behavior function assessment versus behavioral classroom management skills"
"PQ_CON-01_5","C","L2","Procedural","The student thought implementation should begin during problem analysis before completing systematic data collection about behavior function.","Behavioral consultation stage sequence: analysis must precede treatment implementation"
"PQ_CON-01_5","D","L2","Conceptual","The student assumed special education eligibility determination is the purpose of behavioral problem analysis rather than function identification.","Behavioral consultation functional assessment versus special education evaluation determination"
"PQ_CON-01_6","A","L1","Conceptual","The student confused behavioral consultation's behavior-focused approach with discussing the teacher's general beliefs about learning and motivation.","Consultee-centered consultation addressing teacher beliefs versus Bergan behavioral consultation problem analysis"
"PQ_CON-01_6","B","L2","Conceptual","The student mistook organizational consultation's systems-level intervention for individual consultee belief exploration.","Consultee-centered model teacher-focused barriers versus organizational systems consultation"
"PQ_CON-01_6","D","L2","Lexical","The student conflated RTI problem-solving with consultee-centered mental health consultation's internal barrier focus.","Consultee-centered consultation Caplan model versus response-to-intervention tiered decision-making"
"PQ_CON-01_7","A","L1","Procedural","The student assumed classroom observations and baseline data collection should precede relationship-building in controversial implementation contexts.","Collaborative entry: establishing trust before data collection in high-stakes environments"
"PQ_CON-01_7","C","L2","Procedural","The student believed presenting research and evidence-supported options should occur before understanding stakeholder concerns and perspectives.","Consultee-centered relationship building before intervention recommendation in consultation"
"PQ_CON-01_7","D","L2","Procedural","The student thought parent conference scheduling is the appropriate first step rather than building collaborative relationships with the primary consultee.","Initial consultation entry: teacher relationship before expanding to parent involvement"
"PQ_CON-01_8","A","L1","Conceptual","The student assumed direct confrontation of teacher attribution errors maintains collaboration while shifting ecological perspective.","Consultee-centered Socratic inquiry: gentle perspective expansion versus direct contradiction"
"PQ_CON-01_8","C","L2","Procedural","The student believed discontinuing consultation and recommending evaluation appropriately responds to limited ecological thinking.","Consultation persistence despite consultee limitations using collaborative inquiry techniques"
"PQ_CON-01_8","D","L2","Conceptual","The student thought providing research articles alone shifts teacher attribution patterns without collaborative Socratic dialogue.","Consultee-centered consultation: relational dialogue versus didactic information provision"
"PQ_CON-01_9","A","L2","Conceptual","The student assumed reducing meeting number is the primary CBC advantage rather than coordinated home-school intervention consistency.","Conjoint behavioral consultation cross-setting coordination benefit versus meeting efficiency gain"
"PQ_CON-01_9","B","L1","Procedural","The student conflated collaborating with both parents and teachers with shared goal development, missing the unified intervention implementation focus.","CBC coordinated intervention fidelity across settings versus collaborative stakeholder partnerships"
"PQ_CON-01_9","D","L2","Conceptual","The student assumed eliminating separate consultations and ensuring fidelity through unified participation represents CBC's mechanism.","CBC coordinated understanding and goal alignment versus elimination of independent problem-solving"
"item_003","A","L1","Procedural","The student assumed meeting only with concerned parents excludes the broader stakeholder population from voicing opinions.","Stakeholder consultation inclusivity: all constituencies versus only resistance-identified parents"
"item_003","C","L1","Conceptual","The student believed consensus among all stakeholders is required for adoption decisions rather than creating voice opportunities.","Stakeholder input mechanisms versus consensus requirements in organizational decision-making"
"item_003","D","L2","Procedural","The student assumed consulting curriculum experts precedes parent voice and opinion expression opportunities.","Stakeholder consultation sequencing: parent input before expert recommendation in organizational consultation"
"item_015","A","L1","Conceptual","The student confused learning verification methods with the three core PLC driving questions about targets and response.","Professional learning community three core driving questions about learning goals and effectiveness"
"item_015","B","L1","Conceptual","The student conflated desired learning targets with the three essential PLC driving questions structure.","Professional learning community core driving questions versus learning target identification"
"item_015","C","L1","Conceptual","The student confused learning response planning with the three PLC driving questions about goals and verification.","Professional learning community three driving questions structure versus response plan development"
"item_032","B","L1","Conceptual","The student believed that collaborative consultation primarily involves direct student intervention rather than building teacher capacity and problem-solving skills.","Collaborative consultation partnership versus student-centered direct intervention models"
"item_032","C","L2","Conceptual","The student conflated cognitive behavioral consultation techniques with the foundational collaborative relationship model.","Collaborative nonhierarchical entry foundation versus specific intervention approach selection"
"item_032","D","L2","Lexical","The student assumed the ecologic collaboration model represents standard practice when nonhierarchical collaboration is fundamental.","Nonhierarchical collaboration as consultation foundation versus specialized ecologic models"
"item_068","A","L1","Conceptual","The student conflated direct service provision with the teacher skill-building consultation approach that reduced referrals.","Consultee-centered indirect service skill-building versus direct service delivery models"
"item_068","C","L1","Lexical","The student confused teacher-centered terminology as appropriate when research-supported consultee-centered consultation uses consultee-focused problem-solving language.","Consultee-centered consultation standard terminology in research and practice literature"
"item_068","D","L3","Lexical","The student confused Caplan's consultee-centered model with alternative attributions, conflating consultation theorists and model names incorrectly.","Consultee-centered consultation Caplan attribution versus mixed theory model naming"
"item_091","A","L1","Conceptual","The student assumed frequent home visits and communication are sufficient without sensitivity, trust, and respect foundations.","Relational foundation sensitivity-trust-respect versus communication frequency in partnerships"
"item_091","C","L1","Conceptual","The student thought face-to-face meeting frequency is the primary partnership element rather than relational qualities.","Relational foundation qualities versus meeting frequency in home-school partnerships"
"item_091","D","L2","Conceptual","The student assumed compassion and bilingual abilities are foundational partnership elements rather than sensitivity-trust-respect.","Core relational elements of effective partnerships versus specific consultant personal qualities"
"item_201","B","L2","Conceptual","The student conflated professional assertiveness and knowledge with personal empathy and trustworthiness as personality traits.","Personal relational traits (empathy, trustworthiness) versus professional competence characteristics"
"item_201","C","L2","Conceptual","The student assumed reliability and kindness capture the essential personality foundation for consultation trust.","Empathy and trustworthiness personality traits versus behavioral reliability and kindness"
"item_201","D","L2","Conceptual","The student confused professional competence traits with core personality foundations for developing consultation trust.","Personality traits supporting trust foundation versus professional competence characteristics"
"item_202","A","L1","Procedural","The student conflated stakeholder consultation with problem identification as the first behavioral consultation step.","Bergan behavioral consultation problem definition first step versus stakeholder engagement sequencing"
"item_202","B","L1","Procedural","The student assumed monitoring implies sufficient evaluation without implementing measurement and plan analysis.","Bergan behavioral consultation four-stage sequence including treatment evaluation versus monitoring only"
"item_202","D","L2","Procedural","The student conflated stakeholder consultation initiation with the systematic problem definition requirement.","Behavioral consultation problem identification versus consulting stakeholders as foundational step"
"item_203","B","L1","Conceptual","The student believed that consultee-centered consultation directly treats student problems rather than building teacher capacity for independent problem-solving.","Consultee-centered teacher skill-building versus student-centered direct service models"
"item_203","C","L2","Conceptual","The student confused strength-based approaches with consultee-centered models that build teacher competence.","Consultee-centered consultation framework versus strength-based intervention approaches"
"item_203","D","L2","Conceptual","The student mistook client-centered approaches that provide direct service to the individual for consultee-centered models that focus on building teacher knowledge and confidence.","Consultee-centered consultation teacher focus versus client-centered treatment models"
"item_204","A","L1","Conceptual","The student conflated consultee-centered consultation with direct service when the consultant personally teaches the student.","Client-centered direct service versus consultee-centered indirect teacher-focused models"
"item_204","B","L1","Conceptual","The student assumed direct student intervention represents student-centered rather than client-centered consultation.","Client-centered direct service model terminology versus other consultation frameworks"
"item_204","C","L2","Conceptual","The student conflated strength-based intervention frameworks that emphasize student resources with client-centered direct service delivery models requiring professional intervention.","Strength-based intervention approaches versus client-centered direct service classification"
"item_205","B","L1","Conceptual","The student believed that conjoint behavioral consultation emphasizes direct service rather than coordinated simultaneous parent and teacher involvement in shared problem-solving.","Conjoint behavioral consultation multiple stakeholder coordination versus direct client service"
"item_205","C","L1","Conceptual","The student assumed consultee-centered model addresses teacher concerns when multi-stakeholder meetings represent CBC.","Conjoint behavioral consultation simultaneous stakeholder involvement versus consultee-centered teacher focus"
"item_205","D","L2","Conceptual","The student conflated multisystemic consultation with conjoint behavioral consultation's specific tri-party home-school-consultant format.","Conjoint behavioral consultation versus broader multisystemic consultation models"
"item_206","A","L2","Procedural","The student assumed MTSS data review precedes operational problem definition in behavioral consultation.","Behavioral consultation problem definition before data review and intervention planning"
"item_206","C","L2","Procedural","The student thought prior intervention history should be explored before establishing current problem definitions.","Behavioral consultation problem identification interview first step sequencing"
"item_206","D","L2","Procedural","The student assumed student records review appropriately initiates consultation before collaborative problem definition.","Behavioral consultation problem definition entry versus background records review timing"
"item_207","A","L1","Conceptual","The student assumed difficult relationships with external agencies represent valid consultation barriers.","Common barriers to effective consultation: communication, goals, relationships"
"item_207","B","L1","Conceptual","The student conflated communication difficulties as a consultation barrier when they are fundamental obstacles.","Communication barriers in consultation relationships and effectiveness"
"item_207","C","L1","Conceptual","The student assumed unclear goals represent a significant barrier to consultation effectiveness.","Goal clarity as consultation barrier versus financial resource considerations"
"item_208","A","L2","Conceptual","The student assumed that social-emotional consultation and universal prevention approaches represent NASP-endorsed best practice consultation models superior to indirect service delivery.","Consultee-centered consultation NASP-endorsed practice versus social-emotional frameworks"
"item_208","B","L2","Conceptual","The student conflated client-centered direct service delivery to individuals with NASP-endorsed effective consultation practice emphasizing indirect teacher-focused professional development.","Consultee-centered indirect service NASP-endorsed versus direct client-centered service"
"item_208","D","L2","Conceptual","The student assumed that multilevel consultation frameworks represent NASP-endorsed best practice consultation approaches superior to established consultee-centered indirect service models.","Consultee-centered consultation NASP endorsement versus multilevel consultation frameworks"
"item_229","A","L1","Conceptual","The student believed that time and resource limitations represent the primary barrier to system change implementation rather than acknowledging assessment focus and equity.","Comprehensive barriers to system change agentry including assessment focus and equity considerations"
"item_229","B","L1","Conceptual","The student assumed prioritizing assessments is the sole barrier when multiple organizational obstacles exist.","Multiple system change barriers: resource constraints, practice prioritization, and implicit bias"
"item_229","C","L1","Conceptual","The student believed that implicit bias alone represents the primary barrier to system change when time, assessment focus, and cultural responsiveness are equally critical.","Multiple barriers to system change: resources, practice focus, equity, and cultural responsiveness"
