"UNIQUEID","distractor_letter","distractor_tier","distractor_error_type","distractor_misconception","distractor_skill_deficit"
"PQ_DIV-05_6","D","L2","Conceptual","The student believed that family resources directly limit the feasibility of IEP goals.","IDEA parental involvement requirements"
"PQ_DIV-05_7","B","L1","Conceptual","The student believed that overrepresentation is the same as underrepresentation.","Disproportionality in special education placement"
"PQ_DIV-05_7","C","L3","Conceptual","The student believed that placement in general education equates to underrepresentation.","Understanding of underrepresentation in special education"
"PQ_DIV-05_7","D","L3","Conceptual","The student believed that equal access to services indicates underrepresentation.","understanding of underrepresentation in special education"
"PQ_DIV-05_8","A","L2","Conceptual","The student believed that tribal authorities have exclusive jurisdiction over special education services for Native American students.","IDEA requirements for Native American students"
"PQ_DIV-05_8","C","L2","Conceptual","The student believed that IDEA only mandates academic support for students with disabilities.","IDEA comprehensive service requirements"
"PQ_DIV-05_8","D","L2","Conceptual","The student believed that cultural preferences override legal obligations under IDEA.","IDEA requirements for culturally responsive services"
"PQ_DIV-05_9","A","L2","Conceptual","The student believed that having legitimate emergencies justifies the high restraint rate.","Understanding equity concerns in restraint practices"
"PQ_DIV-05_9","C","L2","Procedural","Having clear policies ensures equitable application of restraint practices.","policy versus practice in restraint application"
"PQ_DIV-05_9","D","L2","Procedural","The student believed that proper documentation ensures ethical restraint use.","Ethical implications of restraint disparities"
"PQ_DIV-05_10","A","L1","Conceptual","The student believed that comparative outcomes data is a key focus of an equity audit.","Equity audit focus on outcomes for student groups"
"PQ_DIV-05_10","C","L2","Conceptual","The student believed that meeting enrollment numbers is a key focus of an equity audit.","Equity audit focus on identification and outcomes"
"PQ_DIV-05_10","D","L2","Conceptual","The student believed that financial and resource allocation data is a primary focus of an equity audit.","Equity audit focus areas in special education"
"PQ_DIV-05_11","A","L1","Conceptual","The student believed that individual achievement is universally prioritized in all cultures.","Cultural competence in IEP development"
"PQ_DIV-05_11","C","L2","Conceptual","The student believed that professional expertise alone is sufficient for setting IEP goals.","IEP development cultural inclusivity requirement"
"PQ_DIV-05_11","D","L2","Conceptual","The student believed that assimilation is the primary goal of education for students from diverse backgrounds.","Culturally responsive IEP development principles"
"PQ_DIV-05_12","A","L1","Conceptual","The student believed that stable housing is a prerequisite for evaluation.","IDEA evaluation requirements for homeless students"
"PQ_DIV-05_12","C","L2","Conceptual","The student believed that homelessness alone accounts for all learning and behavior issues.","IDEA eligibility criteria for special education"
"PQ_DIV-05_12","D","L2","Conceptual","The student believed that social services are the primary solution for homeless students.","IDEA evaluation requirements for homeless students"
"PQ_DIV-05_13","A","L1","Conceptual","The student believed that evaluations must align with the primary language of instruction.","bilingual assessment procedures for ELL students"
"PQ_DIV-05_13","C","L2","Procedural","The student believed that nonverbal tests alone can provide a comprehensive evaluation.","comprehensive bilingual assessment procedures"
"PQ_DIV-05_13","D","L1","Conceptual","The student believed that proficiency in English is required before evaluation.","timely evaluation for ELL students"
"PQ_DIV-05_14","B","L1","Conceptual","The student believed that special education decisions do not impact the school-to-prison pipeline.","Impact of special education on school-to-prison pipeline"
"PQ_DIV-05_14","C","L3","Conceptual","The student believed that schools are not involved in the factors leading to the school-to-prison pipeline.","Role of schools in school-to-prison pipeline"
"PQ_DIV-05_14","D","L1","Conceptual","The student believed that schools have no influence on students' future interactions with the criminal justice system.","school-to-prison pipeline school responsibility"
"PQ_DIV-05_15","C","L2","Conceptual","The student believed that the disability category is the primary factor in placement decisions.","IDEA placement decision criteria"
"PQ_DIV-05_16","A","L2","Conceptual","The student believed that reducing academic challenges helps cultural accessibility.","Differentiated instruction for gifted students"
"PQ_DIV-05_16","C","L1","Conceptual","Giftedness should be assessed only after proficiency in English is achieved.","non-discriminatory assessment practices for gifted programs"
"PQ_DIV-05_16","D","L3","Conceptual","Gifted students should be limited to practical skills training.","Differentiated instruction for gifted students"
"PQ_DIV-05_17","A","L1","Conceptual","Students in foster care automatically qualify for special education services.","IDEA eligibility determination process"
"PQ_DIV-05_17","C","L2","Conceptual","The student believed that placement instability limits access to special education services.","IDEA provisions for students in foster care"
"PQ_DIV-05_17","D","L2","Conceptual","The student believed that only biological parents have the authority to request special education services.","IDEA parental rights and surrogate parent provisions"
"PQ_DIV-05_18","A","L1","Conceptual","The student believed that investigating the assessment instruments alone would address overrepresentation issues.","Bias in assessment instruments"
"PQ_DIV-05_18","C","L2","Conceptual","The student believed systemic factors directly cause overrepresentation in ID identifications.","Understanding of assessment bias in special education"
"PQ_DIV-05_18","D","L2","Procedural","The student believed that the issue lies in the evaluation process rather than in the bias of the assessments themselves.","IDEA comprehensive evaluation requirements"
"PQ_DIV-05_19","A","L2","Conceptual","ESY services are limited to students with academic disabilities only.","IDEA ESY eligibility criteria"
"PQ_DIV-05_19","C","L3","Conceptual","ESY services are determined by age rather than individual needs.","IDEA criteria for ESY eligibility"
"PQ_DIV-05_19","D","L3","Conceptual","The student believed that ESY services are unnecessary because all students benefit from a summer break.","Purpose of Extended School Year services"
"PQ_DIV-05_20","A","L2","Conceptual","The student believed that focusing solely on minority students ensures nondiscriminatory practices.","IDEA comprehensive evaluation requirement"
"PQ_DIV-05_20","C","L2","Conceptual","The student believed that all struggling students must be assessed for special education eligibility.","IDEA special education eligibility criteria"
"PQ_DIV-05_20","D","L2","Conceptual","The student believed that objective data alone is sufficient for disability determination.","IDEA comprehensive evaluation requirement"
