"UNIQUEID","distractor_letter","distractor_tier","distractor_error_type","distractor_misconception","distractor_skill_deficit"
"PQ_SAF-01_13","D","L1","Conceptual","Student believed universal reinforcement cannot change behavior without individual punishments, undervaluing Tier 1 preventive behavior supports.","Tier 1 behavior-shaping mechanisms independent of individual punitive consequences"
"PQ_SAF-01_14","A","L1","Procedural","Student assumed fidelity checks end after initial training, skipping ongoing monitoring needed to detect drift and maintain implementation quality.","Continuous fidelity monitoring cycle in PBIS implementation"
"PQ_SAF-01_14","C","L2","Conceptual","Student believed fidelity matters only for research projects, not routine school practice, misunderstanding fidelity as a practical effectiveness requirement.","Practical role of fidelity in routine PBIS outcome attainment"
"PQ_SAF-01_14","D","L1","Procedural","Student assumed schools can modify core PBIS components freely, missing the adaptation boundary between local fit and model integrity.","Core-component integrity versus adaptable elements in PBIS design"
"PQ_SAF-01_15","A","L1","Conceptual","Student believed disproportional referral data simply reflects true behavior differences, overlooking documented bias pathways in subjective discipline categories.","Discipline disproportionality analysis and bias mechanisms in subjective referrals"
"PQ_SAF-01_15","C","L2","Conceptual","Student assumed discussing racial discipline patterns is itself inappropriate, prioritizing discomfort avoidance over equity-focused problem solving.","Equity-focused data dialogue and anti-bias continuous improvement practices"
"PQ_SAF-01_15","D","L1","Procedural","Student believed stricter punishment for subjective infractions will create fairness, applying consistency at the consequence stage before addressing biased decision criteria.","Sequence for equity reform: analyze definitions, decision rules, then responses"
"PQ_SAF-01_16","B","L1","Conceptual","Student assumed character education and SEL are the same intervention model, missing differences in competency scope, instructional design, and evidence base emphasis.","Distinctions between character education frameworks and CASEL-aligned SEL"
"PQ_SAF-01_16","C","L2","Conceptual","Student believed SEL and character education are grade-banded by school level, confusing delivery context with developmental applicability.","Cross-grade applicability of SEL and character education approaches"
"PQ_SAF-01_16","D","L1","Conceptual","Student assumed SEL lacks evidence while character education is evidence-based, reversing the empirical support profile for comprehensive SEL programs.","Evidence base for SEL effectiveness across academic and behavioral outcomes"
"PQ_SAF-01_17","A","L1","Procedural","Student believed a high universal-risk rate should trigger only Tier 2 or Tier 3 supports, skipping Tier 1 diagnosis and core instruction improvement.","MTSS problem-solving sequence when many students fall below benchmark"
"PQ_SAF-01_17","C","L2","Procedural","Student assumed mass individual evaluations should occur before strengthening universal instruction, reversing systems-level and individual-level decision order.","Tier 1-first response before broad individual psychoeducational referrals"
"PQ_SAF-01_17","D","L3","Conceptual","Student believed raising standards alone improves outcomes, confusing motivation pressure with instructional quality improvement in MTSS.","Instructional quality and opportunity-to-learn drivers vs standards escalation"
"PQ_SAF-01_18","A","L1","Conceptual","Student assumed aggressive behavior should be addressed in isolation, ignoring victimization as a causal risk factor that must be treated concurrently.","Victim-to-aggressor pathway and dual-focus intervention planning"
"PQ_SAF-01_18","C","L2","Conceptual","Student believed the student is simply bad and needs harsher consequences, replacing functional understanding with trait-based moral labeling.","Trauma-informed and contextual behavior formulation in bullying-related aggression"
"PQ_SAF-01_18","D","L3","Procedural","Student assumed exclusion is the primary protective strategy, bypassing therapeutic and restorative supports that reduce future aggression risk.","Comprehensive safety planning that avoids default exclusionary discipline"
"PQ_SAF-01_19","A","L1","Conceptual","Student believed SEL prevention should start in high school when risks peak, missing developmental evidence favoring early-start prevention windows.","Developmental timing of SEL initiation for maximal preventive effect"
"PQ_SAF-01_19","B","L2","Conceptual","Student assumed SEL should wait until academics are established, creating a false sequence that separates social-emotional and academic development.","Integrated early SEL and academic development progression model"
"PQ_SAF-01_19","D","L1","Conceptual","Student believed SEL is only for students with deficits, confusing universal prevention with indicated remediation services.","Universal SEL prevention rationale versus deficit-only intervention model"
"PQ_SAF-01_20","A","L1","Conceptual","Student assumed PBIS should produce immediate dramatic improvements within weeks, misjudging implementation timelines and early reporting effects.","Expected PBIS implementation trajectory and early data interpretation"
"PQ_SAF-01_20","C","L2","Conceptual","Student believed no improvements occur until year three, overlooking common early process gains and gradual outcome shifts before full maturation.","Phased PBIS outcomes across first-year and multiyear implementation"
"PQ_SAF-01_20","D","L3","Conceptual","Student assumed PBIS benefits only isolated grade levels, not recognizing schoolwide systems effects when core practices are implemented consistently.","Schoolwide generalization of PBIS practices across grade bands"
"item_018","A","L3","Conceptual","Student confused a broadly discouraged sorting practice with NASP-endorsed systems supports, treating tracking as an evidence-based universal school improvement policy.","NASP-endorsed systems practices versus inequity-linked tracking policies"
"item_018","C","L2","Conceptual","Student believed zero tolerance is a NASP-endorsed systems strategy, conflating punitive control policies with prevention-oriented school psychology frameworks.","NASP stance on exclusionary discipline and zero-tolerance limitations"
"item_018","D","L3","Lexical","Student was drawn to unrelated clinical wording in the option text and treated it as policy language, missing the question focus on systems-wide endorsed practices.","Discriminating coherent policy options from irrelevant or malformed distractor text"
"item_024","A","L2","Conceptual","Student believed bullying is best defined as targeted violence, overrestricting bullying to severe violent acts rather than broader aggression with power abuse.","Bullying conceptualization: aggression with power imbalance, not violence-only framing"
"item_024","B","L1","Conceptual","Student confused relational aggression category terms with the full bullying definition, missing the required abuse-of-power feature.","Relationship between aggression subtypes and bullying definitional criteria"
"item_024","D","L3","Lexical","Student confused everyday teasing language with technical bullying constructs, treating bantering as equivalent to systematic power-abuse aggression.","Technical bullying terminology versus colloquial social interaction labels"
"item_027","A","L1","Conceptual","Student believed PBIS is the main multitier academic intervention for learning problems, confusing behavior-focused tiered systems with RTI academic supports.","Distinction between PBIS behavior framework and RTI academic intervention model"
"item_027","B","L2","Lexical","Student was swayed by plausible-sounding pre-referral terminology and assumed it names the standard multitier system, rather than recognizing RTI as the established term.","Formal terminology for multitier learning support frameworks"
"item_027","C","L3","Lexical","Student selected a fabricated acronym because it sounded official, indicating reliance on label familiarity cues instead of concept recognition.","Identifying valid school intervention framework names versus invented labels"
"item_054","A","L2","Lexical","Student confused the established pairing explicit and systematic with a similar-sounding but invalid phrasing implicit and direct.","Validated instructional method terminology in special education pedagogy"
"item_054","C","L1","Conceptual","Student assumed drill-and-practice alone is the broad best-practice method, confusing a narrow technique with comprehensive explicit systematic instruction.","Scope difference between drill-practice routines and explicit systematic teaching"
"item_054","D","L3","Lexical","Student chose abstract cognitive-process terms as if they were instructional methods, misidentifying domain vocabulary as pedagogy labels.","Differentiating cognitive-process descriptors from named instructional approaches"
"item_113","A","L1","Conceptual","Student assumed data-informed instruction and outcomes coordination is not NASP-endorsed, misreading evidence-based systems improvement priorities under ESSA alignment.","NASP ESSA-aligned systems practices including coordinated data use"
"item_113","B","L2","Conceptual","Student believed rigorous universal curriculum is outside NASP best-practice recommendations, underestimating curriculum quality as a systems-level equity lever.","Role of rigorous universal curriculum in NASP-endorsed school improvement"
"item_113","D","L1","Conceptual","Student assumed integrating mental and behavioral health supports is not a best practice, missing NASP emphasis on integrated school mental health systems.","Integrated mental and behavioral health supports within ESSA-aligned practice"
"item_150","A","L2","Conceptual","Student believed defining clear behavior expectations is ineffective in PBIS plans, overlooking this as a foundational universal prevention element.","Core PBIS feature set: explicit expectations and consistent teaching"
"item_150","B","L1","Conceptual","Student assumed acknowledgment of expected behavior is not an effective PBIS feature, missing reinforcement as a central mechanism for behavior acquisition.","Positive acknowledgment systems as PBIS behavior-change mechanism"
"item_150","C","L1","Conceptual","Student believed objective data use is not an effective PBIS plan component, confusing PBIS with intuition-based discipline management.","Data-based decision making as essential PBIS implementation component"
"item_151","A","L3","Conceptual","Student accepted an extreme prevalence claim as core guidance for administrators, relying on sensational statistics rather than evidence-based policy implications.","Evaluating bullying prevalence claims and administrative decision relevance"
"item_151","C","L2","Procedural","Student believed school resource officer consultation is required in all bullying cases, over-escalating response before contextual school-based intervention planning.","Graduated bullying response protocol before universal law-enforcement referral"
"item_151","D","L1","Conceptual","Student assumed restorative practices are ineffective for bullying, missing evidence that restorative approaches can reduce harm when implemented with fidelity.","Evidence base for restorative approaches in bullying response systems"
"item_152","A","L1","Conceptual","Student believed broad adult supervision is not part of effective antibullying programs, undervaluing environmental monitoring as a prevention component.","Supervision coverage as structural component of effective antibullying systems"
"item_152","B","L1","Conceptual","Student assumed bystander-focused programming is not effective, missing peer-norm and peer-action mechanisms in modern antibullying frameworks.","Bystander belief and behavior interventions in antibullying program design"
"item_152","D","L2","Conceptual","Student believed social-skill building systems are not essential in antibullying efforts, treating bullying as punishment-only rather than skill-deficit plus climate issue.","Integration of social skills supports within comprehensive antibullying prevention"
"item_181","A","L1","Conceptual","Student assumed modified suspensions paired with referral processes represent effective policy, retaining exclusionary discipline as a central strategy rather than restorative MTSS.","Shift from suspension-centered responses to MTSS and restorative frameworks"
"item_181","B","L2","Conceptual","Student believed parent meetings and accessible policies alone constitute an effective bullying policy, confusing communication infrastructure with comprehensive intervention systems.","Difference between policy communication steps and full systems-level intervention"
"item_181","C","L1","Conceptual","Student assumed clear policies plus equitable punishment are sufficient, omitting skill-building and restorative components needed for durable behavior change.","Comprehensive bullying policy design beyond punishment-focused approaches"
