"UNIQUEID","distractor_letter","distractor_tier","distractor_error_type","distractor_misconception","distractor_skill_deficit"
"PQ_FAM-03_12","D","L2","Conceptual","The student believed that school psychologists can share all student records freely with CPS.","FERPA confidentiality and disclosure rules"
"PQ_FAM-03_13","A","L2","Conceptual","The student believed that records and services automatically transfer to adult providers.","IDEA transition planning requirements"
"PQ_FAM-03_13","C","L2","Conceptual","The student believed that adult service providers must accept students without any new evaluation.","Adult mental health service intake procedures"
"PQ_FAM-03_13","D","L3","Conceptual","The student believed the school maintains control over services after transition.","Understanding of legal rights in transition planning"
"PQ_FAM-03_14","A","L1","Procedural","The student believed immediate action is prioritized over formal procedures.","IEP/504 documentation and procedural requirements"
"PQ_FAM-03_14","C","L1","Conceptual","The student believed that medical recommendations should override educational planning processes.","collaborative educational planning process"
"PQ_FAM-03_14","D","L2","Procedural","The student believed that only pre-existing IEP recommendations can be implemented.","IEP amendment process for new medical information"
"PQ_FAM-03_15","A","L2","Conceptual","The student believed that any communication with the health center violates privacy laws.","FERPA and HIPAA coordination guidelines"
"PQ_FAM-03_15","C","L1","Conceptual","The student believed that health centers are obligated to share all medical information with schools.","HIPAA and FERPA information sharing regulations"
"PQ_FAM-03_15","D","L2","Conceptual","The student believed that school psychologists should not engage with students using health center services.","collaborative role in integrated care settings"
"PQ_FAM-03_16","A","L3","Conceptual","The student believed that informing the alleged perpetrator is a required step in handling disclosures.","mandatory reporting procedures for suspected trafficking"
"PQ_FAM-03_16","C","L2","Procedural","The student believed that school psychologists should personally verify claims before reporting.","mandatory reporting procedures for suspected trafficking"
"PQ_FAM-03_16","D","L1","Conceptual","The student believed that confidentiality laws prevent any reporting of suspected trafficking.","mandatory reporting requirements for suspected trafficking"
"PQ_FAM-03_17","A","L1","Conceptual","The student believed that sharing all information ensures better coordination among agencies.","confidentiality and information-sharing protocols"
"PQ_FAM-03_17","C","L1","Procedural","The student believed that verbal consent is legally adequate for continuous information sharing.","legal requirements for information sharing in wraparound services"
"PQ_FAM-03_17","D","L2","Procedural","The student believed verbal consent is adequate for sharing minimal information.","formal consent procedures for information sharing"
"PQ_FAM-03_18","A","L2","Conceptual","The student believed that external counselors are automatically integrated as school employees.","understanding of external agency collaboration protocols"
"PQ_FAM-03_18","C","L3","Conceptual","The student believed that physical presence in the school negates the need for formal agreements.","importance of formal agreements in school partnerships"
"PQ_FAM-03_18","D","L2","Conceptual","The student believed that the school automatically assumes liability for external counselors.","understanding liability agreements in school partnerships"
"PQ_FAM-03_19","A","L2","Conceptual","The student believed that monitoring behavior is the primary role of school psychologists in re-entry planning.","Interagency collaboration for student re-entry"
"PQ_FAM-03_19","C","L3","Conceptual","The student believed that punitive measures are effective for reintegration.","Restorative justice principles in school settings"
"PQ_FAM-03_19","D","L2","Conceptual","The student believed that protecting privacy is the primary goal in re-entry planning.","FERPA directory information exception"
"PQ_FAM-03_20","A","L1","Conceptual","The student believed that professional judgment overrides family consent in information sharing.","FERPA parental consent requirement"
"PQ_FAM-03_20","C","L2","Conceptual","The student believed that refusing the referral is an appropriate response to limited information sharing.","Ethical decision-making in information sharing"
"PQ_FAM-03_20","D","L3","Conceptual","The student believed that sharing information secretly is permissible if informed afterward.","Ethical standards for confidentiality in school psychology"
