UNIQUEID,distractor_letter,distractor_tier,distractor_error_type,distractor_misconception,distractor_skill_deficit
"PQ_SAF-04_4","B","L2","Conceptual","The student believed schools should maintain complete silence about a student's suicide death rather than communicating, not recognizing that appropriate carefully worded communication is necessary to support student grief processing and prevent misinformation from spreading through rumors.","Evidence-based communication after suicide death versus silence-based contagion prevention misconception"
"PQ_SAF-04_4","C","L1","Conceptual","The student believed sharing detailed information about the suicide method in media briefings helps dispel rumors, not knowing that publicizing method details is a primary driver of suicide contagion and is specifically contraindicated by Werther effect research.","Werther effect and method-detail contagion risk in suicide postvention media practice"
"PQ_SAF-04_5","A","L1","Conceptual","The student confused the Papageno and Werther effects, believing the Papageno effect describes increased copycat suicides following media coverage rather than the protective outcome produced when media depicts people successfully overcoming suicidal crises.","Distinguishing Papageno protective media effect from Werther contagion media effect"
"PQ_SAF-04_5","C","L2","Conceptual","The student believed the Papageno effect refers to the tendency for adolescent suicides to cluster together, confusing a social clustering phenomenon with the protective narrative effect described in Papageno research on media coverage of overcoming suicidal crises.","Papageno protective narrative effect versus adolescent suicide cluster phenomenon"
"PQ_SAF-04_5","D","L3","Conceptual","The student believed the Papageno effect refers to schools denying or minimizing suicide risk, not knowing that the Papageno effect is a documented protective phenomenon named after a Mozart opera character who was saved from suicide.","Papageno effect definition and opera origin versus suicide risk denial in schools"
"PQ_SAF-04_6","B","L1","Conceptual","The student identified tracking students not picked up as the primary purpose of reunification, not recognizing that the defining function of reunification procedures is the organized, safe transfer of all students into parent or guardian custody during an emergency.","Primary versus secondary logistical functions of crisis reunification procedures"
"PQ_SAF-04_6","C","L2","Conceptual","The student believed reunification procedures are designed to keep students on school grounds and prevent them from leaving, confusing reunification—which facilitates organized release to families—with lockdown or shelter-in-place procedures that restrict movement.","Reunification controlled release function versus lockdown movement-restriction procedures"
"PQ_SAF-04_6","D","L3","Conceptual","The student believed the purpose of a reunification procedure is to interview students and staff about what happened during the crisis, conflating post-incident investigation with the emergency family notification and child transfer function of reunification.","Reunification family transfer function versus post-incident investigation procedures"
"PQ_SAF-04_7","A","L1","Conceptual","The student believed mandatory Critical Incident Stress Debriefing administered to all students is protective after a crisis, not knowing that research has found universal CISD can worsen symptoms for some students and that selective targeted support is preferred.","Research evidence against universal CISD and support for selective targeted crisis debriefing"
"PQ_SAF-04_7","C","L2","Conceptual","The student believed apparent resilience after a crisis eliminates the need for debriefing support, not recognizing that visible coping behavior does not predict underlying distress and that monitoring and targeted support benefit even outwardly stable students.","Resilience appearance versus need for ongoing monitoring and targeted crisis support"
"PQ_SAF-04_7","D","L3","Conceptual","The student believed effective crisis debriefing requires students to focus exclusively on the traumatic details of what occurred, not knowing that re-exposure to graphic traumatic content in group settings can increase distress rather than support recovery.","Evidence-based debriefing focus on coping and support versus re-traumatizing detail exposure"
"PQ_SAF-04_8","A","L2","Conceptual","The student believed acute post-trauma symptoms constitute an immediately diagnosable mental disorder requiring psychiatric intervention, not knowing that these reactions are normative acute stress responses warranting supportive monitoring rather than premature diagnostic labeling.","Acute stress response as normative reaction versus premature psychiatric disorder diagnosis"
"PQ_SAF-04_8","C","L3","Conceptual","The student attributed trauma symptoms after a school shooting to malingering and attention-seeking rather than genuine stress response, not recognizing that hypervigilance, intrusion, and avoidance are documented physiological and psychological reactions to extreme threat exposure.","Trauma symptom authenticity versus malingering misattribution in acute post-incident response"
"PQ_SAF-04_8","D","L2","Conceptual","The student interpreted persistent trauma symptoms as evidence of natural resilience requiring no further support, not recognizing that intrusive thoughts, hyperarousal, and avoidance are distress indicators warranting intervention rather than signs of adaptive functioning.","Trauma symptom recognition versus resilience misattribution as rationale for withholding support"
"PQ_SAF-04_9","A","L2","Conceptual","The student believed shelter-in-place requires moving students to a central location like the library, confusing the procedure's requirement to remain secured in current classrooms with an evacuation to a designated gathering area elsewhere in the building.","Shelter-in-place in-place positioning versus evacuation to designated gathering locations"
"PQ_SAF-04_9","C","L2","Conceptual","The student believed shelter-in-place means moving all students to the gymnasium, not distinguishing the stay-in-current-location protocol from procedures requiring movement to a large common assembly space.","Shelter-in-place stationary protocol versus assembly-location evacuation procedures"
"PQ_SAF-04_9","D","L2","Conceptual","The student believed shelter-in-place involves locking the building's exterior while allowing students and staff to move freely inside, not knowing that the procedure requires students to remain secured in their current location to protect from an external threat.","Shelter-in-place restricted-movement protocol versus external lockout with internal movement"
"PQ_SAF-04_10","A","L2","Procedural","The student believed all students affected by a crisis should be referred directly to community agencies without prior needs assessment, not recognizing that untriaged mass referrals bypass the school's triage role and can overwhelm external services.","Triage-based referral coordination versus untriaged universal community referral after crisis"
"PQ_SAF-04_10","C","L2","Conceptual","The student believed schools should rely exclusively on internal resources after a crisis without coordinating with community mental health providers, not knowing that community agencies provide essential surge capacity and specialized services that school-based staff cannot deliver alone.","School-community mental health coordination versus school-only service provision after crisis"
"PQ_SAF-04_10","D","L2","Procedural","The student believed schools should wait passively for community mental health agencies to initiate contact after a crisis, not recognizing that proactive advance coordination and pre-established referral pathways are required for timely access to community support.","Proactive advance crisis coordination versus passive wait-for-contact community mental health approach"
"PQ_SAF-04_11","A","L2","Conceptual","The student believed grief symptom recurrence around the anniversary of a parent's suicide death constitutes delayed grief disorder requiring crisis intervention, not knowing that anniversary reactions are normal expected recurrences that typically do not require acute crisis response.","Anniversary reaction as normative grief recurrence versus pathological delayed grief disorder"
"PQ_SAF-04_11","C","L2","Conceptual","The student believed that grief symptoms returning near the anniversary of a loss indicate the student never adequately processed the original grief, not recognizing that anniversary reactions occur even in individuals who have processed their grief thoroughly.","Anniversary reactions in successfully grieving individuals versus grief processing failure interpretation"
"PQ_SAF-04_11","D","L1","Conceptual","The student concluded that anniversary week grief symptoms indicate the student has persistent overall poor coping, not knowing that anniversary reactions are time-bounded predictable responses to date-specific loss cues rather than indicators of global coping failure.","Time-bounded anniversary reaction interpretation versus global coping capacity inference"
"PQ_SAF-04_12","A","L1","Conceptual","The student believed postvention should focus exclusively on the most severely affected students, not recognizing that comprehensive postvention also provides universal support and identifies moderate-risk students before their distress escalates to crisis level.","Universal-to-targeted postvention continuum versus exclusive focus on most severely affected"
"PQ_SAF-04_12","C","L2","Conceptual","The student believed schools should return immediately to normal academic operations after a crisis to minimize disruption, not recognizing that rapid normalization without structured support can leave grieving students without the transitional care they need.","Graduated return to normalcy with ongoing support versus immediate normal operations resumption"
"PQ_SAF-04_12","D","L3","Conceptual","The student believed students showing severe grief should be excluded from school to prevent disruption, not knowing that school attendance with support access is typically therapeutic and that exclusion isolates grieving students from their peer support network.","School-based grief support access versus exclusion policy for severely grieving students"
"PQ_SAF-04_13","A","L1","Conceptual","The student believed Psychological First Aid involves initiating formal psychotherapy sessions immediately after trauma, not knowing that PFA is a supportive non-clinical framework focused on stabilization and practical assistance rather than intensive therapeutic intervention.","PFA as non-clinical stabilization framework versus formal psychotherapy as immediate trauma response"
"PQ_SAF-04_13","C","L2","Procedural","The student believed PFA's purpose is to conduct formal diagnostic assessment and determine clinical treatment pathways, not knowing that formal evaluation is a later-phase activity and that PFA focuses on immediate practical stabilization rather than clinical diagnosis.","PFA practical stabilization purpose versus formal diagnostic assessment as immediate crisis response"
"PQ_SAF-04_13","D","L3","Conceptual","The student believed Psychological First Aid is designed to prevent all trauma symptoms from developing in affected individuals, not knowing that PFA aims to support initial coping and reduce additional harm rather than eliminate the normal human stress response.","PFA harm-reduction goals versus unrealistic trauma symptom elimination expectation"
"PQ_SAF-04_14","A","L2","Conceptual","The student believed the crisis recovery phase addresses only immediate physical safety concerns, not recognizing that comprehensive recovery extends to ongoing trauma support, academic reintegration, community trust rebuilding, and prevention planning.","Comprehensive crisis recovery scope versus acute safety-only conceptualization"
"PQ_SAF-04_14","C","L3","Conceptual","The student believed the school crisis recovery phase should focus on establishing blame and implementing punishment for those responsible, not knowing that recovery is a healing-focused process rather than an investigative or disciplinary one.","Crisis recovery as healing-focused process versus punitive investigation framing"
"PQ_SAF-04_14","D","L2","Conceptual","The student believed crisis recovery requires minimizing public awareness of the incident to protect the school's reputation, not recognizing that transparent communication is essential for rebuilding community trust and supporting student grief processing.","Transparent crisis communication for trust recovery versus incident suppression strategy"
"PQ_SAF-04_15","A","L2","Conceptual","The student assumed students are unaffected by a community tragedy because it occurred outside school, not recognizing that secondary traumatic stress and grief can significantly impact students regardless of where a crisis physically took place.","Secondary trauma reach of off-campus crisis events into the school community"
"PQ_SAF-04_15","C","L2","Procedural","The student believed schools should focus exclusively on academic remediation when students return after an off-campus crisis, not knowing that unaddressed trauma symptoms will impair learning and that emotional support is a prerequisite for academic recovery.","Trauma-informed re-entry support versus academic-only catch-up focus after community crisis"
"PQ_SAF-04_15","D","L2","Procedural","The student believed schools should wait passively for families to request support after an off-campus community crisis, not recognizing that trauma often prevents affected individuals from self-identifying needs and that proactive outreach is required.","Proactive trauma support outreach versus passive family-request model after community crisis"
"PQ_SAF-04_16","A","L2","Conceptual","The student believed all school memorials should be prohibited after a student suicide to prevent contagion risk, not knowing that evidence-based postvention supports appropriate structured remembrance while restricting only practices that glorify or sensationalize the death.","Appropriate memorialization guidelines versus total memorial prohibition in suicide postvention"
"PQ_SAF-04_16","B","L2","Conceptual","The student believed allowing unlimited and unrestricted memorialization honors the student without increasing risk, not knowing that memorials elevating the prominence or romanticizing the circumstances of a suicide death are associated with increased contagion among vulnerable students.","Contagion risk of unrestricted memorialization versus evidence-based suicide memorial guidelines"
"PQ_SAF-04_16","D","L2","Procedural","The student believed memorial decisions should be based entirely on family preferences without school involvement, not recognizing that schools have an independent responsibility to prevent suicide contagion and must ensure memorial practices align with postvention guidelines.","School contagion-prevention role in memorial planning versus family-preference-only decision making"
"PQ_SAF-04_17","A","L2","Conceptual","The student dismissed the cluster of depression following a school tragedy as coincidental, not having learned that crises reliably trigger secondary trauma and complicated grief in school communities and that symptom clusters in affected populations are expected, not coincidental.","Crisis-precipitated secondary trauma and grief as expected community mental health response"
"PQ_SAF-04_17","B","L2","Procedural","The student believed a teacher's report of multiple students becoming clinically depressed after a tragedy reflects exaggeration rather than real change, not recognizing that teachers are front-line observers whose clinical concerns warrant investigation rather than dismissal.","Taking teacher mental health observations seriously versus dismissing professional concerns as exaggeration"
"PQ_SAF-04_17","D","L3","Conceptual","The student attributed students' depression after a school tragedy to malingering for attention, not recognizing that post-crisis depression in multiple students is a documented secondary trauma response requiring assessment and support rather than limits on accommodation.","Post-crisis depression as secondary trauma response versus malingering attribution"
"PQ_SAF-04_18","A","L3","Conceptual","The student believed crisis planning and preparation should exclude students entirely as an adult-only responsibility, not knowing that age-appropriate student involvement in drills and preparedness discussion builds competence, reduces anxiety, and supports more effective crisis response.","Student crisis preparedness participation benefits versus adult-only planning exclusion"
"PQ_SAF-04_18","C","L2","Conceptual","The student believed students should only be involved in crisis-related activities after an incident has occurred, not recognizing that anticipatory preparedness activities—including drills and coping skill development—are the primary benefit of student involvement in crisis planning.","Preventive student crisis preparedness versus reactive post-incident-only involvement"
"PQ_SAF-04_18","D","L2","Conceptual","The student believed only secondary-grade students should be involved in crisis preparedness activities, not knowing that age-appropriate preparation is beneficial at all developmental levels and that elementary students benefit from simplified drills and coping skill instruction.","Age-appropriate crisis preparedness across all grade levels versus secondary-grades-only restriction"
"PQ_SAF-04_19","A","L2","Procedural","The student believed lecture-based information delivery is sufficient for crisis response staff training, not knowing that crisis skills require behavioral rehearsal, practice in defined roles, and interactive scenarios rather than passive information transfer.","Behavioral practice requirements for crisis skills versus passive lecture-based training adequacy"
"PQ_SAF-04_19","C","L2","Conceptual","The student believed effective crisis training covers only procedural information without addressing staff personal coping, not recognizing that staff who lack self-care and secondary trauma management skills are less effective responders and more vulnerable to compassion fatigue.","Staff personal coping inclusion in crisis training versus information-only curriculum"
"PQ_SAF-04_19","D","L2","Procedural","The student believed crisis response training provided once during staff orientation is sufficient, not knowing that skills and protocols require periodic refreshing, drill repetition, and updating as evidence and procedures evolve over time.","Periodic crisis training reinforcement versus one-time orientation training adequacy"
"PQ_SAF-04_20","A","L2","Conceptual","The student believed crisis prevention and crisis response are unrelated administrative functions serving different purposes, not recognizing that they are complementary and interdependent components of a comprehensive school safety system.","Complementary relationship between crisis prevention and response in comprehensive safety planning"
"PQ_SAF-04_20","C","L2","Conceptual","The student believed crisis response planning is the essential component while prevention is optional, not recognizing that prevention reduces crisis probability and that neglecting it increases the frequency with which costly crisis response resources must be deployed.","Prevention investment value versus optional status assumption in comprehensive crisis planning"
"PQ_SAF-04_20","D","L3","Conceptual","The student believed crisis prevention and response planning compete for limited resources and cannot be pursued simultaneously, not recognizing that these complementary functions share infrastructure and that investment in prevention reduces long-term response burden.","Complementary resource use in prevention and response versus resource competition framing"
"item_037","A","L2","Procedural","The student selected administrative consultation about ongoing support as the second step in suicide crisis response, not knowing that the established sequence places direct support to the deceased student's peers and friends as the second action, following initial support to the family.","Sequential steps of off-campus suicide crisis response: family then peer support"
"item_037","C","L2","Procedural","The student believed school-wide needs assessment is the second step after an off-campus suicide, not knowing that the response sequence places direct peer support before broader school-level assessment activities.","Off-campus suicide response sequencing: peer support priority versus needs assessment timing"
"item_037","D","L2","Conceptual","The student believed honoring a student who died by suicide through a school assembly is an appropriate crisis response step, not knowing that assemblies elevate the suicide's prominence and are contraindicated by suicide contagion prevention research.","Contagion risk of school assemblies versus direct peer support as appropriate suicide postvention step"
"item_067","A","L2","Conceptual","The student selected leadership as the primary consideration in crisis intervention, not knowing the foundational principle that prevention—not response coordination—is the first and primary priority in school crisis frameworks.","Prevention primacy principle in crisis intervention versus leadership as primary consideration"
"item_067","B","L2","Conceptual","The student selected community support as the primary consideration in crisis intervention, confusing a valuable resource-amplification strategy with the foundational principle that prevention takes precedence over all other crisis intervention priorities.","Prevention primacy in crisis response hierarchy versus community support as primary consideration"
"item_067","C","L1","Conceptual","The student selected measured response as the primary focus of crisis intervention, choosing a valid response quality principle rather than recognizing that prevention—stopping crises from occurring in the first place—is identified as the foundational primary consideration.","Prevention primacy over response quality as the foundational crisis intervention principle"
"item_073","A","L2","Procedural","The student selected scheduling parent-night events as the starting point for home-school collaboration in a diverse school, not recognizing that relationship-building must begin with understanding community values and perceptions of schools before implementing programmatic activities.","Community value understanding as prerequisite to home-school collaboration program design"
"item_073","B","L2","Procedural","The student selected creating parent volunteer opportunities as the starting point for diverse family collaboration, not knowing that volunteer structures assume family comfort with the school context that can only be built by first understanding community-specific values and perceptions.","Cultural value assessment as prerequisite to home-school collaboration structure development"
"item_073","D","L3","Conceptual","The student believed providing social media links and classroom access represents a strong starting point for diverse family collaboration, not knowing that classroom access is not typically granted to parents and that digital outreach does not address cultural value alignment.","Cultural value understanding as home-school collaboration foundation versus digital access approach"
"item_160","A","L2","Conceptual","The student selected the principle that crisis interventions should address multiple levels as the best crisis preparation approach, choosing a comprehensive response framework rather than recognizing that prevention—reducing crisis probability—is the primary best practice emphasis.","Crisis prevention primacy over multi-level intervention scope as best preparation approach"
"item_160","C","L2","Conceptual","The student selected rehearsing postvention measures as the best crisis preparation approach, confusing post-crisis aftercare readiness with the primary mandate to prevent crises through proactive planning, staff development, and threat assessment practices.","Prevention primacy as best crisis preparation practice versus postvention rehearsal focus"
"item_160","D","L1","Conceptual","The student selected seamless building-district crisis team coordination as the best crisis preparation approach, choosing a valid coordination principle rather than the more foundational principle that prevention measures should be the primary emphasis of preparation efforts.","Crisis team coordination as supporting function versus prevention primacy as primary best practice"
"item_163","A","L2","Procedural","The student prioritized immediate family support as the school crisis team's first action after a student suicide, not knowing that planning for contagion effects among vulnerable current students is the initial primary concern before external family outreach.","Suicide contagion prevention priority versus family support timing in school crisis response"
"item_163","B","L1","Conceptual","The student identified direct peer support as the primary first action after learning of a student suicide, not recognizing that contagion planning—identifying which students are vulnerable and how to reach them—must precede delivering that support.","Contagion risk identification priority before peer support delivery in suicide crisis response"
"item_163","C","L2","Procedural","The student believed debriefing all staff before school starts is the initial primary crisis response after a student suicide, not knowing that a full pre-school staff meeting is logistically impractical and that contagion planning with key staff takes priority.","Contagion planning with key staff versus full pre-school staff debrief as first response"
"item_164","A","L1","Conceptual","The student believed sharing verifiable details about a suicide to counter rumors is appropriate, not knowing that while accurate basic facts are important, providing method details to students—especially younger ones—is contraindicated by contagion research regardless of rumor-control intent.","Method detail restriction in suicide communication versus rumor-control detail provision"
"item_164","B","L2","Procedural","The student believed a general school-wide morning announcement about a student suicide is appropriate and prevents rumors, not knowing that announcing details to the full school population is not standard practice and can amplify contagion risk in large schools.","Targeted suicide notification strategy versus school-wide announcement approach in postvention"
"item_164","C","L2","Conceptual","The student believed a school-wide assembly is an effective way to address contagion after a student suicide, not knowing that assemblies are explicitly contraindicated because they elevate the death's emotional prominence among all students simultaneously.","Contraindication of school-wide assemblies in suicide postvention versus targeted support approach"
"item_165","B","L1","Conceptual","The student believed Hold is not part of the Standard Response Protocol, not knowing that Hold is an official SRP action directing students and staff to remain in their locations with doors closed due to activity in nearby hallways.","Hold as official Standard Response Protocol action terminology"
"item_165","C","L2","Conceptual","The student believed Secure is not part of the Standard Response Protocol, not knowing that Secure is an official SRP action requiring exterior doors to be locked against an outside threat while normal school operations continue inside.","Secure as official Standard Response Protocol exterior threat action terminology"
"item_165","D","L3","Conceptual","The student believed Lockdown is not part of the Standard Response Protocol, not knowing that Lockdown is one of the most widely recognized SRP actions—requiring immediate classroom barricading and concealment in response to an imminent internal threat.","Lockdown as official Standard Response Protocol internal threat action terminology"
