"UNIQUEID","distractor_letter","distractor_tier","distractor_error_type","distractor_misconception","distractor_skill_deficit"
"PQ_LEG-04_20","D","L2","Conceptual","The student believed that local discretion overrides federal law in discipline policies.","IDEA procedural safeguards in discipline"
"item_125","A","L2","Conceptual","The student believed Honig v. Doe was primarily about LRE rather than discipline.","IDEA discipline provisions understanding"
"item_125","B","L2","Conceptual","The student believed that Larry P. v. Riles addressed LRE because it involved educational placement.","Larry P. v. Riles case focus on IQ test bias"
"item_125","D","L2","Conceptual","The student believed Rowley v. Hudson Board of Education addressed LRE principles.","Rowley standard for FAPE"
"item_125","E","L3","Lexical","The student believed this option was relevant to the question.","Knowledge of relevant legal cases"
"item_125","F","L3","Lexical","The student believed this option was relevant to the question.","Knowledge of landmark LRE court cases"
"item_171","A","L3","Lexical","The student believed the Buckley Amendment relates to disciplinary actions.","FERPA directory information exception"
"item_171","B","L2","Conceptual","The student believed Lau v. Nichols addressed disciplinary procedures for special education students.","Lau v. Nichols case focus"
"item_171","C","L2","Conceptual","The student believed Larry P v. Riles addressed disciplinary procedures for special education students.","Larry P v. Riles focus on IQ testing bias"
"item_171","E","L3","Lexical","The student believed that an unused option could be relevant.","Understanding of relevant case law names"
"item_171","F","L3","Lexical","The student believed that any unused option might be correct by default.","Understanding of relevant case law names"
"item_224","A","L3","Conceptual","The student believed that Diane v. State Board of Education addressed issues of tracking and course access.","Diane v. State Board of Education case specifics"
"item_224","B","L1","Conceptual","The student believed that any case about educational inequality relates to Brown v. Board of Education.","Understanding of tracking and course access legal precedents"
"item_224","D","L2","Conceptual","The student believed that Larry v. Riles addressed issues of tracking and course access.","Larry v. Riles case specifics"
"item_224","E","L3","Lexical","The student believed this option was relevant to the question.","Knowledge of landmark case relevance"
"item_224","F","L3","Lexical","The student believed this was a relevant case despite it being unused.","Knowledge of landmark case relevance"
"item_226","A","L2","Conceptual","The student believed Hobson v. Hansen addressed racial segregation in schools.","Hobson v. Hansen case details"
"item_226","C","L2","Conceptual","The student believed Rowley v. Board of Education addressed racial segregation in schools.","Rowley v. Board of Education's focus on special education services"
"item_226","D","L3","Conceptual","The student believed Lamy P. v. Riles was related to racial segregation in schools.","Understanding of landmark desegregation cases"
"item_226","E","L3","Lexical","The student believed that any case name could be relevant without specific context.","Familiarity with landmark Supreme Court cases"
"item_226","F","L3","Lexical","The student believed this was a relevant case name.","Famous landmark case names"
