UNIQUEID,distractor_letter,distractor_tier,distractor_error_type,distractor_misconception,distractor_skill_deficit
PQ_DBD-06_19,D,L1,Conceptual,"The student thought parent input was unreliable in early childhood, despite parents being primary observers of young children's behavior.",Importance of parent report in early childhood behavioral assessment
PQ_DBD-06_2,A,L2,Conceptual,"The student believed T-72 was within normal limits, misunderstanding BASC-3 clinical cutoffs at T≥65 or ≥70.",BASC-3 T-score interpretation and clinical cutoff standards
PQ_DBD-06_2,C,L1,Conceptual,"The student treated T-72 as minimal elevation, fundamentally misunderstanding the BASC-3 interpretation scale where T greater-than-or-equal 65/70 indicates clinical significance.",BASC-3 clinical elevation thresholds and standard score interpretation
PQ_DBD-06_2,D,L2,Procedural,The student assumed rating scale elevation justified special education referral without comprehensive assessment integration.,Rating scale elevation versus sufficient evidence for special education referral
PQ_DBD-06_20,A,L2,Conceptual,"The student believed comprehensive integration complicates rather than clarifies understanding, misunderstanding that multiple sources provide coherent rather than confusing information.",Purpose of multi-method assessment integration in clinical understanding
PQ_DBD-06_20,C,L2,Conceptual,The student believed the purpose of integration was validating rating scales rather than understanding the case comprehensively.,Goals of comprehensive multi-source assessment integration
PQ_DBD-06_20,D,L2,Conceptual,"The student thought multi-source assessment eliminates the need for professional consultation, misunderstanding that integration itself requires clinical judgment.",Role of professional consultation in integrated multi-source assessment
PQ_DBD-06_3,A,L1,Conceptual,"The student assumed the Conners 3 is invalid in school settings, rather than recognizing that discrepancies reflect setting-specific behavior or rater threshold differences.",Validity of Conners 3 and ADHD rating scales across school settings
PQ_DBD-06_3,C,L2,Conceptual,The student assumed parent-teacher discrepancy reflected deliberate dishonesty rather than legitimate setting-specific explanations.,Explaining multi-informant discrepancies without assuming deception
PQ_DBD-06_3,D,L1,Conceptual,"The student believed discrepant measures were invalid, rather than recognizing meaningful clinical information in cross-rater variation.",Comparability and validity of different rater forms of rating scales
PQ_DBD-06_4,A,L2,Conceptual,"The student confused CBCL with cognitive/intellectual assessment, misidentifying what constructs the Child Behavior Checklist measures.",Construct domains measured by CBCL behavioral rating scale
PQ_DBD-06_4,C,L2,Conceptual,"The student conflated CBCL with academic achievement assessment, misunderstanding the behavioral/emotional focus of the Child Behavior Checklist.",Distinction between behavioral/emotional rating scales and academic achievement measures
PQ_DBD-06_4,D,L3,Conceptual,"The student confused CBCL with learning disability assessment, incorrectly mapping behavioral measurement to specific learning disability identification.",CBCL behavioral/emotional focus versus learning disability diagnostic assessment
PQ_DBD-06_5,A,L1,Conceptual,"The student thought self-report measures fail to capture anxiety, when the actual limitation is that observable behavioral indicators may be minimal in structured settings.",Distinguishing internal anxiety symptoms from observable behavioral manifestations
PQ_DBD-06_5,C,L2,Conceptual,"The student thought high self-reported anxiety indicated symptom exaggeration, when genuine internal anxiety may lack behavioral visibility.",Validity of self-reported anxiety independent of observable behavioral evidence
PQ_DBD-06_5,D,L2,Conceptual,"The student assumed SCARED and behavioral observation measure the same construct in different methods, when they actually measure different anxiety manifestations.",Internal internalizing symptoms versus observable behavioral anxiety manifestations
PQ_DBD-06_6,A,L1,Conceptual,"The student assumed BASC-3 was a depression-specific measure, confusing broad-spectrum with condition-specific assessment.",Distinction between broad-spectrum and condition-specific behavioral measures
PQ_DBD-06_6,B,L1,Conceptual,"The student believed Conners 3 measures depression severity, confusing ADHD-specific rating scales with broad-spectrum emotional assessment.",Depression-specific rating scales versus ADHD-focused instruments
PQ_DBD-06_6,D,L2,Conceptual,"The student thought CBCL was depression-specific, when it is a broad-spectrum measure not optimized for depression.",Specificity of CDI for depression assessment versus broad-spectrum rating scales
PQ_DBD-06_7,A,L2,Conceptual,"The student confused externalizing behavioral problems with intellectual disability, misidentifying the type of deficit.",Distinction between externalizing behavioral disorders and intellectual disability
PQ_DBD-06_7,C,L2,Conceptual,"The student believed comprehensive assessment was appropriate for behavioral control deficits, when targeted behavioral intervention is necessary.",Targeted intervention planning for specific behavioral control deficits
PQ_DBD-06_7,D,L2,Procedural,"The student assumed classroom accommodations should precede behavioral interventions, missequencing support strategy hierarchy.",Behavioral intervention before environmental modification for control problems
PQ_DBD-06_8,A,L1,Conceptual,"The student assumed cross-setting TRS-PRS discrepancy indicates teacher rater bias or limited observation, failing to recognize valid setting-specific behavioral variation.",Explaining TRS-PRS discrepancies through setting-specific versus rater factors
PQ_DBD-06_8,C,L2,Conceptual,"The student believed TRS-PRS discrepancy invalidated assessment, rather than interpreting it as clinically meaningful.",Interpretability of TRS-PRS discrepancies despite cross-informant differences
PQ_DBD-06_8,D,L1,Conceptual,"The student thought TRS-PRS discrepancy precluded interpretation without additional data, misunderstanding inherent clinical meaning.",Interpreting TRS-PRS discrepancies as clinically meaningful variation
PQ_DBD-06_9,A,L2,Conceptual,"The student treated RCADS and SCARED as identical instruments, ignoring the key distinction that RCADS assesses both anxiety and depression.",Differentiating RCADS multi-domain scope from SCARED anxiety-specific focus
PQ_DBD-06_9,C,L2,Conceptual,"The student believed SCARED was restricted to young children, misunderstanding its validated use across broader age ranges.",Age appropriateness and developmental range of SCARED administration
PQ_DBD-06_9,D,L1,Conceptual,"The student assumed one instrument is universally superior across all settings, ignoring contextual factors that make RCADS or SCARED more appropriate.",Instrument selection based on assessment goals and population fit
item_006,B,L2,Conceptual,"The student believed Vineland measures emotional distress and behavioral symptoms, conflating adaptive functioning scales with behavioral/emotional symptom measures.",Distinction between adaptive functioning scales and emotional/behavioral symptom measures
item_006,C,L2,Conceptual,"The student believed depression-specific instruments adequately assess both depression and anxiety, underestimating the need for broad-spectrum mood assessment.",Broad-spectrum versus narrow disorder-specific assessment instrument selection
item_006,D,L1,Conceptual,The student assumed Beck Depression Inventory was appropriate without considering adult norms and anxiety assessment needs.,Age-appropriate emotional assessment instruments for children and adolescents
item_041,A,L2,Conceptual,The student viewed projective tests as primarily rapport-building tools rather than supplementary assessment instruments for clinical insight.,Purpose of projective testing in comprehensive psychological evaluation
item_041,C,L2,Conceptual,"The student confused projective tests with malingering detection, misunderstanding their purpose for gathering personality content.",Diagnostic purpose of projective tests versus deception detection
item_041,D,L1,Conceptual,"The student believed projective tests are rarely used because of poor psychometrics, ignoring legitimate school psychology applications.",Legitimate use of projective tests in school psychology practice
item_049,A,L1,Conceptual,"The student believed multi-rater discrepancies in adaptive behavior assessment indicate unreliable measurement, dismissing different setting demands as source of variation.",Investigation of multi-rater discrepancies in adaptive behavior assessment
item_049,C,L2,Conceptual,The student believed discrepant data should be excluded rather than investigatively reconciled to understand functioning.,Active investigation versus exclusion of discrepant multi-rater assessment data
item_049,D,L2,Procedural,The student thought presenting separate scores to the team avoided clinician responsibility to investigate and synthesize.,Clinician responsibility to investigate and synthesize discrepant assessment findings
item_139,A,L2,Conceptual,"The student believed cognitive testing is appropriate for behavioral/emotional referrals, confusing assessment of learning ability with behavioral/emotional functioning.",Selecting assessment tools matched to behavioral/emotional versus cognitive referral
item_139,B,L2,Procedural,"The student believed interview alone was sufficient, neglecting standardized behavioral measurement required for rigorous assessment.",Standardized behavioral assessment in addition to interview for comprehensive evaluation
item_139,C,L2,Conceptual,"The student thought cognitive testing complemented behavioral assessment, overincluding measures beyond the referral scope.",Focused assessment tools matched to specific behavioral/emotional referral question
item_146,A,L1,Conceptual,"The student believed broad-spectrum behavioral assessment suffices for executive function concerns, conflating general behavioral measures with focused executive assessment.",Need for focused executive function assessment beyond broad-spectrum behavioral measures
item_146,B,L2,Conceptual,"The student confused working memory with behavioral executive function, misidentifying what constructs ADHD assessment requires.",Executive function versus working memory distinction in ADHD behavioral assessment
item_146,D,L2,Conceptual,"The student believed Primrose ADHD Test possesses equivalent validity and specificity to BRIEF, underestimating BRIEF's established evidence base for executive function assessment.",BRIEF validity and specificity for ADHD executive function assessment
item_147,B,L1,Conceptual,"The student thought discrepancy warranted deemphasizing BASC results, misunderstanding that both elevated scores confirm problems.",Interpreting concordant elevated scores across raters despite absolute score differences
item_147,C,L2,Conceptual,"The student believed T-66 and T-78 fall within average/typical range, misunderstanding BASC-3 clinical significance thresholds where T≥65-70 indicates clinically elevated concern.",BASC-3 T-score clinical elevation thresholds and range interpretation
item_147,D,L1,Conceptual,"The student believed T-66 indicates minimal concern while T-78 reflects clinical significance, misunderstanding that both scores represent clinically elevated and concordant behavioral problems.",Interpretation of concordant clinical elevation across different elevated T-scores
item_169,A,L1,Conceptual,"The student assumed T-69+ was high-average rather than clinically significant, misunderstanding BASC-3 cutoffs.",BASC-3 T-score clinical elevation range versus high-average range distinction
item_169,C,L2,Conceptual,"The student believed T-69+ indicated only slight elevation, misunderstanding that T≥70 reflects clinically significant concern.",BASC-3 T-score clinical significance threshold interpretation
item_169,D,L1,Conceptual,"The student treated T-scores of 69+ and concordant parent-teacher scores as average-range findings, fundamentally misinterpreting BASC-3 score elevation.",Recognition of BASC-3 T-score elevation as clinically significant not average-range
