"UNIQUEID","distractor_letter","distractor_tier","distractor_error_type","distractor_misconception","distractor_skill_deficit"
"PQ_DIV-03_10","A","L2","Conceptual","Student invoked culture and norm mismatch as the primary explanation, while the error described is clinging to the single test datum despite richer ongoing classroom performance data.","Anchoring on a single score versus sociocultural hypothesis testing in interpretation"
"PQ_DIV-03_10","C","L1","Conceptual","Student preferred stereotype threat to explain low scores, but the stem shows the psychologist discounting teacher data that contradicts the test—a judgment integration problem.","Stereotype threat during testing versus post hoc over-reliance on one metric"
"PQ_DIV-03_10","D","L3","Conceptual","Student believed reliability and validity force acceptance of the low score as ability, misunderstanding that validity does not erase contradictory ecological performance under good instruction.","Test score meaning within converging evidence, not automatic triumph over classroom data"
"PQ_DIV-03_11","A","L2","Lexical","Student equated microaggressions with overt intentional bigotry, missing their definition as frequent subtle slights that often carry unintentional denigration toward marginalized identities.","Definitional boundary: everyday microaggressions versus deliberate overt discrimination"
"PQ_DIV-03_11","C","L3","Conceptual","Student dismissed reported slights as hypersensitivity, negating documented harm and the need for climate checks and restorative adult accountability in schools.","Impacts of microaggressions on belonging and learning versus blame-the-target framing"
"PQ_DIV-03_11","D","L2","Conceptual","Student narrowed microaggressions to backhanded compliments only, overlooking broader hostile-invalidating cues and environmental cues that affect students and family trust.","Range of microaggressive messages beyond faux-compliment formulations"
"PQ_DIV-03_12","A","L2","Conceptual","Student misapplied evidence-based practice to mean projecting group means onto a child, violating individualized, assets-informed interpretation required in ethical assessment.","Ecological fallacy: group statistics cannot substitute for individual functional assessment"
"PQ_DIV-03_12","C","L1","Conceptual","Student reframed harmful stereotyping as respectful cultural consideration, when culturally responsive practice lowers bias and examines opportunity, not fixed expectations from demographics.","Cultural responsiveness versus using demographics as ceilings on individual expectancy"
"PQ_DIV-03_12","D","L2","Conceptual","Student defended lowered individual expectations as realism, ignoring how educator expectancy and deficit thinking channel opportunity and self-fulfilling trajectories.","Teacher expectancy effects and ethical limits on demographic generalization"
"PQ_DIV-03_13","A","L3","Procedural","Student chose denial and business-as-usual despite self-knowledge, abandoning supervision, self-monitoring protocols, and accountability for decision impact on marginalized students.","Professional duty to mitigate known bias in eligibility, discipline, and placement advice"
"PQ_DIV-03_13","C","L2","Conceptual","Student accepted universal bias as an excuse for inaction, rather than documented safeguards, checklists, and team dialogue that turn awareness into equitable procedures.","Translating bias insight into concrete practice and systems changes with monitoring"
"PQ_DIV-03_13","D","L2","Procedural","Student limited ethics to private reflection without observable changes in consent processes, language access, family collaboration, or dispute resolution the family can see.","Ethical obligation to align public professional behavior with bias remediation plans"
"PQ_DIV-03_14","A","L2","Procedural","Student tightened test cutoffs while leaning on training alone, a combination that typically screens out more underrepresented students rather than widening valid identification pathways.","Multi-measure gifted identification reducing test-only barriers for underrepresented groups"
"PQ_DIV-03_14","C","L1","Conceptual","Student stopped at descriptive cultural difference research without mandating expanded evidence—work samples, observations, and referral fairness—that increases equitable access.","Operationalizing culturally responsive gifted identification beyond abstract research rationales"
"PQ_DIV-03_14","D","L3","Conceptual","Student paired caps or quotas with workshops, preserving structural scarcity instead of reallocating seats through better measurement and educator referral calibration with families.","Structural access and referral equity versus demographic caps in advanced programs"
"PQ_DIV-03_15","A","L2","Conceptual","Student explained harsher outcomes as worse behavior from students of color despite the stem’s matched infractions, mirroring deficit attribution common in discipline audits.","Similar-incident discipline comparisons controlling for subjective interpretation bias"
"PQ_DIV-03_15","C","L3","Conceptual","Student claimed better training produced harsher consequences for the same conduct, contradicting the scenario and bypassing discretionary enforcement as the plausible mechanism.","Discretionary discipline application and implicit bias under uniform written codes"
"PQ_DIV-03_15","D","L3","Conceptual","Student argued stricter consequences are necessary for safety without evidence, a rationale that exacerbates exclusion and family mistrust when contrasted with restorative options.","Evidence bases for discipline proportionality and exclusionary practice harm reduction"
"PQ_DIV-03_16","A","L2","Conceptual","Student claimed schools are irrelevant to justice contact, ignoring how suspensions, ticketing, and SRO interactions channel students from classrooms into legal system tracking.","School-to-prison pipeline: policy and practice links to juvenile and criminal justice"
"PQ_DIV-03_16","C","L3","Conceptual","Student placed full responsibility on students’ choices while ignoring punitive enforcement asymmetries and resource gaps that predictive analytics tie to later system contact.","Systemic versus purely individualistic explanations for justice-system involvement"
"PQ_DIV-03_16","D","L2","Conceptual","Student concluded zero-tolerance lands evenly across groups, contradicting replicated disparities in subjective stages of rule interpretation and consequence selection.","Disparate impact of exclusionary rules despite formally neutral language"
"PQ_DIV-03_17","A","L2","Procedural","Student chose colorblind sameness, skipping disaggregated data review, family notification where appropriate, and transparent corrective plans equity frameworks require.","Anti-racist systems practice: document, escalate, and monitor discipline parity"
"PQ_DIV-03_17","C","L1","Procedural","Student deferred to uncritical trust in adult discretion before analyzing log data, race/ethnicity patterns, and contextual factors families can help interpret.","Collaborative verification of discipline records with leadership and community stakeholders"
"PQ_DIV-03_17","D","L2","Conceptual","Student presumed behavioral truth in the disparity itself, rather than treating unequal consequences for like conduct as a trigger for policy and coaching interventions.","Presumption of equity versus empirical monitoring of similarly situated incidents"
"PQ_DIV-03_18","A","L1","Lexical","Student reached for implicit bias, which names unconscious associations, not the performance threat that arises when a stereotype about one’s group is salient in the testing context.","Vocabulary precision: stereotype threat versus implicit social cognition constructs"
"PQ_DIV-03_18","B","L1","Lexical","Student conflated confirmation bias with stereotype threat, missing that the definition centers stereotype salience disrupting performance, not selective hypothesis testing.","Stereotype threat label versus confirmation bias in information search"
"PQ_DIV-03_18","D","L2","Lexical","Student offered anchoring bias, which concerns overweighting an initial value, unrelated to anxiety about embodying a negative group image during ability assessment.","Anchoring heuristic versus identity-threat mechanisms on standardized tasks"
"PQ_DIV-03_19","A","L3","Procedural","Student closed the evaluation because of gender stereotypes, violating thorough multimethod assessment and family-clinician dialogue when inattention symptoms are present.","ADHD underidentification in girls and duty to assess inattentive presentations fully"
"PQ_DIV-03_19","C","L3","Conceptual","Student ranked girls’ impairment as less significant without clinical justification, a bias pathway that delays services and ignores impairment-focused eligibility criteria.","Gender-equitable clinical significance and impairment criteria in ADHD assessment"
"PQ_DIV-03_19","D","L2","Conceptual","Student let registry prevalence gaps substitute for individual integrated findings, confusing administrative counts with the child’s actual symptom profile and functional impairment.","Using epidemiology to inform vigilance without substituting for case formulation"
"PQ_DIV-03_20","A","L2","Procedural","Student centralized decisions in one evaluator, increasing single-point bias risk instead of diverse perspectives, structured criteria, and disparity reviews in team decisions.","Distributed IEP team decision-making with protocols that surface demographic patterns"
"PQ_DIV-03_20","C","L1","Procedural","Student privileged unstructured clinical hunch over normed tools and procedural safeguards, the combination most linked to inconsistent and biased eligibility judgments.","Balancing professional judgment with standardized data and structured decision rules"
"PQ_DIV-03_20","D","L3","Procedural","Student claimed faster meetings reduce bias, when rushed teams skip parent input, alternative explanations, and documentation that civil-rights-aware practice requires.","Deliberate eligibility review with stakeholder participation versus rushed consensus"
"item_035","A","L2","Lexical","Student confused the label disproportionality with socioeconomic status itself, rather than a pattern comparing group rates or risks for an outcome SES may partly confound.","Formal definition of disproportionality as uneven group risk or representation"
"item_035","B","L3","Conceptual","Student framed disproportionality as innate ability gaps, importing a biologized explanation inconsistent with civil-rights monitoring of classification and opportunity structures.","Disproportionality as a systems metric, not proof of innate group deficiency"
"item_035","C","L1","Conceptual","Student substituted the construct racial privilege for the definition requested—privilege may explain drivers but is not the definitional statement of disproportionality.","Distinguishing privilege and racism narratives from the statistical definition requested"
