"UNIQUEID","distractor_letter","distractor_tier","distractor_error_type","distractor_misconception","distractor_skill_deficit"
"PQ_LEG-01_16","A","L3","Conceptual","The student believed that publishing data alone allows sharing without consent.","FERPA de-identification requirements"
"PQ_LEG-01_16","C","L2","Conceptual","The student believed that summarizing data is sufficient for de-identification.","FERPA de-identification requirements"
"PQ_LEG-01_16","D","L3","Conceptual","The student believed that de-identified data can be shared with anyone upon request.","FERPA data sharing regulations"
"PQ_LEG-01_17","A","L2","Conceptual","The student believed that FERPA notifications focus on who accesses records rather than parental rights.","FERPA parental rights notification content"
"PQ_LEG-01_17","C","L3","Conceptual","The student believed FERPA notifications focus on technical aspects of data storage.","FERPA annual notification content requirements"
"PQ_LEG-01_17","D","L3","Conceptual","The student believed that FERPA notifications include details about other students' records.","FERPA confidentiality and privacy principles"
"PQ_LEG-01_18","A","L2","Conceptual","The student believed that incarceration automatically revokes parental rights under FERPA.","FERPA parental rights and incarceration"
"PQ_LEG-01_18","C","L2","Procedural","The student believed that public safety concerns require additional procedural steps for record release.","FERPA parental rights in incarceration context"
"PQ_LEG-01_18","D","L2","Conceptual","The student believed that incarceration automatically revokes all parental rights under FERPA.","FERPA rights of incarcerated parents"
"PQ_LEG-01_19","A","L2","Conceptual","The student believed that FERPA prohibits all sharing of educational records.","FERPA legitimate educational interest exception"
"PQ_LEG-01_19","C","L2","Procedural","The student believed that the location of the discussion determines FERPA compliance.","FERPA communication context requirements"
"PQ_LEG-01_19","D","L2","Conceptual","The student believed that FERPA only applies to written records.","FERPA verbal disclosure rules"
"PQ_LEG-01_20","A","L1","Conceptual","The student believed that denying concerns is a standard protocol for privacy issues.","FERPA complaint investigation procedures"
"PQ_LEG-01_20","C","L2","Procedural","The student believed that increasing security measures is sufficient without addressing past breaches.","FERPA breach investigation procedures"
"PQ_LEG-01_20","D","L3","Conceptual","The student believed that ignoring the issue would lead to its resolution.","FERPA complaint resolution procedures"
"item_001","A","L3","Lexical","The student believed there is a Federal Confidentiality Act relevant to education.","FERPA legal requirements for educational records"
"item_001","B","L1","Conceptual","The student believed that sharing information with a relevant specialist is always permissible.","FERPA consent requirements for sharing student information"
"item_001","C","L2","Conceptual","The student believed IDEA governs all aspects of student privacy.","IDEA's scope regarding privacy and confidentiality"
"item_001","E","L3","Lexical","The student believed that an unused option could still be relevant.","Understanding of test-taking strategies"
"item_001","F","L3","Lexical","The student believed that this option was a valid choice.","Understanding of relevant educational privacy laws"
"item_012","A","L2","Conceptual","The student believed that test results should not be shared with students under any circumstances.","ethical guidelines for sharing assessment results"
"item_012","B","L1","Procedural","The student believed that it is acceptable to discuss results directly with the student without parental consent.","Parental consent requirement for discussing assessment results"
"item_012","D","L2","Procedural","The student believed that discussing results with all parties simultaneously is best practice.","Individualized feedback protocol for assessment results"
"item_012","E","L3","Lexical","The student believed that option E was a valid choice.","Understanding of test administration protocols"
"item_012","F","L3","Lexical","The student believed that this option was relevant to the question.","Understanding of test result communication protocols"
"item_045","A","L1","Procedural","The student believed that sharing the protocol with parents is permissible if scores are also provided.","confidentiality of test protocols"
"item_045","B","L1","Procedural","The student believed that allowing parents to see the protocol without copying it is compliant with ethical guidelines.","ethical guidelines on test protocol confidentiality"
"item_045","D","L2","Procedural","The student believed that emphasizing the team decision process would satisfy the parents' request.","FERPA test protocol disclosure guidelines"
"item_045","E","L3","Lexical","The student believed that option E was a valid choice despite it being unused.","Understanding of test protocol disclosure policies"
"item_045","F","L3","Lexical","The student believed that option F was a valid choice despite it being unused.","Understanding of test protocol disclosure policies"
"item_063","A","L1","Procedural","The student believed that legal compliance requires immediate document provision upon lawyer request.","FERPA document disclosure procedures"
"item_063","B","L2","Conceptual","The student believed that reviewing the IEP alone fulfills the requirement for sharing evaluation information.","FERPA requirements for sharing evaluation data"
"item_063","D","L2","Procedural","The student believed that legal counsel must be involved immediately in all communications.","FERPA procedural safeguards"
"item_063","E","L3","Lexical","The student believed that option E was a valid choice despite it being unused.","Understanding of test question format"
"item_063","F","L3","Lexical","The student believed that this option was relevant to the scenario.","Understanding of relevant procedural options"
"item_064","A","L2","Conceptual","The student believed IDEA includes provisions for parental access to all educational records.","IDEA parental rights provisions"
"item_064","B","L2","Conceptual","The student believed that Rowley v. Hudson Board of Education addressed parental access to educational records.","Rowley v. Hudson Board of Education case specifics"
"item_064","C","L3","Conceptual","The student believed that Brown v. Board of Education addressed parental access to educational records.","Understanding the scope of Brown v. Board of Education"
"item_064","E","L3","Lexical","The student believed this option was relevant to educational records.","Understanding of relevant educational laws"
"item_064","F","L3","Lexical","The student believed that an unused option could be a valid answer.","Understanding of test-taking strategies"
"item_209","A","L2","Conceptual","The student believed that a medical doctor's request overrides confidentiality laws.","FERPA health or safety emergency exception"
"item_209","B","L2","Procedural","The student believed that school administrators have the authority to override confidentiality laws.","FERPA disclosure requirements"
"item_209","C","L2","Procedural","The student believed that a police order automatically permits disclosure.","FERPA law enforcement exception criteria"
"item_209","E","L3","Lexical","The student believed that unused options are still relevant to the question.","Understanding of test-taking strategies"
"item_209","F","L3","Lexical","The student believed that any unused option could be a valid choice.","Understanding of test-taking strategies"
"item_218","A","L2","Conceptual","The student believed that IDEA covers all aspects of student records confidentiality.","IDEA's focus on special education services"
"item_218","B","L3","Lexical","The student believed there is a specific law named the Federal Education Confidentiality Law of 1974.","FERPA statutory name recognition"
"item_218","D","L2","Conceptual","The student believed that IDEIA 2006 includes provisions for confidentiality of all school records.","IDEIA 2006 focus on special education services"
"item_218","E","L3","Lexical","The student believed there was a relevant law named in option E.","Knowledge of actual educational privacy laws"
"item_218","F","L3","Lexical","The student believed there was a relevant law named in option F.","Knowledge of FERPA's specific legal requirements"
