"UNIQUEID","distractor_letter","distractor_tier","distractor_error_type","distractor_misconception","distractor_skill_deficit"
"PQ_DBD-03_12","A","L1","Conceptual","Student assumed the main caveat is potential uneven academic outcomes only, narrowing interpretation and underrepresenting broader twice-exceptionality and emotional-functioning risks.","Comprehensive caveats when interpreting high FSIQ"
"PQ_DBD-03_12","B","L2","Procedural","Student shifted to placement-decision criteria and social-emotional readiness, which is relevant downstream but not the primary interpretive caveat about FSIQ limitations.","Interpretation caveat versus placement decision criteria"
"PQ_DBD-03_12","D","L2","Conceptual","Student reframed the caveat as service recommendation language and missed the core construct-level caution that IQ alone does not characterize whole functioning.","Limits of global IQ as sole inferential basis"
"PQ_DBD-03_13","A","L1","Conceptual","Student interpreted relative weaknesses as potential disability signal too early, overextending profile differences before linking to achievement and exclusionary evidence.","From relative weakness to disability inference standards"
"PQ_DBD-03_13","C","L2","Conceptual","Student redirected interpretation toward gifted placement thresholds, misaligning the immediate task of describing the observed cognitive profile.","Task-focus discipline in first-step profile interpretation"
"PQ_DBD-03_13","D","L2","Conceptual","Student inferred ADHD risk from lower processing speed despite the prompt asking for initial cognitive interpretation rather than disorder-level hypothesis formation.","Non-specificity of isolated processing-speed weakness for ADHD"
"PQ_DBD-03_14","B","L1","Conceptual","Student believed direct observation is the most direct method and therefore superior, underestimating the standardized adaptive scales' design for broad, norm-referenced adaptive functioning measurement.","Standardized adaptive behavior scale psychometric advantages"
"PQ_DBD-03_14","C","L2","Procedural","Student assumed unstructured parent interview alone can serve as primary adaptive measure, skipping standardized multi-domain rating instrumentation.","Structured versus unstructured adaptive assessment methods"
"PQ_DBD-03_14","D","L3","Conceptual","Student confused academic classroom behavior with adaptive functioning domains such as daily living, socialization, and communication.","Adaptive functioning domains versus academic behavior constructs"
"PQ_DBD-03_15","A","L2","Conceptual","Student assumed standard WISC administration with accommodations is optimal despite residual motor demands that can still contaminate cognitive estimates.","Motor-load confounds in cognitive test selection"
"PQ_DBD-03_15","C","L1","Conceptual","Student chose a partly suitable option but overlooked that selecting limited nonverbal/motor-reduced measures is generally preferable to broad batteries with residual motor requirements.","Instrument selection under severe motor limitations"
"PQ_DBD-03_15","D","L2","Conceptual","Student believed Raven's with timing accommodations is best, underestimating how speeded formats can still penalize motor impairment and distort reasoning estimates.","Timed nonverbal tasks and motor accessibility constraints"
"PQ_DBD-03_16","A","L2","Procedural","Student believed high scatter means avoid subtest interpretation entirely and report only FSIQ, skipping required analysis of whether discrepancies are meaningful beyond error.","High-scatter interpretation protocol beyond global score only"
"PQ_DBD-03_16","B","L2","Conceptual","Student assumed scatter itself proves unreliability and necessitates retesting, confusing common profile variability with invalid measurement.","Normative scatter prevalence and reliability interpretation"
"PQ_DBD-03_16","D","L3","Conceptual","Student attributed score scatter to emotional disturbance or attitude without supporting evidence, making etiologic leaps from pattern alone.","Evidence standards for causal inferences from score patterns"
"PQ_DBD-03_17","A","L2","Conceptual","Student believed achievement scores are the essential companion criterion for intellectual disability, conflating SLD workflow with ID eligibility criteria.","IDEA ID criteria: cognitive plus adaptive deficits"
"PQ_DBD-03_17","C","L3","Procedural","Student assumed vision/hearing screening is the essential additional dataset for ID determination rather than a general evaluation safeguard.","Core versus ancillary components in ID evaluation sequence"
"PQ_DBD-03_17","D","L3","Conceptual","Student believed neuropsychological testing is required for ID eligibility, overmedicalizing school-based criteria.","Scope of required data for school-based ID determination"
"PQ_DBD-03_18","A","L2","Conceptual","Student assumed low working memory and processing speed invalidate average reasoning and indicate global intellectual disability.","Differentiating global impairment from selective cognitive weaknesses"
"PQ_DBD-03_18","C","L1","Conceptual","Student believed reasoning scores are invalid when processing-dependent scores are low, ignoring that profile splits can be valid and instructionally useful.","Validity of discrepant cognitive profiles"
"PQ_DBD-03_18","D","L2","Procedural","Student assumed average reasoning alone rules out supports, skipping functional impact analysis and accommodation planning for processing-dependent demands.","Eligibility/support decisions based on functional impact, not single index"
"PQ_DBD-03_19","A","L2","Conceptual","Student confused descriptive norm-referenced context metrics with statistics that quantify individual score uncertainty.","Measurement error indices versus descriptive score descriptors"
"PQ_DBD-03_19","B","L2","Conceptual","Student assumed population standard deviation communicates an individual student's error band, mixing group dispersion with person-level precision.","Group-level variance versus individual confidence estimation"
"PQ_DBD-03_19","D","L1","Conceptual","Student confused reliability coefficients with required score-reporting error statistics and treated manual-level stability indices as substitutes for confidence intervals.","Reliability coefficient versus SEM/confidence interval reporting"
"PQ_DBD-03_20","A","L2","Conceptual","Student interpreted a score drop as definitive cognitive decline and immediate ID confirmation, ignoring measurement error and multicausal longitudinal variation.","Longitudinal IQ change interpretation with SEM and context"
"PQ_DBD-03_20","C","L2","Conceptual","Student assumed the earlier result was invalid without evidence, using later lower performance to retroactively discredit prior testing.","Evidence-based interpretation of discrepant re-evaluation results"
"PQ_DBD-03_20","D","L3","Procedural","Student jumped from one lower IQ score to restrictive placement decisions, bypassing comprehensive eligibility and least-restrictive-environment procedures.","Eligibility-to-placement procedural safeguards under IDEA"
"item_007","A","L2","Conceptual","Student believed large rater discrepancies are primarily SEM artifacts, misattributing cross-informant disagreement to test error rather than rater perception differences.","Inter-rater variance versus SEM in adaptive scales"
"item_007","B","L1","Conceptual","Student assumed context differences fully explain adaptive-rating divergence and underweighted that extreme parent-teacher disagreement often reflects informant perception bias.","Interpretation of cross-setting adaptive rating discrepancies"
"item_007","D","L3","Conceptual","Student believed survey complexity is the main driver of discrepant Vineland ratings, ignoring established inter-rater interpretation principles.","Validity threats in adaptive rating administration and interpretation"
"item_021","A","L3","Lexical","Student assumed IQ standard scores are percent-correct values on a 1-100 scale and misread normative score metrics.","Standard score metric and normative mean/SD conventions"
"item_021","B","L1","Conceptual","Student believed two standard deviations below the mean is the primary interpretation endpoint and missed category-level implication of a score in the ID range.","Translating deviation scores into diagnostic interpretation bands"
"item_021","C","L2","Conceptual","Student confused very low cognitive performance with specific learning disability, substituting a different eligibility construct for intellectual disability interpretation.","Distinction between SLD and intellectual disability criteria"
"item_025","B","L1","Conceptual","Student assumed a significant verbal-nonverbal split plus reading concern is sufficient to conclude learning disability without integrated achievement and exclusionary analysis.","SLD inference limits from cognitive discrepancy data alone"
"item_025","C","L2","Conceptual","Student believed a 10-point domain difference invalidates full-scale interpretation, overinterpreting routine score variability.","Clinical versus statistical significance of domain score splits"
"item_025","D","L3","Procedural","Student assumed score variation requires replacing the instrument rather than interpreting existing data with multi-source corroboration.","Appropriate response to interpretable profile variability"
"item_034","A","L1","Conceptual","Student believed any nonverbal battery is equally best for deaf or non-English-speaking students, overlooking the specific strengths of UNIT for this use case.","Comparative appropriateness among nonverbal cognitive batteries"
"item_034","B","L2","Procedural","Student assumed interpreter-mediated WISC administration adequately neutralizes language demands, missing best-practice preference for nonverbal measures in this scenario.","Limits of interpreter use in cognitive test validity"
"item_034","D","L2","Conceptual","Student believed a broad verbal-nonverbal battery is automatically optimal despite language/hearing access concerns.","Language-loading effects in test selection for deaf/ELL students"
"item_043","A","L2","Conceptual","Student believed cognitive tests are criterion-referenced tools for disability diagnosis, confusing norm-referenced cognitive assessment with criterion-referenced mastery frameworks.","Norm-referenced cognitive testing versus criterion-referenced assessment"
"item_043","B","L1","Conceptual","Student assumed achievement tests primarily predict progress rather than measure acquired academic skills and performance levels.","Achievement assessment purpose and construct coverage"
"item_043","D","L3","Conceptual","Student believed cognitive and achievement tests differ mainly by score type conventions, ignoring that both use standard scores and differ in measured constructs.","Construct-level difference between cognitive and achievement tests"
"item_051","A","L2","Lexical","Student confused PASS successive processing terminology with matrix task demands and selected a process not primarily measured by matrices.","Matrices construct mapping within cognitive subtests"
"item_051","B","L2","Conceptual","Student assumed matrices are verbal reasoning tasks, overlooking their nonverbal abstract pattern-induction core.","Nonverbal fluid reasoning characteristics of matrices tasks"
"item_051","C","L1","Conceptual","Student chose spatial reasoning as primary, conflating visual-spatial support demands with the target construct of fluid/nonverbal reasoning.","Fluid reasoning versus spatial reasoning distinction in matrices"
"item_052","B","L3","Procedural","Student assumed cognitive testing should occur only on test-free days, applying an unnecessary scheduling rule not required by standard administration practice.","Best-practice scheduling principles for formal school testing"
"item_052","C","L1","Procedural","Student believed file review and work-sample analysis must be completed before formal testing, confusing useful preparation steps with strict administration prerequisites.","Assessment workflow flexibility within comprehensive evaluation practice"
"item_052","D","L3","Conceptual","Student assumed morning administration is psychometrically required for processing speed tests, inventing a universal timing rule.","Standardized administration requirements versus local scheduling myths"
"item_055","A","L1","Conceptual","Student believed major cluster scores are usually the most valid and reliable endpoint, underestimating the broader full-scale score's stronger psychometric stability.","Relative reliability hierarchy: full-scale versus cluster scores"
"item_055","B","L2","Conceptual","Student assumed individual subtests are the most valid interpretation targets, ignoring their higher error and narrower construct coverage.","Psychometric limits of subtest-level interpretation"
"item_055","C","L3","Lexical","Student confused ipsative comparisons with norm-referenced global indicators of validity and reliability.","Ipsative metrics versus norm-referenced composite interpretation"
"item_105","A","L2","Lexical","Student confused DAS with CAS and failed to map Luria/PASS theory to the correct instrument.","Instrument-theory mapping: CAS PASS versus DAS"
"item_105","B","L1","Lexical","Student assumed WISC is PASS-based because it is a common mainstream battery, conflating prevalence with theoretical foundation.","WISC theoretical basis versus PASS model"
"item_105","C","L2","Lexical","Student confused NEPSY's neuropsychological profile orientation with CAS's explicit PASS framework.","NEPSY versus CAS theoretical framework differentiation"
"item_107","A","L2","Lexical","Student selected a true CHC broad ability as if it were excluded, indicating weak recall of which CHC factors are canonical.","Core CHC broad-ability taxonomy recall"
"item_107","B","L2","Lexical","Student misidentified quantitative knowledge as non-CHC, confusing CHC factor labels and model membership.","CHC factor nomenclature and inclusion knowledge"
"item_107","C","L1","Lexical","Student confused short-term memory with a non-CHC construct, missing that Gsm is a standard CHC broad ability.","Recognition of Gsm within CHC model structure"
"item_114","A","L2","Conceptual","Student assumed high-average threshold scores indicate giftedness, lowering the cut-point below common full-scale gifted benchmarks.","Typical full-scale IQ cutoffs for gifted classification"
"item_114","B","L1","Conceptual","Student believed 115 is generally accepted as gifted signal, confusing enriched-performance ranges with gifted-level thresholds.","Distinguishing high average from gifted range in IQ interpretation"
"item_114","D","L2","Conceptual","Student assumed gifted designation requires very superior scores near 140, applying an overly restrictive threshold beyond common practice.","Common versus extreme cut-point conventions for gifted identification"
"item_149","A","L1","Procedural","Student believed interpretation should begin with subtests, reversing the psychometric top-down sequence used for parent feedback.","Top-down score interpretation order in cognitive reporting"
"item_149","C","L2","Procedural","Student assumed only the global score should be interpreted, truncating needed explanation of major index-level strengths and weaknesses.","Balanced breadth-to-depth reporting of WISC results"
"item_149","D","L2","Conceptual","Student believed reporting should focus only on deficits, ignoring strengths-based interpretation essential for comprehensive educational planning.","Strengths-and-needs integrative interpretation framework"
"item_168","A","L1","Conceptual","Student assumed a score of 113 suggests giftedness, confusing high-average functioning with gifted-range cutoffs.","IQ classification bands: high average versus gifted"
"item_168","B","L2","Lexical","Student categorized 113 as average only, missing standard classification conventions that place this level in high-average to above-average territory.","Standard score descriptive classification conventions"
"item_168","C","L2","Lexical","Student labeled 113 as low average, indicating major miscalibration of normative score bands.","Norm-referenced IQ band calibration"
