"UNIQUEID","distractor_letter","distractor_tier","distractor_error_type","distractor_misconception","distractor_skill_deficit"
"PQ_SWP-03_12","A","L1","Conceptual","The student believed that strict adherence to the program is always required for effectiveness.","Balancing fidelity with contextual adaptations"
"PQ_SWP-03_12","B","L2","Conceptual","The student believed that local context always outweighs program fidelity.","Balancing fidelity with contextual adaptation"
"PQ_SWP-03_12","D","L2","Conceptual","Individual teacher preferences should guide program adaptations for effectiveness.","evidence-based program adaptation guidelines"
"PQ_SWP-03_13","A","L2","Conceptual","The student believed that financial considerations should be the sole factor in decision-making.","Cost-benefit analysis in educational program selection"
"PQ_SWP-03_13","C","L2","Conceptual","The student believed cost-effectiveness is solely about choosing the cheapest option.","Cost-effectiveness analysis in educational programs"
"PQ_SWP-03_13","D","L2","Conceptual","The student believed that higher cost directly correlates with higher effectiveness in all cases.","Cost-effectiveness analysis in SEL program evaluation"
"PQ_SWP-03_14","A","L1","Conceptual","The student believed that 'promising' evidence equates to strong empirical support from rigorous trials.","ESSA evidence standards for program evaluation"
"PQ_SWP-03_14","C","L2","Conceptual","The student believed that 'promising' evidence includes mixed results and implementation concerns.","ESSA evidence tier definitions"
"PQ_SWP-03_14","D","L3","Conceptual","The student believed that 'promising' means insufficient research exists.","ESSA evidence standards for program evaluation"
"PQ_SWP-03_15","A","L3","Conceptual","The student believed that decision-maker seniority ensures better decision quality.","Evidence-based decision-making criteria"
"PQ_SWP-03_15","C","L2","Conceptual","The student believed that staff popularity is a key factor in evaluating interventions.","Program evaluation criteria for school interventions"
"PQ_SWP-03_15","D","L2","Conceptual","The student believed that financial considerations are the sole factor in decision-making.","Comprehensive program evaluation criteria"
"PQ_SWP-03_16","A","L2","Conceptual","The student believed that uniformity in program application ensures equity.","Differentiated instruction principles"
"PQ_SWP-03_16","C","L2","Conceptual","The student believed that excluding students from beneficial programs can promote equity.","Equity-focused program inclusion strategies"
"PQ_SWP-03_16","D","L1","Conceptual","The student believed that using evidence-based programs inherently guarantees equitable outcomes.","equity evaluation in program implementation"
"PQ_SWP-03_17","A","L2","Conceptual","The student believed a logic model involves setting fixed outcomes based on early indicators.","Program evaluation outcome prediction"
"PQ_SWP-03_17","C","L3","Conceptual","The student believed that a logic model primarily focuses on financial aspects of a program.","Understanding components of a logic model"
"PQ_SWP-03_17","D","L2","Conceptual","The student believed logic models are exclusive to large-scale programs.","scope of logic model applicability"
"PQ_SWP-03_18","A","L1","Conceptual","The student believed that immediate cessation is appropriate when challenges arise.","Implementation science in educational settings"
"PQ_SWP-03_18","C","L2","Conceptual","The student believed that lowering standards would ease teacher burden.","importance of maintaining fidelity in interventions"
"PQ_SWP-03_18","D","L2","Conceptual","The student believed that teachers will naturally adapt to new programs without support.","Implementation support strategies for new programs"
"PQ_SWP-03_19","A","L1","Conceptual","The student believed that evidence-based programs naturally continue without active maintenance.","Program sustainability planning"
"PQ_SWP-03_19","C","L2","Conceptual","The student believed that sustainability is an external issue not requiring school involvement.","school responsibility in program sustainability"
"PQ_SWP-03_19","D","L2","Conceptual","The student believed that increasing complexity ensures program sustainability.","Program complexity management in sustainability planning"
"PQ_SWP-03_20","A","L2","Conceptual","The student believed that a strong evidence base alone is sufficient for program recommendation.","Comprehensive program evaluation criteria"
"PQ_SWP-03_20","C","L2","Conceptual","The student believed that a program's popularity is a sufficient indicator of its effectiveness.","Evidence-based program evaluation criteria"
"PQ_SWP-03_20","D","L3","Conceptual","The student believed that financial considerations are the sole factor in program selection.","Comprehensive program evaluation criteria"
"item_088","B","L2","Conceptual","The student believed that equity discipline is a recognized alternative to suspensions.","understanding of restorative practices in school discipline"
"item_088","C","L2","Conceptual","The student believed that time-out is a scalable solution for school-wide behavior issues.","limitations of time-out in school discipline"
"item_088","D","L2","Conceptual","The student believed that additional instructional time can address behavioral issues.","Restorative justice principles"
"item_088","E","L3","Lexical","The student believed that 'equity discipline' is a recognized term in school discipline strategies.","Understanding of recognized disciplinary alternatives"
"item_088","F","L3","Lexical","The student believed that any unused option could be a valid choice.","Understanding of test-taking strategies"
"item_153","A","L2","Procedural","The student believed that maintaining confidentiality is the primary concern in interventions.","Restorative justice practices in school settings"
"item_153","B","L2","Procedural","The student believed that parental permission is the first step before any intervention.","Parental consent requirements for school counseling"
"item_153","D","L2","Conceptual","The student believed that addressing the needs of the victims alone would resolve the bullying issue.","Restorative justice principles in school settings"
"item_153","E","L3","Lexical","The student believed that option E was a valid choice despite it being unused.","Understanding of test-taking strategies"
"item_153","F","L3","Lexical","The student believed that this option was relevant to the question.","Understanding of relevant intervention strategies"
"item_191","A","L2","Procedural","The student believed that monitoring is a key aspect of trauma-informed care.","Trauma-informed care procedural framework"
"item_191","B","L2","Procedural","The student believed trauma-informed care follows a linear intervention process.","NASP trauma-informed care framework"
"item_191","C","L2","Conceptual","The student believed that 'relate' is a core aspect of trauma-informed care.","NASP trauma-informed care framework"
"item_191","E","L3","Lexical","The student believed that the correct answer was not listed among the options.","Knowledge of NASP trauma-informed care framework"
"item_191","F","L3","Lexical","The student believed that the unused option was a valid choice.","Knowledge of NASP trauma-informed care framework"
"item_194","A","L1","Conceptual","The student believed zero-tolerance policies do not impact racial or social justice issues.","Impact of zero-tolerance policies on equity"
"item_194","B","L1","Conceptual","The student believed zero-tolerance policies do not lead to more suspensions.","impact of zero-tolerance policies on discipline rates"
"item_194","C","L1","Conceptual","The student believed that zero-tolerance policies do not impact dropout rates.","Impact of zero-tolerance policies on student outcomes"
"item_194","E","L3","Lexical","The student believed that zero-tolerance policies are unrelated to any listed issues.","Understanding of zero-tolerance policy impacts"
"item_194","F","L3","Lexical","The student believed that zero-tolerance policies are unrelated to any listed issues.","Understanding of zero-tolerance policy impacts"
