"UNIQUEID","distractor_letter","distractor_tier","distractor_error_type","distractor_misconception","distractor_skill_deficit"
"PQ_ACA-07_16","B","L2","Conceptual","The student believed that dyslexia can occur even with strong decoding skills.","Characteristics of dyslexia"
"PQ_ACA-07_16","C","L2","Conceptual","The student believed that working memory deficits are the main reason for comprehension issues.","Simple View of Reading framework"
"PQ_ACA-07_16","D","L2","Conceptual","The student believed that fluency issues can exist even when reading is accurate and fluent.","Simple View of Reading model"
"PQ_ACA-07_17","A","L3","Conceptual","The student believed that pragmatic language is solely about decoding words.","Understanding of pragmatic language functions"
"PQ_ACA-07_17","C","L2","Conceptual","The student believed that pragmatic language skills are dependent on reading fluency development.","Developmental sequence of language skills"
"PQ_ACA-07_17","D","L2","Conceptual","The student believed that dyslexia is primarily caused by pragmatic language issues.","Understanding causes of dyslexia"
"PQ_ACA-07_18","A","L1","Conceptual","The student believed Tier 2 is for students already identified with learning disabilities.","MTSS Tier 2 intervention criteria"
"PQ_ACA-07_18","C","L3","Conceptual","The student believed that Tier 2 interventions involve the same approach as Tier 1.","MTSS Tier 2 intervention criteria"
"PQ_ACA-07_18","D","L2","Procedural","The student believed Tier 2 interventions are for identifying special education needs.","MTSS Tier 2 intervention purpose"
"PQ_ACA-07_19","A","L2","Conceptual","The student believed that phonemic awareness is the next step after phonological awareness.","Sequence of literacy skill development"
"PQ_ACA-07_19","C","L2","Conceptual","The student believed that phonics instruction should precede letter recognition.","sequence of literacy skill development"
"PQ_ACA-07_19","D","L3","Conceptual","The student believed that advanced skills should be taught before foundational skills.","Developmental sequence of reading skills"
"PQ_ACA-07_20","B","L3","Conceptual","The student believed that phonemic awareness affects comprehension of complex sentences.","Role of syntactic awareness in reading comprehension"
"PQ_ACA-07_20","C","L2","Conceptual","The student believed that oral fluency directly impacts comprehension of complex sentences.","Role of syntactic awareness in reading comprehension"
"PQ_ACA-07_20","D","L2","Conceptual","The student believed that comprehension issues are primarily due to memory deficits.","Role of syntax in reading comprehension"
"item_002","B","L3","Conceptual","The student believed Chomsky's work focused on socioeconomic impacts on behavior.","Chomsky's theory of universal grammar"
"item_002","C","L2","Conceptual","The student believed that Chomsky's theories support innate reading abilities.","Chomsky's theory of universal grammar"
"item_002","D","L1","Conceptual","The student believed that language acquisition is primarily a taught skill.","Chomsky's theory of universal grammar"
"item_002","E","L3","Lexical","The student believed this option was relevant to Chomsky's theories.","Chomsky's theory of language acquisition"
"item_002","F","L3","Lexical","The student believed this option was relevant to Chomsky's theories.","Understanding of Chomsky's linguistic theories"
"item_097","B","L2","Conceptual","The student believed aphasia affects visual-motor skills due to its neurological basis.","Understanding of aphasia's impact on language functions"
"item_097","E","L3","Lexical","The student believed aphasia could relate to an unrelated domain.","Understanding of aphasia's specific domain"
"item_097","F","L3","Lexical","The student believed that aphasia could relate to an unrelated domain.","Understanding of aphasia's specific domain"
"item_099","A","L1","Conceptual","The student believed that improving reasoning and prediction affects all reading skills equally.","Differentiation between reading components"
"item_099","B","L2","Conceptual","The student believed that predicting outcomes helps with decoding words.","Phonological awareness strategies"
"item_099","D","L2","Conceptual","The student believed that encoding skills involve predicting outcomes in reading.","Understanding of encoding versus comprehension in literacy"
"item_099","E","L3","Lexical","The student believed that unused options are relevant to the question.","Understanding of test-taking strategies"
"item_099","F","L3","Lexical","The student believed that all options must be used in a multiple-choice question.","Understanding multiple-choice question format"
"item_182","A","L1","Conceptual","The student believed that the issue was related to word meaning rather than sentence structure.","Distinction between semantics and syntax"
"item_182","C","L2","Conceptual","The student believed that phonologic awareness involves understanding sentence structure.","Phonologic awareness definition and scope"
"item_182","D","L2","Conceptual","The student believed that phonemic awareness involves understanding sentence structure.","Phonemic awareness definition"
"item_182","E","L3","Lexical","The student believed that the unused option was relevant to the question.","Understanding of relevant linguistic concepts"
"item_182","F","L3","Lexical","The student believed that 'unused' was a valid option related to language concerns.","Understanding of language-related terminology"
