UNIQUEID,distractor_letter,distractor_tier,distractor_error_type,distractor_misconception,distractor_skill_deficit
"PQ_MBH-03_5","A","L1","Conceptual","Student assumed all decreases in disruption are punishment effects, ignoring that the mechanism here is removing attention that was maintaining behavior.","Extinction of attention-maintained behavior vs punishment procedures"
"PQ_MBH-03_5","B","L2","Conceptual","Student believed the teacher interaction still reinforced behavior despite withdrawal of attention, misunderstanding that reinforcement would increase, not reduce, disruption.","Behavior-function logic: reinforcement predicts behavior increase"
"PQ_MBH-03_5","D","L3","Conceptual","Student confused behavior reduction in one setting with generalization, not recognizing that generalization refers to transfer across contexts after learning.","Definition of generalization across settings and stimuli"
"PQ_MBH-03_6","A","L1","Procedural","Student confused shaping with chaining because both use stepwise instruction, missing that shaping builds one behavior through approximations rather than linking discrete steps.","Shaping versus chaining instructional architecture"
"PQ_MBH-03_6","C","L2","Conceptual","Student believed reinforcement for better attempts is equivalent to withdrawing reinforcement, conflating the increase-oriented shaping process with extinction-based decrease procedures.","Mechanism differences: successive approximation reinforcement vs extinction"
"PQ_MBH-03_6","D","L3","Conceptual","Student assumed any behavior-change method that alters response rate is punishment, ignoring that this procedure reinforces progress toward the target behavior.","Punishment criteria versus reinforcement-based skill acquisition"
"PQ_MBH-03_7","A","L1","Conceptual","Student believed teaching component skills separately defines chaining, missing that chaining requires explicit linkage of steps into one ordered behavioral sequence.","Core definition of behavioral chain construction"
"PQ_MBH-03_7","B","L2","Procedural","Student assumed gradual reinforcement withdrawal is the defining process for chaining, confusing sequence-building procedures with extinction procedures aimed at reducing behavior.","Procedure distinction: chaining sequence training vs extinction"
"PQ_MBH-03_7","D","L3","Conceptual","Student equated all behavior modification with aversive control, failing to recognize chaining as a skill-building method rather than a punishment method.","Non-aversive instructional uses of ABA methods"
"PQ_MBH-03_8","A","L2","Conceptual","Student believed giving tokens in class means behavior generalized to new contexts, confusing a reinforcement system with transfer of learned behavior.","Token economy procedures versus behavioral generalization outcomes"
"PQ_MBH-03_8","C","L1","Conceptual","Student interpreted delayed exchange for rewards as loss of reinforcement in the moment, missing that tokens themselves function as conditioned reinforcers.","Conditioned reinforcer role of tokens"
"PQ_MBH-03_8","D","L3","Lexical","Student selected flooding due to familiarity with behavior therapy terminology, confusing exposure-based anxiety treatment language with classroom reinforcement systems.","Terminology discrimination: flooding vs token economy"
"PQ_MBH-03_9","A","L1","Conceptual","Student believed effective change in SFBT requires detailed origin analysis first, missing that SFBT prioritizes exceptions, strengths, and forward movement over deep etiological exploration.","SFBT solution-building stance versus problem archaeology"
"PQ_MBH-03_9","B","L2","Conceptual","Student assumed root-cause identification is always essential regardless of model, overgeneralizing insight-oriented assumptions to a brief solution-focused framework.","Model-specific treatment assumptions in SFBT"
"PQ_MBH-03_9","D","L2","Conceptual","Student believed trauma resolution must precede any progress, ignoring SFBT's premise that incremental present-focused solutions can begin before full historical processing.","Present-focused change principles in SFBT"
"PQ_MBH-03_10","A","L1","Conceptual","Student assumed asking about better moments is still symptom-origin inquiry, missing that the intent is to locate exceptions that can be amplified into solutions.","Exception-finding versus problem-history questioning"
"PQ_MBH-03_10","C","L3","Conceptual","Student interpreted collaborative curiosity as assigning fault, showing a non-therapeutic frame where accountability search replaces solution construction.","Therapeutic stance in SFBT (non-blaming collaboration)"
"PQ_MBH-03_10","D","L2","Conceptual","Student collapsed MI and SFBT into one generic counseling method, not distinguishing exception identification from motivational interviewing's ambivalence-focused techniques.","Differentiation of SFBT and motivational interviewing techniques"
"PQ_MBH-03_11","A","L1","Conceptual","Student believed clinician effectiveness in MI comes from direct correction and advice, missing that the reflected statement supports autonomy and explores ambivalence.","MI spirit: evocation and autonomy support"
"PQ_MBH-03_11","C","L2","Conceptual","Student assumed highlighting discrepancy requires criticism, confusing empathic reflection with evaluative judgment that typically increases resistance.","Reflective listening versus confrontational counseling style"
"PQ_MBH-03_11","D","L2","Procedural","Student believed practitioner should issue behavior commands when ambivalence is stated, misapplying directive coaching steps to an MI-consistent reflective response.","Technique selection in MI response sequences"
"PQ_MBH-03_12","A","L2","Conceptual","Student confused removal of privilege after misconduct with adding rewards for desired behavior, reversing decrease-oriented negative punishment with increase-oriented reinforcement.","Four-quadrant operant contingency classification"
"PQ_MBH-03_12","B","L1","Conceptual","Student assumed any removal procedure is negative reinforcement, overlooking that negative reinforcement removes aversive stimuli to increase a behavior.","Negative reinforcement versus negative punishment outcomes"
"PQ_MBH-03_12","C","L2","Conceptual","Student focused on behavior decrease only and chose positive punishment, missing that the example removes a pleasant stimulus instead of adding an aversive one.","Stimulus-addition vs stimulus-removal distinction in punishment"
"PQ_MBH-03_13","A","L1","Conceptual","Student believed self-talk coaching is purely behavioral because it changes actions, ignoring that the intervention explicitly targets cognitions to mediate behavior.","CBT integration of cognition and behavior mechanisms"
"PQ_MBH-03_13","C","L2","Conceptual","Student interpreted impulse issues through an unconscious-conflict lens, missing the skills-based cognitive rehearsal strategy characteristic of CBT school interventions.","Theoretical contrasts: psychodynamic vs cognitive-behavioral methods"
"PQ_MBH-03_13","D","L2","Conceptual","Student assumed supportive growth-oriented approaches sufficiently explain structured self-instruction training, overlooking CBT's explicit cognitive skill acquisition focus.","Technique-theory alignment for self-instruction interventions"
"PQ_MBH-03_14","A","L2","Conceptual","Student attributed PBIS to insight-oriented psychodynamic theory, missing that PBIS uses observable behavior, reinforcement contingencies, and implementation data.","ABA foundations underlying PBIS design"
"PQ_MBH-03_14","C","L2","Conceptual","Student believed PBIS is exclusively humanistic because it promotes positive climate, overlooking operational behavior definitions and reinforcement systems central to PBIS.","Distinguishing value orientation from intervention mechanism"
"PQ_MBH-03_14","D","L1","Conceptual","Student equated school discipline with punishment systems and assumed PBIS is punitive, not recognizing PBIS emphasizes prevention and teaching expected behaviors.","PBIS preventive reinforcement framework vs punitive discipline"
"PQ_MBH-03_15","A","L1","Conceptual","Student believed the change model includes only middle and action phases, omitting readiness and maintenance stages that guide intervention matching.","Full transtheoretical stages sequence"
"PQ_MBH-03_15","C","L2","Conceptual","Student assumed motivation is trait-like and fixed, not stage-dependent and dynamic across time and context in MI-informed change work.","Dynamic stage-based model of motivation"
"PQ_MBH-03_15","D","L2","Procedural","Student believed clinicians should skip earlier readiness stages and push action directly, misapplying sequence-sensitive intervention planning.","Stage-matched intervention sequencing in MI"
"PQ_MBH-03_16","A","L2","Conceptual","Student assumed offering reward choice alone defines the intervention, missing that contingency contracts require explicit behavioral criteria and agreed consequences.","Essential components of a contingency contract"
"PQ_MBH-03_16","C","L3","Conceptual","Student believed reinforcement should be unpredictable and unsystematic, ignoring that the case uses clearly defined contingencies tied to target performance.","Structured contingency planning versus random reinforcement"
"PQ_MBH-03_16","D","L1","Conceptual","Student interpreted a point-and-reward system as punitive because behavior is monitored, missing that consequences are earned incentives for meeting goals.","Reinforcement contract versus punishment system distinction"
"PQ_MBH-03_17","A","L1","Conceptual","Student believed examining anxious thoughts and evidence is exposure work, conflating cognitive restructuring procedures with behavioral exposure-only approaches.","Cognitive restructuring steps versus exposure protocol"
"PQ_MBH-03_17","C","L2","Conceptual","Student assumed any structured CBT task is behavioral activation, ignoring that this protocol targets thought evaluation rather than activity scheduling.","Intervention matching: thought records vs behavioral activation"
"PQ_MBH-03_17","D","L3","Conceptual","Student believed effective anxiety work avoids discussing thoughts, reversing CBT logic that guided examination of cognitions reduces maladaptive interpretation patterns.","Role of cognitive processing in anxiety intervention"
"PQ_MBH-03_18","A","L1","Lexical","Student confused the phrase 'scaling question' with 'problem scaling,' focusing on wording similarity and missing the established SFBT technique label.","Terminology precision for SFBT scaling technique"
"PQ_MBH-03_18","C","L3","Conceptual","Student interpreted collaborative rating of progress as assigning responsibility, misreading a goal-tracking intervention through a blame-oriented lens.","Purpose of SFBT scaling in progress monitoring"
"PQ_MBH-03_18","D","L2","Conceptual","Student assumed numerical scaling predicts fixed outcomes, not realizing the technique supports incremental change planning and client-generated next steps.","Function of scaling questions in solution construction"
"PQ_MBH-03_19","A","L1","Conceptual","Student believed CBT and ABA cannot coexist, using a false either-or framework instead of recognizing complementary cognitive and behavioral targets.","Complementarity of CBT and ABA intervention domains"
"PQ_MBH-03_19","C","L2","Conceptual","Student assumed ABA is obsolete and replaced by CBT, overlooking persistent evidence and school-based utility of behavior analytic methods.","Contemporary status of ABA in applied school practice"
"PQ_MBH-03_19","D","L2","Conceptual","Student treated distinct models as synonyms because both seek behavior change, ignoring differences in mechanism, targets, and therapeutic language.","Model differentiation by mechanism and treatment targets"
"PQ_MBH-03_20","A","L1","Conceptual","Student believed ACT asks students to avoid anxiety triggers while functioning improves, missing the acceptance-plus-engagement stance central to valued action.","ACT acceptance versus experiential avoidance principle"
"PQ_MBH-03_20","B","L2","Conceptual","Student assumed symptom elimination is ACT's primary goal, not recognizing that ACT targets psychological flexibility even when anxiety remains present.","Psychological flexibility as ACT treatment objective"
"PQ_MBH-03_20","D","L2","Conceptual","Student equated acceptance with ignoring feelings, missing that ACT requires present-moment acknowledgment of internal experiences while choosing committed action.","Acceptance process versus suppression/ignoring in ACT"
"item_023","B","L2","Conceptual","Student assumed CBT is fundamentally operant and consequence-driven, confusing broader behavioral learning principles with CBT's cognition-focused change model.","Foundational CBT principles versus operant behaviorism"
"item_023","C","L1","Conceptual","Student believed systems/ecological framing defines CBT, not recognizing that CBT centers structured cognitive and behavioral skill change at the individual level.","Theoretical boundaries between ecological models and CBT"
"item_023","D","L3","Conceptual","Student merged psychodynamic drives and humanistic acceptance into CBT foundations, indicating diffuse theory blending rather than knowledge of CBT's core assumptions.","Major counseling-theory paradigm differentiation"
"item_030","A","L2","Conceptual","Student believed REBT is the most effective first-line match for generalized social inhibition in this school case, overlooking CBT's stronger school-based evidence base.","Evidence hierarchy for school-based anxiety interventions"
"item_030","B","L2","Conceptual","Student assumed nondirective supportive climate alone is the most effective intervention, missing the need for explicit skills practice such as modeling and rehearsal.","Directive skill-building components of CBT"
"item_030","D","L1","Conceptual","Student focused on reinforcement of assertiveness and overlooked cognitive rehearsal and modeling components that make CBT especially effective for this presentation.","CBT integration beyond pure behavior therapy"
"item_058","A","L3","Conceptual","Student chose an undefined term, indicating guesswork rather than application of operant conditioning language to behavior increase after stimulus removal.","Core operant terminology recognition"
"item_058","B","L1","Procedural","Student assumed recess removal itself defines response cost regardless of behavior change direction, missing that the observed increase indicates reinforcement functionally.","Function-over-form analysis in operant interpretation"
"item_058","D","L2","Conceptual","Student believed any aversive classroom action is punishment, ignoring that punishment would reduce misbehavior rather than increase it in this scenario.","Outcome criterion for punishment vs reinforcement"
"item_061","A","L2","Procedural","Student jumped to administrative escalation as first response, skipping consultative teacher coaching and behavior-plan refinement expected before formal reporting.","Consultation response sequence in classroom behavior concerns"
"item_061","C","L1","Conceptual","Student assumed generic feedback advice is sufficient, missing the stronger principle that punishment-only plans require systematic positive reinforcement for durable change.","Balanced behavior support design (reinforcement plus consequences)"
"item_061","D","L2","Conceptual","Student focused on intrinsic-versus-extrinsic motivation critique and missed the immediate applied issue of short-term effects when positive reinforcement is absent.","Behavioral effectiveness criteria versus motivational philosophy debate"
"item_106","A","L1","Conceptual","Student attributed self-esteem and growth-oriented counseling to psychodynamic theory, confusing unconscious-conflict models with humanistic self-concept emphasis.","Humanistic counseling assumptions versus psychodynamic assumptions"
"item_106","B","L2","Conceptual","Student assumed focus on behavior change alone captures the approach, missing core humanistic constructs of subjective perception, self-image, and growth tendency.","Humanistic constructs beyond behaviorist principles"
"item_106","D","L1","Conceptual","Student over-identified the intervention as CBT because it addresses self-beliefs, overlooking that the case frames unconditional growth and self-actualization themes.","CBT versus humanistic conceptual markers"
"item_155","B","L3","Lexical","Student selected a plausible-sounding but nonstandard therapy label, indicating terminology confusion rather than recognition of empirically established modalities.","Validated psychotherapy nomenclature in school practice"
"item_155","C","L2","Conceptual","Student assumed rational-emotive therapy is the most widely adopted current approach, not distinguishing historical influence from present mainstream school utilization.","Comparative prevalence of evidence-based school therapies"
"item_155","D","L2","Conceptual","Student treated broad psychoeducational support as a specific therapy model with robust outcome research, confusing service format with manualized intervention.","Intervention model specificity versus support-service categories"
"item_156","A","L1","Conceptual","Student narrowed Skinner's position to rewards only, missing that consequences include both reinforcing and punishing contingencies that shape behavior.","Breadth of consequence-based operant conditioning"
"item_156","B","L2","Conceptual","Student attributed Skinner to ecological family-system influence theories, confusing behaviorism with broader contextual-developmental perspectives.","Behaviorist theory versus ecological systems theory distinction"
"item_156","D","L2","Conceptual","Student assumed Skinner rejected punishment effectiveness categorically, misrepresenting his broader consequence framework focused on measurable behavioral effects.","Skinner's operant framework beyond simplistic anti-punishment claims"
"item_158","B","L1","Conceptual","Student assumed structured skill training for autism with task analysis and trials is CBT, overlooking hallmark ABA features of discrete trial instruction.","ABA signature procedures versus CBT methods"
"item_158","C","L2","Lexical","Student was drawn to a near-synonym phrase that sounds technical, confusing invented terminology with the established term Applied Behavior Analysis.","Exact naming of established ABA interventions"
"item_158","D","L2","Lexical","Student selected another plausible label variant, missing that the accepted formal framework includes analysis and intervention under the ABA designation.","Formal terminology accuracy for ABA practice"
"item_159","A","L2","Conceptual","Student believed prompts alone define an effective plan, overlooking the necessity of planned fading and reinforcement sequencing for independent performance.","Prompt-fading sequence in skill acquisition plans"
"item_159","B","L3","Procedural","Student assumed reinforcer order rules require negative reinforcement only after positives, applying an unsupported sequence rather than function-based contingency design.","Selection logic for reinforcer type by behavior function"
"item_159","D","L2","Conceptual","Student emphasized response cost after teaching, missing that early acquisition depends on prompting and positive reinforcement before punitive costs are considered.","Early-stage acquisition supports versus response-cost use"
"item_178","A","L1","Conceptual","Student labeled the contingency as generic positive reinforcement and missed the specific high-probability/low-probability behavior relation that defines Premack.","Premack principle beyond generic reinforcement language"
"item_178","B","L3","Lexical","Student chose an imprecise eponym label rather than the named principle, indicating vocabulary-level familiarity without retrieval of the correct construct name.","Named principle retrieval: Premack terminology"
"item_178","D","L2","Conceptual","Student identified a broad reward contingency idea but missed the defining mechanism that preferred activities reinforce less preferred tasks specifically.","Behavior-probability relation central to Premack principle"
"item_179","A","L2","Conceptual","Student believed punishment works by increasing desired behavior indirectly, confusing the functional target of punishment with reinforcement processes.","Functional effects: punishment decreases, reinforcement increases"
"item_179","C","L1","Conceptual","Student reversed the direction of negative reinforcement, treating it as behavior decrease instead of increase through aversive stimulus removal.","Directional effect of negative reinforcement"
"item_179","D","L2","Conceptual","Student assumed punishment and negative reinforcement are equivalent because both feel 'negative,' conflating sign terminology with behavioral function.","Meaning of 'negative' as stimulus removal, not valence"
"item_180","A","L2","Procedural","Student chose fixed-ratio effectiveness but missed the extinction-resistance criterion, which is stronger under variable-ratio scheduling.","Reinforcement schedule effects on extinction resistance"
"item_180","B","L3","Lexical","Student selected a less-standard schedule label from surface familiarity, not recalling the canonical schedule associated with highest persistence.","Canonical operant schedule taxonomy"
"item_180","D","L1","Conceptual","Student assumed predictable timing schedules produce the hardest-to-extinguish behavior, overlooking uncertainty-driven persistence in variable-ratio schedules.","Predictability versus persistence in schedule design"
"item_196","A","L1","Conceptual","Student confused implementation burden complaints with technical design requirements, misreading teachers' practical concern as a conceptual prerequisite issue.","Practical feasibility concerns in token economy implementation"
"item_196","B","L2","Conceptual","Student assumed token economies are age-limited to young children, overgeneralizing developmental stereotypes rather than considering adaptable reinforcement systems.","Developmental adaptability of token economy interventions"
"item_196","D","L2","Conceptual","Student believed token systems cannot maintain behavior after withdrawal, missing the role of fading and transition to natural reinforcers.","Fading and maintenance planning in token economies"
"item_223","A","L2","Conceptual","Student focused on individual intrapersonal skill growth and missed the systems-level anti-bullying leverage point of changing peer bystander behavior.","Systems-level bullying prevention via bystander intervention"
"item_223","B","L2","Conceptual","Student selected a broad SEL competency that helps individuals but does not directly shift group norms sustaining harassment across the school climate.","Differentiating individual SEL skills from culture-change levers"
"item_223","D","L1","Conceptual","Student assumed assertiveness training alone transforms bullying culture, overlooking that peer intervention roles and norm-setting are the primary systems mechanism.","Peer-norm mechanisms in whole-school anti-bullying efforts"
"item_228","B","L1","Conceptual","Student recognized direct interventions but missed the historical shift toward indirect, systems-level service models supporting all learners.","Field evolution from remedial direct service to systems approach"
"item_228","C","L2","Conceptual","Student chose a true but narrower consultation element, not the broader profession-wide transition to multi-tier, schoolwide support architecture.","Scope discrimination: component truth vs comprehensive trend"
"item_228","D","L2","Conceptual","Student focused on prevention only and omitted other system features, including indirect services and integrated academic-social support for all students.","Breadth of contemporary systems-level school psychology model"
"item_237","B","L1","Conceptual","Student attributed response-choice emphasis to Freud, confusing existential freedom and meaning-centered choice with psychodynamic drive determinism.","Frankl existential agency versus Freudian determinism"
"item_237","C","L2","Conceptual","Student assumed person-centered empathy language implies the same core claim about choosing one's response under adversity, which is Frankl's signature emphasis.","Distinguishing Rogers humanism from Frankl logotherapy focus"
"item_237","D","L2","Conceptual","Student linked coping choice to hierarchy-of-needs theory, confusing motivational development framing with existential responsibility for chosen responses.","Maslow motivational hierarchy versus Frankl response freedom"
"item_242","A","L1","Conceptual","Student assumed cognitive restructuring is contraindicated for depressed adolescents, missing that it is a mainstream, evidence-based CBT strategy for depressive symptoms.","Evidence-based depression techniques in school counseling"
"item_242","C","L2","Conceptual","Student believed social skills work is generally inappropriate for depression with peer conflict, overlooking its relevance for functioning and support-building.","Indication of social skills interventions in depressive presentations"
"item_242","D","L2","Conceptual","Student assumed relaxation is unlikely in depression-focused care, not recognizing it as common adjunctive regulation support alongside cognitive and behavioral methods.","Adjunctive regulation strategies in adolescent depression treatment"
"item_243","A","L3","Lexical","Student selected a nonstandard therapy label that sounds plausible, indicating terminology confusion rather than recognition of the established phobia intervention.","Standard terminology for phobia treatment methods"
"item_243","B","L1","Conceptual","Student believed broad CBT is always the best specific answer, missing that systematic desensitization is the targeted behavioral procedure for phobic stimuli.","Specific phobia protocol selection within broader CBT umbrella"
"item_243","D","L2","Conceptual","Student confused phobia treatment with school behavior-function assessment, misapplying FBA intervention planning to anxiety exposure/desensitization contexts.","Appropriate use of FBA versus anxiety treatment procedures"
