"UNIQUEID","distractor_letter","distractor_tier","distractor_error_type","distractor_misconception","distractor_skill_deficit"
"PQ_PSY-03_8","C","L2","Conceptual","The student believed fidelity involves tailoring interventions to specific disabilities.","Intervention fidelity definition"
"PQ_PSY-03_8","D","L3","Conceptual","The student believed that fidelity is about the psychologist's belief in the intervention.","Understanding fidelity of implementation definition"
"PQ_PSY-03_9","A","L2","Conceptual","The student believed that benchmark testing is primarily used for identifying special education needs.","RTI universal screening purpose"
"PQ_PSY-03_9","C","L2","Conceptual","The student believed that benchmark testing directly informs curriculum changes.","Understanding the purpose of benchmark assessments"
"PQ_PSY-03_9","D","L2","Conceptual","The student believed benchmark testing is primarily used to assess teacher performance.","Purpose of benchmark testing in MTSS"
"PQ_PSY-03_10","A","L1","Conceptual","The student believed that dual discrepancy involves comparing ability and achievement.","RTI/MTSS dual discrepancy criteria"
"PQ_PSY-03_10","C","L3","Conceptual","The student believed that behavior ratings discrepancies are part of dual discrepancy criteria.","RTI/MTSS dual discrepancy criteria"
"PQ_PSY-03_10","D","L2","Procedural","The student believed that dual discrepancy involves confirming deficits with multiple tests.","RTI/MTSS dual discrepancy criteria"
"PQ_PSY-03_11","A","L1","Conceptual","The student believed that persistence in the same intervention would eventually yield results.","MTSS decision-making criteria for intervention adjustment"
"PQ_PSY-03_11","C","L2","Procedural","The student believed that lack of progress means intervention should stop.","MTSS decision-making process for intervention adjustment"
"PQ_PSY-03_11","D","L2","Procedural","The student believed that changing groups within the same tier could address lack of progress.","MTSS Tier 2 intervention adjustment criteria"
"PQ_PSY-03_12","A","L2","Conceptual","The student believed that scientific research basis is not part of RTI adequacy.","RTI intervention scientific basis requirement"
"PQ_PSY-03_12","C","L1","Procedural","The student believed that implementation fidelity is not part of RTI adequacy criteria.","RTI implementation fidelity requirement"
"PQ_PSY-03_12","D","L1","Conceptual","The student believed that measuring the response to intervention is not part of RTI adequacy criteria.","RTI progress monitoring requirements"
"PQ_PSY-03_13","A","L2","Conceptual","The student believed a smaller team is sufficient for problem-solving.","Comprehensive problem-solving team composition"
"PQ_PSY-03_13","C","L2","Conceptual","The student believed that diagnosing a learning disability is the sole focus of the team.","Comprehensive problem-solving team composition"
"PQ_PSY-03_13","D","L3","Conceptual","The student believed that a single authority figure can effectively address all aspects of a student's learning needs.","Collaborative problem-solving team composition"
"PQ_PSY-03_14","A","L2","Conceptual","The student believed UDL means uniform instruction for all students.","Universal Design for Learning principles"
"PQ_PSY-03_14","C","L2","Conceptual","The student believed UDL's primary goal is to eliminate special education needs.","UDL's role in MTSS framework"
"PQ_PSY-03_14","D","L3","Conceptual","The student believed UDL is designed to enhance the performance of already high-achieving students.","Universal Design for Learning core principles"
"PQ_PSY-03_15","A","L1","Conceptual","The student believed that any lack of benchmark achievement necessitates special education evaluation.","MTSS decision-making criteria for special education referral"
"PQ_PSY-03_15","B","L2","Conceptual","The student believed that any lack of benchmark achievement requires more intensive intervention.","MTSS Tier 3 intervention criteria"
"PQ_PSY-03_15","D","L3","Conceptual","The student believed that not meeting benchmarks means intervention should stop.","MTSS progress monitoring interpretation"
"PQ_PSY-03_16","A","L1","Conceptual","The student believed that standardized test scores are comprehensive indicators of student needs.","MTSS comprehensive data analysis requirement"
"PQ_PSY-03_16","B","L2","Conceptual","The student believed that teacher judgment is sufficient for guiding MTSS decisions.","MTSS data-driven decision-making process"
"PQ_PSY-03_16","D","L2","Conceptual","The student believed that a professional's clinical impression is sufficient for guiding MTSS decisions.","MTSS data-driven decision-making process"
"PQ_PSY-03_17","A","L1","Conceptual","The student believed that increasing intensity alone would address foundational skill deficits.","MTSS intervention content adaptation"
"PQ_PSY-03_17","C","L1","Procedural","The student believed that skipping to a more intensive tier is the best solution.","MTSS tier progression criteria"
"PQ_PSY-03_17","D","L1","Conceptual","The student believed that special education is the next step without further intervention attempts.","MTSS decision-making process for intervention adjustments"
"PQ_PSY-03_18","A","L1","Conceptual","The student believed Tier 2 interventions are an alternative to special education services.","MTSS Tier 2 intervention purpose"
"PQ_PSY-03_18","C","L2","Conceptual","The student believed Tier 2 involves diagnostic assessments for learning disabilities.","MTSS Tier 2 intervention purpose"
"PQ_PSY-03_18","D","L2","Conceptual","The student believed Tier 2 interventions include formal diagnosis and eligibility determination.","MTSS Tier 2 intervention purpose"
"PQ_PSY-03_19","A","L1","Conceptual","The student believed that RTI/MTSS completely eliminates the need for special education services.","IDEA eligibility criteria and RTI integration"
"PQ_PSY-03_19","C","L2","Conceptual","The student believed RTI is exclusively for students not eligible for special education.","RTI's role in special education eligibility process"
"PQ_PSY-03_19","D","L2","Conceptual","The student believed that RTI and special education have identical goals and functions.","RTI and special education distinct purposes"
"PQ_PSY-03_20","A","L1","Conceptual","The student believed MTSS success means all students must meet benchmarks.","MTSS realistic outcome expectations"
"PQ_PSY-03_20","C","L2","Conceptual","The student believed that high referral rates indicate effective identification of needs.","MTSS referral process understanding"
"PQ_PSY-03_20","D","L1","Conceptual","The student believed that non-response to intervention directly indicates a learning disability.","IDEA criteria for learning disability identification"
"item_080","B","L1","Conceptual","The student believed that a written request automatically mandates immediate testing under IDEA.","IDEA evaluation request procedures"
"item_080","C","L2","Conceptual","The student believed that addressing potential medical issues should precede educational evaluations.","IDEA evaluation process requirements"
"item_080","D","L2","Procedural","The student believed that the school must immediately commit to a formal evaluation upon a parent's request.","IDEA evaluation timeline requirements"
"item_080","E","L3","Lexical","The student believed this option was relevant to the question.","Understanding of relevant answer options"
"item_080","F","L3","Lexical","The student believed that this option was relevant to the question.","Understanding of relevant answer choices"
"item_126","A","L1","Procedural","The student believed that gathering developmental history is the first step in evaluation.","Initial problem identification process"
"item_126","C","L2","Procedural","The student believed that understanding past interventions is the first step in addressing the referral.","initial problem identification process"
"item_126","D","L2","Procedural","The student believed that understanding the duration of struggles is the initial step.","Initial problem identification process in special education referrals"
"item_126","E","L3","Procedural","The student believed that reviewing unused options could provide insight.","Understanding the importance of initial information gathering"
"item_126","F","L3","Lexical","The student believed that option F was a valid choice.","Understanding of available answer options"
"item_130","A","L1","Conceptual","The student believed that trend analysis is not part of RTI data analysis.","RTI data analysis components"
"item_130","B","L1","Conceptual","The student believed that analyzing the level of the data is not part of RTI data analysis.","RTI data analysis components"
"item_130","D","L1","Conceptual","The student believed that variability analysis is not part of RTI data analysis.","RTI data analysis components"
"item_130","E","L3","Lexical","The student believed that option E was a valid choice.","Understanding of RTI data analysis components"
"item_130","F","L3","Lexical","The student believed that 'quantity' was a standard RTI analysis term.","RTI data analysis terminology"
"item_132","A","L2","Conceptual","The student believed that variability is a normal and acceptable part of all intervention data.","RTI data interpretation standards"
"item_132","B","L1","Conceptual","The student believed that variability in data does not affect its validity.","RTI data interpretation criteria"
"item_132","C","L2","Conceptual","The student believed that variability in data automatically indicates invalidity.","RTI data interpretation criteria"
"item_132","E","L3","Conceptual","The student believed that the option was relevant to the question.","Understanding RTI data interpretation"
"item_132","F","L3","Lexical","The student believed that the option was relevant to the question.","Understanding of RTI data evaluation criteria"
"item_134","A","L1","Conceptual","The student believed that a low percentage of correct responses is irrelevant in RTI analysis.","RTI progress monitoring criteria"
"item_134","B","L2","Conceptual","The student believed that variability in data is irrelevant to RTI decisions.","RTI data variability analysis"
"item_134","D","L1","Conceptual","The student believed that data points below the aim line are irrelevant in RTI analysis.","RTI data point analysis criteria"
"item_134","E","L3","Lexical","The student believed that all options must be used even if not relevant.","Understanding of RTI data analysis criteria"
"item_134","F","L3","Lexical","The student believed that all options must be considered, even if irrelevant.","Understanding RTI data analysis criteria"
"item_137","B","L2","Procedural","The student believed that the duration of data collection is the primary guideline.","RTI baseline data stability criteria"
"item_137","C","L3","Conceptual","The student believed that baseline data should be compared to class averages.","RTI baseline data collection criteria"
"item_137","D","L3","Conceptual","The student believed that extreme outliers are necessary for baseline data.","RTI baseline data collection guidelines"
"item_137","E","L3","Lexical","The student believed that option E was a valid choice despite it being unused.","Understanding of test format and instructions"
"item_137","F","L3","Lexical","The student believed that option F was a valid choice despite it being unused.","Understanding of test format and instructions"
