"UNIQUEID","distractor_letter","distractor_tier","distractor_error_type","distractor_misconception","distractor_skill_deficit"
"PQ_SWP-04_15","B","L1","Conceptual","The student conflated special education service continuation with integration of MTSS as alternative to data use.","MTSS data application special ed services"
"PQ_SWP-04_15","C","L2","Conceptual","The student believed MTSS and special education operate as separate organizational silos without data exchange.","Systems integration and data exchange"
"PQ_SWP-04_16","A","L2","Conceptual","The student believed academic and behavioral supports function as completely independent and separate systems.","MTSS parallel tier structure integration"
"PQ_SWP-04_16","C","L3","Conceptual","The student thought behavioral support is subordinate to academic support in implementation priority.","Behavioral academic domain equal priority"
"PQ_SWP-04_16","D","L3","Conceptual","The student believed schools must choose between academic or behavioral support in their implementation.","Integrated MTSS requiring both domains"
"PQ_SWP-04_17","A","L3","Conceptual","The student conflated unequal referral patterns with actual differences in observed student behavior frequency.","Equity analysis and bias detection"
"PQ_SWP-04_17","C","L3","Conceptual","The student believed behavioral concerns are not important to address in equitable school systems.","Fair identification responsiveness requirement"
"PQ_SWP-04_17","D","L3","Conceptual","The student assumed disproportionate patterns in referrals are normal and do not warrant further investigation.","Disproportionality pattern investigation process"
"PQ_SWP-04_18","A","L2","Conceptual","The student believed school psychologists have no significant role in MTSS systems implementation.","Psychologist leadership roles in MTSS"
"PQ_SWP-04_18","C","L2","Procedural","The student believed data management alone constitutes the only psychologist contribution to MTSS.","Expanded psychologist role scope"
"PQ_SWP-04_18","D","L2","Procedural","The student conflated special education referral role with the full scope of psychologist MTSS responsibilities.","Multi-tier support and functions across tiers"
"PQ_SWP-04_19","A","L2","Procedural","The student believed annual data review cycles are timely enough for responsive instructional adjustment.","Monthly or quarterly review cadence"
"PQ_SWP-04_19","C","L3","Conceptual","The student thought MTSS data serves only accountability purposes and not instructional guidance.","Formative instruction data use"
"PQ_SWP-04_19","D","L2","Procedural","The student believed data review should be reactive rather than proactive continuous monitoring.","Proactive continuous monitoring systems"
"PQ_SWP-04_2","A","L1","Conceptual","The student conflated universal screening purpose for initial identification with formal special education eligibility determination.","Screening versus referral distinction"
"PQ_SWP-04_2","C","L2","Procedural","The student believed ranking students by achievement levels determines appropriate tier placement.","Benchmark comparison for placement"
"PQ_SWP-04_2","D","L3","Conceptual","The student thought universal screening aims to exclude students from general education settings.","Screening for general ed support"
"PQ_SWP-04_20","A","L2","Procedural","The student believed teacher resistance to MTSS justifies completely abandoning implementation efforts.","Change management and resistance handling"
"PQ_SWP-04_20","C","L3","Procedural","The student believed implementation without stakeholder involvement and input is an effective strategy.","Collaborative adoption process involvement"
"PQ_SWP-04_20","D","L2","Conceptual","The student thought lowering academic standards resolves teacher concerns about student readiness.","Support without standards reduction"
"PQ_SWP-04_3","A","L2","Procedural","The student believed widespread screening failure justifies immediate special education referral for all.","MTSS systemic sequence logic priority"
"PQ_SWP-04_3","C","L2","Procedural","The student believed all students below benchmark require immediate intensive Tier 2 placement.","Tier 1 improvement first priority"
"PQ_SWP-04_3","D","L3","Conceptual","The student assumed 40 percent failure is normal variation not warranting systemic response.","Systemic problem identification and response"
"PQ_SWP-04_4","A","L3","Conceptual","The student believed teacher preference alone constitutes sufficient data for tier movement.","Data-based tier placement criteria"
"PQ_SWP-04_4","C","L3","Conceptual","The student thought that chronological age alone determines appropriate tier placement decisions for students.","Performance data tier placement"
"PQ_SWP-04_4","D","L2","Procedural","The student believed parent request alone provides adequate justification for Tier 2 services.","Parent input in data-based framework"
"PQ_SWP-04_5","A","L2","Procedural","The student believed that annual assessment frequencies are sufficient for progress monitoring in MTSS.","Weekly or bi-weekly measurement frequency"
"PQ_SWP-04_5","C","L3","Lexical","The student conflated progress monitoring with attendance documentation and record keeping activities.","Progress monitoring achievement measurement"
"PQ_SWP-04_5","D","L3","Conceptual","The student believed progress monitoring serves compliance purposes rather than instructional guidance.","Formative instruction adjustment function"
"PQ_SWP-04_6","A","L2","Procedural","The student believed that rapid intervention selection bypasses necessary problem definition and analysis steps.","Problem analysis prerequisite steps"
"PQ_SWP-04_6","C","L3","Conceptual","The student thought assigning blame is a valid step in MTSS problem-solving process.","Collaborative problem-solving inquiry focus"
"PQ_SWP-04_6","D","L2","Procedural","The student believed that intervention implementation without establishing baseline data allows for valid progress comparison.","Baseline data for comparison"
"PQ_SWP-04_7","A","L3","Conceptual","The student believed MTSS and traditional wait-to-fail special education models are equivalent.","Early general education support model"
"PQ_SWP-04_7","C","L3","Conceptual","The student thought MTSS requires special education evaluation before any student support.","Prevention before evaluation model"
"PQ_SWP-04_7","D","L3","Conceptual","The student conflated resource efficiency with student outcome efficacy in model comparison.","MTSS cost-benefit effectiveness ratio"
"PQ_SWP-04_8","A","L2","Conceptual","The student believed data teams exist solely for accountability and compliance reporting purposes.","Data team decision-making function"
"PQ_SWP-04_8","C","L2","Procedural","The student conflated MTSS data teams with special education evaluation and assessment teams.","MTSS versus special ed teams"
"PQ_SWP-04_8","D","L2","Procedural","The student believed standardized test analysis is the only data consideration for teams.","Universal screening and monitoring data"
"PQ_SWP-04_9","A","L2","Conceptual","The student believed universal interventions produce equitable outcomes without monitoring or analysis.","Disproportionality analysis and monitoring"
"PQ_SWP-04_9","C","L3","Conceptual","The student thought focusing exclusively on high-performers maintains and achieves school equity.","Universal access and meeting needs"
"PQ_SWP-04_9","D","L3","Conceptual","The student believed excluding certain demographic groups from universal support is valid.","Universal MTSS access principle"
"item_004","A","L2","Lexical","The student conflated the broad categories formal and informal data with specific RTI measurement types.","RTI data terminology precision"
"item_004","C","L3","Lexical","The student confused the order of screening and monitoring terminology, conflating the sequential processes of universal screening with progress monitoring.","Screening versus monitoring distinction"
"item_004","D","L2","Conceptual","The student believed grades and standardized test results capture RTI data requirements.","CBM curriculum-based assessment types"
"item_004","E","L3","Conceptual","The student thought that UNUSED placeholder options indicate valid content in testing.","Test format placeholder recognition"
"item_004","F","L3","Conceptual","The student thought that UNUSED placeholder options indicate valid content in testing.","Test format placeholder recognition"
"item_053","A","L3","Lexical","The student conflated the cognitive efficiency learning framework with CASEL's primary social-emotional learning model.","CASEL social-emotional learning framework"
"item_053","B","L2","Lexical","The student mistook experiential learning approaches as the primary CASEL social-emotional framework.","Structured social-emotional competency development"
"item_053","D","L2","Lexical","The student conflated emotional-behavioral learning approaches with CASEL's comprehensive social-emotional learning framework.","CASEL competency scope and breadth"
"item_053","E","L3","Conceptual","The student thought that UNUSED placeholder options would indicate valid or appropriate content.","Test format placeholder recognition"
"item_053","F","L3","Conceptual","The student thought that UNUSED placeholder options would indicate valid or appropriate content.","Test format placeholder recognition"
"item_076","A","L1","Procedural","The student believed school-wide prevention programs address bullying without prior needs assessment data.","Systems intervention data-based approach"
"item_076","B","L2","Conceptual","The student conflated the indirect consultation model with comprehensive school-wide needs assessment methodology.","Consultation versus assessment distinction"
"item_076","D","L2","Procedural","The student believed that interventions with identified perpetrators should precede systemic assessment.","Assessment-based intervention sequence approach"
"item_076","E","L3","Conceptual","The student thought that UNUSED placeholder options would indicate valid or appropriate content.","Test format placeholder recognition"
"item_076","F","L3","Conceptual","The student thought that UNUSED placeholder options would indicate valid or appropriate content.","Test format placeholder recognition"
"item_108","A","L2","Conceptual","The student conflated Tier 3 intensive specialized services with Tier 2 targeted support.","MTSS tier intensity distinction"
"item_108","C","L2","Conceptual","The student believed Tier 2 serves special education students rather than at-risk general education students.","Tier 2 general education focus"
"item_108","D","L3","Procedural","The student thought FBA is a Tier 2 starter procedure rather than special education tool.","FBA special education assessment tool"
"item_108","E","L3","Conceptual","The student thought that UNUSED placeholder options would indicate valid or appropriate content.","Test format placeholder recognition"
"item_108","F","L3","Conceptual","The student thought that UNUSED placeholder options would indicate valid or appropriate content.","Test format placeholder recognition"
"item_121","A","L1","Procedural","The student believed RTI academic component is not integral to comprehensive MTSS systems.","RTI-PBIS integrated framework systems"
"item_121","B","L1","Procedural","The student believed PBIS is not an integral behavioral component of comprehensive MTSS.","PBIS behavioral framework alignment"
"item_121","C","L2","Conceptual","The student believed that school-based mental health services are a primary MTSS component.","MTSS academic-behavioral scope focus"
"item_121","E","L3","Conceptual","The student thought that UNUSED placeholder options would indicate valid or appropriate content.","Test format placeholder recognition"
"item_121","F","L3","Conceptual","The student thought that UNUSED placeholder options would indicate valid or appropriate content.","Test format placeholder recognition"
"item_122","A","L2","Conceptual","The student believed that disciplinary suspension policies represent core school-wide student outcomes.","Prevention versus discipline procedures"
"item_122","C","L2","Conceptual","The student conflated the special education program effectiveness with universal school-wide policies.","Universal tier system-wide scope"
"item_122","D","L2","Conceptual","The student thought threat assessment protocols and processes represent universal school-wide policies.","Universal policies and practices"
"item_122","E","L3","Conceptual","The student thought that UNUSED placeholder options would indicate valid or appropriate content.","Test format placeholder recognition"
"item_122","F","L3","Conceptual","The student thought that UNUSED placeholder options would indicate valid or appropriate content.","Test format placeholder recognition"
"item_123","A","L2","Procedural","The student believed parent involvement discussion is the first needs assessment finding to present.","Barriers identification and analysis"
"item_123","B","L2","Procedural","The student thought that cultural competence training precedes barrier identification in assessment.","Needs assessment barrier sequencing"
"item_123","D","L3","Procedural","The student believed that legal requirements discussion must precede evidence-based practice identification.","Practice gaps and barriers focus"
"item_123","E","L3","Conceptual","The student thought that UNUSED placeholder options would indicate valid or appropriate content.","Test format placeholder recognition"
"item_123","F","L3","Conceptual","The student thought that UNUSED placeholder options would indicate valid or appropriate content.","Test format placeholder recognition"
"item_183","A","L1","Procedural","The student conflated adoption stage with dissemination as the initial implementation stage.","Dissemination and adoption sequencing"
"item_183","B","L2","Procedural","The student believed that initial implementation occurs before formal adoption commitment stage.","Implementation sequence ordering progress"
"item_183","D","L3","Lexical","The student conflated the goodness-of-fit evaluation concept with critical review terminology and assessment.","Implementation goodness-of-fit dissemination assessment"
"item_183","E","L3","Conceptual","The student thought that UNUSED placeholder options would indicate valid or appropriate content.","Test format placeholder recognition"
"item_183","F","L3","Conceptual","The student thought that UNUSED placeholder options would indicate valid or appropriate content.","Test format placeholder recognition"
"item_234","A","L2","Procedural","The student believed special education evaluation is the first response to reading difficulty.","RTI protocol prerequisite steps"
"item_234","B","L2","Procedural","The student thought individual tutoring alone addresses reading difficulty in consultation framework.","MTSS team approach methodology"
"item_234","D","L2","Procedural","The student believed phonological process focus is appropriate without prior problem analysis.","Assessment before intervention selection"
"item_234","E","L3","Conceptual","The student thought that UNUSED placeholder options would indicate valid or appropriate content.","Test format placeholder recognition"
"item_234","F","L3","Conceptual","The student thought that UNUSED placeholder options would indicate valid or appropriate content.","Test format placeholder recognition"
"item_239","A","L2","Conceptual","The student conflated Tier 3 intensive interventions with Tier 2 targeted support.","RTI tier intensity distinction"
"item_239","B","L3","Lexical","The student confused universal benchmark assessment with Tier 2 intervention tier name.","Benchmark versus intervention terminology"
"item_239","C","L2","Procedural","The student believed that percentage of students served adequately defines tier description.","Tier definition intensity and focus"
"item_239","E","L3","Conceptual","The student thought that UNUSED placeholder options would indicate valid or appropriate content.","Test format placeholder recognition"
"item_239","F","L3","Conceptual","The student thought that UNUSED placeholder options would indicate valid or appropriate content.","Test format placeholder recognition"
"item_247","A","L2","Procedural","The student believed that small group remediation instruction occurs at Tier 1.","Small group placement Tier 2"
"item_247","B","L3","Lexical","The student conflated tier naming conventions with alphanumeric labeling systems for tiers.","RTI numeric tier nomenclature"
"item_247","C","L3","Lexical","The student mistook informal tier naming conventions for the standard numeric tier numbering system in RTI.","Standard RTI tier numbering"
"item_247","E","L3","Conceptual","The student thought that UNUSED placeholder options would indicate valid or appropriate content.","Test format placeholder recognition"
"item_247","F","L3","Conceptual","The student thought that UNUSED placeholder options would indicate valid or appropriate content.","Test format placeholder recognition"
