"UNIQUEID","distractor_letter","distractor_tier","distractor_error_type","distractor_misconception","distractor_skill_deficit"
"PQ_MBH-02_13","D","L2","Conceptual","The student mistook advice-giving without exploration for MI, not recognizing that MI requires reflective listening and understanding the student's perspective before any recommendations.","Reflective listening and perspective exploration as MI prerequisite to advice"
"PQ_MBH-02_14","A","L3","Conceptual","The student believed forcing the student to speak through consequences is appropriate for selective mutism, contradicting evidence-based shaping and gradual exposure principles.","Graduated reinforcement hierarchy versus aversive pressure in selective mutism treatment"
"PQ_MBH-02_14","B","L2","Conceptual","The student assumed selective mutism resolves spontaneously without intervention, underestimating the importance of active, supported exposure and reinforcement to develop speaking skills.","Active treatment necessity and prognosis of untreated selective mutism"
"PQ_MBH-02_14","D","L3","Conceptual","The student believed immediate full classroom participation is appropriate, misunderstanding that selective mutism requires gradual stepped exposure rather than sudden full-demand participation.","Graduated exposure hierarchy versus ungraded full-demand exposure"
"PQ_MBH-02_15","B","L2","Conceptual","The student thought verbatim transcripts of student statements constitute appropriate counseling documentation, misunderstanding that essential information (date, topics, progress) is sufficient without excessive transcription.","Essential documentation elements versus excessive recording of verbatim content"
"PQ_MBH-02_15","C","L3","Procedural","The student believed counsel information can be freely shared with staff without consent, violating confidentiality protections that restrict disclosure to those with legitimate need and proper authorization.","Confidentiality limits on information sharing without consent or legal obligation"
"PQ_MBH-02_15","D","L3","Procedural","The student assumed brief sessions eliminate documentation requirements, misunderstanding that all counseling encounters require essential record-keeping regardless of session duration.","Documentation as mandatory regardless of session duration or intensity"
"PQ_MBH-02_16","A","L1","Conceptual","The student believed absolute confidentiality without exceptions is appropriate in school counseling, not recognizing that safety concerns override confidentiality and require assessment and disclosure.","Safety assessment override of confidentiality versus absolute confidentiality commitment"
"PQ_MBH-02_16","C","L3","Procedural","The student thought ignoring a safety-relevant disclosure preserves the counseling relationship, misunderstanding that mandatory reporting duties and ethical obligations require action regardless of relationship concerns.","Ethical and legal duty to assess safety versus relationship preservation prioritization"
"PQ_MBH-02_16","D","L3","Procedural","The student believed sharing information with all staff immediately without parent notification is appropriate, misunderstanding that disclosure must be selective, purposeful, and include family notification unless contraindicated.","Selective purposeful disclosure with family notification versus blanket staff communication"
"PQ_MBH-02_17","A","L2","Conceptual","The student thought traditional behavioral therapy exclusively eliminates symptoms without acceptance, missing the distinction that ACT explicitly values acceptance of internal experiences alongside change.","Acceptance-based approach versus symptom-elimination-only behavioral approach"
"PQ_MBH-02_17","C","L2","Conceptual","The student conflated psychodynamic focus on unconscious material with ACT's emphasis on acceptance and values, not recognizing that ACT targets current experience acceptance rather than historical conflict exploration.","ACT acceptance of present experience versus psychodynamic unconscious conflict processing"
"PQ_MBH-02_17","D","L2","Conceptual","The student assumed cognitive approaches omit acceptance and values, misunderstanding that ACT specifically integrates cognitive elements with acceptance and committed action in ways standard cognitive therapy does not.","ACT integration of acceptance and values versus pure cognitive thought-change focus"
"PQ_MBH-02_18","A","L2","Procedural","The student believed unstructured free discussion without professional guidance is appropriate for anxiety reduction, misunderstanding that anxiety groups require structured skill instruction and practice.","Structured skill-based group format versus unstructured peer discussion model"
"PQ_MBH-02_18","C","L3","Procedural","The student thought lecture-only presentation without student interaction constitutes effective anxiety-reduction group work, missing the necessity of practice opportunities and active engagement.","Interactive practice opportunities versus lecture-only passive information presentation"
"PQ_MBH-02_18","D","L3","Procedural","The student assumed complete lack of structure with student-determined content is appropriate, misunderstanding that professional guidance and evidence-based structure are essential for anxiety group efficacy.","Professional structure and curriculum design versus student-directed unguided groups"
"PQ_MBH-02_19","A","L3","Procedural","The student believed immediate termination of counseling is appropriate after progress on one issue, not recognizing that emerging peer relationship needs warrant continued or expanded intervention.","Continuation of multimodal treatment versus premature termination based on partial progress"
"PQ_MBH-02_19","C","L2","Conceptual","The student thought indefinite increase in individual session frequency addresses emerging peer issues, missing the opportunity to add targeted group intervention addressing the specific social relationship domain.","Modality matching to presenting problem versus intensity-only escalation"
"PQ_MBH-02_19","D","L3","Conceptual","The student assumed peer relationship problems resolve without intervention, minimizing the clinical importance of loneliness and social difficulty that warrant active skill-building intervention.","Intervention necessity for peer relationship deficits versus spontaneous resolution assumption"
"PQ_MBH-02_2","A","L2","Conceptual","The student thought cognitive restructuring of negative thoughts should be prioritized first for depression, misunderstanding that behavioral activation builds momentum and engagement before cognitive intervention.","Behavioral activation sequencing versus cognitive intervention sequencing in childhood depression"
"PQ_MBH-02_2","C","L3","Conceptual","The student believed intensive exposure therapy is appropriate for depression anhedonia, confusing anxiety-specific exposure interventions with depression-specific behavioral and cognitive approaches.","Depression-specific behavioral intervention versus anxiety-specific exposure-based treatment"
"PQ_MBH-02_2","D","L2","Procedural","The student thought relaxation training alone is sufficient first-line treatment for depression withdrawal, missing that activity engagement and reinforcement are more foundational than relaxation skills.","Behavioral activation versus relaxation-only approach for depression"
"PQ_MBH-02_20","A","L3","Conceptual","The student believed school counseling is never effective, applying an absolute dismissal when research clearly supports effectiveness with evidence-based practices across multiple presenting concerns.","Evidence base for school-based counseling intervention efficacy"
"PQ_MBH-02_20","C","L2","Conceptual","The student assumed all students respond identically to the same counseling approach, misunderstanding that effectiveness depends on matching evidence-based interventions to individual student presentations.","Personalized intervention matching versus universal identical intervention approach"
"PQ_MBH-02_20","D","L3","Conceptual","The student believed medication is always superior to school-based counseling, misunderstanding that multimodal approaches and evidence-based school counseling are often primary or complementary to medication.","Complementary role of school counseling with medication versus medication-superior assumption"
"PQ_MBH-02_3","A","L3","Conceptual","The student thought SFBT focuses primarily on past trauma and unconscious exploration, contradicting SFBT's defining future-focused and strength-based orientation.","Future-focused solution building versus past trauma and unconscious processing"
"PQ_MBH-02_3","B","L2","Conceptual","The student believed extensive problem history exploration and root cause analysis characterize SFBT, missing SFBT's emphasis on exceptions and solutions rather than detailed problem investigation.","Exceptions and solution focus versus comprehensive problem-cause analysis"
"PQ_MBH-02_3","D","L3","Conceptual","The student conflated SFBT with psychotropic medication-based treatment, not recognizing SFBT as a talk therapy approach independent of pharmacological intervention.","Psychotherapeutic talk-based approach versus psychopharmacological treatment modality"
"PQ_MBH-02_4","A","L2","Conceptual","The student mistook the miracle question for a standard CBT technique, not recognizing it is a signature SFBT component for envisioning preferred futures and goal-setting.","Solution-focused miracle question technique as SFBT signature versus CBT standard techniques"
"PQ_MBH-02_4","C","L3","Conceptual","The student believed the miracle question belongs to psychodynamic psychotherapy, misunderstanding that psychodynamic work focuses on unconscious material rather than future solution envisioning.","SFBT future-focused technique versus psychodynamic unconscious exploration approach"
"PQ_MBH-02_4","D","L2","Conceptual","The student conflated the miracle question with behavioral activation, not recognizing that behavioral activation increases activities while the miracle question envisions solutions.","Miracle question envisioning versus behavioral activation activity scheduling"
"PQ_MBH-02_5","B","L2","Conceptual","The student thought flooding (intensive immediate exposure) is equivalent to systematic desensitization, misunderstanding that graduated, supported exposure differs fundamentally from ungraded intensive exposure.","Graduated systematic desensitization versus ungraded intensive flooding exposure"
"PQ_MBH-02_5","C","L3","Conceptual","The student believed extinction without support is appropriate, misunderstanding that systematic desensitization pairs exposure with relaxation and support rather than simple extinction.","Systematic desensitization with support versus unsupported extinction exposure"
"PQ_MBH-02_5","D","L3","Conceptual","The student assumed punishment forces appropriate school attendance, contradicting evidence-based exposure and support principles for anxiety-driven school refusal.","Reinforcement and support for exposure versus punitive attendance enforcement"
"PQ_MBH-02_6","A","L2","Conceptual","The student believed group counseling with other members is appropriate for suicidal ideation, misunderstanding that acute safety crises require individual assessment and intensive intervention.","Acute safety crisis individual intervention versus stabilized group counseling suitability"
"PQ_MBH-02_6","C","L3","Conceptual","The student assumed all students with anxiety equally benefit from group intervention, missing that anxiety severity, chronicity, and specific presentation determine individual versus group appropriateness.","Differentiation of intervention modality matching based on severity and presentation"
"PQ_MBH-02_6","D","L3","Conceptual","The student believed individual counseling is never appropriate, absolutizing group preference when individual intervention is essential for crisis, trauma, and initial stabilization.","Individual counseling appropriateness for acute and complex presentations"
"PQ_MBH-02_7","A","L3","Procedural","The student thought discouraging grief discussion minimizes sadness, misunderstanding that validation and expression facilitate healthy grief processing and adaptation.","Grief expression and validation versus suppression and avoidance"
"PQ_MBH-02_7","B","L2","Conceptual","The student believed quick closure without extended processing characterizes appropriate grief counseling, misunderstanding that grief integration requires time and continued emotional engagement.","Grief integration timeline and extended processing versus rushed completion"
"PQ_MBH-02_7","D","L3","Conceptual","The student assumed students automatically adjust to loss without support, minimizing the counselor's role in validation, expression facilitation, and integration support.","Counselor support necessity in grief processing versus automatic adjustment assumption"
"PQ_MBH-02_8","B","L2","Procedural","The student thought comprehensive information provision with discussion constitutes the primary intervention, missing that the defining feature is direct skill instruction combined with hands-on practice.","Direct instruction and practice-based skill development versus psychoeducational information only"
"PQ_MBH-02_8","C","L2","Conceptual","The student believed social skills group intervention replaces individual counseling for students with social anxiety or comorbid mental health concerns, misunderstanding these serve different clinical functions.","Group skills intervention complementary role versus replacement of individual therapy"
"PQ_MBH-02_8","D","L3","Procedural","The student thought intensive unstructured peer interaction without scaffolding is appropriate, misunderstanding that effective skills groups require modeling, coaching, and gradual support reduction.","Structured modeling and coaching versus unscaffolded peer interaction"
"PQ_MBH-02_9","A","L2","Conceptual","The student confused behavioral activation with cognitive restructuring, not recognizing that examining evidence for anxious thoughts targets cognition while scheduling activities targets behavior.","Cognitive thought examination versus behavioral activity engagement techniques"
"PQ_MBH-02_9","B","L2","Conceptual","The student mistook exposure therapy for cognitive restructuring, misunderstanding that exposure confronts feared situations while thought records examine and challenge anxious cognitions.","Cognitive thought record versus situational exposure-based anxiety reduction"
"PQ_MBH-02_9","D","L2","Conceptual","The student believed relaxation training captures the anxiety reduction technique of examining anxious thoughts, missing that relaxation manages physical symptoms while cognitive work addresses thought content.","Cognitive restructuring thought examination versus relaxation physical symptom management"
"item_060","A","L1","Conceptual","The student believed general behavior therapy without specific graduated techniques is the most appropriate method for selective mutism, missing stimulus fading as the evidence-based specific technique.","Stimulus fading graduated approach versus generic behavior therapy principles"
"item_060","B","L2","Conceptual","The student thought cognitive therapy targeting thought patterns is appropriate for selective mutism, misunderstanding that the anxiety-driven mutism requires behavioral rather than purely cognitive intervention.","Behavioral graduated exposure approach versus cognitive thought-challenging intervention"
"item_060","D","L3","Conceptual","The student believed flooding with intensive immediate speaking demands is appropriate for selective mutism, contradicting the evidence-based stimulus fading and gradual exposure principles.","Stimulus fading gradual approach versus intensive flooding exposure"
"item_110","A","L2","Procedural","The student thought self-awareness and positive reinforcement comprise the complete social skills training model, missing direct instruction and modeling as essential components of the systematic training sequence.","Comprehensive social skills training components including direct instruction and modeling"
"item_110","C","L2","Conceptual","The student believed metacognitive training, operant techniques, and language skills constitute core social skills training, confusing related but distinct interventions with the primary direct instruction-modeling-coaching sequence.","Social skills training core components versus related metacognitive and language interventions"
"item_110","D","L2","Conceptual","The student thought perspective-taking, response cost, and social praise comprise the training approach, mixing cognitive (perspective), contingency (response cost), and reinforcement elements without the direct instruction and modeling foundation.","Social skills instruction core sequence versus component technical skills in isolation"
"item_236","A","L2","Conceptual","The student thought modeling and role-playing are particularly important for depression treatment, missing their primary application to skill-based interventions like social skills development.","Modeling and role-playing application to social skills versus mood-based presenting problems"
"item_236","B","L2","Conceptual","The student believed modeling and role-playing are the primary interventions for trauma processing, misunderstanding that trauma requires specialized exposure-based approaches rather than behavioral modeling and practice.","Trauma-specific exposure approaches versus behavioral modeling and role-play methods"
"item_236","C","L2","Conceptual","The student assumed modeling and role-playing are particularly important for ADHD management, confusing behavioral modeling techniques with the neurodevelopmental intervention approach for attention difficulties.","ADHD neurodevelopmental intervention approach versus behavioral modeling and role-play techniques"
"item_238","A","L2","Procedural","The student thought time-out is appropriate for minor blurting despite repeated redirection, misunderstanding that minor off-task behavior deserves lesser consequences than the need-for-break scenario.","Proportionality between consequence and behavior severity in time-out application"
"item_238","C","L2","Procedural","The student believed time-out is appropriate during testing when a student with ODD is socializing, misunderstanding that ADHD-related focus breaks serve a different function than behavior-consequence contingencies for oppositional behavior.","Time-out as break accommodation versus behavior-consequence disciplinary tool"
"item_238","D","L2","Procedural","The student thought time-out addresses movement during instruction, missing that ADHD-related focus breaks serve an accommodative neurological function distinct from behavior-consequence discipline.","Accommodative break-taking function versus punitive time-out consequence structure"
