"UNIQUEID","distractor_letter","distractor_tier","distractor_error_type","distractor_misconception","distractor_skill_deficit"
"PQ_ACA-03_6","D","L3","Conceptual","The student believed self-efficacy is related to cognitive abilities like memory.","Bandura's self-efficacy theory"
"PQ_ACA-03_7","A","L1","Conceptual","The student believed that self-efficacy does not impact performance.","Bandura's self-efficacy theory"
"PQ_ACA-03_7","C","L2","Conceptual","The student believed that self-efficacy is directly linked to intelligence.","self-efficacy versus intelligence distinction"
"PQ_ACA-03_7","D","L2","Conceptual","The student believed low self-efficacy in writing affects all academic motivation.","self-efficacy domain specificity"
"PQ_ACA-03_8","A","L2","Conceptual","The student believed that capturing every word is the most effective note-taking strategy.","Cornell note-taking method structure"
"PQ_ACA-03_8","C","L2","Conceptual","The student believed that the Cornell method does not require structured organization.","Cornell note-taking method structure"
"PQ_ACA-03_8","D","L3","Conceptual","The student believed note-taking is unnecessary during class sessions.","Cornell note-taking method structure"
"PQ_ACA-03_9","A","L1","Conceptual","The student believed that cramming leads to better retention over time.","spacing effect in learning"
"PQ_ACA-03_9","C","L2","Conceptual","The student believed that the effectiveness of study methods is equivalent regardless of timing.","spacing effect in learning"
"PQ_ACA-03_9","D","L2","Conceptual","The student believed that learning style determines the effectiveness of study methods.","Learning styles myth in educational psychology"
"PQ_ACA-03_10","A","L2","Conceptual","The student believed elaboration involves aesthetic enhancements to notes.","Cognitive strategy of elaboration"
"PQ_ACA-03_10","C","L2","Procedural","The student believed that repetition is a key component of elaboration.","Elaboration as a cognitive strategy"
"PQ_ACA-03_10","D","L2","Conceptual","The student believed that elaboration involves organizing information into outlines.","Cognitive strategy of elaboration"
"PQ_ACA-03_11","A","L2","Conceptual","The student believed that attributing failure to effort indicates a lack of confidence in one's abilities.","Self-efficacy vs. attribution style distinction"
"PQ_ACA-03_11","C","L1","Conceptual","The student believed that attributing failure to effort indicates a belief in fixed traits.","Growth mindset versus fixed mindset distinction"
"PQ_ACA-03_11","D","L2","Conceptual","The student believed that attributing failure to effort indicates a lack of internal drive.","Self-determination theory understanding"
"PQ_ACA-03_12","A","L2","Conceptual","The student believed that general goals are motivating because they allow flexibility.","SMART goal-setting framework"
"PQ_ACA-03_12","C","L2","Conceptual","The student believed that teacher-directed goals are more effective than collaborative goal-setting.","Collaborative goal-setting strategies"
"PQ_ACA-03_12","D","L2","Conceptual","The student believed that focusing solely on outcomes ensures goal achievement.","SMART goals process emphasis"
"PQ_ACA-03_13","A","L2","Conceptual","The student believed that reading speed is directly linked to procrastination.","self-regulation strategy for procrastination"
"PQ_ACA-03_13","C","L3","Conceptual","The student believed that intelligence directly impacts procrastination habits.","Understanding self-regulation strategies"
"PQ_ACA-03_13","D","L2","Conceptual","The student believed that reducing workload would improve self-regulation.","Self-regulation strategy for procrastination"
"PQ_ACA-03_14","A","L2","Procedural","The student believed that repetition alone leads to deep processing.","Levels of processing theory"
"PQ_ACA-03_14","B","L1","Conceptual","The student believed that memorization equates to deep processing.","Levels of processing theory"
"PQ_ACA-03_14","D","L2","Procedural","The student believed that highlighting text is a form of deep processing.","study strategies for deep processing"
"PQ_ACA-03_15","A","L2","Conceptual","The student believed reciprocal teaching involves passive learning led by the teacher.","reciprocal teaching active engagement requirement"
"PQ_ACA-03_15","C","L2","Conceptual","The student believed that reciprocal teaching involves independent reading without peer interaction.","reciprocal teaching peer interaction component"
"PQ_ACA-03_16","A","L2","Conceptual","The student believed that increasing reading speed alone would improve test performance.","Test-taking strategy diversification"
"PQ_ACA-03_16","C","L2","Conceptual","The student believed that stress reduction alone would improve test performance.","Comprehensive test-taking strategy instruction"
"PQ_ACA-03_16","D","L2","Procedural","The student believed that increasing output speed would improve test performance.","Test-taking strategy analysis"
"PQ_ACA-03_17","A","L1","Conceptual","The student believed that intelligence is a fixed trait that cannot be developed.","Dweck's growth mindset theory"
"PQ_ACA-03_17","C","L2","Conceptual","The student believed that natural talent limits potential, overshadowing the role of effort.","Dweck's growth mindset theory"
"PQ_ACA-03_17","D","L1","Conceptual","The student believed that failure is a sign of inherent inability rather than an opportunity for growth.","Dweck's growth mindset theory on failure"
"PQ_ACA-03_18","B","L1","Conceptual","The student believed that reading faster would naturally improve comprehension.","self-monitoring strategies for reading comprehension"
"PQ_ACA-03_18","C","L2","Conceptual","The student believed that increasing reading volume alone would improve comprehension skills.","Self-monitoring strategies for reading comprehension"
"PQ_ACA-03_18","D","L3","Conceptual","The student believed that comprehension monitoring is an innate skill.","Explicit instruction in self-monitoring strategies"
"PQ_ACA-03_19","A","L1","Conceptual","The student believed that thoroughness and attention to detail indicate perfectionism.","distinguishing between self-regulation and perfectionism"
"PQ_ACA-03_19","C","L2","Conceptual","The student believed that frequent checking and revising indicates anxiety.","Differentiating self-regulation from anxiety behaviors"
"PQ_ACA-03_19","D","L2","Conceptual","The student believed that seeking feedback and revising work indicates uncertainty in abilities.","Characteristics of self-regulated learning"
"PQ_ACA-03_20","A","L1","Conceptual","The student believed that self-regulated learning focuses solely on goal-setting and planning.","Components of self-regulated learning interventions"
"PQ_ACA-03_20","C","L3","Conceptual","The student believed that improving intelligence is the sole focus of self-regulated learning interventions.","self-regulated learning intervention components"
"PQ_ACA-03_20","D","L3","Conceptual","The student believed that self-regulated learning can be effectively developed through teacher-led instruction alone.","Self-regulated learning components"
"item_014","B","L2","Procedural","The student believed that using technology for note-taking enhances memory retention.","Effective memory retention strategies"
"item_014","C","L2","Procedural","The student believed that frequent repetition with short breaks enhances long-term memory retention.","Spaced repetition technique"
"item_014","D","L2","Conceptual","The student believed that recognizing patterns is the same as chunking.","Pattern recognition versus chunking distinction"
"item_014","E","L3","Lexical","The student believed that option E was a valid choice.","Understanding of available answer options"
"item_014","F","L3","Lexical","The student believed that any unused option might still be relevant.","Understanding of test-taking strategies"
"item_065","B","L2","Conceptual","The student believed that whole-word reading is more effective for beginners than phonological methods.","phonics-based reading instruction efficacy"
"item_065","C","L2","Conceptual","The student believed cognitive training directly improves early reading skills.","evidence-based reading instruction methods"
"item_065","D","L2","Procedural","The student believed that repetitive practice alone improves reading skills effectively.","Effective reading instruction components"
"item_065","E","L3","Lexical","The student believed that whole-word reading is the most effective for beginning readers.","Phonological awareness importance in early reading"
"item_065","F","L3","Lexical","The student believed that an unused option could be a valid choice.","Understanding of test format and instructions"
"item_198","A","L2","Conceptual","The student believed that any reading intervention would improve comprehension.","Differentiating between fluency and comprehension interventions"
"item_198","C","L2","Conceptual","The student believed that a phonics-based program would improve reading comprehension.","Differentiating between phonics and comprehension strategies"
"item_198","D","L2","Procedural","The student believed that any reading intervention program would address comprehension issues.","Specific comprehension strategy knowledge"
"item_198","E","L3","Lexical","The student believed that any named program could be a valid option.","Understanding specific reading intervention programs"
"item_198","F","L3","Lexical","The student believed this option was relevant despite it being unused.","Understanding of available intervention programs"
