UNIQUEID,distractor_letter,distractor_tier,distractor_error_type,distractor_misconception,distractor_skill_deficit
"PQ_DBD-09_5","D","L1","Conceptual","Student picked a generic time-of-day factor while overlooking the clearer example of carryover dysregulation from prior context, missing which antecedent the item highlights for documentation.","Selecting the most explanatory antecedent cluster for linkage to behavior"
"PQ_DBD-09_6","A","L2","Conceptual","Student wrote as if cognitive ability alone determines outcomes, omitting relationship quality that reports often cite when connecting engagement supports to risk reduction.","Protective-factor language tying adult–student relationship to outcomes"
"PQ_DBD-09_6","C","L2","Conceptual","Student gave exclusive causal weight to family factors and did not articulate how school-based relationship strengths buffer functioning in the educational placement under discussion.","School relational protective factors alongside home context in reports"
"PQ_DBD-09_6","D","L3","Conceptual","Student claimed relationship quality is irrelevant, conflicting with evidence teams summarize when recommending connection-building strategies tied to observed engagement or conflict.","Documenting relationship data when shaping Tier 1 and targeted supports"
"PQ_DBD-09_7","A","L2","Procedural","Student scoped classroom ecology to child behavior only and omitted peer, instructional, and physical variables a thorough observation section would normally list as interrelated.","Multi-informant, multi-element classroom observation for written summaries"
"PQ_DBD-09_7","C","L2","Procedural","Student limited ecological coding to teacher actions alone and failed to integrate student, peer, and environmental features required for a complete classwide picture in the file.","Full ecological units to observe when describing classroom functioning"
"PQ_DBD-09_7","D","L3","Procedural","Student proposed relying solely on rating forms and sidestepped direct descriptive observation, weakening the data-to-narrative chain reviewers expect in strong ecological reporting.","Grounding ecological assertions in systematic observation plus other data"
"PQ_DBD-09_8","A","L3","Conceptual","Student implied SES review exists to fault families rather than using neutral language linking resources, stress, and continuity to plausible hypotheses and appropriate services wording.","Non-blaming socioeconomic context framing in psychoeducational reports"
"PQ_DBD-09_8","C","L2","Conceptual","Student treated SES factors as outside the evaluation's scope, skipping interpretive caveats and service considerations teams document when economics shape achievement and stress.","Socioeconomic influences on interpretation across general and special education"
"PQ_DBD-09_8","D","L2","Conceptual","Student restricted socioeconomic discussion to special education eligibility only, whereas ethical reporting often notes resource context for any high-stakes educational planning narrative.","When and why to include SES in findings not limited to IEP decisions"
"PQ_DBD-09_9","A","L2","Procedural","Student equated culturally responsive practice with using one uniform protocol for all students, contradicting tailored context review that reports should describe for validity.","Culturally responsive assessment documentation versus one-size procedures"
"PQ_DBD-09_9","C","L1","Conceptual","Student believed tools and settings are culturally neutral, leaving out bias and mismatch language reviewers expect when defending interpretive limits and need for congruent methods.","Cultural loading, expectations fit, and interpretive restraint in write-ups"
"PQ_DBD-09_9","D","L3","Conceptual","Student removed culture from the explanatory model entirely, blocking the connections between background, communication, and mismatch that culturally responsive reports explicitly name.","Integrating student cultural context into ecological hypotheses and plans"
"PQ_DBD-09_10","A","L3","Conceptual","Student described IQ change as the environmental lever, mixing levels of analysis in a way reports cannot operationalize when listing concrete classwide or instructional modifications.","Distinguishing alterable environment variables from non-malleable traits"
"PQ_DBD-09_10","C","L2","Procedural","Student routed every concern through individual therapy language without specifying classroom noise, grouping, pacing, or adult proximity tied to observed antecedents and outcomes.","Aligning intervention type with ecological assessment conclusions"
"PQ_DBD-09_10","D","L2","Procedural","Student prioritized removal from context as the primary modification rather than layered environmental and instructional adjustments typically enumerated before placement-only paths.","Sequencing least restrictive environmental adjustments in recommendations"
"PQ_DBD-09_11","A","L2","Procedural","Student imported a personality-disorder label for transition friction without the multi-setting data and differential logic a defensible report needs before such terminology appears.","Guardrails on diagnostic specificity when ecological causes remain plausible"
"PQ_DBD-09_11","C","L2","Conceptual","Student used intentional defiance as the main explanation and skipped predictable, context-based predictors teams document when describing routines, warnings, and adult consistency.","Replacing intent attributions with ecological transition variables in text"
"PQ_DBD-09_11","D","L3","Conceptual","Student concluded transitions are universally hard and stopped short of individualized ecological factors that observations should anchor to specific, testable classroom supports.","Avoiding fatalistic language contrary to problem-solving assessment aims"
"PQ_DBD-09_12","A","L2","Procedural","Student coded only adult-directed exchanges and left out peer reinforcement, status, and modeling data that belong in a peer-inclusive ecological methods or results subsection.","Peer ecology variables to document when behavior is peer-mediated"
"PQ_DBD-09_12","C","L3","Conceptual","Student denied peer influence on behavior outright, incompatible with the social mechanisms reports summarize when linking seating, grouping, and social skills goals to data.","Peer influence mechanisms referenced in interpretive and plan language"
"PQ_DBD-09_12","D","L2","Procedural","Student isolated the focus child from peer context in the assessment plan, contradicting the social ecology a comprehensive write-up should capture when peer influence is central.","Designing observations that retain peer interaction as analytic unit"
"PQ_DBD-09_13","A","L1","Conceptual","Student called the classroom an exosystem example though it is a direct microsystem site, mislabeling ecological distance that determines how psychologists narrate indirect effects.","Exosystem versus direct-context examples in ecological case maps"
"PQ_DBD-09_13","B","L1","Conceptual","Student categorized the immediate family as exosystem despite the child's direct participation there, blurring the boundary between proximal and indirectly mediated contexts.","Family microsystem versus parent workplace pathways in labeling"
"PQ_DBD-09_13","D","L2","Conceptual","Student placed the peer group in the exosystem slot even though peers typically function as same-level microsystem influences in standard Bronfenbrenner-aligned report diagrams.","Peer group ecological level for accurate system sketches and discussion"
"PQ_DBD-09_14","A","L1","Conceptual","Student filed a single classroom under macrosystem review, confusing the broad cultural-policy frame with localized setting characteristics that need their own ecological subsection.","Macrosystem scope versus single classroom descriptions in reports"
"PQ_DBD-09_14","B","L1","Conceptual","Student equated school policy and climate with the macrosystem, whereas most write-ups treat those as organizational meso-level forces beneath society-wide law, economics, and culture.","Mesosystem organizational factors versus macrosystem societal forces"
"PQ_DBD-09_14","D","L2","Conceptual","Student sorted a dyadic teacher–student bond into the macrosystem, erring in magnitude when maps should reserve that layer for distal ideological and structural influences on schooling.","Microsystem relationship data versus macrosystem cultural forces"
"PQ_DBD-09_15","A","L2","Conceptual","Student justified broad ecology solely as thoroughness without stating the misidentification mechanism reports should name—context explaining performance without within-child disability.","Articulating why ecology reduces premature pathology in conclusions"
"PQ_DBD-09_15","C","L3","Conceptual","Student overgeneralized that practitioners always misidentify, which does not substitute for the careful, student-specific disambiguation language expected in professional conclusions.","Precision versus blanket claims about identification errors in text"
"PQ_DBD-09_15","D","L2","Procedural","Student treated standardized testing alone as sufficient and minimized observational and instructional evidence that teams integrate before attributing problems to disability.","Balancing test data with ecological and implementation evidence in synthesis"
"PQ_DBD-09_16","A","L2","Conceptual","Student listed intelligence as an antecedent condition in the ecological sense intended here, mixing stable learner characteristics with situational classroom precipitants of behavior.","Ecological antecedents versus trait descriptors in functional summaries"
"PQ_DBD-09_16","C","L2","Conceptual","Student framed family background as the antecedent example though the stem targets in-the-moment instructional and environmental conditions that immediately precede responses at school.","Situational school antecedents distinct from demographic history sections"
"PQ_DBD-09_16","D","L1","Conceptual","Student relied on global trait language instead of specifying noise, demands, grouping, and proximity—concrete events reports pair with behavior when building intervention logic.","Operational classroom antecedents linked to intervention recommendations"
"PQ_DBD-09_17","A","L1","Procedural","Student asserted an undiagnosed disability as the certain explanation and immediate action, skipping the instructional-mismatch narrative that ecological reports advance before disability claims.","Instructional mismatch as a documented rule-out or competing hypothesis"
"PQ_DBD-09_17","C","L3","Conceptual","Student concluded curricula cannot be misaligned or poorly matched, blocking the moderated-demand and scaffold language defensible teams add when demand exceeds current skill evidence.","Recognizing curricular demand as variable and addressable in writing"
"PQ_DBD-09_17","D","L3","Conceptual","Student declared the gap unmodifiable, contradicting standard recommendation paragraphs that tie data to adjusted pacing, materials, and support intensity when mismatch is likely.","Actionable mismatch language versus nihilistic conclusions in reports"
"PQ_DBD-09_18","A","L2","Conceptual","Student offered continuity of values as discontinuity, reversing the construct the report should illustrate when expectations or supports differ markedly across home and school.","Defining home–school discontinuity for interpretation and collaboration plans"
"PQ_DBD-09_18","C","L2","Conceptual","Student required families to mirror school completely rather than describing respectful alignment strategies a consultation note would recommend while honoring family context.","Collaborative expectation alignment without coercive phrasing in reports"
"PQ_DBD-09_18","D","L2","Conceptual","Student minimized home influence on school performance, omitting bridges such as communication and shared routines that psychoeducational plans normally reference for continuity.","Home–school linkage content in background and recommendation sections"
"PQ_DBD-09_19","A","L3","Procedural","Student omitted teacher–student interaction quality from the assessment plan despite its established role in hypotheses about engagement, compliance, and emotional safety at school.","Observing dyadic interaction quality for protective-factor conclusions"
"PQ_DBD-09_19","C","L2","Procedural","Student relied on student self-report alone and did not describe triangulation with observation and other adults required for trustworthy relationship conclusions in the file.","Triangulating relationship data beyond a single respondent in reports"
"PQ_DBD-09_19","D","L3","Procedural","Student treated all teacher relationships as interchangeable for reporting purposes instead of characterizing observed warmth, responsiveness, and structure tied to protective effects.","Differentiating interaction quality when summarizing relationship data"
"PQ_DBD-09_20","A","L2","Procedural","Student recommended counseling focused only on internal processing while the ecological case calls for coordinated environment, instruction, and peer systems changes in the same plan.","Multilevel plans matching multi-level ecological assessment findings"
"PQ_DBD-09_20","C","L2","Procedural","Student elevated medication as the primary response without the multidisciplinary, consent, and school-role qualifiers that ethical reporting keeps parallel to educational interventions.","Scope and sequencing of medical versus educational recommendations"
"PQ_DBD-09_20","D","L1","Procedural","Student jumped to segregated placement without the prerequisite documentation of intensive class-based modifications trial data linkage teams expect before recommending removal-heavy paths.","Least restrictive environmental trials before restrictive placement language"
"item_222","A","L2","Conceptual","Student emphasized self-awareness for classwide SEL though the consult scenario centers perspective-taking and interpersonal understanding best aligned to social awareness emphases in write-ups.","Matching CASEL competencies to referral rationale in consultation notes"
"item_222","B","L1","Conceptual","Student anchored the recommendation in self-management alone and missed that classroom-wide social learning priorities here stress understanding others' viewpoints and social situations.","CASEL self-management versus social awareness emphasis for peer contexts"
"item_222","C","L3","Conceptual","Student foregrounded responsible decision-making as the lead strand when the planning question targets social perspective and relational skill building across peers in instruction.","Selecting dominant CASEL strand for population-level SEL implementation memos"
"item_240","A","L1","Procedural","Student substituted records and test battery lists for ICEL, producing headings that do not match the instruction–curriculum–environment–learning-style frame used in problem-solving reports.","ICEL components in ecological and instructional problem analysis write-ups"
"item_240","B","L2","Procedural","Student blended generic environments with interpersonal skills and skipped the explicit instruction and curriculum anchors ICEL expects when organizing findings and next steps.","ICEL distinction from vague environment-and-skills-only checklists"
"item_240","D","L3","Conceptual","Student mixed cognitive testing constructs and demographic categories into the four-part schema, departing from the standardized ICEL mnemonic teams reference in problem-solving documentation.","Standard ICEL problem-solving categories versus ad hoc factor lists"
