"UNIQUEID","complexity_rationale","construct_actually_tested"
"PQ_ACA-04_12","This is a Recall item because the question asks for the function of visual supports without requiring application to specific learning disabilities or age groups.","Recognition of how visual supports and graphic organizers function to display information relationships and structure, thereby supporting comprehension and memory encoding."
"PQ_ACA-04_13","This is a Recall item because the stem defines active responding without requiring interpretation of its application to different learner profiles or specific classroom implementation contexts.","Distinguishing active responding as frequent student engagement with content through questioning, problem-solving, and participatory tasks from passive listening."
"PQ_ACA-04_14","This is a Recall item because the question asks for definition of spaced practice's advantage without requiring application to specific skill learning or comparison with other retention factors.","Recognition that spaced practice distributing learning sessions over time produces superior long-term retention and transfer compared to massed practice schedules."
"PQ_ACA-04_15","This is a Recall item because the stem requires recognition of interleaving's effects without requiring application to curriculum sequencing or analysis of cognitive load implications.","Identification of interleaving's advantage in producing better long-term retention and discrimination between problem types compared to blocked practice schedules."
"PQ_ACA-04_16","This is a Recall item because the question asks for definition of effective error correction without requiring application to a specific student error or classroom scenario.","Recognition that error correction in instruction should be immediate, specific, and focused on guiding students toward correct procedures rather than criticism."
"PQ_ACA-04_17","This is a Recall item because the stem requires definition of feedback properties without requiring application to student performance data or evaluation of feedback effectiveness.","Identification of effective instructional feedback characteristics as specific, timely, and focused on effort and strategy rather than ability praise or delayed evaluation."
"PQ_ACA-04_18","This is a Recall item because the question asks for benefits of cooperative learning without requiring application to mixed-ability classrooms or comparison with competitive structures.","Recognition that cooperative learning structures are effective because they promote active engagement, interdependent peer learning, and individual accountability."
"PQ_ACA-04_19","This is a Recall item because the stem requires definition of ZPD without requiring application to assess an individual student's learning gap or evaluate scaffolding removal.","Recognition of Vygotsky's zone of proximal development as the instructional space between independent student capability and capability with adult support and guidance."
"PQ_ACA-04_20","This is a Recall item because the question asks for definition of evidence-based planning components without requiring application to a specific student case or evaluation of strategy selection.","Identifying components of evidence-based instructional planning as student assessment, evidence-based strategy selection, implementation fidelity, and continuous progress monitoring."
"item_117","This is a Recall item because the stem asks for identification of effective intervention types without requiring application to a specific student profile or comparison of mechanisms.","Recognition that multifaceted or multimodal interventions combining multiple treatment components are most effective for children with learning disabilities."
"item_157","This is an Application item because the stem presents a case scenario requiring the student to recognize and label the specific intervention strategy being employed with Jack.","Identifying service learning as an intervention strategy involving structured student volunteering with authentic community or peer support experiences and reflection."
"item_188","This is an Application item because the stem requires the student to evaluate a consultation scenario and identify which statement would be inappropriate based on research-supported teaching practices.","Discriminating evidence-based instructional practices from ineffective practices, specifically recognizing excessive homework assignment as not supported by teaching effectiveness research."
"item_189","This is a Recall item because the question asks for recall of the correct skill development sequence without requiring application to specific student skills or analysis of learning mechanisms.","Sequencing the four phases of skill development from initial learning through independent performance, generalization to new contexts, and flexible adaptation to varying demands."
"item_190","This is a Recall item because the stem requires recognition of effective pedagogy definition without requiring application to content domains or evaluation of implementation outcomes.","Distinguishing explicit and systematic presentation of information as a highly effective teaching approach from other instructional methods emphasizing exposure or repetition."
"item_195","This is a Recall item because the question asks for identification of cooperative learning's main benefit without requiring application to specific classroom structures or analysis of mechanism.","Recognition that cooperative learning's primary benefit is enhanced individual learning through peer teaching, improved understanding of learning differences, and mutual support."
