"UNIQUEID","complexity_rationale","construct_actually_tested"
"PQ_SAF-04_12","This is a Recall item because it asks the learner to retrieve the specific meaning or definition tied to 'Schools experiencing crisis should focus postvention efforts on', rather than selecting among intervention pathways. The key distinction is remembering the precise construct in Identifying and supporting students at highest risk, not evaluating competing actions such as Only the most severely affected students.","Context-based discrimination of Identifying and supporting students at highest risk within the clinical decision context of Schools experiencing crisis should focus postvention efforts on"
"PQ_SAF-04_13","This is a Recall item because it asks the learner to retrieve the specific meaning or definition tied to 'What is the purpose of psychological first aid (PFA) after a traumatic event?', rather than selecting among intervention pathways. The key distinction is remembering the precise construct in To restore a sense of safety, connection to support, practical information, and, not evaluating competing actions such as To conduct formal mental health treatment and provide intensive psychotherapy.","Context-based discrimination of To restore sense of safety connection to support practical information within the clinical decision context of What is the purpose of psychological first aid"
"PQ_SAF-04_14","This is a Recall item because it asks the learner to retrieve the specific meaning or definition tied to 'A school's crisis response should include a recovery phase addressing', rather than selecting among intervention pathways. The key distinction is remembering the precise construct in Ongoing support for trauma recovery, return to learning, rebuilding community trust, and, not evaluating competing actions such as Only immediate safety concerns, ignoring the other factors that also.","Context-based discrimination of Ongoing support for trauma recovery return to learning rebuilding community within the clinical decision context of school's crisis response should include recovery phase addressing"
"PQ_SAF-04_15","This is an Application item because the learner must use scenario details in 'When students return to school after a crisis at an outside location (e.g., shooting' to choose the best-fit intervention response. Success requires discriminating Acknowledging the trauma, providing support and information, monitoring for trauma symptoms, and from plausible but mismatched alternatives like Assuming students are fine since the crisis did not occur.","Context-based discrimination of Acknowledging the trauma providing support and information monitoring for trauma within the clinical decision context of When students return to school after crisis at"
"PQ_SAF-04_16","This is an Application item because the learner must use scenario details in 'How should memorial policies be developed after a student suicide to balance remembrance with' to choose the best-fit intervention response. Success requires discriminating Develop clear, advance guidelines balancing remembrance with responsible practices that do not from plausible but mismatched alternatives like Prohibit all memorials to prevent contagion, when the evidence suggests.","Context-based discrimination of Develop clear advance guidelines balancing remembrance with responsible practices that within the clinical decision context of How should memorial policies be developed after student"
"PQ_SAF-04_17","This is an Application item because the learner must use scenario details in 'A teacher reports that since a school tragedy, multiple students have become clinically depressed' to choose the best-fit intervention response. Success requires discriminating Secondary trauma or complicated grief related to the incident warrants assessment and from plausible but mismatched alternatives like Coincidence; crises do not cause depression, when additional context would.","Context-based discrimination of Secondary trauma or complicated grief related to the incident warrants within the clinical decision context of teacher reports that since school tragedy multiple students"
"PQ_SAF-04_18","This is a Recall item because it asks the learner to retrieve the specific meaning or definition tied to 'When is it appropriate to involve students in crisis response planning and preparation?', rather than selecting among intervention pathways. The key distinction is remembering the precise construct in Age-appropriately in prevention planning and preparedness, building coping skills and reducing anxiety, not evaluating competing actions such as Never; crisis planning is adult responsibility only, when in fact.","Context-based discrimination of Age-appropriately in prevention planning and preparedness building coping skills and within the clinical decision context of When is it appropriate to involve students in"
"PQ_SAF-04_19","This is a Recall item because it asks the learner to retrieve the specific meaning or definition tied to 'A school is selecting crisis response training for staff. Evidence-based training should include', rather than selecting among intervention pathways. The key distinction is remembering the precise construct in Interactive training with drills, practice, defined roles, and periodic updating, not evaluating competing actions such as Lecture-based information transfer only.","Context-based discrimination of Interactive training with drills practice defined roles and periodic updating within the clinical decision context of school is selecting crisis response training for staff"
"PQ_SAF-04_20","This is an Application item because the learner must use scenario details in 'What is the relationship between crisis prevention and crisis response in comprehensive school crisis' to choose the best-fit intervention response. Success requires discriminating Prevention efforts (threat assessment, climate improvement) reduce crisis probability, while response plans from plausible but mismatched alternatives like Prevention and response are unrelated functions, which plays a role.","Context-based discrimination of Prevention efforts threat assessment climate improvement reduce crisis probability while within the clinical decision context of What is the relationship between crisis prevention and"
"item_037","This is an Application item because the learner must use scenario details in 'When implementing a crisis intervention for an off-campus suicide, the second step is to' to choose the best-fit intervention response. Success requires discriminating Lend direct support to peers/friends of the deceased student from plausible but mismatched alternatives like Consult with administration about ongoing support for impacted students.","Context-based discrimination of Lend direct support to peers friends of the deceased student within the clinical decision context of When implementing crisis intervention for an off-campus suicide"
"item_067","This is a Recall item because it asks the learner to retrieve the specific meaning or definition tied to 'Which is considered primary in crisis intervention?', rather than selecting among intervention pathways. The key distinction is remembering the precise construct in Prevention, not evaluating competing actions such as Leadership.","Context-based discrimination of Prevention within the clinical decision context of Which is considered primary in crisis intervention"
"item_073","This is an Application item because the learner must use scenario details in 'A school psychologist is working at an inner-city elementary school with a highly diverse' to choose the best-fit intervention response. Success requires discriminating Understand the community values and perceptions held about family-school relationships from plausible but mismatched alternatives like Schedule frequent parent nights where parents can have interactions with.","Context-based discrimination of Understand the community values and perceptions held about family-school relationships within the clinical decision context of school psychologist is working at an inner-city elementary"
"item_160","This is an Application item because the learner must use scenario details in 'School psychologists are consulted on crisis topics, plans, and interventions. Which one of the' to choose the best-fit intervention response. Success requires discriminating Crisis prevention measures should be emphasized, developed, put in place, and practiced from plausible but mismatched alternatives like Crisis interventions should address individuals, groups, and systems.","Context-based discrimination of Crisis prevention measures should be emphasized developed put in place within the clinical decision context of School psychologists are consulted on crisis topics plans"
"item_163","This is an Application item because the learner must use scenario details in 'Case example: A school psychologist, practicing in an affluent public school district, is notified' to choose the best-fit intervention response. Success requires discriminating You must discuss and plan for contagion effects with school staff from plausible but mismatched alternatives like You must support and provide resources for the student's family.","Context-based discrimination of You must discuss and plan for contagion effects with school within the clinical decision context of Case example school psychologist practicing in an affluent"
"item_164","This is an Application item because the learner must use scenario details in 'Case example: A school psychologist, practicing in an affluent public school district, is notified' to choose the best-fit intervention response. Success requires discriminating Provide in-school resources and active counseling spaces for students who need additional from plausible but mismatched alternatives like Provide students with verifiable facts and several details about the.","Context-based discrimination of Provide in-school resources and active counseling spaces for students who within the clinical decision context of Case example school psychologist practicing in an affluent"
"item_165","This is an Application item because the learner must use scenario details in 'The Standard Response Protocol (SRP) is an important crisis response framework that is implemented' to choose the best-fit intervention response. Success requires discriminating Escape from plausible but mismatched alternatives like Hold.","Context-based discrimination of Escape within the clinical decision context of The Standard Response Protocol SRP is an important"
