"UNIQUEID","complexity_rationale","construct_actually_tested"
"item_011","This is an Application item because the learner must use scenario details in 'An assistant principal wants the school psychologist to modify the school's suicide protocol and' to choose the best-fit intervention response. Success requires discriminating Notify the parents of this situation and conduct a suicide evaluation from plausible but mismatched alternatives like Notify administration and conduct a suicide assessment.","Context-based discrimination of Notify the parents of this situation and conduct suicide evaluation within the clinical decision context of An assistant principal wants the school psychologist to"
"item_013","This is an Application item because the learner must use scenario details in 'A school psychologist works in a community where many parents use illegal drugs. The' to choose the best-fit intervention response. Success requires discriminating Gather parental, school, and community support to raise awareness and address the from plausible but mismatched alternatives like Present an antidrug intervention program to individual classes.","Context-based discrimination of Gather parental school and community support to raise awareness and within the clinical decision context of school psychologist works in community where many parents"
"item_016","This is an Application item because the learner must use scenario details in 'Diane is a sophomore at a large public high school. At the beginning of' to choose the best-fit intervention response. Success requires discriminating Call Diane's parents to notify them of the situation from plausible but mismatched alternatives like Make sure both Diane and Sally have mental health support.","Context-based discrimination of Call Diane's parents to notify them of the situation within the clinical decision context of Diane is sophomore at large public high school"
"item_075","This is an Application item because the learner must use scenario details in 'Case example: A seventh-grade female student has a speech In this situation, the school' to choose the best-fit intervention response. Success requires discriminating Immediately notify the administration and the parents of the children who have from plausible but mismatched alternatives like Determine which students are involved in the situation and conduct.","Context-based discrimination of Immediately notify the administration and the parents of the children within the clinical decision context of Case example seventh-grade female student has speech In"
"item_089","This is an Application item because the learner must use scenario details in 'An administrator consults with a school psychologist about creating a safe and supportive school' to choose the best-fit intervention response. Success requires discriminating Disproportionality from plausible but mismatched alternatives like Suspension disciplinary practices.","Context-based discrimination of Disproportionality within the clinical decision context of An administrator consults with school psychologist about creating"
"item_103","This is an Application item because the learner must use scenario details in 'An administrator asks the school psychologist to analyze school-wide disaggregated data that may contribute' to choose the best-fit intervention response. Success requires discriminating Systemic racism from plausible but mismatched alternatives like Administrative bias.","Context-based discrimination of Systemic racism within the clinical decision context of An administrator asks the school psychologist to analyze"
"item_116","This is a Recall item because it asks the learner to retrieve the specific meaning or definition tied to 'Which of the following statements regarding threat assessment and school violence is not true?', rather than selecting among intervention pathways. The key distinction is remembering the precise construct in There is a general profile of a ""school shooter"", not evaluating competing actions such as Most perpetrators of school violence have been bullied in the.","Context-based discrimination of There is general profile of school shooter within the clinical decision context of Which of the following statements regarding threat assessment"
"item_124","This is an Application item because the learner must use scenario details in 'A systems-wide practice or policy that is generally endorsed by the National Association of' to choose the best-fit intervention response. Success requires discriminating Threat assessment training from plausible but mismatched alternatives like Tracking.","Context-based discrimination of Threat assessment training within the clinical decision context of systems-wide practice or policy that is generally endorsed"
"item_173","This is an Application item because the learner must use scenario details in 'A teacher alerts the school psychologist to a high school transgender student who has' to choose the best-fit intervention response. Success requires discriminating Do not leave the student unsupervised during any part of the process from plausible but mismatched alternatives like Secure parent permission immediately and start a student clinical interview.","Context-based discrimination of Do not leave the student unsupervised during any part of within the clinical decision context of teacher alerts the school psychologist to high school"
"item_184","This is an Application item because the learner must use scenario details in 'There are some system-wide practices in schools that may be ineffective and related to' to choose the best-fit intervention response. Success requires discriminating Disproportionality from plausible but mismatched alternatives like Multi-Tiered System of Supports (MTSS) and response-to-intervention (RTI) practices.","Context-based discrimination of Disproportionality within the clinical decision context of There are some system-wide practices in schools that"
"item_225","This is an Application item because the learner must use scenario details in 'A district-level school psychologist is asked to lead a threat assessment on a high' to choose the best-fit intervention response. Success requires discriminating A duty-to-warn infraction occurred from plausible but mismatched alternatives like Since law enforcement was given confidential student information, the Family.","Context-based discrimination of duty-to-warn infraction occurred within the clinical decision context of district-level school psychologist is asked to lead threat"
"item_250","This is a Recall item because it asks the learner to retrieve the specific meaning or definition tied to 'According to the Virginia Model of Threat Assessment, what are the three qualitative identification', rather than selecting among intervention pathways. The key distinction is remembering the precise construct in Transient, substantive, and imminent, not evaluating competing actions such as Low, medium, and high.","Context-based discrimination of Transient substantive and imminent within the clinical decision context of According to the Virginia Model of Threat Assessment"
