"UNIQUEID","complexity_rationale","construct_actually_tested"
"PQ_DBD-01_13","This is an Application item because the student must interpret divergent ratings from multiple sources and explain performance variation across different settings, integrating data from home and school contexts.","Multi-rater standardized behavior rating scale interpretation: analyzing discrepancies across home-school raters and contextual performance variation"
"PQ_DBD-01_14","This is an Application item because the student must plan evaluation method sequence and selection based on referral concern specificity and identification requirements for intellectual and adaptive functioning assessment.","Comprehensive evaluation sequencing and method selection: coordinating RIOT components in developmentally appropriate order for intellectual disability identification"
"PQ_DBD-01_15","This is an Application item because the student must connect behavioral variation across different settings to specific ecological and instructional context variables affecting performance and generalization.","Environmental-contextual factor recognition: identifying how instructional setting and grouping structures affect observed student behavior and performance"
"PQ_DBD-01_16","This is an Application item because the student must evaluate CBM data trends including slope and level to make decisions about intervention adjustment and RTI classification or advancement decisions.","Curriculum-based measurement trend interpretation: analyzing slope and level to assess intervention response and rate of progress"
"PQ_DBD-01_17","This is an Application item because the student must justify multiple-setting observation strategy and select appropriate contexts to maximize behavioral generalization and reduce setting-specific sampling bias.","Multi-setting observation planning: selecting observation environments to capture representative behavior samples across school contexts"
"PQ_DBD-01_18","This is an Application item because the student must analyze score-performance mismatches between standardized tests and classroom observations, generating hypotheses about causes and instructional implications.","Achievement test-classroom performance discrepancy interpretation: recognizing when standardized test results diverge from classroom functioning indicators"
"PQ_DBD-01_19","This is an Application item because the student must identify when interview responses may not reflect actual student functioning due to social desirability bias and other response validity threats.","Response validity in interviews: recognizing social desirability bias and self-report accuracy limitations affecting interview data quality"
"PQ_DBD-01_20","This is an Application item because the student must consolidate diverse assessment modalities into coherent conclusions about intellectual and adaptive functioning, integrating conflicting or complementary data sources.","Integration of multimethod RIOT data: synthesizing records, interviews, observations, and test scores to form comprehensive conclusions"
"item_069","This is an Application item because the student must select a functional assessment interpretation and connect it to intervention planning decisions, demonstrating understanding of function-based intervention design principles.","Functional assessment logic application: linking observed behavior topography to presumed function for intervention selection"
"item_070","This is a Recall item because it asks for the primary difference definition between assessment types without case-specific analysis, scenario application, or multi-step reasoning about assessment purposes and constraints.","Informal versus standardized assessment distinction: authentic-curriculum sampling versus norm-referenced universal comparison frameworks"
"item_096","This is an Application item because the student must select the best-practice principle for comprehensive evaluation methodology and data synthesis, understanding how convergent validity strengthens conclusions.","Multi-method convergent validity principle: using multiple assessment approaches to verify conclusions in comprehensive evaluation"
"item_100","This is an Application item because the student must identify how cultural-linguistic background affects interview validity and interpretation accuracy, recognizing sources of bias in assessment procedures.","Linguistic and cultural factors in interviews: recognizing when interview procedures or interpretation may not account for student background"
"item_118","This is a Recall item because it asks students to associate a term with an observational method type through factual retrieval rather than case analysis, scenario application, or evaluating multiple options.","Running record technique recognition: associating narrative observation format with qualitative behavioral documentation procedures"
"item_127","This is an Application item because the student must analyze referral pattern data to identify potential systemic or evaluator factors affecting identification, interpreting statistical patterns in decision-making.","Referral rate variation interpretation: recognizing systemic patterns suggesting potential bias or procedural inconsistency in evaluation decision-making"
"item_129","This is an Application item because the student must select interview method based on validity implications and information-gathering effectiveness, balancing structure with exploratory depth and response flexibility.","Interview technique selection: choosing open-ended or structured approaches based on validity and information-gathering goals"
"item_131","This is an Application item because the student must interpret progress data patterns to make RTI-based decisions about intervention intensity, tier advancement, or special education referral.","RTI progress-monitoring interpretation: using growth trajectory and slope to evaluate intervention response and classify learning disability risk"
"item_133","This is an Application item because the student must analyze RTI performance data and lack-of-response patterns to make recommendations about eligibility and special education placement.","RTI data analysis for placement decisions: evaluating lack of response to intervention as evidence informing special education eligibility determination"
"item_135","This is an Application item because the student must identify compliant evaluation procedures and principles required by special education law and best-practice standards for comprehensive assessment.","Comprehensive evaluation requirement compliance: selecting assessment methods meeting legal and best-practice standards for special education eligibility"
"item_148","This is an Application item because the student must recognize key measurement dimensions and their appropriate applications in comprehensive behavioral analysis, progress monitoring, and intervention evaluation.","Behavior measurement targets: identifying frequency, duration, and latency as fundamental dimensions of behavior recording and analysis"
"item_170","This is an Application item because the student must analyze combined ability and adaptive assessment data to make intellectual disability classification decisions based on dual-deficit criteria.","Comprehensive intellectual and adaptive assessment: coordinating cognitive ability testing with adaptive behavior evaluation to identify intellectual disability"
