"UNIQUEID","complexity_rationale","construct_actually_tested"
"PQ_MBH-04_11","This is an Application item because the learner must use scenario details in 'A child has recurrent nightmares about a traumatic event he witnessed (assault), shows hypervigilance' to choose the best-fit intervention response. Success requires discriminating Post-Traumatic Stress Disorder (PTSD) from plausible but mismatched alternatives like Generalized Anxiety Disorder.","Context-based discrimination of Post-Traumatic Stress Disorder PTSD within the clinical decision context of child has recurrent nightmares about traumatic event he"
"PQ_MBH-04_12","This is an Application item because the learner must use scenario details in 'A 5-year-old shows no appropriate attachment behaviors to parents or caregivers, is emotionally unresponsive' to choose the best-fit intervention response. Success requires discriminating Reactive Attachment Disorder (RAD) from plausible but mismatched alternatives like Secure attachment (normal development).","Context-based discrimination of Reactive Attachment Disorder RAD within the clinical decision context of year-old shows no appropriate attachment behaviors to parents"
"PQ_MBH-04_13","This is an Application item because the learner must use scenario details in 'A student with an Intellectual Disability (ID) has an IQ of 58 and significant' to choose the best-fit intervention response. Success requires discriminating IQ significantly below average (typically below 70) AND significant impairments in adaptive from plausible but mismatched alternatives like Low IQ alone is sufficient for diagnosis, bypassing a step.","Context-based discrimination of IQ significantly below average typically below AND significant impairments in within the clinical decision context of student with an Intellectual Disability ID has an"
"PQ_MBH-04_14","This is an Application item because the learner must use scenario details in 'A student shows significant reading fluency and decoding problems compared to grade-level peers, average' to choose the best-fit intervention response. Success requires discriminating Specific Learning Disorder (SLD) in Reading from plausible but mismatched alternatives like Intellectual Disability.","Context-based discrimination of Specific Learning Disorder SLD in Reading within the clinical decision context of student shows significant reading fluency and decoding problems"
"PQ_MBH-04_15","This is an Application item because the learner must use scenario details in 'A 9-year-old selects oneself for speech less frequently in classroom discussions, avoids group presentations' to choose the best-fit intervention response. Success requires discriminating Selective Mutism (consistent failure to speak in specific social situations) from plausible but mismatched alternatives like Specific Phobia, when the described profile points to a different.","Context-based discrimination of Selective Mutism consistent failure to speak in specific social situations within the clinical decision context of year-old selects oneself for speech less frequently in"
"PQ_MBH-04_16","This is an Application item because the learner must use scenario details in 'A 7-year-old has episodes of uncontrollable crying, aggression toward peers during non-threatening situations, and' to choose the best-fit intervention response. Success requires discriminating Disruptive Mood Dysregulation Disorder (DMDD)—severe recurrent temper outbursts and persistently irritable mood from plausible but mismatched alternatives like Bipolar I Disorder—requires distinct manic or hypomanic episodes lasting several.","Context-based discrimination of Disruptive Mood Dysregulation Disorder DMDD severe recurrent temper outbursts and within the clinical decision context of year-old has episodes of uncontrollable crying aggression toward"
"PQ_MBH-04_17","This is an Application item because the learner must use scenario details in 'A student reports suicidal thoughts (""I want to hurt myself"") and has begun giving' to choose the best-fit intervention response. Success requires discriminating Immediately assess risk level, consult with parents and school administration, implement safety from plausible but mismatched alternatives like Normalize the thoughts and tell the student it will pass.","Context-based discrimination of Immediately assess risk level consult with parents and school administration within the clinical decision context of student reports suicidal thoughts want to hurt myself"
"PQ_MBH-04_18","This is an Application item because the learner must use scenario details in 'An adolescent with depression reports negative thoughts (""I'm a failure,"" ""Nobody likes me""), social' to choose the best-fit intervention response. Success requires discriminating Behavioral activation (gradually increasing engagement in valued activities) plus cognitive therapy (addressing from plausible but mismatched alternatives like Medication alone without any counseling or skill-building, when a more.","Context-based discrimination of Behavioral activation gradually increasing engagement in valued activities plus cognitive within the clinical decision context of An adolescent with depression reports negative thoughts I'm"
"PQ_MBH-04_19","This is an Application item because the learner must use scenario details in 'Which statement most accurately describes the prevalence and impact of anxiety disorders in school-age' to choose the best-fit intervention response. Success requires discriminating Anxiety disorders are common (affecting approximately 10-15% of children) and significantly impact from plausible but mismatched alternatives like Anxiety disorders are rare in children and require little intervention.","Context-based discrimination of Anxiety disorders are common affecting approximately of children and significantly within the clinical decision context of Which statement most accurately describes the prevalence and"
"PQ_MBH-04_20","This is an Application item because the learner must use scenario details in 'A student with ADHD, inattentive type, has difficulty initiating tasks, following multi-step directions, and' to choose the best-fit intervention response. Success requires discriminating MTSS approach: Tier 1 classroom organization supports from plausible but mismatched alternatives like Punishment for not following directions.","Context-based discrimination of MTSS approach Tier classroom organization supports within the clinical decision context of student with ADHD inattentive type has difficulty initiating"
"item_109","This is an Application item because the learner must use scenario details in 'Case example: An upper elementary school student is referred to the Based on the' to choose the best-fit intervention response. Success requires discriminating Autism spectrum disorder from plausible but mismatched alternatives like Nonverbal learning disorder.","Context-based discrimination of Autism spectrum disorder within the clinical decision context of Case example An upper elementary school student is"
"item_161","This is an Application item because the learner must use scenario details in 'During a traumatic event, children may experience a wide variety of emotions and reactions' to choose the best-fit intervention response. Success requires discriminating Posttraumatic stress disorder (PTSD) from plausible but mismatched alternatives like Contagion effects.","Context-based discrimination of Posttraumatic stress disorder PTSD within the clinical decision context of During traumatic event children may experience wide variety"
"item_176","This is an Application item because the learner must use scenario details in 'Landon is a seventh-grade student suspected of having mild autism. When shown pictures of' to choose the best-fit intervention response. Success requires discriminating Theory of the mind from plausible but mismatched alternatives like Objective point of view.","Context-based discrimination of Theory of the mind within the clinical decision context of Landon is seventh-grade student suspected of having mild"
"item_177","This is a Recall item because it asks the learner to retrieve the specific meaning or definition tied to 'For which of the following disorders is anxiety a prevalent characteristic?', rather than selecting among intervention pathways. The key distinction is remembering the precise construct in Posttraumatic stress disorder (PTSD), not evaluating competing actions such as Bipolar disorder.","Context-based discrimination of Posttraumatic stress disorder PTSD within the clinical decision context of For which of the following disorders is anxiety"
