batch,question_number,question_id,skill_id,question_stem,A,B,C,D,E,F,correct_answer,explanation,audit_flag,changes_applied
4,14,PQ_ACA-03_14,ACA-03,Deep processing of information (vs. surface processing) involves:,Reading text multiple times.,Memorizing facts without understanding.,Understanding meaning and connecting to prior knowledge.,Highlighting important information.,,,C,"Deep processing involves understanding meaning and connections. Surface processing is memorization or highlighting without comprehension. Options A, B, and D represent surface-level approaches.",,
4,15,PQ_ACA-03_15,ACA-03,A student using reciprocal teaching strategy would:,Have the teacher teach all instruction while the student listens passively.,"Take turns with peers in leading discussion, generating questions, clarifying, and summarizing—actively engaging with text.",Read the text once and move on.,Rely on the teacher to provide all comprehension.,,,B,"Reciprocal teaching involves students taking leadership roles in discussion, applying comprehension strategies actively. Option A is passive. Option C is insufficient engagement. Option D does not involve student-centered learning.",,
4,16,PQ_ACA-03_16,ACA-03,A student with low test-taking skills might benefit from instruction in:,"Reading faster, which is not supported by the available evidence.","Strategies such as previewing the test, time allocation, and answering easier questions first.","Relaxation techniques only, which is not supported by the available evidence.","Writing more and faster, which is not supported by the available evidence.",,,B,"Test-taking strategies—previewing, budgeting time, strategic question selection—directly improve performance. Option A is not the core issue. Option C addresses anxiety but not strategy. Option D may introduce errors.",,DISTRACTOR_A_EXPANDED; DISTRACTOR_C_EXPANDED; DISTRACTOR_D_EXPANDED
4,17,PQ_ACA-03_17,ACA-03,A growth mindset (Dweck) emphasizes that:,Intelligence is fixed and unchangeable.,Effort and challenge are pathways to growth; abilities develop through practice and effort.,Natural talent is the primary determinant of success.,Failure indicates lack of ability.,,,B,Growth mindset views abilities as developable through effort. Option A is fixed mindset. Option C emphasizes talent over development. Option D reflects fixed mindset.,,
4,18,PQ_ACA-03_18,ACA-03,"When teaching a student to self-monitor reading comprehension, the psychologist might:","Teach the student to ask self-questions (""Do I understand this?""), reread unclear sections, and adjust reading speed.",Require the student to read everything at maximum speed without considering contextual or individualized student factors.,Assign more reading without checking understanding.,Assume the student will monitor comprehension naturally.,,,A,"Teaching self-monitoring strategies—self-questioning, rereading, strategic adjustment—develops metacognitive awareness of comprehension. Options B and C are ineffective. Option D ignores that monitoring must be taught.",,DISTRACTOR_B_EXPANDED
4,19,PQ_ACA-03_19,ACA-03,"A student who regularly checks work before submitting, asks clarifying questions, and revises answers based on feedback demonstrates:",Perfectionism (negative trait).,Self-regulation and metacognitive awareness.,Anxiety about performance.,Lack of confidence.,,,B,"These behaviors reflect monitoring, reflection, and adaptive adjustment—hallmarks of self-regulation. Option A is not necessarily indicated. Options C and D are possible but these behaviors primarily reflect positive self-regulation.",,
4,20,PQ_ACA-03_20,ACA-03,An intervention to improve self-regulated learning should include components addressing:,Goal-setting and planning only.,"Strategy selection, implementation, monitoring, and self-reflection.",Intelligence improvement exclusively.,Teacher direction without student input.,,,B,"Comprehensive SRL interventions address Zimmerman's full model: planning (goal-setting), performance (strategy use), and self-reflection (monitoring and evaluation). Option A is incomplete. Option C is out of scope. Option D omits student agency.

---",,
4,1,PQ_ACA-04_1,ACA-04,The explicit instruction model commonly follows which sequence?,You do-We do-I do,I do-We do-You do,We do-You do-I do,You do-I do-We do,,,B,"The explicit instruction model (I do-We do-You do) represents gradual release of responsibility: teacher models, then guided practice, then independent practice. Option A reverses the sequence. Options C and D are incorrect orders.",,
4,2,PQ_ACA-04_2,ACA-04,"During the ""I do"" phase of explicit instruction, the teacher should:",Have students work independently on problems.,Guide students through problems with support.,"Model the strategy, thinking aloud and demonstrating each step.",Assess student mastery.,,,C,"The ""I do"" phase is teacher modeling and think-aloud, demonstrating the target skill. Option A is ""You do."" Option B is ""We do."" Option D is assessment.",,
4,3,PQ_ACA-04_3,ACA-04,Scaffolding in instruction means:,Building permanent structures of support in the classroom.,"Providing temporary, graduated support that is reduced as the student demonstrates competence.",Giving students more work to do.,Using graphic organizers exclusively.,,,B,"Scaffolding provides temporary support gradually removed as student competence increases. Option A misunderstands ""scaffolding"" literally. Option C is incorrect. Option D is too narrow; scaffolding includes various supports.",,
4,4,PQ_ACA-04_4,ACA-04,Differentiated instruction involves:,Teaching all students the same content the same way.,Using separate curricula for students at different levels without mixing them.,"Adjusting instruction based on student readiness, interest, and learning profile",Providing less challenging work to students who struggle.,,,C,Differentiated instruction tailors teaching to diverse learners while maintaining access to grade-level content. Option A contradicts differentiation. Option B segregates unnecessarily. Option D is reductive—differentiation provides challenge and support.,,CORRECT_C_SHORTENED(semicolon trim)
4,5,PQ_ACA-04_5,ACA-04,Formative assessment in instruction is primarily used to:,Assign grades at the end of a unit.,Gather ongoing data about student understanding to adjust instruction.,Sort students by ability into permanent groups.,Determine college readiness.,,,B,"Formative assessment (quizzes, observations, checks for understanding) guides instructional adjustments during learning. Option A describes summative assessment. Option C is inappropriate grouping. Option D is not the purpose of formative assessment.",,
4,6,PQ_ACA-04_6,ACA-04,"A teacher uses ""think-pair-share"" by having students think alone, discuss with a partner, then share with the class. This strategy promotes:",Teacher-centered instruction.,Passive learning.,Active engagement and collaborative learning.,Reliance on high-performing peers only.,,,C,"Think-pair-share ensures all students engage in thinking and discussion before sharing, promoting active learning and peer collaboration. Option A is student-centered. Option B contradicts active engagement. Option D assumes grouping unfairly favors some peers.",,
4,7,PQ_ACA-04_7,ACA-04,Direct Instruction (DI) is characterized by:,Students discovering concepts with minimal teacher guidance.,"Explicit, sequenced instruction with frequent student responses and immediate feedback.",Primarily independent work.,Minimal structure or curriculum.,,,B,"DI involves structured lessons with explicit teaching, sequential steps, high student response rates, and immediate corrective feedback—particularly effective for struggling learners. Option A describes discovery learning. Option C is not inherent to DI. Option D contradicts DI's structured approach.",,
4,8,PQ_ACA-04_8,ACA-04,Which instructional strategy is supported by Bloom's taxonomy as promoting higher-order thinking?,"Asking students only recall questions (""Name the capital of France"").","Asking students to evaluate claims, solve novel problems, and create new work.",Lecturing without student interaction.,Having students copy notes from the board.,,,B,"Higher-order thinking skills (analyze, evaluate, create) are promoted by complex questions and tasks requiring application beyond memorization. Option A is lowest-level recall. Option C is passive. Option D is passive note-taking.",,
4,9,PQ_ACA-04_9,ACA-04,Peer-Assisted Learning Strategies (PALS) involve:,Unprepared students tutoring other unprepared students.,"High-performing students tutoring low-performing students in a controlled, structured format with teacher direction.","All instruction from trained professionals only, without adequate clinical justification.","Students working independently without collaboration, requiring no further assessment or action.",,,B,PALS pairs higher-performing and lower-performing students in structured peer tutoring with teacher oversight and training. Option A lacks structure or preparation. Option C omits peer learning. Option D contradicts the collaborative nature of PALS.,,DISTRACTOR_C_EXPANDED; DISTRACTOR_D_EXPANDED
4,10,PQ_ACA-04_10,ACA-04,"Mnemonic strategies (e.g., acronyms, rhymes) are useful for:",Teaching deep understanding of concepts.,Improving long-term retention of factual information.,Replacing comprehension instruction.,Using with only advanced learners.,,,B,"Mnemonics aid memory for facts and sequences (e.g., ROY G. BIV for colors). Option A—mnemonics help memory, not necessarily deep conceptual understanding. Option C—mnemonics support but don't replace comprehension. Option D—mnemonics benefit all learners.",,
4,11,PQ_ACA-04_11,ACA-04,Chunking information involves:,Presenting all information at once without organization.,Breaking information into meaningful units to reduce cognitive load.,Reviewing information only once.,Separating information into unrelated pieces.,,,B,"Chunking groups related information into manageable units, supporting working memory and comprehension. Option A overloads cognitive processing. Option C doesn't define chunking. Option D contradicts the organization of chunking.",,
4,12,PQ_ACA-04_12,ACA-04,Visual supports and graphic organizers help students by:,Eliminating the need for written explanation.,"Organizing information visually, showing relationships and structure to aid comprehension and memory.","Being appropriate only for younger students, without adequate clinical justification.","Reducing expectations for student learning, without adequate clinical justification.",,,B,"Graphic organizers (concept maps, Venn diagrams, flow charts) represent information spatially, clarifying relationships and structure. Option A—visuals support but don't eliminate explanation. Option C—visuals benefit learners of all ages. Option D is incorrect.",,DISTRACTOR_C_EXPANDED; DISTRACTOR_D_EXPANDED
4,13,PQ_ACA-04_13,ACA-04,Active responding in instruction means:,Students sitting quietly listening to the teacher.,"Students frequently responding to questions, solving problems, and engaging with content.",Only correct answers are valued.,Only advanced students participate.,,,B,"Active responding includes all students frequently engaging with content through questions, discussion, and problem-solving—essential for learning. Option A is passive. Option C and D are restrictive.",,
4,14,PQ_ACA-04_14,ACA-04,Spaced practice (spacing learning sessions) is superior to massed practice (all at once) for:,Immediate test performance on the following day.,Short-term cramming the night before an exam.,Long-term retention and transfer of learning.,Reducing student effort and study time.,,,C,"Research shows spaced practice produces better long-term learning and transfer than massed practice, though massed practice may feel more immediately effective. Options A and B describe massed practice's short-term effects. Option D is not an advantage but a misconception.",,
4,15,PQ_ACA-04_15,ACA-04,Interleaving (mixing different types of problems or topics during practice) compared to blocked practice (practicing one type at a time):,Is easier for students in the short term.,Produces better long-term retention and ability to distinguish between problem types.,Should be avoided for struggling learners.,Reduces cognitive load.,,,B,Interleaving improves discrimination and transfer by requiring students to distinguish and apply different problem types. Option A—interleaving is harder initially but beneficial long-term. Option C—interleaving benefits diverse learners. Option D—interleaving increases cognitive demand (beneficial for learning).,,
4,16,PQ_ACA-04_16,ACA-04,Error correction in instruction should:,Be avoided to protect student self-esteem.,"Be immediate, clear, and specific; helping the student understand the correct approach.",Focus on criticism rather than correction.,Be done privately without peers aware.,,,B,"Immediate, specific error correction promotes learning; students understand the mistake and the correct approach. Option A ignores learning benefits of correction. Option C is harsh and unhelpful. Option D is not essential; respectful public correction can be effective.",,
4,17,PQ_ACA-04_17,ACA-04,Instructional feedback to students should:,Be given infrequently to avoid overwhelming students.,"Be specific, timely, and focused on effort and strategy.","Praise ability exclusively (""You're smart"").",Be delayed until the end of a unit.,,,B,"Effective feedback is specific (what to do differently), timely (soon after performance), and emphasizes effort/strategy over fixed ability. Option A—frequent feedback aids learning. Option C—ability feedback can undermine motivation. Option D—delayed feedback is less effective.",,
4,18,PQ_ACA-04_18,ACA-04,"Cooperative learning structures (e.g., jigsaw, think-pair-share) are effective because they:",Require less teacher preparation.,"Promote active engagement, peer learning, and accountability.",Are appropriate only for advanced students.,Eliminate the need for whole-class instruction.,,,B,Cooperative structures increase engagement and peer support while maintaining individual accountability. Option A may be false. Option C—structures benefit diverse learners. Option D—whole-class instruction serves important functions.,,
4,19,PQ_ACA-04_19,ACA-04,Zone of proximal development (Vygotsky) in instruction suggests:,Students should work entirely independently without support.,Instruction should occur in the gap between what the student can do independently and what the student can do with support.,All students at the same grade level have identical ZPDs.,Support should never be withdrawn.,,,B,The ZPD is the learning sweet spot where support optimizes growth. Instruction targets this zone through scaffolding. Option A eliminates necessary support. Option C ignores individual differences. Option D—support should be gradually withdrawn as competence grows.,STILL_FLAGGED|margin=63,
4,20,PQ_ACA-04_20,ACA-04,An evidence-based instructional plan should include:,The teacher's preferred teaching method regardless of student need.,"Assessment of student readiness, selection of evidence-based strategies matched to need, implementation with fidelity, and progress monitoring.","The same strategy for all students in the class, without adequate clinical justification.","Instruction without ongoing evaluation, without adequate clinical justification.",,,B,"Evidence-based practice involves assessing need, selecting appropriate interventions, implementing with fidelity, and monitoring progress. Option A ignores student data. Option C ignores individual differences. Option D omits essential evaluation.

---",PARTIAL_FIX|margin=54,DISTRACTOR_C_EXPANDED; DISTRACTOR_D_EXPANDED
4,1,PQ_ACA-06_1,ACA-06,"According to Pavlov's classical conditioning, pairing a neutral stimulus (bell) with an unconditioned stimulus (food) repeatedly will result in:",The neutral stimulus eventually eliciting the response (salivation) previously elicited only by food.,The conditioned stimulus no longer eliciting a response.,Immediate extinction of the response.,The food no longer being reinforcing.,,,A,"Through repeated pairings, the neutral stimulus becomes a conditioned stimulus, eliciting the conditioned response. Option B describes extinction. Option C is not immediate. Option D contradicts the principle.",,
4,2,PQ_ACA-06_2,ACA-06,Positive reinforcement in Skinner's operant conditioning means:,Punishing unwanted behavior.,Adding a desirable consequence after a behavior to increase the likelihood of repetition.,Removing an aversive stimulus.,Praising students regardless of behavior.,,,B,"Positive reinforcement adds a desirable consequence (e.g., praise, tokens) following desired behavior to increase repetition. Option A describes punishment. Option C describes negative reinforcement. Option D is indiscriminate praise, not contingent reinforcement.",,
4,3,PQ_ACA-06_3,ACA-06,A teacher provides praise (a reinforcer) every single time a student raises their hand to answer questions. This is an example of:,Variable interval schedule.,Continuous reinforcement schedule.,Fixed ratio schedule.,Extinction.,,,B,Continuous reinforcement means every instance of the behavior is reinforced. Option A provides reinforcement after varying time intervals. Option C provides reinforcement after a fixed number of responses. Option D is removal of reinforcement.,,
4,4,PQ_ACA-06_4,ACA-06,"A variable ratio reinforcement schedule (e.g., reinforcing on average every 5th correct response, but unpredictably) produces:",Rapid extinction of the behavior.,The behavior most resistant to extinction.,Temporary learning only.,Decreased motivation for the behavior.,,,B,"Variable ratio schedules produce persistent, motivated behavior most resistant to extinction (like slot machines). Option A is opposite. Option C is false. Option D is opposite.",,
4,5,PQ_ACA-06_5,ACA-06,Cognitive-behavioral theory emphasizes:,"Only behavior change, without considering thoughts.","The reciprocal relationship between thoughts, feelings, and behavior.","Only thoughts and emotions, ignoring behavior.",Behavior as determined solely by the environment.,,,B,"Cognitive-behavioral theory recognizes that thoughts influence feelings/behavior and vice versa; change in any component can create overall change. Option A is behaviorist, not cognitive-behavioral. Option C ignores behavior. Option D is purely behaviorist.",,
4,6,PQ_ACA-06_6,ACA-06,Bandura's social learning theory emphasizes that learning occurs through:,"Direct experience only, which is not supported by the available evidence.",Observational learning (watching others) and the influence of self-efficacy on behavior.,"Innate, predetermined responses, without adequate clinical justification.","Punishment and reward exclusively, without adequate clinical justification.",,,B,"Social learning theory stresses observational learning, modeling, and self-efficacy beliefs. Option A ignores observational learning. Option C is not social learning theory. Option D is behavioral, not social learning.",,DISTRACTOR_A_EXPANDED; DISTRACTOR_C_EXPANDED; DISTRACTOR_D_EXPANDED
4,7,PQ_ACA-06_7,ACA-06,Vygotsky's zone of proximal development (ZPD) is the gap between:,"Current and future grades, which is not supported by the available evidence.",What the student can do independently and what the student can do with adult or expert support.,"Intelligence and achievement, which is not supported by the available evidence.","Grade level and chronological age, without adequate clinical justification.",,,B,The ZPD is the learning space between independent performance and performance possible with guidance—the optimal zone for learning. Option A is academic outcomes. Option C is ability-achievement discrepancy. Option D is age-grade alignment.,,DISTRACTOR_A_EXPANDED; DISTRACTOR_C_EXPANDED; DISTRACTOR_D_EXPANDED
4,8,PQ_ACA-06_8,ACA-06,Piaget's preoperational stage (approximately ages 2-7) is characterized by:,"Concrete, logical thinking about objects and events.","Egocentrism, centration, and lack of conservation.",Abstract reasoning and hypothetical thinking.,Sensorimotor reflexes and primitive adaptation.,,,B,"The preoperational stage involves egocentric (self-centered) thinking, centration on one feature, and difficulty with conservation concepts. Option A describes concrete operational. Option C describes formal operational. Option D describes sensorimotor.",,
4,9,PQ_ACA-06_9,ACA-06,A child in the concrete operational stage (Piaget) can:,Understand abstract mathematical concepts and hypothetical scenarios.,Reason logically about concrete objects and events; understand conservation.,Use only senses and motor reflexes to understand the world.,Engage in realistic play without understanding cause-effect.,,,B,"Concrete operational children (7-11) think logically about concrete, present experiences; they understand conservation and reversibility. Option A describes formal operational. Option C describes sensorimotor. Option D describes preoperational.",,
4,10,PQ_ACA-06_10,ACA-06,"In information processing theory, working memory capacity is limited and can typically hold:",Unlimited information.,One to two items.,Five to nine items (chunks).,More than 20 items.,,,C,Working memory holds approximately 5-9 chunks (units) of information. Option A is long-term memory. Option B underestimates. Option D overestimates capacity.,,
4,11,PQ_ACA-06_11,ACA-06,"Schema theory (Piaget, Bartlett) proposes that:",People have unlimited memory capacity for all information.,People organize knowledge into patterns/schemas,Memory is purely factual storage without organization.,Schemas are fixed and never change.,,,B,Schema theory explains how knowledge is organized into mental patterns and how new information is incorporated. Option A contradicts schema theory. Option C ignores organization. Option D contradicts the dynamic nature of schemas.,,CORRECT_B_SHORTENED(semicolon trim)
4,12,PQ_ACA-06_12,ACA-06,Cognitive load theory suggests that:,More information is always better for learning.,Learners have limited working memory capacity,Cognitive load is not a factor in learning.,Advanced learners have no cognitive load.,,,B,Cognitive load theory explains that working memory is limited; effective instruction manages extraneous load and optimizes relevant load. Option A ignores capacity limits. Option C contradicts the theory. Option D is false; advanced learners also have limits.,,CORRECT_B_SHORTENED(semicolon trim)
4,13,PQ_ACA-06_13,ACA-06,Transfer of learning refers to:,Moving a student to a different class.,"Applying knowledge or skills learned in one context to new, different contexts.",Forgetting previously learned information.,Moving physically from one location to another.,,,B,"Transfer is the ability to apply learning in new situations (e.g., applying math skills learned in class to real-world problems). Option A is classroom placement. Option C is forgetting. Option D is literal movement.",,
4,14,PQ_ACA-06_14,ACA-06,Constructivism in education emphasizes that:,Knowledge is passively received from teachers.,Students actively construct knowledge by integrating new information with prior experience.,All students construct identical knowledge.,Teachers should provide all answers without student exploration.,,,B,"Constructivism views learning as active construction, not passive reception. Students build understanding through experience and interaction. Option A is transmission model. Option C ignores individual differences. Option D is direct transmission.",,
4,15,PQ_ACA-06_15,ACA-06,Situated learning theory proposes that:,Learning occurs independent of context.,Learning is deeply connected to the context and activity in which it occurs,Context is irrelevant to educational outcomes.,Learning can only happen in classrooms.,,,B,"Situated learning emphasizes that knowledge is tied to its context; authentic, meaningful activities enhance learning. Option A contradicts the theory. Option C ignores context effects. Option D limits learning locations unnecessarily.",,CORRECT_B_SHORTENED(semicolon trim)
