batch,question_number,question_id,skill_id,question_stem,A,B,C,D,E,F,correct_answer,explanation,audit_flag,changes_applied
5,11,PQ_ACA-08_11,ACA-08,"A student shows strong performance on laboratory EF tasks (working memory, inhibition tests) but demonstrates poor self-regulation in the classroom (calling out, losing materials, not completing work). Which explanation is most plausible?","The laboratory tests are invalid, which does not apply in this clinical context.","Hot EF in real-world contexts requires additional factors (motivation, emotional regulation) beyond cool EF abilities",The student has a learning disability despite normal EF,Classroom observations are unreliable and should be ignored,,,B,"The discrepancy between cool EF (lab tasks) and hot EF (classroom) reflects the additional demands of real-world situations, which involve emotions, motivation, social pressure, and competing rewards. Hot EF is not reducible to cool EF abilities. Lab tests are valid (Option A). Learning disability (Option C) is not the issue. Classroom observations are valid (Option D).",,DISTRACTOR_A_EXPANDED
5,12,PQ_ACA-08_12,ACA-08,"During the preschool years, which executive functioning component shows the most dramatic developmental improvement?","Long-term memory, which triples in capacity","Inhibitory control, which develops significantly from ages 3-5","Processing speed, which approximately doubles",Crystallized intelligence,,,B,"Inhibitory control shows dramatic development during the preschool years (ages 3-5), as evidenced by tasks like the delay-of-gratification tasks. Long-term memory (Option A) and crystallized intelligence (Option D) are not EF domains. Processing speed (Option C) improves more gradually than inhibitory control.",,
5,13,PQ_ACA-08_13,ACA-08,"A student with significant EF deficits but average intelligence benefits from external supports (written reminders, structured environment). Which principle does this illustrate?",Remediation—direct training to improve the underlying EF deficit,Compensation—using external aids to bypass or work around the deficit,Exclusion—removing the student from situations requiring EF,Medication—prescribing stimulants to enhance EF,,,B,"External supports (reminders, structured environment) are compensatory strategies that work around the EF deficit rather than directly training EF skills. Remediation (Option A) would involve direct EF training. Exclusion (Option C) is not appropriate. Medication (Option D) is a separate intervention category.",,
5,14,PQ_ACA-08_14,ACA-08,Which aspect of executive functioning is most directly affected by sleep deprivation in children and adolescents?,Long-term memory encoding,Crystallized intelligence,Inhibitory control and emotional regulation,Reading fluency,,,C,"Sleep deprivation primarily impairs inhibitory control, emotional regulation, and impulse control—core EF processes. This leads to increased behavioral dysregulation in sleep-deprived students. Long-term memory (Option A), intelligence (Option B), and reading fluency (Option D) are less directly affected by acute sleep loss compared to EF.",,
5,15,PQ_ACA-08_15,ACA-08,"A student demonstrates difficulty with response inhibition (acting without thinking) but shows adequate planning and organization skills. Based on this profile, which intervention is most appropriate?",Intensive planning and organizational instruction,"Behavioral strategies targeting impulse control (e.g., self-talk, pause cues, response cost)",Abstract reasoning and IQ training,Reading comprehension interventions,,,B,"A selective inhibitory control deficit calls for behavioral interventions targeting impulse control—self-talk (""Stop and think""), visual cues to pause, and consequences for impulsive actions. Planning/organizational instruction (Option A) is unnecessary if those skills are adequate. Options C and D do not target the identified deficit.",,
5,16,PQ_ACA-08_16,ACA-08,"According to neurodevelopmental research, which brain region is primarily responsible for executive functioning in children and adolescents?",Hippocampus,Prefrontal cortex,Cerebellum,Amygdala,,,B,"The prefrontal cortex (PFC), particularly the dorsolateral prefrontal cortex, is the primary brain region supporting executive functioning. The PFC continues to develop throughout adolescence, which explains why EF improves with age. The hippocampus (Option A) supports memory, the cerebellum (Option C) coordinates motor function, and the amygdala (Option D) processes emotion.",,
5,17,PQ_ACA-08_17,ACA-08,A student can accurately complete a math problem step-by-step when an adult guides her through the process but forgets the steps when working independently. This profile is most consistent with:,Intellectual disability,Working memory deficit affecting independent task execution,Mathematical learning disability,Attention deficit disorder only,,,B,"The student can perform the task with external support (adult scaffolding) but cannot hold the steps in mind independently, indicating a working memory deficit. With scaffolding, working memory demand is reduced because the adult partially supports it. Intellectual disability (Option A) would affect performance even with support. Learning disability (Option C) would involve conceptual understanding issues. ADHD (Option D) could co-occur but doesn't fully explain this working memory-specific pattern.",,
5,18,PQ_ACA-08_18,ACA-08,Which of the following best describes the developmental trajectory of executive functioning across childhood and adolescence?,Executive functioning reaches adult-level capacity by age 8-9 and remains stable thereafter,Executive functioning continues to develop gradually from early childhood through early adulthood (into the 20s),Executive functioning deteriorates during adolescence due to hormonal changes,Executive functioning is fully present at birth and requires no developmental change,,,B,"Research consistently shows that EF (particularly inhibitory control, working memory, and cognitive flexibility) develops gradually from early childhood through the late adolescent/early adult years (into the 20s), with significant development during preschool and early elementary years and continued development through adolescence. Options A, C, and D misrepresent the developmental trajectory.",,
5,19,PQ_ACA-08_19,ACA-08,A school psychologist is recommending accommodations for a student with weak working memory. Which accommodation is most directly supported by research on working memory limitations?,"Longer test-taking time, which is not supported by the available evidence.",Breaking multi-step directions into single steps and providing written instructions,"Reducing reading demands, which is not supported by the available evidence.","Lowering grade-level standards, without adequate clinical justification.",,,B,"Breaking complex tasks into single steps and providing external, written support directly reduces working memory load by externalizing information that would otherwise need to be held in mind. This is compensatory scaffolding. Longer time (Option A) helps somewhat but doesn't address the core working memory load. Options C and D are unnecessary modifications.",,DISTRACTOR_A_EXPANDED; DISTRACTOR_C_EXPANDED; DISTRACTOR_D_EXPANDED
5,20,PQ_ACA-08_20,ACA-08,Which statement accurately reflects the relationship between executive functioning and academic performance across core subjects?,"Executive functioning affects only math performance, not reading or writing","Executive functioning (particularly planning, organization, and impulse control) significantly impacts performance across all academic areas",Executive functioning is unrelated to academics; intelligence is the only factor that matters,"Executive functioning only affects students with ADHD, not typically developing students",,,B,"EF affects all academic domains: reading (maintaining focus and comprehension strategies), math (following steps, checking work), and writing (planning, organizing, revising). Strong EF supports academic success across subjects. Options A, C, and D incorrectly minimize or narrow the scope of EF's academic impact.

---",,CORRECT_B_SHORTENED(em-dash trim)
5,1,PQ_ACA-09_1,ACA-09,A seventh-grader returns to school following a moderate traumatic brain injury (TBI) sustained in a motor vehicle accident 6 weeks ago. She is medically cleared for school but reports fatigue and difficulty concentrating. Which is the school psychologist's most appropriate initial role?,Assume she will return to baseline functioning and place her in regular classes without modifications,"Assess current cognitive functioning, develop a re-entry plan with gradual return to full schedule.",Immediately refer for special education evaluation without additional assessment,Recommend she repeat the grade due to time away from school,,,B,"Post-TBI, students often have a period of recovery with fatigue, concentration problems, and possible late-emerging symptoms. The school psychologist should assess current functioning, develop a re-entry plan with gradual return (potentially part-time initially), monitor ongoing recovery, and adjust as needed. Assuming immediate return to normal (Option A) ignores TBI recovery needs. Immediate special ed referral (Option C) is premature without assessment data. Grade retention (Option D) is not indicated; accommodations during recovery are more appropriate.",,CORRECT_B_SHORTENED(monitor-clause trim)
5,2,PQ_ACA-09_2,ACA-09,A student with Type 1 diabetes has an Individualized Education Program (IEP) under the OHI (Other Health Impairment) category. Which statement accurately reflects the appropriate role of the school psychologist and school health team?,Diabetes management is only the parent's responsibility; school should not be involved,"The school psychologist coordinates with the school nurse for blood glucose monitoring, medication/insulin administration, and educational accommodations related to diabetes effects on cognition and attendance",Students with diabetes should be excluded from physical education and field trips,Blood glucose monitoring and insulin administration should be delegated to any school staff member without specific training,,,B,"Students with diabetes benefit from school/family collaboration on glucose monitoring, medication administration (per school nurse protocols), and accommodations for fluctuating blood sugar effects on cognition, mood, and attention. The school psychologist contributes to the team approach. Option A ignores the school's legitimate role. Options C and D represent inappropriate exclusion and safety violations.",STILL_FLAGGED|margin=85,
5,3,PQ_ACA-09_3,ACA-09,A child is diagnosed with Fetal Alcohol Spectrum Disorder (FASD). Which educational profile is most commonly associated with FASD?,Severe intellectual disability and inability to attend school,Strong abstract reasoning with poor motor coordination,"Average to near-average intelligence with significant executive functioning, adaptive functioning, and behavioral dysregulation",Highly superior cognitive abilities with specific phobia,,,C,"FASD typically presents with average to near-average intelligence but widespread executive functioning deficits, poor adaptive skills, and behavioral/emotional dysregulation—a profile that often leads to underidentification because the IQ appears adequate. Severe intellectual disability (Option A) occurs in some but not all cases. Option B and D are not characteristic profiles.",STILL_FLAGGED|margin=66,
5,4,PQ_ACA-09_4,ACA-09,"A student with epilepsy experiences absence seizures (brief staring spells lasting 5-10 seconds, multiple times daily). How do these seizures typically affect classroom learning and behavior?",Absence seizures are completely benign and have no educational impact,They cause aggressive behavior and require immediate removal from class,Frequent absence seizures cause brief losses of attention/awareness that can accumulate and affect learning.,They only affect students with intellectual disability,,,C,"Absence seizures are brief periods of lost consciousness (staring, unresponsiveness) lasting seconds, often multiple times per day. Cumulatively, these disrupt attention, information processing, and learning, particularly during instruction. They are not benign (Option A), do not inherently cause aggression (Option B), and occur across intellectual levels (Option D).",,CORRECT_C_SHORTENED(especially-clause trim)
5,5,PQ_ACA-09_5,ACA-09,"A fourth-grader returns to school after completing chemotherapy for leukemia. Academically, she shows fatigue, difficulty concentrating, and slower processing speed. Teachers attribute this to laziness. Which term best describes this cognitive effect of cancer treatment?","""Chemo brain"" or ""cancer-related cognitive impairment""",Laziness and lack of motivation,Learning disability,Age-inappropriate emotional immaturity,,,A,"""Chemo brain"" or cancer-related cognitive impairment is a well-documented phenomenon—chemotherapy can affect attention, memory, executive functioning, and processing speed. This is not attributable to laziness (Option B), is not necessarily a learning disability (Option C), and is not an emotional/maturity issue (Option D). Recognition of this effect is crucial for appropriate accommodations.",,CORRECT_A_SHORTENED(em-dash trim)
5,6,PQ_ACA-09_6,ACA-09,"Which health condition, if present during critical periods of brain development, is most likely to result in intellectual disability as a secondary effect?",Asthma,Type 2 diabetes diagnosed in adolescence,Severe chronic infections or lead exposure in early childhood,Seasonal allergies,,,C,"Severe infections (e.g., meningitis, encephalitis) and lead exposure during early childhood brain development can result in neurodevelopmental damage, including intellectual disability. Asthma (Option A) and seasonal allergies (Option D) are not neurotoxic. Type 2 diabetes (Option B) diagnosed in adolescence occurs after critical brain development periods.",,
5,7,PQ_ACA-09_7,ACA-09,A 504 plan is most appropriate for a student with which health condition?,Only severe health conditions requiring extensive accommodations,Health conditions that substantially limit a major life activity but that may not warrant special education eligibility.,Conditions that automatically qualify a student for special education services,Mental health conditions only,,,B,"A 504 plan is appropriate for students whose health condition substantially limits a major life activity (as defined by the ADA), regardless of whether they qualify for special education. Examples include asthma affecting attendance, ADHD affecting concentration, or diabetes affecting glucose regulation. Option A is too narrow. Option C conflates 504 and IEP eligibility. Option D is too narrow.",,CORRECT_B_SHORTENED(parenthetical trim)
5,8,PQ_ACA-09_8,ACA-09,A student with chronic pain secondary to a medical condition shows school refusal and avoidance behaviors. Which intervention approach is most evidence-based?,Excusing the student from all school attendance until pain is resolved,"Cognitive-behavioral intervention addressing pain-related anxiety, graded exposure to school, and family reinforcement of attendance",Assuming pain is behavioral and increasing consequences for non-attendance,Referring only to medical providers without school-based intervention,,,B,"Even with legitimate chronic pain, avoidance and anxiety can develop, requiring cognitive-behavioral intervention alongside medical pain management. Graded exposure and family reinforcement support return to school. Excusing attendance (Option A) reinforces avoidance. Consequences alone (Option C) without addressing anxiety are counterproductive. School psychologists should coordinate with medical providers (Option B), not defer entirely (Option D).",STILL_FLAGGED|margin=58,
5,9,PQ_ACA-09_9,ACA-09,Which of the following is most accurate regarding the relationship between ADHD and educational outcomes?,ADHD has minimal impact on academic achievement if the student has average intelligence,ADHD significantly impacts academics even with average/above-average intelligence.,ADHD only affects students with learning disabilities,ADHD improves on its own by high school without intervention,,,B,"ADHD substantially impacts academic performance regardless of intelligence—difficulty with sustained attention, impulse control, organization, and task completion directly interfere with academic functioning even in bright students. Intelligence alone does not mitigate ADHD effects (Option A). ADHD co-occurs with learning disabilities in some but not all cases (Option C). ADHD typically persists without intervention (Option D).",,CORRECT_B_SHORTENED(parenthetical trim)
5,10,PQ_ACA-09_10,ACA-09,A student with sickle cell disease experiences frequent pain episodes that result in school absences and fatigue when attending. Which educational accommodation is most appropriate?,Exclude the student from physical education and sports entirely,Coordinate with medical team,Place automatically in special education,Assume the condition is psychiatric and refer for mental health treatment only,,,B,"Sickle cell disease causes legitimate medical crises and chronic pain requiring coordination between school and medical teams. Flexible attendance, rest opportunities, and 504 accommodations address the actual limitations. Complete exclusion (Option A) is inappropriate. Automatic special education placement (Option C) is not warranted unless educational performance is significantly impacted. The condition is medical, not primarily psychiatric (Option D).",,CORRECT_B_SHORTENED(semicolon trim)
5,11,PQ_ACA-09_11,ACA-09,"A student on long-term corticosteroid medication for a chronic respiratory condition shows increased irritability, mood instability, and behavioral dysregulation at school. Which is the most appropriate action?",Assume the behavior is intentional and apply behavioral consequences,Refer to psychiatry for mental health treatment of presumed new-onset psychiatric disorder,Communicate with the prescribing physician about medication side effects and coordinate behavioral support while medical management is optimized,Ignore the behavior change and assume it will resolve spontaneously,,,C,"Corticosteroids commonly produce mood and behavioral side effects. The school psychologist should communicate medication side effects to the physician and provide behavioral support during medical optimization, rather than attributing behavior solely to psychiatric illness or intentional misbehavior. Option A misattributes causation. Option B may be premature without addressing medication effects. Option D ignores the documented problem.",STILL_FLAGGED|margin=54,
5,12,PQ_ACA-09_12,ACA-09,Which statement accurately describes how visual impairment affects school psychological assessment and educational intervention?,Standard literacy assessment procedures are appropriate for students with visual impairments; accommodations are not needed,"Assessment must be modified (e.g., braille, large print, audio format)",Students with visual impairment should be placed in segregated special schools away from peers without visual impairment,Visual impairment automatically results in intellectual disability,,,B,"Visual impairment requires significant assessment modifications (braille, large print, audio) and curriculum adaptations emphasizing alternative sensory modalities and orientation/mobility skills. Inclusion in general education (Option C) is appropriate with accommodations. Visual impairment does not cause intellectual disability (Option D). Standard assessment procedures (Option A) are not appropriate without modification.",,CORRECT_B_SHORTENED(semicolon trim)
5,13,PQ_ACA-09_13,ACA-09,A student with Tourette syndrome experiences frequent motor and vocal tics that intensify during stress and academic pressure. How should the school psychologist approach behavior management?,Use harsh consequences to suppress tic expression,Recognize that tics are involuntary,Assume tics are attention-seeking and ignore them,Recommend homebound instruction to eliminate exposure to academic stress,,,B,"Tics in Tourette syndrome are largely involuntary; punishment is ineffective and harmful. Stress reduction, classroom accommodations, and evidence-based tic reduction strategies (habit reversal training) are appropriate. Harsh consequences (Option A) increase stress and worsen tics. Ignoring tics (Option C) doesn't address functional impact. Homebound instruction (Option D) is unnecessary with appropriate accommodations.",,CORRECT_B_SHORTENED(semicolon trim)
5,14,PQ_ACA-09_14,ACA-09,Under which IDEA disability category should a student with severe asthma affecting attendance and classroom concentration most appropriately be considered for special education eligibility?,Specific Learning Disability,Other Health Impairment (OHI),Emotional Disturbance,Intellectual Disability,,,B,Asthma is explicitly listed as an example of OHI in IDEA regulations. A chronic health condition limiting educational functioning qualifies under OHI if it adversely affects educational performance. SLD (Option A) is a learning-specific category. ED (Option C) would require emotional/behavioral disturbance beyond the health effect. ID (Option D) is not indicated by asthma alone.,,
5,15,PQ_ACA-09_15,ACA-09,"A student taking methylphenidate (Ritalin) for ADHD reports decreased appetite and insomnia. The school psychologist notes these side effects are affecting academics (fatigue, difficulty concentrating). What is the most appropriate action?",Recommend the student stop the medication immediately without examining all available data or alternative explanations.,Communicate side effects to the prescribing physician for possible medication adjustment while providing school-based support and monitoring,Assume these are normal effects and make no changes without gathering data to support or refute that interpretation.,Increase stimulation and caffeine to counteract fatigue,,,B,"Decreased appetite and insomnia are documented stimulant side effects that legitimately impact functioning. The school psychologist should report these to the prescriber, who may adjust dosage, timing, or medication. Immediate discontinuation (Option A) is the physician's decision. Ignoring them (Option C) allows harm to continue. Increasing stimulation/caffeine (Option D) worsens insomnia.",,DISTRACTOR_A_EXPANDED; DISTRACTOR_C_EXPANDED
5,16,PQ_ACA-09_16,ACA-09,"A student with Type 1 diabetes and an IEP experiences a hypoglycemic episode (low blood sugar) resulting in confusion, irritability, and poor academic performance. Which statement best reflects appropriate school response?",Treat as a behavior problem and apply consequences for confusion and irritability,"Recognize hypoglycemia as a medical emergency, follow the student's diabetes care plan (blood glucose check, quick-acting carbohydrate).",Exclude the student from school until glucose is perfectly stable,Assign blame to the student or family for inadequate glucose management,,,B,"Hypoglycemia is a medical emergency causing cognitive and behavioral changes. The school nurse and trained staff follow the documented diabetes care plan (glucose monitoring, treatment). It is not a behavior problem (Option A) or cause for exclusion (Option C). Blame (Option D) is inappropriate and non-productive.",STILL_FLAGGED|margin=55,CORRECT_B_SHORTENED(monitor-clause trim)
5,17,PQ_ACA-09_17,ACA-09,A school psychologist is assessing a child with Prenatal Drug Exposure (PDE). Which neurodevelopmental domains are most commonly affected?,Only intellectual ability; other domains are unaffected,"Executive functioning, impulse control, social skills, and possibly intellectual functioning (depending on severity and drug type)","Only motor coordination; no cognitive effects, without adequate clinical justification.","Language only, which is not supported by the available evidence.",,,B,"Prenatal drug exposure can affect executive functioning, impulse control, social/emotional functioning, and potentially intellectual functioning. The specific profile depends on the drug, timing, and severity of exposure. Options A, C, and D incorrectly narrow the scope or misrepresent PDE effects.",,DISTRACTOR_C_EXPANDED; DISTRACTOR_D_EXPANDED
5,18,PQ_ACA-09_18,ACA-09,Which medication commonly used for seizure management can have the side effect of cognitive dulling or slowed processing speed?,Medications for blood pressure regulation only,"Some anticonvulsant medications (e.g., phenobarbital, some others)",Only antibiotic medications,No seizure medications have cognitive side effects,,,B,"Some anticonvulsant medications (particularly phenobarbital, but also others) can produce cognitive side effects including dulling, slowed processing, and drowsiness. A school psychologist should be aware of these effects and coordinate with the prescribing neurologist if cognitive impacts are significant. Options A, C, and D are inaccurate.",,
5,19,PQ_ACA-09_19,ACA-09,A student with ADHD has a 504 plan providing extended test time. Which is the primary educational rationale for this accommodation?,"To lower academic standards or grade content, without adequate clinical justification.","To compensate for reduced processing speed and working memory capacity, allowing adequate time for attention, executive functioning, and response formulation without penalizing ADHD effects on performance speed",To allow the student to avoid challenging material,"To guarantee better grades, which is not supported by the available evidence.",,,B,"Extended time for testing accommodates the executive functioning and processing demands of ADHD, allowing the student to demonstrate knowledge without penalty for attention/speed issues. This is a legitimate accommodation, not lowering standards (Option A), avoiding material (Option C), or guaranteeing grades (Option D).",PARTIAL_FIX|margin=124,DISTRACTOR_A_EXPANDED; DISTRACTOR_D_EXPANDED
5,20,PQ_ACA-09_20,ACA-09,A student returns to school following hospitalization for a severe illness. The student is medically cleared but is significantly deconditioned physically and reports anxiety about returning. Which school psychologist action best supports successful re-entry?,Place the student immediately in the regular schedule without accommodation,"Develop a gradual, phased re-entry plan",Recommend extended homebound instruction indefinitely,Assume anxiety is attention-seeking and ignore it,,,B,"Post-illness re-entry benefits from gradual re-entry planning, anxiety assessment and intervention, and medical/family coordination. Immediate full schedule (Option A) ignores reconditioning needs. Permanent homebound status (Option C) is unnecessary with planning. Dismissing anxiety (Option D) allows avoidance patterns to develop.

---",,CORRECT_B_SHORTENED(semicolon trim)
5,1,PQ_DEV-01_1,DEV-01,"According to Erikson's theory, a child in grades K-3 (approximately ages 5-8) is in which psychosocial stage, and what is the primary developmental task?",Trust vs Mistrust—learning to trust caregivers,Initiative vs Guilt—developing purpose and planning ability,Industry vs Inferiority—developing competence through mastery of skills and academic tasks,Identity vs Role Confusion—exploring self-concept and future roles,,,C,"School-age children (6-12 years) are in Erikson's Industry vs Inferiority stage, focused on developing competence, learning skills, and experiencing success in academic and social domains. Ages 3-5 are Initiative vs Guilt (Option B). Infancy is Trust vs Mistrust (Option A). Adolescence is Identity vs Role Confusion (Option D).",,
5,2,PQ_DEV-01_2,DEV-01,"A 5-year-old understands that a tall, thin glass and a short, wide glass contain the same amount of liquid only when he watches the pouring process. He cannot yet reliably answer conservation questions about rearranged objects. Which Piaget stage does this suggest?",Sensorimotor (0-2 years),Preoperational (2-7 years),Concrete Operational (7-11 years),Formal Operational (11+ years),,,B,"This child is in the Preoperational stage, characterized by lack of conservation—the inability to understand that quantity remains the same despite perceptual changes. He can understand conservation only with perceptual support (watching the pour), which is typical of this stage. Concrete Operational children (Option C) reliably conserve without perceptual support. Sensorimotor (Option A) and Formal Operational (Option D) are incorrect stages.",,
5,3,PQ_DEV-01_3,DEV-01,"According to Vygotsky's theory, the ""Zone of Proximal Development"" (ZPD) refers to:",Skills the child has already mastered independently,Tasks that are too difficult for the child to ever learn,The range between what a child can do independently and what he can do with adult scaffolding/support,The child's overall intelligence level,,,C,The ZPD is the gap between independent performance and performance with adult guidance—the area where learning occurs with support. Option A describes independent functioning (below the ZPD). Option B describes tasks beyond the ZPD. Option D misrepresents ZPD as an intelligence measure.,,
5,4,PQ_DEV-01_4,DEV-01,"A school psychologist implements scaffolding strategies (e.g., breaking tasks into steps, providing models, gradually reducing support) based on Vygotsky's theory. This practice reflects which key Vygotskian concept?",Object permanence,Scaffolding within the Zone of Proximal Development,Conservation,Theory of Mind,,,B,Scaffolding—providing graduated support that decreases as the child gains competence—is a direct application of Vygotsky's ZPD theory. Object permanence (Option A) and conservation (Option C) are Piagetian concepts. Theory of Mind (Option D) is a different developmental concept.,,
5,5,PQ_DEV-01_5,DEV-01,Bronfenbrenner's ecological systems model describes the child's environment in nested layers. Which system includes the interaction between the child's home and school?,Microsystem (immediate environments the child directly participates in),Mesosystem (connections between microsystems),Exosystem (indirect influences on the child),Macrosystem (cultural and societal values),,,B,"The Mesosystem consists of connections and interactions between microsystems (e.g., home-school communication, consistency between home and school expectations). The Microsystem (Option A) includes individual environments. The Exosystem (Option C) involves indirect influences (e.g., parent's workplace policies affecting family). The Macrosystem (Option D) is the broader cultural context.",,
5,6,PQ_DEV-01_6,DEV-01,"According to attachment theory (Bowlby, Ainsworth), an infant showing the ""secure attachment"" pattern would most likely exhibit which behavior when the parent returns after a brief separation?",Ignoring the parent and remaining engaged with toys,Showing fear and resistance; difficulty being comforted even when the parent returns,"Seeking proximity to the parent, being comforted, then returning to exploration",Showing confusion and disorganized behavior,,,C,"Secure attachment is characterized by the infant seeking the parent when distressed, being comforted, then resuming independent exploration. Ignoring (Option A) suggests avoidant attachment. Resistance and difficulty calming (Option B) suggest resistant/ambivalent attachment. Disorganized behavior (Option D) characterizes disorganized attachment.",,
