batch,question_number,question_id,skill_id,question_stem,A,B,C,D,E,F,correct_answer,explanation,audit_flag,changes_applied
1,11,PQ_CON-01_11,CON-01,"During problem identification in behavioral consultation, a teacher states the student ""has bad behavior."" Why is this statement insufficient for consultation to proceed?",The teacher is showing resistance to the process,The statement is not operationally defined and cannot be measured or observed objectively,The teacher has not yet consulted with the parent,The school psychologist has not yet observed the student,,,B,"Behavioral consultation requires operational definitions—specific, measurable descriptions of the target behavior (e.g., ""leaves seat without permission 5-8 times per 45-minute period""). ""Bad behavior"" is vague and unmeasurable. Option A attributes a motive without evidence. Option C is not a requirement for behavioral problem identification. Option D is one data source but doesn't address the definitional problem.",BATCH1_PRE_AUDITED,
1,12,PQ_CON-01_12,CON-01,A school psychologist notices that a teacher's descriptions of a student's behavior are inconsistent across conversations. Which consultation relationship quality is being challenged?,Genuine collaboration,Professional respect,Clear communication and shared understanding,Trustworthiness,,,C,Inconsistent descriptions suggest a breakdown in clear communication and shared understanding of what is actually happening behaviorally. This needs to be addressed through clarification and collaborative problem definition. Option A is broader and not specifically about inconsistency. Option B is not the issue. Option D suggests dishonesty; inconsistency may reflect confusion rather than untrustworthiness.,BATCH1_PRE_AUDITED,
1,13,PQ_CON-01_13,CON-01,"A parent tells the school psychologist in an initial consultation meeting, ""I don't understand why the teacher is complaining. My child does fine at home."" What is the BEST first response?",Explain that teacher is more trained to recognize behavior problems,Validate the parent's perspective while collaboratively exploring whether environmental differences might explain the discrepancy,Suggest the child is manipulating both settings,"Recommend psychological evaluation to determine the ""real"" problem",,,B,This response validates the parent's observation (children often do behave differently in different settings) while opening collaborative inquiry about contextual differences—a key consultee-centered technique. Option A is dismissive of the parent. Option C is a presumptive interpretation. Option D jumps to evaluation unnecessarily.,BATCH1_PRE_AUDITED,
1,14,PQ_CON-01_14,CON-01,"In behavioral consultation, which of the following is the MOST appropriate strategy to increase intervention integrity—the degree to which an intervention is implemented as designed?","Conduct consultation only with the teacher, not the parent","Provide detailed written intervention procedures and observe implementation with specific, positive feedback on adherence",Assume the teacher will implement consistently without monitoring,Use a complex intervention so the teacher understands its importance,,,B,"Intervention integrity is improved through clear procedures, direct monitoring of implementation, and specific feedback on what is working. This addresses barriers to implementation. Option A limits stakeholder involvement. Option C ignores the reality that implementation fades without support. Option D adds unnecessary complexity.",BATCH1_PRE_AUDITED,
1,15,PQ_CON-01_15,CON-01,A school psychologist is designing a consultation approach for a school where teachers have expressed skepticism about implementing social-emotional learning strategies. What is the FIRST consultant action?,Roll out a schoolwide program immediately,"Build a collaborative relationship by understanding teachers' concerns, beliefs, and previous experiences with similar initiatives",Provide training on the research supporting social-emotional learning,Identify teachers who are already supportive and work with them first,,,B,"Starting with genuine understanding of stakeholder concerns and beliefs is essential before attempting change initiatives, particularly in controversial or resistant environments. This consultee-centered approach builds the foundation for collaboration. Option A ignores resistance. Option C is educational but doesn't address underlying concerns. Option D bypasses the majority who need engagement.",BATCH1_PRE_AUDITED,
1,16,PQ_CON-01_16,CON-01,"In collaborative entry during consultation, a school psychologist asks a teacher, ""Tell me about your current approach to this student's reading difficulties and what you've noticed works and doesn't work."" This technique reflects which consultation principle?",Consultant expertise dominance,Valuing the consultee as an expert on the student and classroom context,Rapid problem identification,Assessment-focused approach,,,B,"This question positions the teacher as the expert on their classroom and student, which is fundamental to collaborative consultation relationships. It builds on the teacher's existing knowledge and perspective. Option A is the opposite of this approach. Option C is a byproduct, not the principle. Option D is not the focus of this technique.",BATCH1_PRE_AUDITED,
1,17,PQ_CON-01_17,CON-01,"A school psychologist and teacher develop a behavioral intervention plan together, and the teacher implements it for two weeks. When they meet again, the teacher reports, ""The intervention isn't working."" What is the MOST appropriate next step in behavioral consultation?",Discontinue the intervention and try a different one,Analyze intervention implementation fidelity and the student's response data before deciding to modify,Conclude the student needs special education evaluation,Increase the intensity of the intervention immediately,,,B,"Before changing an intervention, the consultant and consultee must examine whether it was implemented as designed (fidelity) and analyze the actual data on student response. Poor outcomes may reflect implementation issues rather than intervention failure. Option A is premature. Option C is a jump to eligibility without adequate problem-solving. Option D lacks data support.",BATCH1_PRE_AUDITED,
1,18,PQ_CON-01_18,CON-01,Which statement BEST distinguishes behavioral consultation from consultee-centered consultation?,Behavioral consultation is faster,Behavioral consultation focuses on defining and analyzing the student's behavior; consultee-centered focuses on building the consultee's capacity and addressing consultee concerns,Behavioral consultation requires more meetings,Consultee-centered consultation requires special education background,,,B,"This is the core distinction. Behavioral consultation is client-focused (the student) with emphasis on behavior analysis; consultee-centered is consultee-focused with emphasis on expanding the teacher's capacity and addressing factors limiting the teacher's effectiveness. Options A, C, and D are not defining characteristics.",BATCH1_PRE_AUDITED,
1,19,PQ_CON-01_19,CON-01,"A school psychologist is working with a teacher on a student's disruptive behavior. The teacher asks, ""Should I just send him to the office every time he acts up?"" What does this question suggest about the consultation so far?",The consultation is progressing well,The teacher has not yet engaged in the collaborative problem-solving process or understands the function-based intervention approach,The student needs a more restrictive placement,The teacher is being uncooperative,,,B,"This question reflects a punitive, response-focused approach rather than function-based intervention design—suggesting the consultation process of analyzing antecedents, behavior function, and replacement behaviors has not been internalized. Option A misreads the situation. Option C is not indicated by this question alone. Option D attributes malice rather than addressing the consultative gap.",BATCH1_PRE_AUDITED,
1,20,PQ_CON-01_20,CON-01,"In Conjoint Behavioral Consultation (CBC), a parent states the student behaves well at home while the teacher reports frequent disruptive behavior at school. How should the consultant interpret this discrepancy?",The parent is not being truthful about home behavior,The student has a behavior disorder that requires medication,"The different settings may have different antecedents, consequences, and environmental structures that explain the behavioral variation",The school should implement the same consequences as home,,,C,"Setting differences (academic vs. family structure, peer dynamics, adult-student ratios, task demands) naturally produce behavioral variation. This is expected and does not indicate deception or pathology. The CBC framework uses this information to design setting-specific interventions. Option A is accusatory. Option B is a premature medical interpretation. Option D ignores the utility of understanding setting differences.

---",BATCH1_PRE_AUDITED,
1,1,PQ_DBD-01_1,DBD-01,"A school psychologist receives a referral for a fifth-grade student with frequent off-task behavior and incomplete classwork. To comprehensively understand this concern using the RIOT framework, which of the following represents the BEST sequence?","Conduct IQ testing, then meet with the teacher, then observe the student","Review records, interview teacher and student, observe in classroom, then administer specific ability tests if indicated","Observe the student immediately, then decide if other methods are needed",Interview the parent first to determine if home factors are causing the school problem,,,B,"RIOT (Records, Interviews, Observations, Tests) suggests a logical sequence: review existing records for background/history, conduct targeted interviews to understand the concern from multiple perspectives, conduct direct observations in natural settings, and only then administer specific tests if data indicate a processing or ability concern. Option A inverts the sequence by starting with testing. Option C prematurely assumes observation alone is sufficient. Option D may be part of interviews but is not the first step in addressing school-based concerns.",BATCH1_PRE_AUDITED,
1,2,PQ_DBD-01_2,DBD-01,"An observer is watching a student's behavior in the classroom. After 10 minutes, the observer notices the teacher praises the student for appropriate behavior and the observer subsequently rates all of the student's behavior more favorably for the remainder of the observation, even when the behavior is identical to earlier in the session. This exemplifies which observational bias?",Observer drift,Halo effect,Reactivity,Frequency recording error,,,B,"The halo effect occurs when an observer's impression of a person (positive or negative) based on one characteristic or interaction colors subsequent observations and ratings. Here, the teacher's praise created a positive impression that biased the observer's subsequent ratings. Option A (observer drift) involves the observer's criteria or definitions changing over time. Option C (reactivity) involves the subject changing behavior due to being observed. Option D refers to recording method error, not observational bias.",BATCH1_PRE_AUDITED,
1,3,PQ_DBD-01_3,DBD-01,A school psychologist is gathering information about a student's disruptive behavior. Which of the following combinations BEST represents a multimethod approach that captures authentic classroom performance?,Standardized behavior rating scale only,Parent interview and IQ test,"Classroom observation using interval recording, teacher interview about antecedents/consequences, and behavior rating scales from multiple raters",One 30-minute classroom observation by the psychologist,,,C,"Multimethod information gathering incorporates multiple RIOT components and raters to triangulate authentic performance. Direct observation with specific behavior sampling, qualitative interview data about contextual factors, and standardized ratings from those who know the student capture behavior across methods and perspectives. Option A is single-method. Option B doesn't include classroom data. Option D is limited observation.",BATCH1_PRE_AUDITED,
1,4,PQ_DBD-01_4,DBD-01,"When conducting a semi-structured interview with a teacher about a student's reading difficulties, which characteristic MOST contributes to the interview's validity?",Using the exact same questions in the exact same order for every teacher,Allowing flexibility to follow up on important details while maintaining a consistent focus on key areas of inquiry,Recording the interview without the teacher's knowledge,Asking leading questions that guide the teacher toward expected answers,,,B,"Semi-structured interviews balance consistency in topic coverage with flexibility to explore important details—this maintains validity by capturing meaningful information while ensuring comparability across respondents. Option A describes a fully structured interview, which may miss important nuances. Option C violates ethical and legal standards. Option D introduces bias.",BATCH1_PRE_AUDITED,
1,5,PQ_DBD-01_5,DBD-01,A school psychologist is assessing a student's reading fluency. The psychologist administers an informal curriculum-based oral reading fluency probe and also reviews the student's standardized reading achievement test score from the prior year. How do these assessment methods DIFFER?,The probe is authentic; the achievement test is not,The probe measures current performance in the actual curriculum; the achievement test provides normative comparison but may not reflect current classroom reading material,The probe requires more time to administer,The achievement test is more valid than the probe,,,B,"Informal measures like CBM probes directly sample from classroom curriculum and provide immediate, frequent data on current performance; formal achievement tests provide norm-referenced comparisons but may use different reading materials and provide less frequent data. Option A oversimplifies; both can be authentic. Option C is typically reversed. Option D depends on the purpose; neither is universally ""more valid.""",BATCH1_PRE_AUDITED,
1,6,PQ_DBD-01_6,DBD-01,"A school psychologist arranges to observe a student's behavior during math instruction. During the observation, the student exhibits more off-task behavior than usual because the psychologist is present in the classroom. This phenomenon is called:",Observer drift,Reactivity,Halo effect,Demand characteristics,,,B,Reactivity refers to changes in the subject's behavior due to awareness of being observed or the presence of the observer—an unobtrusive observation would likely show the student's typical behavior. Option A involves observer criteria change. Option C involves observer bias in rating. Option D is related but refers to cues about expected behavior in a broader sense.,BATCH1_PRE_AUDITED,
1,7,PQ_DBD-01_7,DBD-01,A school psychologist needs to measure how frequently a student engages in hand-raising before responding in class. Which behavioral observation recording method is MOST appropriate?,Interval recording,Duration recording,Frequency recording,Narrative recording,,,C,"Frequency recording counts discrete events with clear onsets and offsets—hand-raising occurs in distinct instances. Interval recording tracks presence/absence during time intervals. Duration measures total time engaged. Narrative recording describes behavior qualitatively. Option A, B, and D are less efficient for counting discrete events.",BATCH1_PRE_AUDITED,
1,8,PQ_DBD-01_8,DBD-01,"A school psychologist reviews cumulative records and notices that a student's standardized reading scores have been consistently at the 25th percentile or below across grades 2, 3, and 4. The student was never referred for special education evaluation. What is the MOST important next step?",Immediately refer the student for special education evaluation,Conduct classroom observations to confirm the pattern exists in actual classroom performance,Interview the teacher about why this pattern has not prompted previous referrals and the current classroom instruction and interventions,Administer a cognitive test to rule out intellectual disability,,,C,A persistent low-achievement pattern documented in records should trigger inquiry about why it was not addressed previously and what the current instructional response has been. This interview provides essential context before proceeding to evaluation or intervention planning. Option A is premature without understanding current status. Option B may follow but doesn't address why intervention was delayed. Option D assumes cognitive factors are the primary concern without establishing current functioning.,BATCH1_PRE_AUDITED,
1,9,PQ_DBD-01_9,DBD-01,"A school psychologist is selecting observation methods to assess a student's off-task behavior. The psychologist wants to know not just how often the student is off-task, but what percentage of the class period the student is off-task. Which recording method is MOST appropriate?",Frequency recording,Momentary time sampling,Partial interval recording,Latency recording,,,C,"Interval recording (particularly partial interval, which records off-task behavior if it occurs at ANY point during the interval) measures the percentage of time intervals in which the behavior occurs, directly answering ""what percentage of the period."" Frequency only counts events. Momentary time sampling checks only at specific moments, not intervals. Latency measures time to onset.",BATCH1_PRE_AUDITED,
1,10,PQ_DBD-01_10,DBD-01,Two teachers observe the same student's behavior during an identical 15-minute lesson. Teacher A rates the student's on-task behavior at 60% using interval recording. Teacher B rates the same student's on-task behavior at 40%. What is the MOST likely reason for this discrepancy?,"One teacher is definitely correct, the other is wrong","Observer drift or different operational definitions of ""on-task"" between observers",The observation occurred at different times of day,The student has inconsistent behavior that genuinely differs across teachers,,,B,"Discrepancies in simultaneous observations of the same behavior most often reflect observer differences—inconsistent operational definitions, observer drift (criteria changing), or differences in how observers record behavior—rather than true behavioral differences. Option A assumes one is correct. Option C and D are less likely explanations for simultaneous observation differences.",BATCH1_PRE_AUDITED,
1,11,PQ_DBD-01_11,DBD-01,A school psychologist conducts a 20-minute classroom observation using a running record (narrative method). Which information is BEST captured by this method?,Exact frequency counts of specific target behaviors,Accurate percentages of time spent in off-task behavior,"Detailed sequence of events, antecedents, consequences, and student/teacher interactions",Comparison of the student's behavior to peer norms,,,C,"Running record (narrative observation) provides rich, detailed descriptions of the sequence of events, context, and interactions—ideal for generating hypotheses about behavior function and environmental influences. Option A requires frequency recording. Option B requires interval recording. Option D requires comparison observations or normative reference.",BATCH1_PRE_AUDITED,
1,12,PQ_DBD-01_12,DBD-01,A school psychologist reviews a student's cumulative file and discovers the student has changed schools twice in the past three years. Why is this information important to gather in comprehensive evaluation?,It explains why the student is struggling and eliminates need for further assessment,It helps explain potential inconsistencies in prior testing and highlights possible gaps in educational continuity or stability that could impact learning,It indicates the student should be placed in a more restrictive setting,It suggests the family does not value education,,,B,"Frequent school changes create educational discontinuity, inconsistent instructional histories, and gaps in prior testing documentation—important context for understanding current functioning and avoiding misinterpretation of achievement data. Option A over-simplifies causation. Option C is not indicated by mobility alone. Option D is an unfounded inference.",BATCH1_PRE_AUDITED,
1,13,PQ_DBD-01_13,DBD-01,"A school psychologist obtains teacher ratings on a behavior rating scale, parent ratings on the same scale, and conducts classroom observation. The teacher's scale indicates significant behavioral concerns; the parent's scale and observation data suggest mild concerns. How should the psychologist interpret this multi-method discrepancy?",The parent is in denial about the behavior problem,The student is misbehaving only at school due to setting-specific factors,"Different settings, observer perspectives, and rating biases produce different results; further analysis of setting differences and interrater reliability is needed","The classroom observation is the ""true"" measure and should be weighted most heavily",,,C,"Multi-method discrepancies are expected because different settings, raters with different perspectives, and different measurement approaches (rating vs. observation) all contribute valid but different information. Rather than assuming one is ""true,"" the psychologist should analyze why the discrepancy exists—setting differences, rating bias, or genuine behavioral variation. Option A is an unfounded inference. Option B is one possibility but requires analysis. Option D inappropriately privileges one method over others.",BATCH1_PRE_AUDITED,
1,14,PQ_DBD-01_14,DBD-01,A school psychologist is planning a comprehensive evaluation for a student suspected of having a specific learning disability in reading. Which RIOT component should be emphasized FIRST to understand the nature of the reading difficulty?,Tests of cognitive ability,Records review of prior reading assessment data and reading instruction history,Interviews with teacher about classroom reading demands and instruction,Observation of student during reading instruction,,,B,"Records review provides historical context on reading achievement patterns, prior intervention response, and instructional history—essential to understand whether current difficulties represent a long-standing pattern or recent change, and to avoid duplicating prior assessments. Options C and D build on this foundation. Option A should follow understanding of the reading difficulty.",BATCH1_PRE_AUDITED,
1,15,PQ_DBD-01_15,DBD-01,A school psychologist conducts an observation and notices the student is more engaged during small group instruction than whole-class instruction. This observation finding is MOST important because:,Small group instruction is better than whole-class instruction for all students,"It suggests a potential environmental/contextual factor (group size, individualization) affecting performance, informing intervention design",It indicates the student has a behavior disorder,It eliminates need for cognitive testing,,,B,"Observational findings about performance differences across environmental contexts highlight ecological factors influencing behavior—group size, attention/reinforcement, instructional pace—which directly inform intervention design. Option A overgeneralizes. Option C is not indicated by this finding alone. Option D is incorrect; cognitive assessment may still be needed.",BATCH1_PRE_AUDITED,
1,16,PQ_DBD-01_16,DBD-01,"When interpreting trends in a student's CBM reading fluency data across 10 weeks, the psychologist notices the data are highly variable with no clear trend upward or downward. What is the MOST appropriate interpretation?",The student is not responding to intervention,The observation data are unreliable and should be discarded,The intervention is working very well,"Multiple factors may be causing variability (inconsistent implementation, skill development plateaus, measurement error, or changing environmental conditions); further analysis is needed",,,D,"High variability in CBM data warrants investigation of potential causes—implementation inconsistency, learning plateaus, environmental changes, or measurement factors—rather than drawing quick conclusions. Option A is premature given variability. Option B inappropriately discards valid data. Option C contradicts the lack of upward trend.",BATCH1_PRE_AUDITED,
1,17,PQ_DBD-01_17,DBD-01,"A school psychologist advocates for including observations across multiple settings (classroom, lunch, recess, special education resource room) in a student's comprehensive behavioral assessment. Why is this multi-setting approach important?",It is required by IDEA for all evaluations,"Behavior often varies significantly across settings, and single-setting observation may not represent typical behavior",It requires less time than single observations,Multiple settings always indicate a more serious behavior problem,,,B,"Behavior is highly contextual—a student may show significant off-task behavior in math but not in preferred subjects, or aggressive behavior on the playground but not in structured classroom settings. Multi-setting observation captures this variability and provides more accurate understanding. Option A is incorrect; it's best practice, not IDEA requirement. Option C is typically false. Option D is not true.",BATCH1_PRE_AUDITED,
1,18,PQ_DBD-01_18,DBD-01,A school psychologist finds that a student's math achievement test score (standardized) is significantly higher than the student's math CBM probe score (curriculum-based). How should the psychologist interpret this discrepancy?,The achievement test is invalid,The CBM probe is too difficult,"The achievement test and CBM measure different constructs; the achievement test may use different content/format than classroom curriculum, while CBM directly samples from curriculum",The student is lazy during the CBM,,,C,"Standardized achievement tests sample from a broad, normed curriculum and test format, while CBM directly measures performance on the actual classroom reading material and fluency pace. Discrepancies reflect measurement differences, not invalidity. Option A is not justified. Option B may be true but isn't the core explanation. Option D is an unfounded inference.",BATCH1_PRE_AUDITED,
1,19,PQ_DBD-01_19,DBD-01,"A school psychologist interviews a student about academic motivation. The student provides socially desirable responses (e.g., ""I always try my best""). What is the MOST appropriate response from the psychologist?",Accept these responses at face value,Immediately conclude the student is being dishonest,"Acknowledge this is common, probe for more specific examples, and triangulate with observational and teacher data",Discard the interview data as unreliable,,,C,"Self-report bias is common, especially with younger students or regarding socially valued behaviors. The psychologist should probe for specificity (e.g., ""Tell me about a time recently when you worked hard in reading"") and cross-validate with other data sources. Option A ignores bias. Option B is an unfounded interpretation. Option D inappropriately discards the data.",BATCH1_PRE_AUDITED,
1,20,PQ_DBD-01_20,DBD-01,"A school psychologist completes a comprehensive evaluation using RIOT methods. When writing the evaluation report, how should this multi-method data be integrated?",Present each method separately without attempting to synthesize,Weight standardized tests most heavily as they are objective,"Synthesize across methods to develop hypotheses and conclusions, noting areas of convergence and discrepancy",Use only the most recent data and discard older information,,,C,"Comprehensive evaluation requires integrating across RIOT methods—looking for convergent validity (when methods agree) and investigating discrepancies. This multi-method approach provides the most accurate understanding of the student. Option A leaves interpretation to the reader. Option B inappropriately privileges one method. Option D loses important historical context.

---",BATCH1_PRE_AUDITED,
1,1,PQ_DBD-03_1,DBD-03,A school psychologist is administering a cognitive assessment to an English Language Learner (ELL) with minimal English proficiency. The student performs at the 5th percentile on verbal subtests but average on nonverbal subtests. Which interpretation is MOST appropriate?,The student has intellectual disability,The student's verbal performance is depressed due to language barriers and does not accurately reflect cognitive ability; nonverbal measures are more representative of cognitive functioning in this case,The student should be excluded from special education evaluation,The student has a specific learning disability in language,,,B,"Verbal tests require language facility; low verbal scores in ELL students often reflect language development, not cognitive ability. Nonverbal measures bypass language demands and provide a more accurate cognitive estimate. Option A is inappropriate given nonverbal performance. Option C contradicts evaluation requirements. Option D is premature without establishing that the learning disability criterion is met.",BATCH1_PRE_AUDITED,
1,2,PQ_DBD-03_2,DBD-03,"The WISC-V is an individually administered cognitive assessment. What is the PRIMARY advantage of beginning interpretation with broad composites (e.g., Full Scale IQ, Verbal Comprehension) rather than individual subtest scores?",Broad composites are easier to explain to parents,Broad composites have greater reliability and validity; subtest-level interpretation risks over-interpretation of unstable or unreliable measures,Broad composites eliminate the need for further analysis,Subtest scores are not standardized,,,B,"Composite scores aggregate multiple subtests, improving reliability and validity. Starting interpretation at the subtest level risks misinterpretation due to lower reliability of individual subtests and violation of psychometric principles. Option A is true but not the PRIMARY advantage. Option C is false; further analysis may be needed. Option D is false; subtests are standardized.",BATCH1_PRE_AUDITED,
1,3,PQ_DBD-03_3,DBD-03,A student obtains a Full Scale IQ of 68 on the WISC-V with a standard error of measurement (SEM) of 3 points. How should the school psychologist interpret this score when determining intellectual disability eligibility?,The student's true IQ is exactly 68,The student's true IQ likely falls within the range of 65-71 (68±3); scores in this range reflect significantly below-average intellectual functioning,The SEM indicates the test is unreliable,The score cannot be used for eligibility determination,,,B,"The SEM provides a confidence band around the obtained score, reflecting measurement error. A score of 68±3 suggests the student's true score probably falls between 65-71—all in the significantly below average range (typically <70 for ID eligibility). Option A ignores measurement error. Option C is incorrect; SEM is expected. Option D is false; it's valuable data.",BATCH1_PRE_AUDITED,
1,4,PQ_DBD-03_4,DBD-03,A school psychologist administers the Comprehensive Test of Nonverbal Intelligence (CTONI-2) to a student who is deaf and uses sign language. Why is this an appropriate assessment choice?,"It requires no language, making it valid for deaf students","It measures nonverbal cognitive ability without requiring spoken English, providing a valid estimate of cognitive functioning in deaf students",All students should receive the same cognitive assessment,It is the only cognitive assessment available for deaf students,,,B,"Nonverbal cognitive batteries like CTONI-2 assess reasoning, visual-spatial, and problem-solving abilities without auditory or spoken language demands, making them appropriate for deaf students. Option A is oversimplified; sign language is a language system. Option C ignores assessment accommodations. Option D is false; other nonverbal measures exist.",BATCH1_PRE_AUDITED,
1,5,PQ_DBD-03_5,DBD-03,"A student's WISC-V profile shows Verbal Comprehension Index = 115, but Working Memory Index = 85. What is the FIRST appropriate interpretation step?",Conclude the student has a significant verbal strength and working memory weakness,Examine the Standard Error of Measurement for each index to determine if the discrepancy is statistically significant,Attribute the discrepancy to ADHD or anxiety,Design interventions targeting working memory,,,B,"Before interpreting discrepancies between indices, the psychologist must first determine whether the discrepancy exceeds measurement error (statistical significance). A difference of 30 points may be significant, but this must be verified. Option A is premature. Option C jumps to explanation without establishing significance. Option D is intervention planning, which comes later.",BATCH1_PRE_AUDITED,
