batch,question_number,question_id,skill_id,question_stem,A,B,C,D,E,F,correct_answer,explanation,audit_flag,changes_applied
2,1,PQ_DBD-07_1,DBD-07,Primary purpose of FBA?,Punish behavior,"Identify antecedents, behavior, consequences, and maintaining function",Determine suspension eligibility,Prove intent,,,B,"FBA analyzes what reinforces the behavior (function). This understanding guides intervention design. Options A, C, D are incorrect uses.",,
2,2,PQ_DBD-07_2,DBD-07,"Behavior ""function"" means?",Consequences after behavior,What reinforcement maintains the behavior; student's motivation,Where behavior occurs,Student intention,,,B,"Function = reinforcement maintaining behavior (attention, escape, tangibles, sensory). Option A is related but B is complete. Options C and D are different aspects.",,
2,3,PQ_DBD-07_3,DBD-07,Calling out is reinforced when teacher?,Scolds,Sends to time-out,Calls on the student despite rule,Gives detention,,,C,"Teacher attention (calling on) reinforces the calling out, regardless of rule violation. Options A, B, D involve attention but may reinforce unintentionally.",,
2,4,PQ_DBD-07_4,DBD-07,FBA shows hitting serves escape function. Best replacement?,Sitting quietly,Requesting break/help appropriately,Reward for not hitting,Time-out,,,B,Replacement serves same function (escape) appropriately. Option A is unrelated. Option C ignores function. Option D is punishment.,,
2,5,PQ_DBD-07_5,DBD-07,Sequence: Difficult problem → Yells/refuses → Easier work given. Function?,Peer attention,Escape from difficult task,Tangible reward,Adult attention,,,B,"Consequence removes aversive stimulus (difficult work), demonstrating negative reinforcement/escape. Options A and C don't fit. Option D is too general.",,
2,6,PQ_DBD-07_6,DBD-07,Advantage of using both indirect (interviews) and direct (observation) FBA methods?,Saves time,Indirect generates hypotheses; direct verifies patterns in natural settings,Observation invalid without interviews,Interviews more valid than observation,,,B,Both together provide comprehensive understanding. Option A is false. Options C and D are incorrect comparisons.,,
2,7,PQ_DBD-07_7,DBD-07,Setting event that increases behavior likelihood?,Good sleep,Praise earlier,Morning argument/dysregulation,Raining,,,C,"Setting events are conditions increasing behavior likelihood (emotional state, stress, fatigue). Dysregulation fits. Options A, B, D don't increase likelihood.",,
2,8,PQ_DBD-07_8,DBD-07,Peer attention maintains calling out. Teacher uses extinction. Peers continue reinforcing. Result?,Behavior stops,Behavior persists/escalates; peer reinforcement not addressed,Hand-raising increases,Behavior decreases slowly,,,B,Extinction only works if all reinforcement sources are removed. Uncontrolled peer reinforcement prevents extinction. Option A ignores competing reinforcement. Options C and D assume teacher extinction is sufficient.,,
2,9,PQ_DBD-07_9,DBD-07,FBA to BIP relationship?,Same thing,FBA assesses function; BIP designs intervention based on findings,"BIP first, then FBA",Optional in special ed,,,B,FBA is assessment step; BIP is intervention planning step based on FBA. Option A conflates. Option C reverses. Option D understates importance.,,
2,10,PQ_DBD-07_10,DBD-07,Aggression for sensory stimulation. Best intervention?,Isolate,"Provide appropriate intense activities (play, movement breaks)",Severe punishment,Assume no valid reason,,,B,Sensory function requires appropriate alternatives meeting the need. Option A removes stimulation. Option C ignores function. Option D is dismissive.,,
2,11,PQ_DBD-07_11,DBD-07,"Scatter plot: Off-task during transitions/independent work, rare during structured group. Indicates?",Random behavior,Specific times/activities trigger behavior,Attention-seeking,Don't address during those times,,,B,Clustering indicates high-risk situations. This informs intervention timing/location. Option A contradicts pattern. Option C is one hypothesis. Option D misinterprets.,,
2,12,PQ_DBD-07_12,DBD-07,IDEA FBA requirement?,All special ed students,When behavior leads to placement change unless FBA done in prior 12 months,Only emotional disturbance,Only if parents request,,,B,"IDEA requires FBA for discipline involving placement change (e.g., suspension >10 days). Option A is broader than required. Option C is too narrow. Option D misses legal requirement.",,
2,13,PQ_DBD-07_13,DBD-07,FBA: Refusal when asked to write paragraphs. Student has fine motor difficulty. Function: escape. Best intervention?,Require more writing without considering contextual or individualized student factors.,"Provide accommodations (dictation, computer, adapted tools) while building skills",Require writing; punish refusal without considering contextual or individualized student factors.,"Eliminate writing, which is not supported by the available evidence.",,,B,Accommodations remove aversive demand while maintaining skill development. Option A increases aversiveness. Option C ignores function. Option D abandons skill building.,,DISTRACTOR_A_EXPANDED; DISTRACTOR_C_EXPANDED; DISTRACTOR_D_EXPANDED
2,14,PQ_DBD-07_14,DBD-07,Competing pathway replacement function?,"Escape (avoidance of demands, aversive tasks, or undesirable situations).","Tangibles (access to preferred items, activities, or sensory stimulation).",Same function as problem behavior (participation/teacher interaction) but appropriate,"Punishment consequence, which suppresses rather than maintains the behavior.",,,C,"Replacement behavior must serve same reinforcing function, just appropriately. This makes it teachable and sustainable. Options A, B, D don't describe replacement function.",,DISTRACTOR_A_EXPANDED; DISTRACTOR_B_EXPANDED; DISTRACTOR_D_EXPANDED
2,15,PQ_DBD-07_15,DBD-07,"Teacher says behavior is ""defiance"" and ""attention-seeking."" Psychologist response?","Accept the reported information as fact, without seeking corroborating data.",Validate input while developing specific descriptions of antecedent-behavior-consequence,"Argue that the teacher is mistaken, without engaging in collaborative problem-solving.",Dismiss the observations as unreliable without additional clinical inquiry.,,,B,"Labels are interpretations. FBA needs specific, observable descriptions through structured interview/observation. Option A lacks specificity. Option C is confrontational. Option D ignores perspective.",,DISTRACTOR_A_EXPANDED; DISTRACTOR_C_EXPANDED; DISTRACTOR_D_EXPANDED
2,16,PQ_DBD-07_16,DBD-07,Functional analysis example?,Observe naturally occurring behavior,Manipulate consequences to test hypotheses,"Present task under different conditions (with/without attention, easy/hard)",Review records,,,C,Functional analysis systematically tests by manipulating conditions. Option A is descriptive. Option B is one type. Option D is record review.,,
2,17,PQ_DBD-07_17,DBD-07,Aggression increases after recess. Setting event: peer conflicts cause emotional arousal. Intervention?,Eliminate recess,Teach conflict resolution; provide transition/calming activity,Severe punishment,Can't address setting events,,,B,Setting events can be modified. Prevention + emotion regulation reduces likelihood. Option A removes benefit. Option C ignores cause. Option D is false.,,
2,18,PQ_DBD-07_18,DBD-07,"FBA report specifies: behavior, frequency, contexts, functions (escape + attention), replacement behavior. Why useful?",Clear description and function inform intervention design,Too detailed,Doesn't address intent,Over-interprets,,,A,"Specificity and functional analysis directly guide BIP design. Options B, C, D reject valid information.",,
2,19,PQ_DBD-07_19,DBD-07,Behavior serves multiple functions (attention AND escape). Intervention approach?,Address only primary function,Teach replacement behavior serving both functions appropriately,Separate interventions per function,FBA invalid due to multiple functions,,,B,Many behaviors serve multiple functions. Flexible replacement behavior addresses both. Option A oversimplifies. Option C is inefficient. Option D misunderstands.,,
2,20,PQ_DBD-07_20,DBD-07,Replacement behavior not increasing; problem behavior continues. Likely explanation?,Conclude that the functional behavior assessment was entirely incorrect or invalid.,Implementation infidelity OR replacement reinforcement weaker than problem behavior reinforcement,"Assume the student is intentionally refusing, rather than responding to a skill deficit.",Conclude the intervention approach is fundamentally flawed and will never succeed.,,,B,"When interventions fail, examine implementation fidelity and reinforcement strength. Options A, C, D are premature conclusions.

---",,DISTRACTOR_A_EXPANDED; DISTRACTOR_C_EXPANDED; DISTRACTOR_D_EXPANDED
2,1,PQ_DBD-08_1,DBD-08,ORF primarily measures?,Comprehension understanding,Words correct per minute (speed + accuracy composite),Sight word knowledge,Decoding mechanism,,,B,ORF is reading fluency measure. Comprehension requires additional assessment. Options C and D are component skills.,,
2,2,PQ_DBD-08_2,DBD-08,Student baseline 50 WCPM; week 4: 52; week 8: 54. Progress evaluation?,Intervention working,Calculate slope; compare to aimline target,Intervention failed,Stop monitoring,,,B,Trend (0.5 WCPM/week) must be compared to aimline (expected growth rate). Option A is premature. Option C is opposite. Option D abandons data.,,
2,3,PQ_DBD-08_3,DBD-08,Aimline definition?,Baseline score,Actual student progress rate,Expected growth rate from baseline to year-end goal,Grade median score,,,C,Aimline shows required weekly growth to reach goal. Trendline shows actual growth. Option A is starting point. Option B is trendline. Option D is normative reference.,,
2,4,PQ_DBD-08_4,DBD-08,"Student's trendline 1 WCPM/week; aimline needs 3 WCPM/week. At week 10, student at 60 WCPM. Goal: 120 WCPM by year-end. Decision?",Continue; adequate progress,Modify/intensify intervention; insufficient progress relative to goal,Stop CBM,Different CBM measure,,,B,"1 WCPM/week leads to ~110 WCPM by year-end; below 120 goal. Trendline below aimline = intervention modification needed. Options A, C, D don't address the gap.",,
2,5,PQ_DBD-08_5,DBD-08,Advantage of CBM vs. standardized tests for progress monitoring?,More comprehensive,Frequent (weekly) real-time data enabling rapid intervention adjustment,Better long-term prediction,Standardized tests more valid,,,B,CBM's main advantage is frequent measurement and quick feedback. Option A is false. Option C may be true but not monitoring advantage. Option D is inaccurate.,,
2,6,PQ_DBD-08_6,DBD-08,Maze CBM primarily measures?,Decoding,Sight words,Reading comprehension fluency,Phonological awareness,,,C,Maze (fill deleted words while timed) measures comprehension fluency. Options A and B are component skills. Option D is phonemic skill.,,
2,7,PQ_DBD-08_7,DBD-08,Math CBM scoring approach?,Percentage correct,Digits correct per minute (speed + accuracy),Accuracy only,Problem difficulty,,,B,Math CBM scores similar to ORF: digits correct per minute captures both speed and accuracy. Option A omits speed. Option C omits speed. Option D isn't standard.,,
2,8,PQ_DBD-08_8,DBD-08,CBM as universal screener purpose?,Exclude struggling students,Identify at-risk students triggering additional assessment/intervention,Replace comprehensive eval,Permanent ability grouping,,,B,"Screening identifies risk, prompting early intervention/prevention. Option A is inappropriate. Option C overstates. Option D is misuse.",,
2,9,PQ_DBD-08_9,DBD-08,Dual discrepancy model examines?,Verbal vs. nonverbal,IQ vs. achievement,Universal screening performance vs. intervention response,Behavior reported vs. observed,,,C,Dual Discrepancy identifies SLD: below-benchmark screening AND inadequate intervention response. Option A is ability discrepancy. Option B is traditional discrepancy. Option D is behavioral discrepancy.,,
2,10,PQ_DBD-08_10,DBD-08,Slope 1 WCPM/week with aimline 3 WCPM/week for 6 weeks. Data points variable but upward trend. Decision?,Continue,Trendline below aimline; modify intervention,Variability means unreliable,No action needed,,,B,"Despite variability, overall trend shows insufficient progress. Intervention adjustment needed. Option A ignores goal gap. Option C over-interprets normal variance. Option D fails to act.",,
2,11,PQ_DBD-08_11,DBD-08,"Early literacy CBMs (NWF, LNF, PSF) for first graders. Purpose?",Identify intellectual disability,Monitor foundational literacy development; identify intervention-need students,Replace comprehensive cognitive assessment,Measure math achievement,,,B,Early literacy CBMs assess foundational skills essential to reading. Options A and C are wrong purposes. Option D is wrong domain.,,
2,12,PQ_DBD-08_12,DBD-08,SEM (Standard Error of Measurement) relationship to CBM precision?,Higher SEM = more precision,Lower SEM = more precision; CBM reliability varies with SEM relevance,SEM irrelevant to CBM,SEM only relevant for norm-referenced tests,,,B,SEM is error around score. Lower SEM = better reliability/precision. Option A reverses. Option C ignores importance. Option D is false; CBM reliability matters.,,
2,13,PQ_DBD-08_13,DBD-08,"Student's ORF declining: 48, 45, 42, 40, 38, 36 WCPM over 6 weeks. Aimline: 110 by year-end. Action?",Excellent progress,Declining trend is concerning,Measurement unreliable,Continue monitoring,,,B,"Downward trend is opposite of goal. Requires prompt investigation (intervention change, environmental factors, student issues). Options A and D ignore urgency. Option C doesn't address trend.",,CORRECT_B_SHORTENED(semicolon trim)
2,14,PQ_DBD-08_14,DBD-08,Standard protocol RTI advantage?,Comprehensive evaluation,Standardized intervention implementation allowing response comparison,Replaces special ed eval,Guarantees proficiency,,,B,Standard protocol provides controlled implementation and identifies students needing special ed consideration. Option C is overstated. Option D is unrealistic.,,CORRECT_B_SHORTENED(semicolon trim)
2,15,PQ_DBD-08_15,DBD-08,Highly variable CBM data points around trendline. Indicates?,Invalid measure,Normal fluctuation; trend direction/slope matters most,Unmotivated student,Highly unreliable,,,B,Single-point variability is normal. What matters is overall trend. Options A and D over-interpret. Option C attributes cause without evidence.,,
2,16,PQ_DBD-08_16,DBD-08,"Slope calculation: Baseline 60, week 4: 65, week 8: 70, week 12: 75 WCPM. Is 90-WCPM goal achievable?","1.25 WCPM/week; yes, reaching ~105 WCPM",1.25 WCPM/week; reaching 110 WCPM,Progress too slow,Can't calculate,,,A,(75-60)/12 = 1.25/week. Projected to week 36: 60+(1.25×36) = 105. Exceeds 90 goal. Option B miscalculates projection. Options C and D are wrong.,,
2,17,PQ_DBD-08_17,DBD-08,Progress monitoring frequency for intensive intervention?,Yearly,Monthly,Weekly or biweekly,Daily,,,C,Intensive interventions need frequent monitoring to detect response quickly. Option A is insufficient. Option D is excessive. Option B is for screening.,,
2,18,PQ_DBD-08_18,DBD-08,ORF average; Maze comprehension low. Interpretation?,Comprehension deficit despite adequate fluency,Maze invalid,Reading disability,Not trying,,,A,"Pattern indicates specific comprehension weakness despite fluency. Informs intervention focus. Options B, C, D are unsupported or incomplete.",,
2,19,PQ_DBD-08_19,DBD-08,"Decision rule: ""If CBM below aimline for 3 consecutive data points, modify intervention."" Purpose?",Avoid frequent intervention changes without addressing the underlying clinical or educational need.,Objective trigger for intervention adjustment based on insufficient progress patterns,"Replace clinical judgment, which is not supported by the available evidence.","Eliminate data collection need, without adequate clinical justification.",,,B,"Clear decision rules ensure objective, timely intervention adjustment based on data patterns. Option A is secondary benefit. Option C overstates. Option D is false.",,DISTRACTOR_A_EXPANDED; DISTRACTOR_C_EXPANDED; DISTRACTOR_D_EXPANDED
2,20,PQ_DBD-08_20,DBD-08,CBM benchmarks (25th percentile) for tier 2 identification. Best interpretation?,Absolute universal cutoff,Research-derived reference points,Eliminate need for further assessment,Predict special ed outcomes,,,B,"Benchmarks guide but aren't rigid. Schools contextualize based on local factors. Options A and C are too prescriptive. Option D is unestablished.

---",,CORRECT_B_SHORTENED(semicolon trim)
2,1,PQ_DBD-09_1,DBD-09,Bronfenbrenner's microsystem includes?,Broader societal laws and values,Connections between contexts (school-home),"Child's immediate environments (family, school, peer groups)",Economic structures,,,C,"Microsystem is the immediate context. Macrosystem = broader culture; mesosystem = between contexts; exosystem = indirect influences. Options B, D describe other levels.",,
2,2,PQ_DBD-09_2,DBD-09,Classroom environment assessment reveals small group instruction yields better on-task behavior than whole-group. Implication?,Whole-group instruction ineffective for all,"Environmental factor (group size, adult attention) influences student's learning/behavior",Student has attention deficit,Observation bias,,,B,"Environmental variation reveals contextual factors affecting performance. This is actionable for intervention (reduce group size, increase adult proximity). Option A overgeneralizes. Option C speculates. Option D doesn't apply.",,CORRECT_B_SHORTENED(semicolon trim)
2,3,PQ_DBD-09_3,DBD-09,Instructional match concept?,"All students need identical instruction, without adequate clinical justification.",Instruction is appropriately matched to student's ability/readiness (zone of proximal development),"Teacher qualifications determine match, requiring no further assessment or action.","Match irrelevant to learning, which is not supported by the available evidence.",,,B,Instructional match = task difficulty appropriately challenges without overwhelming. Too easy = boredom; too hard = frustration. Options A and D are false. Option C is partial.,,DISTRACTOR_A_EXPANDED; DISTRACTOR_C_EXPANDED; DISTRACTOR_D_EXPANDED
2,4,PQ_DBD-09_4,DBD-09,Ecological factors contributing to achievement difficulty might include?,"Low cognitive ability only, which is not supported by the available evidence.","Environmental factors: curricular mismatch, insufficient instruction quality, peer influences, classroom chaos, teacher relationship quality","Student motivation only, requiring no further assessment or action.","Family factors only, which is not supported by the available evidence.",,,B,Ecological assessment examines multiple contextual factors affecting performance. Option A is narrow. Option C is incomplete. Option D is incomplete.,PARTIAL_FIX|margin=63,DISTRACTOR_A_EXPANDED; DISTRACTOR_C_EXPANDED; DISTRACTOR_D_EXPANDED
2,5,PQ_DBD-09_5,DBD-09,Setting event example in natural setting?,"Teacher praising behavior later, requiring no further assessment or action.","Student arriving dysregulated from home stress, increasing reactivity to classroom frustrations","Student's cognitive ability, requiring no further assessment or action.","Time of day, which is not supported by the available evidence.",,,B,"Setting events are conditions preceding behavior increasing its likelihood (emotional state, fatigue, recent stress). Option A is consequence. Option C is trait. Option D may be factor but B is clearer example.",,DISTRACTOR_A_EXPANDED; DISTRACTOR_C_EXPANDED; DISTRACTOR_D_EXPANDED
2,6,PQ_DBD-09_6,DBD-09,Teacher-student relationship as protective factor. Implication?,"Only intelligence matters for achievement, without adequate clinical justification.","Positive relationship provides emotional security and engagement, supporting learning and behavior","Behavior determined only by family, without adequate clinical justification.","Relationships irrelevant, which is not supported by the available evidence.",,,B,"Strong teacher-student relationship is a validated protective factor supporting engagement and positive behavior. Options A, C, D discount relationship importance.",,DISTRACTOR_A_EXPANDED; DISTRACTOR_C_EXPANDED; DISTRACTOR_D_EXPANDED
2,7,PQ_DBD-09_7,DBD-09,Ecological assessment systematically examining classroom. What should be observed?,"Only student behavior, which is not supported by the available evidence.","Student behavior, peer dynamics, teacher instruction quality, physical environment, instructional pace/match, classroom management","Only teacher behavior, which is not supported by the available evidence.",Nothing further—rely exclusively on existing rating scale data already collected.,,,B,"Comprehensive ecological assessment examines student, peers, teacher, and environment interactions. Single-focus observation is incomplete. Option D dismisses valuable direct assessment.",,DISTRACTOR_A_EXPANDED; DISTRACTOR_C_EXPANDED; DISTRACTOR_D_EXPANDED
2,8,PQ_DBD-09_8,DBD-09,Assessing socioeconomic factors in evaluation. Why important?,"To blame families for difficulties, without adequate clinical justification.","To understand how resource availability, home stress, and school-home discontinuity might affect learning","Irrelevant to assessment, which is not supported by the available evidence.","Only for special education, which is not supported by the available evidence.",,,B,"SES contexts affect educational experience, stress, resources, language exposure, etc. Understanding this informs appropriate interpretation and intervention. Option A is harmful misuse. Option C discounts ecological factors. Option D is too narrow.",,DISTRACTOR_A_EXPANDED; DISTRACTOR_C_EXPANDED; DISTRACTOR_D_EXPANDED
2,9,PQ_DBD-09_9,DBD-09,Culturally responsive ecological assessment means?,Use same assessment for all students without evaluating whether this approach is appropriate in context.,"Examine student's cultural background, values, communication styles, and how school environment aligns/misaligns with cultural context",Assume assessment is culturally neutral without gathering data to support or refute that interpretation.,"Culture irrelevant to learning, without adequate clinical justification.",,,B,"Culturally responsive assessment considers student's cultural context and whether school expectations, communication, values align. This prevents misidentification and bias. Options A, C, D dismiss cultural factors.",,DISTRACTOR_A_EXPANDED; DISTRACTOR_C_EXPANDED; DISTRACTOR_D_EXPANDED
2,10,PQ_DBD-09_10,DBD-09,Environmental modification as intervention. Example?,"Changing student's IQ, which is not supported by the available evidence.","Reducing classroom noise, increasing adult proximity, adjusting task difficulty to match ability","Individual therapy for all issues, without adequate clinical justification.","Removing student from environment, without adequate clinical justification.",,,B,"Environmental modifications (classroom structure, noise level, task difficulty, adult proximity) address ecological factors affecting behavior/learning. Option A is impossible. Option C over-pathologizes. Option D is escape.",,DISTRACTOR_A_EXPANDED; DISTRACTOR_C_EXPANDED; DISTRACTOR_D_EXPANDED
2,11,PQ_DBD-09_11,DBD-09,School psychologist notices student struggles with transitions. Ecological factors might include?,"Student's personality disorder, requiring no further assessment or action.","Inadequate warning time, unclear expectations, lack of routine, teacher stress/inconsistency","Student intentionally difficult, requiring no further assessment or action.","Transitions are inherently hard for all, which does not apply in this clinical context.",,,B,"Transition difficulty is often contextual. Clear expectations, advance warning, consistent routine, calm teacher demeanor support smooth transitions. Option A over-pathologizes. Option C attributes malice. Option D is fatalistic.",,DISTRACTOR_A_EXPANDED; DISTRACTOR_C_EXPANDED; DISTRACTOR_D_EXPANDED
2,12,PQ_DBD-09_12,DBD-09,Peer influences on behavior. Assessment approach?,"Only count adult interactions, which is not supported by the available evidence.","Observe peer interactions, note peer reinforcement patterns, examine peer status, assess peer influence on behavior","Peers don't influence behavior, without adequate clinical justification.","Observe student in isolation, which is not supported by the available evidence.",,,B,"Peers significantly influence behavior through reinforcement, modeling, status. Ecological assessment must examine this. Options A, C, D ignore peer impact.",,DISTRACTOR_A_EXPANDED; DISTRACTOR_C_EXPANDED; DISTRACTOR_D_EXPANDED
2,13,PQ_DBD-09_13,DBD-09,Exosystem example (indirect influence)?,"Student's classroom, requiring no further assessment or action.","Student's family, requiring no further assessment or action.","Parent's workplace stress affecting family dynamics, which affects student","Student's peer group, requiring no further assessment or action.",,,C,"Exosystem = contexts not directly including child but indirectly affecting them (parent's work stress influencing home environment). Options A, B, D are direct contexts.",,DISTRACTOR_A_EXPANDED; DISTRACTOR_B_EXPANDED; DISTRACTOR_D_EXPANDED
2,14,PQ_DBD-09_14,DBD-09,Macrosystem assessment includes?,"Individual classroom environment, without adequate clinical justification.","School policies and climate, which is not supported by the available evidence.","Broader societal values, laws, economic systems, cultural norms affecting education","Student-teacher relationship, requiring no further assessment or action.",,,C,"Macrosystem = broadest ecological level (cultural values, policies, laws). Options A and B are more proximal. Option D is microsystem.",,DISTRACTOR_A_EXPANDED; DISTRACTOR_B_EXPANDED; DISTRACTOR_D_EXPANDED
2,15,PQ_DBD-09_15,DBD-09,Why comprehensive ecological assessment important for avoiding misidentification?,"To be thorough, which is not supported by the available evidence.",To identify contextual factors that may explain difficulties without invoking within-student pathology,"Because school psychologists always misidentify, without adequate clinical justification.","Unnecessary; just test, which is not supported by the available evidence.",,,B,"Environmental factors (inadequate instruction, classroom chaos, cultural mismatch) can produce learning/behavior problems independent of disability. Ecological assessment prevents attributing these to student pathology. Option A is vague. Option C is too broad. Option D is dismissive.",,DISTRACTOR_A_EXPANDED; DISTRACTOR_C_EXPANDED; DISTRACTOR_D_EXPANDED
2,16,PQ_DBD-09_16,DBD-09,Antecedent conditions in natural settings. School example?,"Student's intelligence, requiring no further assessment or action.","Instructional demands, time of day, environmental noise, adult proximity, peer composition","Student's family background, requiring no further assessment or action.","Student traits, requiring no further assessment or action.",,,B,"Antecedent conditions are environmental circumstances preceding behavior. School examples fit. Options A, C, D are not antecedents in the situational sense.",,DISTRACTOR_A_EXPANDED; DISTRACTOR_C_EXPANDED; DISTRACTOR_D_EXPANDED
2,17,PQ_DBD-09_17,DBD-09,Curriculum demands exceed student ability. Ecological problem?,Student disability automatically,Instructional mismatch causing behavioral/academic problems,Curriculum always optimal,Nothing can be done,,,B,Mismatch between demand and ability is an ecological/instructional problem addressable through intervention. Option A is premature disability conclusion. Option C is false. Option D is defeatist.,,CORRECT_B_SHORTENED(semicolon trim)
2,18,PQ_DBD-09_18,DBD-09,Home-school discontinuity. Example?,School and home reinforce same values,School expects independent work,Families should completely match school,Home influence irrelevant,,,B,"Discontinuity in expectations, communication styles, or values creates confusion for students. Understanding this helps design transition support. Options A and C are false. Option D is dismissive.",,CORRECT_B_SHORTENED(semicolon trim)
2,19,PQ_DBD-09_19,DBD-09,Teacher relationship quality as protective factor. Assessment approach?,Ignore relationships and continue without meaningful modification to the current approach.,"Observe teacher-student interactions, note warmth/responsiveness/support quality","Only ask student, which is not supported by the available evidence.",Assume all relationships equal without gathering data to support or refute that interpretation.,,,B,Direct observation of interaction quality provides ecological data on this protective factor. Option A and D ignore it. Option C relies on single perspective.,,DISTRACTOR_A_EXPANDED; DISTRACTOR_C_EXPANDED; DISTRACTOR_D_EXPANDED
2,20,PQ_DBD-09_20,DBD-09,Comprehensive ecological assessment leads to intervention recommendation. Likely type?,Only individual counseling,"Combination addressing student, classroom environment, instruction, peer dynamics, teacher-student relationship C) Medication",,"Removal from regular class  **Correct Answer: B**  **Explanation:** Ecological assessment informs ecological interventions targeting multiple levels (student skills, classroom structure, instruction). Comprehensive approach matches comprehensive assessment. Options A, C, D are narrow or inappropriate.  ---",,,B,"Ecological assessment informs ecological interventions targeting multiple levels (student skills, classroom structure, instruction). Comprehensive approach matches comprehensive assessment. Options A, C, D are narrow or inappropriate.

---",,
2,1,PQ_DBD-10_1,DBD-10,Records review as RIOT component. What records are essential?,"Only current report card, which is not supported by the available evidence.","Cumulative file, prior IEPs, medical records, attendance, discipline records, prior testing, teacher notes","Only parent-provided information, without adequate clinical justification.","Records irrelevant; only current testing matters, without adequate clinical justification.",,,B,"Comprehensive records review captures developmental history, prior interventions, patterns over time, medical factors. Option A is incomplete. Option C omits school records. Option D dismisses important context.",,DISTRACTOR_A_EXPANDED; DISTRACTOR_C_EXPANDED; DISTRACTOR_D_EXPANDED
