batch,question_number,question_id,skill_id,question_stem,A,B,C,D,E,F,correct_answer,explanation,audit_flag,changes_applied
3,11,PQ_PSY-01_11,PSY-01,A child's standard score of 78 on a verbal reasoning subtest is reported with a standard error of measurement of 4 points. What is the 95% confidence interval for this score?,74-82,70-86,75-81,76-80,,,B,"The 95% confidence interval extends approximately 2 standard errors on each side of the obtained score (78 ± 2 × 4 = 78 ± 8 = 70-86). This accounts for measurement error with 95% confidence. Option A uses only 1 SEM (appropriate for 68% CI, not 95%). Option C is too narrow and does not account for adequate measurement error. Option D is also too narrow and does not reflect appropriate confidence interval calculation.",,
3,12,PQ_PSY-01_12,PSY-01,"A student with a standard score of 88 falls at approximately the 21st percentile. A parent asks if this is ""below average."" The psychologist should explain:","Yes, it is below average because the percentile is less than 50.","It is slightly below average, but within normal variation, and many students score in this range.","No, it is average because 88 is closer to 100 than to 70.",It is below average and indicates a learning disability.,,,B,"A score at the 21st percentile is technically below the 50th percentile (average), but it falls within the normal range (approximately -0.75 SD) and does not indicate disability or significant impairment. Parents often need help understanding that ""below average"" does not equal ""abnormal"" or ""disabled."" Option A is technically true but lacks important context. Option C incorrectly suggests the score is average when it is below the mean. Option D overgeneralizes from a single score to diagnosis.",,
3,13,PQ_PSY-01_13,PSY-01,"A student's subtest scores on a cognitive battery show a pattern: Verbal Comprehension = 95, Perceptual Reasoning = 105, Working Memory = 85, and Processing Speed = 90. What is the most appropriate next step in interpretation?",Average all scores to obtain a full-scale score and report that as the primary result.,"Analyze the pattern to identify strengths in perceptual reasoning and weaknesses in working memory, and consider the impact on academic performance and learning.",Recommend instruction focused on improving the lowest subtest score.,Conclude that the student has a learning disability based on the 20-point difference between highest and lowest scores.,,,B,Analyzing the cognitive profile to identify relative strengths and weaknesses and understanding their implications for learning is the appropriate next step. This profile reflects meaningful cognitive variability that should inform assessment interpretation and intervention planning. Option A ignores meaningful profile variability and may mask important cognitive strengths and weaknesses. Option C focuses only on remediation without leveraging cognitive strengths. Option D makes a premature diagnostic conclusion without additional evidence linking the profile to specific learning deficits.,,
3,14,PQ_PSY-01_14,PSY-01,Stanines are a 9-point scale where stanine 5 represents the average range. A student's stanine of 2 on a reading fluency measure indicates:,The student is in the below-average range but not at the extreme.,The student is at the 2nd percentile.,The student has a severe reading disability.,"The student is in the very low range, approximately the 4th to 11th percentile.",,,D,"Stanine 2 falls in the very low range, corresponding to approximately the 4th to 11th percentile. Stanine 1 represents the lowest range (1st percentile to 3rd percentile), so stanine 2 is just above that. Option A understates the severity—stanine 2 is well below average. Option B is incorrect because stanine 2 spans a range of percentiles, not a single percentile. Option C makes a diagnostic conclusion that cannot be determined from a single fluency measure without additional assessment data.",,
3,15,PQ_PSY-01_15,PSY-01,A school psychologist reports that a student's score fell at the 99th percentile on a verbal achievement test. A teacher interprets this as meaning the student answered 99% of items correctly. The psychologist should:,"Clarify that the percentile rank indicates the student performed better than 99% of students in the norm group, not the percentage of items answered correctly.",Provide the percentage of items correct separately without tailoring the approach to the individual or the specific context.,"Apologize for using confusing terminology, without adequate clinical justification.",Explain that the student is gifted and should be placed in advanced classes.,,,A,The psychologist must clarify the distinction between percentile rank (comparative performance) and percentage correct (item accuracy). These are different concepts often confused by educators and parents. Option B may be helpful but does not address the misunderstanding. Option C is unnecessary as percentile is standard terminology; education is needed instead. Option D makes a placement recommendation based on a single score without comprehensive assessment.,,DISTRACTOR_B_EXPANDED; DISTRACTOR_C_EXPANDED
3,16,PQ_PSY-01_16,PSY-01,"A test manual reports that the test has ""ceiling effects"" in the upper range. What does this mean for interpretation?",The test is unable to discriminate among high-performing students because most score at or near the maximum.,The test is valid for advanced students.,High-scoring students are performing at the peak of their abilities.,The test should not be used with any students.,,,A,"Ceiling effects occur when many test-takers achieve the maximum or near-maximum score, preventing discrimination among high performers. This limits the test's utility for advanced students because it cannot accurately measure their true level of performance. Option B is incorrect because ceiling effects actually limit validity for high performers. Option C misunderstands ceiling effects as a statement about actual performance rather than test design. Option D is too extreme; the test may still be useful for average and below-average students.",,
3,17,PQ_PSY-01_17,PSY-01,"A student achieves the same standard score (100) on two different tests measuring reading comprehension, but one test is from a recent norm group (2020) and the other from an older norm group (2010). The psychologist should:",Trust the older norm group because it is more established.,Consider that the newer norm group likely reflects current population performance more accurately.,Average the two scores for a more reliable estimate.,Use whichever score is higher to represent the student's best ability.,,,B,"Newer norm groups generally provide more accurate comparisons to current populations because demographic changes, educational practices, and cultural factors may shift over time. The Flynn effect also suggests standardized test norms change. Option A incorrectly prioritizes age of norms over their accuracy. Option C would be inappropriate because the scores come from different norm groups. Option D is an arbitrary and unjustified selection criterion.",,CORRECT_B_SHORTENED(trailing-qualifier trim)
3,18,PQ_PSY-01_18,PSY-01,A student's cognitive profile shows a significant scatter with some scores at the 99th percentile and others at the 5th percentile. The school psychologist should:,Report only the average composite score to simplify interpretation.,Recognize the significant variability and avoid relying heavily on a global composite score,Conclude the student has a learning disability.,Recommend the student be tested again to eliminate measurement error.,,,B,"Significant profile scatter (such as 94 percentile-point difference) indicates meaningful cognitive variability and means that a composite/average score will misrepresent the student's abilities. Profile analysis is essential. Option A would mask important information about the student's cognitive pattern. Option C requires evidence of specific academic deficits and a discrepancy pattern, not just cognitive scatter. Option D assumes the scatter is due to error rather than reflecting true cognitive differences.",,CORRECT_B_SHORTENED(semicolon trim)
3,19,PQ_PSY-01_19,PSY-01,"When explaining a student's below-average standard score to parents, a school psychologist should:",Use only standard scores to maintain professional terminology.,"Provide percentile ranks, descriptive language, and a confidence interval.",Avoid mentioning the score at all to prevent parental distress.,Focus only on absolute score values without comparison to norms.,,,B,"Clear communication of test results requires using multiple formats (percentile, descriptive categories, confidence intervals) tailored to the audience's understanding level. This promotes informed decision-making and reduces misinterpretation. Option A relies too heavily on technical terminology without ensuring understanding. Option C avoids transparency and professional responsibility. Option D does not provide the norm-referenced comparison necessary for meaningful interpretation.",,CORRECT_B_SHORTENED(to-clause trim)
3,20,PQ_PSY-01_20,PSY-01,"A student's score shows regression to the mean: the initial assessment score was very low (3rd percentile), but a second assessment several weeks later showed a higher score (18th percentile). The psychologist should:",Conclude the student is improving and no longer needs intensive intervention.,Recognize that regression to the mean may explain some of the improvement,Assume measurement error invalidates both scores.,Recommend intensifying intervention based on the continued low score.,,,B,"Regression to the mean is a statistical phenomenon where extreme scores tend to move toward the mean on subsequent testing. The improvement from 3rd to 18th percentile may partly reflect this statistical regression rather than true intervention effect. Option A makes a premature conclusion without distinguishing true improvement from statistical regression. Option C inappropriately dismisses both scores; both may be valid despite regression effects. Option D ignores potential improvement and the need for careful progress monitoring data before increasing intervention intensity.

---",,CORRECT_B_SHORTENED(semicolon trim)
3,1,PQ_PSY-02_1,PSY-02,A school psychologist selects a behavior rating scale to measure student disruptive behavior. The test manual reports a test-retest reliability coefficient of 0.52 over a 2-week interval. What concern does this raise?,The test has excellent stability and can be used with confidence.,The low reliability suggests the test may not consistently measure disruptive behavior across time.,The test is valid for classroom use despite the moderate reliability.,"Behavior is unstable, so low test-retest reliability is expected and acceptable.",,,B,"A test-retest reliability of 0.52 is considered low (acceptable reliability is typically ≥0.80-0.90). Low reliability limits confidence in score interpretation because scores may not reflect stable, consistent measurement of the construct. Option A mischaracterizes 0.52 as excellent. Option C confuses validity and reliability; low reliability undermines interpretation. Option D appropriately recognizes that behavior can be variable, but the test should still measure the stable aspects of the construct consistently.",,CORRECT_B_SHORTENED(trailing-clause trim)
3,2,PQ_PSY-02_2,PSY-02,Internal consistency (measured by Cronbach's alpha) reflects:,Whether a test measures the same construct consistently across test items.,Whether test scores remain stable over time.,Whether test scores predict future academic performance.,Whether different raters score the test the same way.,,,A,Cronbach's alpha measures internal consistency—the degree to which items within a test correlate with each other and measure the same underlying construct. Option B describes test-retest reliability. Option C describes predictive validity. Option D describes inter-rater reliability.,,
3,3,PQ_PSY-02_3,PSY-02,"Two independent raters assess a student's behavior using a behavioral checklist. One rater marks ""exhibits on-task behavior"" as present; the other marks it as absent. This discrepancy suggests a concern with:",Internal consistency of the scale.,Predictive validity of the scale.,Inter-rater reliability of the behavioral observation.,Criterion-related validity of the scale.,,,C,"When different raters obtain different results measuring the same behavior, this indicates a problem with inter-rater reliability—the consistency of measurement across raters. Option A addresses consistency of items within a test. Option B addresses prediction of future outcomes. Option D addresses correlation with external criteria.",,
3,4,PQ_PSY-02_4,PSY-02,A psychologist administers a reading comprehension test and then administers the same test again one week later to estimate test-retest reliability. What is a limitation of this approach?,Test-retest reliability cannot be used for cognitive tests.,One week is too long an interval for reliable measurement.,Practice effects may artificially inflate the reliability coefficient because students remember items.,A longer interval is always better for test-retest reliability.,,,C,"When the same test is administered in short intervals, students may remember their previous responses or learned items, inflating the correlation coefficient and overestimating true reliability. Option A is incorrect; test-retest reliability is appropriate for cognitive tests. Option B is not inherently problematic—the concern is practice effects, not interval length. Option D is incorrect; longer intervals may underestimate reliability due to actual change in the construct.",,
3,5,PQ_PSY-02_5,PSY-02,The standard error of measurement (SEM) is used to:,Determine whether a test is valid.,Establish a confidence interval around an individual student's score.,Calculate the internal consistency of a test.,Predict future test performance.,,,B,"The SEM quantifies measurement error and is used to establish confidence intervals (bands of uncertainty) around obtained scores. A larger SEM means greater uncertainty around the score. Option A—SEM relates to reliability, which is necessary for validity but doesn't determine validity. Option C—internal consistency is measured separately (e.g., Cronbach's alpha). Option D—future performance is addressed by predictive validity, not SEM.",,
3,6,PQ_PSY-02_6,PSY-02,Content validity refers to:,Whether a test measures what it claims to measure.,Whether test items adequately represent the domain or construct being measured.,Whether a test predicts performance on relevant criteria.,Whether different raters score consistently.,,,B,"Content validity is the degree to which test items represent the full range of the construct or domain (e.g., does a math test adequately sample all math skills?). Option A is too broad and describes construct validity generally. Option C describes criterion-related validity. Option D describes inter-rater reliability.",,
3,7,PQ_PSY-02_7,PSY-02,"A new screening tool for early reading difficulties is designed to predict which first-graders will struggle with reading in third grade. To evaluate the effectiveness of this tool, researchers should examine:",Content validity of the screening items.,Internal consistency of the screening measure.,Predictive validity—whether early screening scores correlate with third-grade reading outcomes.,Test-retest reliability over a three-year period.,,,C,"For a screening tool designed to predict future performance, predictive validity (the correlation between the screening score and the criterion—third-grade reading) is the most relevant validity evidence. Options A and B may be important but don't address the key question of whether the tool actually predicts future performance. Option D would be impractical and is not the appropriate validity evidence sought.",,
3,8,PQ_PSY-02_8,PSY-02,"A school psychologist uses two different IQ tests to assess a student's cognitive ability. Both tests have strong reliability. However, the student's standard scores differ by 12 points between tests. This could be due to:","Poor reliability on both tests, since they don't produce the same score.","Differences in the constructs measured, norm groups, or item content",The student's true IQ varies between test administrations.,One test is definitely more reliable than the other.,,,B,"Different tests measure slightly different aspects of intelligence, use different norm groups, and may have different items, leading to score differences even when both are reliable. This highlights that reliability (consistency) and validity (measuring what you claim to measure) are related but distinct. Option A confuses reliability and validity. Option C misunderstands stability of the construct. Option D cannot be concluded from score differences if both have strong reliability coefficients.",,CORRECT_B_SHORTENED(em-dash trim)
3,9,PQ_PSY-02_9,PSY-02,Convergent validity is demonstrated when:,A test correlates highly with other measures of the same construct.,A test does not correlate with measures of unrelated constructs.,A test predicts future performance on relevant criteria.,Different raters produce similar scores.,,,A,Convergent validity is evidence that a measure correlates with other measures of the same construct (measures should converge on the same construct). Option B describes discriminant validity. Option C describes predictive validity. Option D describes inter-rater reliability.,,
3,10,PQ_PSY-02_10,PSY-02,Discriminant validity is supported when:,A test correlates highly with other intelligence tests.,A test does not correlate with measures of unrelated constructs.,A test predicts academic success.,A test has high internal consistency.,,,B,"Discriminant (or divergent) validity is demonstrated when a measure does NOT correlate with measures of different constructs. For example, an intelligence test should not correlate highly with a measure of personality. Option A describes convergent validity. Option C describes predictive validity. Option D describes internal consistency.",,
3,11,PQ_PSY-02_11,PSY-02,A psychologist notices that item 5 on a reading comprehension test is answered correctly by significantly more students in the lower-scoring group than the upper-scoring group. This pattern suggests:,The item has poor internal consistency.,The item may have a problem (possibly showing differential item functioning),The test has low test-retest reliability.,The test lacks construct validity.,,,B,"When an item functions differently for different groups (higher scores on the item for lower-scoring examinees) or performs counterintuitively, it indicates a potential problem with the item itself—possibly poor wording, being too easy, or showing differential item functioning (DIF). This is a validity concern at the item level. Options A, C, and D describe other reliability/validity concepts but don't address the specific concern of item performance that contradicts overall test performance.",,CORRECT_B_SHORTENED(em-dash trim (with parenthetical))
3,12,PQ_PSY-02_12,PSY-02,"A behavior rating scale shows a Cronbach's alpha of 0.92, indicating high internal consistency. However, when the same students are rated by two different teachers, the correlation is only 0.50. This pattern suggests:",The scale is unreliable overall.,The scale has high internal consistency but poor inter-rater reliability.,Teachers cannot be trusted to rate behavior accurately.,The scale should not be used for assessment purposes.,,,B,"High internal consistency (0.92) and low inter-rater reliability (0.50) indicate that the scale items correlate well with each other, but different observers produce different ratings. This is common in behavioral rating scales and may reflect differences in observation settings, rater interpretation, or bias. Option A is too broad; the scale has internal consistency. Option C overgeneralizes from rating discrepancies to rater competence. Option D is premature; the scale may still be useful with acknowledgment of inter-rater variability.",,CORRECT_B_SHORTENED(trailing-clause trim)
3,13,PQ_PSY-02_13,PSY-02,Why is reliability a necessary but not sufficient condition for validity?,"A test cannot be valid without being reliable, but a reliable test may not measure what it claims to measure.",Validity is always more important than reliability.,"Reliability and validity mean the same thing, without adequate clinical justification.",A test can be valid without being reliable.,,,A,"A test must be reliable (consistent) to be valid, because if a test doesn't measure consistently, it cannot accurately measure any construct. However, a test can be reliable (consistent) without being valid (measuring the right thing). For example, a consistently administered test of reading ability would be reliable but not valid if it actually measures handwriting speed. Options B and C misstates the relationship. Option D is impossible—without reliability, validity cannot be established.",,DISTRACTOR_C_EXPANDED
3,14,PQ_PSY-02_14,PSY-02,"A school psychologist evaluates a new behavior rating scale designed to measure anxiety symptoms. The test manual provides evidence that the scale:
- Has strong internal consistency (α = 0.88)
- Correlates with other anxiety measures (r = 0.75)
- Does NOT correlate with measures of intelligence (r = 0.12)
- Predicts future anxiety diagnoses (r = 0.68)

Which type of validity evidence is NOT demonstrated?",Internal consistency,Convergent validity,Discriminant validity,Test-retest reliability,,,D,"The information provided demonstrates internal consistency, convergent validity (correlation with other anxiety measures), discriminant validity (lack of correlation with intelligence), and predictive validity (prediction of future diagnoses). Test-retest reliability (stability over time) is not mentioned. Option A, B, and C are all supported by the evidence presented.",,
3,15,PQ_PSY-02_15,PSY-02,"A screening measure for social-emotional difficulties is administered to all kindergarteners. Some students score very low on the measure, but teachers report they show no evidence of social-emotional difficulties. This raises concerns about:",Test-retest reliability of the measure.,Sensitivity of the measure (false positives).,Specificity of the measure (false negatives).,Inter-rater reliability of the measure.,,,B,"The measure is incorrectly identifying students as having difficulties when they do not (false positives), suggesting a problem with sensitivity or false positive rate. Sensitivity is the true positive rate; if it is too high, there are many false positives. Option A addresses stability, not accuracy of identification. Option C addresses false negatives (missing students who have difficulties). Option D addresses rater consistency.",,
3,16,PQ_PSY-02_16,PSY-02,"A school psychologist uses a cognitive ability test with strong validity evidence in research studies, but the student being assessed is from a cultural background underrepresented in the test's norm group. What concern should the psychologist have?",The test is invalid for all culturally diverse students.,The test may not have adequate validity for this specific student,Validity evidence from research always applies to individual cases.,Cultural background does not affect test validity.,,,B,"Validity evidence from research studies with specific samples may not generalize to all populations, especially those underrepresented in the norm group. The psychologist should exercise caution and consider multiple measures. Option A overgeneralizes; the test may still be useful with appropriate interpretation caveats. Option C is incorrect; validity for a group does not guarantee validity for all individuals. Option D ignores potential differential validity by culture.",,CORRECT_B_SHORTENED(semicolon trim)
3,17,PQ_PSY-02_17,PSY-02,Incremental validity refers to:,Gradual improvement in a student's test performance over time.,Whether adding a new measure provides additional information beyond what is already known from other measures.,Whether test scores increase systematically across age groups.,The improvement in validity that comes from using a longer test.,,,B,Incremental validity is the additional predictive power or unique information that a new measure contributes beyond existing measures. It helps justify using multiple measures. Option A describes growth over time. Option C describes age-related norms. Option D is not the definition of incremental validity; longer tests don't automatically have better validity.,,
3,18,PQ_PSY-02_18,PSY-02,"A test manual reports strong validity evidence for identifying students with learning disabilities but is based on a predominantly White, middle-class sample. A school psychologist works in a school with significant linguistic and cultural diversity. What is the most appropriate action?",Use the test as-is because the manual provides strong validity evidence.,Avoid using the test entirely for any students.,Consider the test's applicability to the specific population served,"Trust the test only for White, middle-class students.",,,C,"Validity evidence is population-specific. When the population differs substantially from the norm group, the psychologist must evaluate potential differential validity and take steps to ensure appropriate assessment practices. Options A and D inappropriately apply validity evidence beyond the norm group. Option B is unnecessarily restrictive; with appropriate caution and supplementation, the test may still be useful.",,CORRECT_C_SHORTENED(semicolon trim)
3,19,PQ_PSY-02_19,PSY-02,"A reading intervention program claims that students who complete it show ""significant improvements on reading measures."" To evaluate this claim critically, a school psychologist should consider:",Whether improvements are greater than would be expected by chance and greater than a control group's improvements.,The effect size of the improvements.,Whether the measures used are reliable and valid for the population served.,All of the above.,,,D,"Critical evaluation of an intervention's effectiveness requires examining all factors: whether improvements exceed chance expectations, the magnitude of improvements (effect size), and whether the outcome measures are appropriate for the population. Option D is the most complete answer.",,
3,20,PQ_PSY-02_20,PSY-02,Differential item functioning (DIF) occurs when:,Different items within a test correlate differently with the total score.,An item is easier or harder for one group compared to another group at the same ability level.,Different test administrators produce different score results.,A test shows different reliability coefficients across administrations.,,,B,"DIF is present when an item performs differently for groups (e.g., cultural groups, gender) even when those groups have the same overall ability level on the test. This is a validity concern suggesting potential bias in the item. Option A describes inconsistent item-total correlations but not DIF. Option C describes inter-rater effects. Option D describes reliability variation, not DIF.

---",,
3,1,PQ_PSY-03_1,PSY-03,The four-step problem-solving model in MTSS typically includes which of the following components in order?,"Implementation, evaluation, problem identification, problem analysis","Problem identification, problem analysis, intervention implementation, evaluation","Evaluation, problem identification, implementation, problem analysis","Problem analysis, implementation, problem identification, evaluation",,,B,The standard problem-solving model follows the sequence: (1) Problem Identification—what is the discrepancy between current and expected performance? (2) Problem Analysis—why is this happening? (3) Intervention Implementation—what will we do about it? (4) Evaluation—is it working? Option A and C present incorrect sequences. Option D is also incorrect.,,
3,2,PQ_PSY-03_2,PSY-03,"During the problem identification step of the problem-solving process, the school psychologist collects data showing that a student reads 45 words correct per minute (WCPM) in 3rd grade, while the benchmark is 90 WCPM. This step has identified:",The cause of the reading difficulty.,The intervention that should be implemented.,The discrepancy between expected and actual performance.,Whether the student qualifies for special education.,,,C,"Problem identification documents the gap between what the student is doing and what is expected—a 45 WCPM discrepancy from the 90 WCPM benchmark. Options A, B, and D belong in other steps of the problem-solving process (A in problem analysis, B in implementation, D in evaluation).",,
3,3,PQ_PSY-03_3,PSY-03,"During the problem analysis step, the school psychologist gathers information about why a student is struggling with reading fluency. Which piece of information would be MOST relevant?",The student's IQ score.,Whether the student received small-group fluency instruction and how the student responded.,The student's age and grade level.,The student's parents' educational background.,,,B,Problem analysis seeks to understand WHY the problem exists. Information about instruction provided (Tier 1) and response to that instruction is directly relevant to understanding the cause. Option A (IQ) may be used diagnostically but is not problem analysis for MTSS. Option C is demographic. Option D is background history but not directly related to the current instructional concern.,,
3,4,PQ_PSY-03_4,PSY-03,"A student has received Tier 1 instruction (core reading curriculum) with adequate fidelity, but fluency remains below benchmark. What is the appropriate next step in MTSS?",Conduct a comprehensive evaluation for learning disabilities.,Refer for special education assessment and possible eligibility determination.,Implement Tier 2 targeted intervention and progress-monitor the response.,Conclude the student has a learning disability based on non-response to instruction.,,,C,"The MTSS problem-solving model progresses from Tier 1 (universal) to Tier 2 (targeted) intervention when students do not respond adequately. Options A, B, and D are premature before Tier 2 intervention is attempted and data on response to Tier 2 are collected. Options B and D also jump to disability determination without sufficient MTSS data.",,
3,5,PQ_PSY-03_5,PSY-03,An elementary school implements universal screening at the beginning of the school year to assess all students' reading and math skills. This is an example of:,Problem identification at the universal level.,Tier 1 intervention.,Problem analysis.,Special education eligibility determination.,,,A,Universal screening at the beginning of the school year gathers baseline data on all students to identify those at risk—this is problem identification at the universal or Tier 1 level. Option B refers to the instruction/intervention itself. Option C seeks to understand reasons for problems. Option D is not an MTSS function.,,
3,6,PQ_PSY-03_6,PSY-03,The MTSS framework is best described as:,A system for identifying students with learning disabilities.,A prevention-oriented framework that provides increasingly intense support based on student response data.,A requirement to provide all students with special education services.,A replacement for special education.,,,B,"MTSS (Multi-Tiered Systems of Support) is a prevention-focused framework where Tier 1 serves all students, Tier 2 targets students showing early signs of difficulty, and Tier 3 provides intensive support. Option A is a function of MTSS but not its primary purpose. Option C mischaracterizes MTSS. Option D is incorrect; MTSS and special education serve different purposes but work together.",,
3,7,PQ_PSY-03_7,PSY-03,A student is in the third week of Tier 2 small-group math intervention. The progress monitoring data show the student is making small gains but not at the expected rate of improvement. What should the school psychologist recommend?,Immediately refer for special education evaluation.,Continue the intervention as planned; three weeks is sufficient to judge effectiveness.,"Implement a modified intervention, increase the intensity, or add supplemental support; continue progress monitoring.",Conclude the intervention is ineffective and discontinue it.,,,C,"Progress monitoring is ongoing during Tier 2 intervention. If the student is not progressing at expected rate, the psychologist should collaborate to modify or intensify the intervention, not give up prematurely. Options A, B, and D are inappropriate timing decisions. Option B ignores concerning progress trends.",,
