batch,question_number,question_id,skill_id,question_stem,A,B,C,D,E,F,correct_answer,explanation,audit_flag,changes_applied
10,8,PQ_LEG-03_8,LEG-03,A student on a 504 plan is suspended from school for three days following a behavioral incident. The parent asks whether the student was entitled to additional procedures or protections. What should the school psychologist know?,"Section 504 procedures are identical to IDEA, including all discipline protections.",Section 504 requires notice to parents and an opportunity to be heard.,No special procedures apply; the school can discipline as it would any student.,The student cannot be disciplined while on a 504 plan.,,,B,"While Section 504 requires procedural safeguards (notice, opportunity to be heard, grievance procedures), these are not identical to IDEA's protections. IDEA provides more extensive discipline protections (manifestation determination, 10-day removal limits, etc.). Section 504 requires due process but may not mandate a manifestation determination meeting unless the parent objects. Option A is incorrect; the procedures differ. Option C is incorrect because some procedural protections do apply. Option D is incorrect because students on 504 plans can be disciplined for misbehavior; the plan addresses accommodations for disabilities.",,CORRECT_B_SHORTENED(but-clause trim)
10,9,PQ_LEG-03_9,LEG-03,"Which of the following scenarios BEST illustrates ""regarded as having a disability"" under the ADA Amendments Act?",A student who was misdiagnosed as having a learning disability but is now known to have no such disability.,"A student who has a history of mental illness that substantially limited major life activities, even if currently stable on medication.","A student whose teachers believe she ""acts like"" she has ADHD based on behavior but who has never been formally evaluated or diagnosed.",A student who has a genetic predisposition to diabetes but has not yet developed the condition.,,,A,"""Regarded as having a disability"" protects students who do not currently have an active disability but were previously perceived/treated as having one, or who have a record of such perception. A student mistakenly identified as having a learning disability and treated accordingly would fall under this protection (and would now be incorrectly excluded if the school stops providing accommodations). Option B is covered under actual disability, not ""regarded as."" Option C is incorrect because speculation or impression without diagnosis or record does not meet the standard. Option D is incorrect because genetic predisposition alone, without a current condition or record, does not qualify.",,
10,10,PQ_LEG-03_10,LEG-03,"A student with a documented anxiety disorder has a 504 plan that includes a classroom accommodation: the option to step out of class for a 5-minute break when anxiety increases. The student's math teacher refuses to allow this accommodation, stating it will disrupt instruction. What is the school's obligation?",The school must support the teacher's decision because classroom management takes priority.,"The school must ensure the accommodation is implemented, as refusing violates the student's Section 504 rights",The school can permit the accommodation only if it doesn't interfere with instruction.,The student should be referred for IDEA evaluation instead because 504 doesn't adequately address anxiety.,,,B,"Once a student has a 504 plan with documented accommodations, the school must implement them across all settings, including general education classrooms. A brief break to manage anxiety is a reasonable accommodation that does not fundamentally alter instruction and directly supports access to learning. The teacher cannot unilaterally refuse. Option A is incorrect because individual teachers cannot override 504 plans. Option C falsely suggests the school has discretion to deny accommodations; 504 requires implementation. Option D is incorrect because a 504 plan is appropriate for managing accommodations related to anxiety; IDEA evaluation is not the required response.",,CORRECT_B_SHORTENED(semicolon trim)
10,11,PQ_LEG-03_11,LEG-03,"A school district's 504 coordinator learns that a student has been placed in a separate classroom away from nondisabled peers due to her disability. The school justifies this because the student ""needs"" a separate setting. Under Section 504, what is the appropriate response?",The placement is permissible because the district determined it is necessary.,The placement violates the principle that students with disabilities should be educated in the least restrictive environment,Section 504 does not address placement; only IDEA requires LRE.,The student should remain in the separate setting because that is what the parents requested.,,,B,"Both Section 504 and IDEA require that students with disabilities be educated in the least restrictive environment. General education placement is presumed appropriate unless services cannot effectively be provided there. Simply asserting ""need"" is insufficient; the district must justify separation. Option A is incorrect because Section 504 contains LRE principles that constrain district discretion. Option C is incorrect; Section 504 explicitly addresses LRE. Option D is incorrect because parent preference alone does not override the legal requirement for LRE; the team must determine whether general education is viable.",,CORRECT_B_SHORTENED(semicolon trim)
10,12,PQ_LEG-03_12,LEG-03,"A parent of a 504-eligible student requests that the school provide a one-to-one aide to help her child stay on task during instruction. The school responds that this is not a ""reasonable accommodation"" because it is too costly. According to Section 504, what is correct?",The school can deny any accommodation it deems too costly or burdensome.,Cost alone is not sufficient justification for denying an accommodation,Section 504 does not address the cost of accommodations; schools are never obligated to fund them.,"All accommodations, regardless of cost, must be provided if a parent requests them.",,,B,"Under Section 504 and ADA, schools cannot simply deny accommodations based on cost. Cost is a factor in determining ""undue financial burden,"" but schools must make a robust analysis and pursue reasonable alternatives. A one-to-one aide may or may not be required depending on whether less restrictive accommodations exist that would provide appropriate access. Option A overstates schools' discretion. Option C is incorrect; schools must fund accommodations. Option D is incorrect; the accommodation must be reasonable and necessary.",,CORRECT_B_SHORTENED(semicolon trim)
10,13,PQ_LEG-03_13,LEG-03,A student with Section 504 eligibility is transitioning to high school. What does the school need to consider regarding the student's rights under the ADA in a postsecondary setting?,"Section 504 and IDEA protections automatically carry over to college, requiring no additional planning.",The student should understand that postsecondary institutions have similar but not identical responsibilities,Postsecondary institutions have no obligation to serve students with disabilities.,The student will automatically lose all protections upon graduation.,,,B,A key transition consideration is that college students must self-advocate and self-disclose their disabilities; colleges will not proactively identify or accommodate (unlike K-12 schools' obligation to locate and identify). Colleges must provide reasonable accommodations but not specialized instruction. The shift from school responsibility to student responsibility is dramatic and requires explicit transition planning and student education. Option A is incorrect because the obligations differ at postsecondary level. Option C is incorrect; ADA applies to postsecondary institutions. Option D is incorrect because protections continue but with different mechanisms.,,CORRECT_B_SHORTENED(semicolon trim)
10,14,PQ_LEG-03_14,LEG-03,"In developing a 504 plan for a student with a recently diagnosed anxiety disorder, the team should avoid which approach?",Including the parent in the development process.,Assessing the specific functional limitations in major life activities caused by the disorder.,Creating accommodations based solely on the medical diagnosis without assessing actual functional impact.,Documenting the plan in writing with specific accommodations.,,,C,"A 504 plan must be based on functional assessment—how does the disability actually affect this student's major life activities in the school context?—not simply on the diagnosis. Two students with ""anxiety disorder"" may have very different functional limitations and thus different accommodations. Option A is incorrect because parent participation is required. Option B is a best practice. Option D is required for a valid 504 plan. Option C represents a common error: assuming diagnosis predicts accommodation needs.",,
10,15,PQ_LEG-03_15,LEG-03,"A 504 plan is developed in September, and the student's needs are stable. In December, the student's condition improves significantly with medication, and the parent questions whether the plan is still necessary. What should the school do?",Automatically discontinue the 504 plan because the student no longer has a disability.,"Periodically review the 504 plan to determine if the student still substantially limits major life activities, and adjust accommodations or discontinue the plan if the condition no longer substantially limits","Continue the 504 plan indefinitely because once a student is identified, plans cannot be changed.","Leave the decision entirely to the parent, without adequate clinical justification.",,,B,"Section 504 requires periodic review of plans. If a student's condition improves (due to medication, therapy, maturation, etc.) to the point where it no longer substantially limits major life activities, the school may discontinue the plan—but this is a significant decision requiring due process (notice and opportunity to be heard). Option A is incorrect because improved functioning requires evaluation, not automatic discontinuation. Option C is incorrect because plans must be reviewed periodically. Option D is incorrect because while parent input is essential, the school team makes the determination based on functional data.",PARTIAL_FIX|margin=111,CORRECT_B_SHORTENED(semicolon trim); DISTRACTOR_D_EXPANDED
10,16,PQ_LEG-03_16,LEG-03,"What is the primary distinction between a ""504 plan"" and a ""health plan"" in a school context?",Both documents are identical; they are merely different names for the same thing.,A 504 plan addresses disabilities that substantially limit major life activities and provides accommodations to ensure access to education,A health plan is more comprehensive and is preferred over 504 plans.,504 plans address only physical disabilities; health plans address medical conditions.,,,B,"A critical confusion in schools is blending 504 plans with health/medical management plans. A student may need a health plan (tracking medication administration for diabetes) without needing a 504 plan (if diabetes doesn't substantially limit major life activities). Conversely, a student with a substantially limiting condition needs a 504 plan with accommodations. A diabetes management plan addresses medical care; a 504 plan addresses educational access. Option A is incorrect; they serve different functions. Options C and D misrepresent the scope of each document type.",STILL_FLAGGED|margin=52,CORRECT_B_SHORTENED(semicolon trim)
10,17,PQ_LEG-03_17,LEG-03,"An athletic coach refuses to allow a student with a documented anxiety disorder to miss practice for a scheduled therapy appointment, stating that attendance is mandatory for team participation. What is the school's obligation under Section 504?",The school can enforce the practice requirement; disability accommodations do not apply to athletics.,"The school must ensure that necessary mental health treatment is accommodated, even in athletic programs, by allowing the student to miss practice for therapy without losing athletic eligibility.",The student should be removed from the team because of the disability.,"Section 504 protections apply only to academic settings, not athletics.",,,B,"Section 504 and Title II of the ADA explicitly apply to athletic programs. A student cannot be penalized or excluded from athletics based on disability. If therapy is a necessary treatment supporting the student's ability to function, accommodating the schedule (allowing practice absences) is a reasonable accommodation that does not fundamentally alter the sport. Option A is incorrect because athletics are subject to Section 504. Option C is incorrect; disability does not preclude athletic participation. Option D is incorrect; Section 504 applies school-wide, including athletics.",STILL_FLAGGED|margin=94,
10,18,PQ_LEG-03_18,LEG-03,A school wants to implement a new district-wide bullying prevention program. A student with autism who is on a 504 plan experiences social anxiety that is substantially limited by the disability. What must the school consider in implementing this program?,The program should be implemented identically for all students; accommodations for 504 students are not permitted.,The program should be reviewed to ensure the student with autism can participate and benefit,The student should be excused from the program entirely.,The school should implement the program only for students without disabilities.,,,B,"All school programs and activities must be accessible to students with disabilities. When a student's 504-eligible disability creates barriers to participation in a school program, reasonable accommodations are required to ensure meaningful access. Accommodations might modify how the student participates but not eliminate participation. Option A incorrectly suggests accommodations cannot be considered for programs. Option C is too restrictive and contradicts the inclusion principle. Option D is discriminatory.",,CORRECT_B_SHORTENED(semicolon trim)
10,19,PQ_LEG-03_19,LEG-03,"A student qualifies for a Section 504 plan but refuses to use the accommodations (e.g., refusing extended time on tests despite being eligible). What should the school do?","Implement accommodations regardless of the student's preference, as they are required by law.",Discontinue the 504 plan immediately because the student has declined protections.,Ensure the student and parent understand the accommodations and their purpose,"Allow the student to decline accommodations; once declined, the school has no further obligations.",,,C,"A mature student may choose not to use certain accommodations (e.g., a teenager may decline extended time in front of peers). However, the school should ensure informed consent, document preferences, and maintain the 504 plan. Student preferences change, and circumstances evolve. Declining one accommodation does not invalidate the entire plan. Option A overrides student autonomy. Option B is incorrect; declining an accommodation does not dissolve 504 status. Option D is incomplete; the plan's existence and periodic review remain important even if currently declined.",,CORRECT_C_SHORTENED(semicolon trim)
10,20,PQ_LEG-03_20,LEG-03,"In training staff on Section 504 implementation, a school psychologist should emphasize that a critical difference from IDEA is:",Section 504 provides no services; it only addresses discrimination in hiring.,Section 504 is broader in eligibility than IDEA,Section 504 is more restrictive than IDEA and applies only to students with physical disabilities.,IDEA and 504 are completely separate systems with no overlap or coordination.,,,B,"The essential distinction is scope: Section 504 casts a wider net for eligibility (broader ""disability"" definition under 504 than under IDEA's 13 categories), but provides less intensive services—accommodations rather than specialized instruction. Many students appropriately served under 504 would not qualify for IDEA's more intensive, federally-funded services. Option A is incorrect; Section 504 applies school-wide. Option C is incorrect; 504 covers physical and mental impairments. Option D is incorrect; the systems coordinate, and students may be eligible for both.

---",,CORRECT_B_SHORTENED(semicolon trim)
10,1,PQ_LEG-04_1,LEG-04,The landmark case Brown v. Board of Education (1954) primarily established which principle regarding students with disabilities?,Parents have the right to place children in private schools at public expense.,"All students, including those with disabilities, have a constitutional right to education in desegregated environments that is not inherently unequal.",Students with intellectual disabilities are not entitled to a public education.,Schools must provide the same curriculum to all students without modifications.,,,B,"While Brown explicitly addressed racial segregation, its foundational principle—that education is a fundamental right and segregation is inherently unequal—later informed disability rights cases. The decision established that segregation denies students equal educational opportunity. Option A is incorrect; Brown did not address private placement reimbursement. Option C is incorrect; later cases overturned the notion that students with disabilities could be excluded. Option D is incorrect; Brown addressed access and equality of opportunity, not curriculum uniformity.",STILL_FLAGGED|margin=71,
10,2,PQ_LEG-04_2,LEG-04,PARC v. Commonwealth of Pennsylvania (1971) is significant because it established:,That students with intellectual disabilities cannot receive education in public schools.,That students with intellectual disabilities have a right to a free public education and to education in the least restrictive environment.,That IQ testing is inherently biased and should never be used.,That parents can unilaterally place children in private schools.,,,B,"PARC was a landmark case affirming that students with intellectual disabilities (previously excluded from public education) have a constitutional right to education and that education must occur in the least restrictive environment possible. Option A is the opposite of what PARC established. Option C, while related to concerns about testing bias, was not PARC's holding. Option D is incorrect; PARC addressed the right to public education, not private placement authority.",STILL_FLAGGED|margin=51,
10,3,PQ_LEG-04_3,LEG-04,Mills v. Board of Education (1972) extended the principles of PARC by establishing that:,"Only students with intellectual disabilities have a right to free, appropriate public education.","Students with all types of disabilities have a right to a free, appropriate public education and due process protections",Students with emotional/behavioral disabilities should be educated separately from other students.,Schools can exclude students if providing education would be too costly.,,,B,"Mills expanded beyond intellectual disabilities to encompass students with all disabilities, establishing that exclusion from public education is prohibited and that procedural due process is required for any discipline that might result in exclusion. Option A limits the scope incorrectly. Option C contradicts Mills' inclusion principle. Option D is incorrect; cost is not justification for exclusion.",,CORRECT_B_SHORTENED(semicolon trim)
10,4,PQ_LEG-04_4,LEG-04,Larry P. v. Riles (1979) and PASE v. Hannon (1980) reached different conclusions about the use of IQ tests for special education placement of Black students. What was the key difference in their holdings?,Larry P. banned all IQ testing; PASE permitted all IQ testing without restriction.,Larry P. found IQ tests culturally biased and unsuitable for placement decisions for Black students,Larry P. applied only to California; PASE applied only to Illinois.,Both cases reached identical conclusions.,,,B,"These cases illustrate different judicial interpretations of the same issue. Larry P. (California) concluded that standardized IQ tests were culturally biased and could not be used for identification of Black students. PASE (Illinois) concluded that while tests could be misused, with proper comprehensive evaluation and safeguards, they were acceptable. Option A overstates both holdings. Option C is incorrect regarding their applicability. Option D is false; they reached opposite conclusions.",,CORRECT_B_SHORTENED(semicolon trim)
10,5,PQ_LEG-04_5,LEG-04,The practical implication of these differing decisions (Larry P. vs. PASE) for school psychologists is:,School psychologists can use IQ tests in any manner they wish since the courts disagreed.,"School psychologists must understand that IQ tests, while potentially useful, are not culturally neutral",School psychologists should not use any IQ tests because the courts questioned their validity.,IQ tests are only appropriate for White students and should be avoided for students of color.,,,B,"The legacy of both cases is that school psychologists should use tests as part of a comprehensive evaluation, interpret results carefully considering cultural factors, use multiple measures, and avoid over-reliance on IQ scores. Tests are tools that can be misused or used appropriately; comprehensive practice minimizes bias. Option A ignores the real concerns both cases raised. Option C is overly restrictive. Option D is explicitly discriminatory and contrary to professional standards.",,CORRECT_B_SHORTENED(semicolon trim)
10,6,PQ_LEG-04_6,LEG-04,"In Hendrick Hudson v. Rowley (1982), the Supreme Court established the standard for ""FAPE"" (Free, Appropriate Public Education). What is the Rowley standard?","Schools must provide the best possible education, maximizing student potential.",Schools must provide an education that is reasonably calculated to enable the child to receive some educational benefit,"Schools must provide special education identical to general education, with no specialized modifications.",Schools must provide whatever parents request in an IEP.,,,B,"Rowley established a moderate standard: FAPE requires education that provides the child with some educational benefit (vs. no benefit or minimal benefit), not optimization or maximal benefit. This became the standard for evaluating whether a school's IEP is appropriate. Option A is incorrect; schools are not held to a maximization standard. Option C contradicts the purpose of special education. Option D is incorrect; appropriateness is determined by an IEP team, not parent preference alone.",,CORRECT_B_SHORTENED(semicolon trim)
10,7,PQ_LEG-04_7,LEG-04,Endrew F. v. Douglas County School District (2017) was significant because it:,Reaffirmed the Rowley standard without any change.,"Established a higher standard than Rowley: IEPs must be ""reasonably calculated.",Eliminated the requirement for specialized instruction.,Made it easier for schools to provide minimal services.,,,B,"Endrew F. raised the bar from Rowley's ""some educational benefit"" to requiring progress that is appropriate given the student's age and abilities, with challenging, age-appropriate, ambitious goals. This represents a meaningful evolution in FAPE standards, requiring schools to provide more robust, meaningful educational progress. Option A is incorrect; Endrew F. explicitly addressed limitations of Rowley. Option C is incorrect; specialized instruction remains central to special education. Option D is incorrect; Endrew F. increases school obligations.",,CORRECT_B_SHORTENED(to-clause trim)
10,8,PQ_LEG-04_8,LEG-04,"Irving v. Tatro (1984) established an important principle regarding ""related services."" The case determined that:",Related services are not the school's responsibility; parents must pay for them.,"Schools must provide services (like catheterization) that are necessary for a child to access education and benefit from instruction, even if the service is medical in nature, if it does not require a physician to perform.","Schools must provide all medical services, regardless of cost or complexity.",Related services apply only to physical disabilities.,,,B,"Tatro expanded the definition of related services to include health services necessary for school participation—specifically, catheterization—if it can be performed by a school nurse (not requiring a physician). This established that schools' obligations extend beyond academics to services that enable access and learning. Option A is incorrect; related services are school responsibility. Option C is incorrect; ""medical services"" performed by physicians are distinguishable from health services schools can provide. Option D is incorrect; related services apply broadly.",STILL_FLAGGED|margin=142,
10,9,PQ_LEG-04_9,LEG-04,Honig v. Doe (1988) is most directly relevant to which school psychology practice area?,"Assessment and evaluation procedures, without adequate clinical justification.","Parent consent requirements, requiring no further assessment or action.","Discipline, specifically that students with disabilities cannot be disciplined for conduct arising from their disability without a manifestation determination, and there are limits on removals even for unrelated misbehavior (""stay-put"" provision).","Least restrictive environment determination, without adequate clinical justification.",,,C,"Honig v. Doe is the cornerstone of IDEA discipline law. It established the ""stay-put"" principle (student remains in current placement during disciplinary proceedings) and manifestation determination (school must determine if misbehavior is related to the disability before applying certain consequences). Option A, B, and D are not the primary focus of Honig; discipline is.",PARTIAL_FIX|margin=162,DISTRACTOR_A_EXPANDED; DISTRACTOR_B_EXPANDED; DISTRACTOR_D_EXPANDED
10,10,PQ_LEG-04_10,LEG-04,A school proposes a 10-day suspension for a student with a disability who violated the conduct code by bringing a weapon to school. The student's IEP team must determine whether the conduct was a manifestation of the disability (per Honig v. Doe). Which factor is LEAST relevant to this determination?,Whether the IEP and services were appropriate and being implemented as written.,Whether the student had been recently evaluated and assessed for understanding of rules and consequences.,The student's race or ethnicity.,The relationship between the student's disability and the conduct.,,,C,"Manifestation determination focuses on whether the disability caused or substantially motivated the conduct. Relevant factors include: appropriateness of IEP and services, student's understanding of rules, disability-behavior relationship, and ability to control behavior. The student's race/ethnicity is not directly relevant to the manifestation analysis (though it may be relevant to broader equity concerns). Options A, B, and D are all factors in proper manifestation determination.",,
